,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.dns,timings.wait,timings.send,timings.ssl,serverIPAddress,comment,time,request.queryString.name
54,,2019-10-09T18:42:07.811+03:00,GET,https://www.facebook.com/tr/?id=471796676315561&ev=Microdata&dl=https%3A%2F%2Fthe-dots.com%2F&rl=&if=false&ts=1570635726817&cd[DataLayer]=%5B%5D&cd[Meta]=%7B%22title%22%3A%22The%20Creative%20Network%20%7C%20The%20Dots%22%2C%22meta%3Adescription%22%3A%22Work%20on%20projects%20you%E2%80%99re%20proud%20of%2C%20with%20people%20that%20inspire%20you%20and%20for%20companies%20you%20respect.%20Be%20inspired%20to%20do%20great%20work%20and%20get%20recognition%20for%20it.%22%7D&cd[OpenGraph]=%7B%22og%3Atitle%22%3A%22The%20Creative%20Network%22%2C%22og%3Atype%22%3A%22website%22%2C%22og%3Aurl%22%3A%22https%3A%2F%2Fthe-dots.com%2F%22%2C%22og%3Adescription%22%3A%22Work%20on%20projects%20you%E2%80%99re%20proud%20of%2C%20with%20people%20that%20inspire%20you%20and%20for%20companies%20you%20respect.%20Be%20inspired%20to%20do%20great%20work%20and%20get%20recognition%20for%20it.%22%2C%22og%3Asite_name%22%3A%22The%20Dots%22%2C%22og%3Aimage%22%3A%22https%3A%2F%2Fthe-dots.com%2Fstatic%2Fimages%2Ffb.jpg%22%7D&cd[Schema.org]=%5B%5D&cd[JSON-LD]=%5B%5D&sw=800&sh=600&v=2.9.4&r=stable&ec=1&o=158&fbp=fb.1.1570635726294.1925523993&it=1570635724989&coo=false&es=automatic&rqm=GET,HTTP/1.1,1513,0,,200,OK,HTTP/1.1,0,image/gif,,,500,44,,,0,0,1479,29,103,1,1462,31.13.92.36,,1614,value
55,,2019-10-09T18:42:09.941+03:00,GET,https://tpc.googlesyndication.com/safeframe/1-0-35/html/container.html,HTTP/1.1,447,0,,200,OK,HTTP/1.1,0,text/html,,,541,3491,,,1,0,4351,0,82,0,4330,216.58.207.65,,4435,
56,,2019-10-09T18:42:10.031+03:00,GET,https://tpc.googlesyndication.com/safeframe/1-0-35/html/container.html,HTTP/1.1,536,0,,200,OK,HTTP/1.1,0,text/html,,,541,3491,,,1,-1,-1,-1,91,0,-1,216.58.207.65,,93,
57,,2019-10-09T18:42:10.150+03:00,GET,https://tpc.googlesyndication.com/safeframe/1-0-35/js/ext.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript,,,548,8539,,,7,-1,-1,-1,82,0,-1,216.58.207.65,,91,
58,,2019-10-09T18:42:10.152+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29611,,,27,-1,-1,-1,125,0,-1,172.217.18.2,,153,value
59,,2019-10-09T18:42:10.263+03:00,GET,https://securepubads.g.doubleclick.net/pcs/view?xai=AKAOjstWt-7tZBhJzqhdFDGEnc3EiIimvPBgfVJh03VJAbNd7pkzcbLBKriIQcDcoGulQAF0oltoJATafBFobAxw8ICWWj1v7dGxcA5j3NndTtEtnj3ucQE8pBjnAX0AFLfaKY3lFnncNvTcaI1CdXDFOlDWKJAPumzJVCuQp3FpZDpnE5NUE0uMyFRr-YwBUVnLzkbNZJk-gGilf3Gjz0RQMzV_v_Vq-uO-t0arNjQIgm-3BEO01t6rwN_UK6aWvYnWzEFcnlnVNaeI&sai=AMfl-YRWUgqRTeWsxnls2wbuQ4sFgISUmLftINT0vX4tdUEMYutwzEupCavV5JNQxz7GEejj9Gz8WxQo4vC1VSeYixm5pZ5M-fHoQa8puHmv&sig=Cg0ArKJSzGxE31s6hMgREAE&urlfix=1&adurl=,HTTP/1.1,883,0,,200,OK,HTTP/1.1,0,image/gif,,,844,0,,,0,-1,-1,-1,95,0,-1,216.58.207.34,,96,value
60,,2019-10-09T18:42:10.454+03:00,POST,https://api.amplitude.com/,HTTP/1.1,453,1204,,200,OK,HTTP/1.1,0,text/html;charset=utf-8,,,258,7,,,0,0,525,0,282,0,495,54.148.35.65,,809,
61,,2019-10-09T18:42:10.751+03:00,POST,https://api.amplitude.com/,HTTP/1.1,453,1204,,200,OK,HTTP/1.1,0,text/html;charset=utf-8,,,258,7,,,0,-1,-1,-1,284,0,-1,54.148.35.65,,285,
62,,2019-10-09T18:42:13.044+03:00,POST,https://m.stripe.com/4,HTTP/1.1,443,2280,,200,OK,HTTP/1.1,0,text/plain,,,592,62,,,0,0,7092,37,261,2,7055,34.212.201.123,,7394,
63,,2019-10-09T18:42:13.271+03:00,GET,https://www.google.co.il/pagead/1p-user-list/963774345/?random=1570635724927&cv=9&fst=1570633200000&num=1&bg=ffffff&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2oaa20&sendb=1&data=event%3Dgtag.config&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=4099208327&resp=GooglemKTybQhCsO&rmt_tld=1&ipr=y,HTTP/1.1,776,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,0,0,6855,26,102,0,6826,216.58.206.3,,6985,value
64,,2019-10-09T18:42:13.273+03:00,GET,https://www.google.co.il/pagead/1p-user-list/963774345/?random=1570635724943&cv=9&fst=1570633200000&num=1&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga20&sendb=1&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=3928969094&resp=GooglemKTybQhCsO&rmt_tld=1&ipr=y,HTTP/1.1,741,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,0,0,6857,26,98,0,6828,216.58.206.3,,6983,value
65,,2019-10-09T18:42:13.640+03:00,GET,https://www.google.com/pagead/1p-user-list/963774345/?random=1570635724927&cv=9&fst=1570633200000&num=1&bg=ffffff&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2oaa20&sendb=1&data=event%3Dgtag.config&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=4099208327&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,HTTP/1.1,774,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,0,0,7253,0,109,0,7228,172.217.18.4,,7364,value
66,,2019-10-09T18:42:13.654+03:00,GET,https://www.google.com/pagead/1p-user-list/963774345/?random=1570635724943&cv=9&fst=1570633200000&num=1&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga20&sendb=1&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=3928969094&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,HTTP/1.1,739,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,0,0,7265,0,100,0,7239,172.217.18.4,,7367,value
67,,2019-10-09T18:42:14.892+03:00,GET,https://a.impactradius-go.com/gen-ad-code/1349965/622773/9084/,HTTP/1.1,577,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,558,229,,,0,0,1856,90,226,0,1831,13.225.249.48,,2175,
68,,2019-10-09T18:42:15.168+03:00,GET,https://a.impactradius-go.com/display-ad/9084-622773,HTTP/1.1,443,0,,200,OK,HTTP/1.1,0,image/jpeg,,,510,16901,,,1,-1,-1,-1,646,0,-1,13.225.249.48,,649,
69,,2019-10-09T18:42:16.217+03:00,GET,https://imp.pxf.io/i/1349965/622773/9084,HTTP/1.1,430,0,,200,OK,HTTP/1.1,0,image/gif,,,448,50,,,0,0,957,88,109,0,928,35.201.76.231,,1157,
