,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.send,timings.dns,timings.connect,timings.receive,timings.blocked,timings.ssl,serverIPAddress,comment,time,request.queryString.name
77,,2019-10-08T20:07:18.063+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJtcF9wYWdlX3ZpZXciLCJwcm9wZXJ0aWVzIjogeyIkb3MiOiAiV2luZG93cyIsIiRicm93c2VyIjogIkNocm9tZSIsIiRjdXJyZW50X3VybCI6ICJodHRwczovL3d3dy5yZXZlcmJuYXRpb24uY29tLyIsIiRicm93c2VyX3ZlcnNpb24iOiA3NywiJHNjcmVlbl9oZWlnaHQiOiA2MDAsIiRzY3JlZW5fd2lkdGgiOiA4MDAsIm1wX2xpYiI6ICJ3ZWIiLCIkbGliX3ZlcnNpb24iOiAiMi4yOS4xIiwidGltZSI6IDE1NzA1NTQ0MjYuMDk5LCJkaXN0aW5jdF9pZCI6ICIxNmRhYzU2YjJkMjE3OS0wNmUyN2ViN2MwN2JkZS0xMTVhMWIyZC03NTMwMC0xNmRhYzU2YjJkMzMzMCIsIiRkZXZpY2VfaWQiOiAiMTZkYWM1NmIyZDIxNzktMDZlMjdlYjdjMDdiZGUtMTE1YTFiMmQtNzUzMDAtMTZkYWM1NmIyZDMzMzAiLCJyYWlsc192ZXJzaW9uIjogIjQuMi4xMSIsImJyb3dzZXJfdmVyc2lvbiI6ICI3Ny4wLjM4NjUuOTAiLCJwcm90b2NvbCI6ICJodHRwczoiLCJyZW5kZXJfdGltZV9ob21lcGFnZSI6IDY4NzYsInJlbmRlcl90aW1lX2hvbWVwYWdlX2J1Y2tldCI6ICI2LTkiLCIkaW5pdGlhbF9yZWZlcnJlciI6ICIkZGlyZWN0IiwiJGluaXRpYWxfcmVmZXJyaW5nX2RvbWFpbiI6ICIkZGlyZWN0IiwibXBfcGFnZSI6ICJodHRwczovL3d3dy5yZXZlcmJuYXRpb24uY29tLyIsIm1wX2Jyb3dzZXIiOiAiQ2hyb21lIiwibXBfcGxhdGZvcm0iOiAiV2luZG93cyIsInRva2VuIjogImFiMDg4OTUzMmJhMjExOTliYWIyNjAyNWY5MDAxZmZkIn19&ip=1&_=1570554426101,HTTP/1.1,1430,0,,200,OK,HTTP/1.1,0,application/json,,,504,1,,,94,0,26,9678,0,0,9656,35.186.241.51,,9800,value
78,,2019-10-08T20:07:18.159+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICIkd2ViX2V2ZW50IiwicHJvcGVydGllcyI6IHsiJG9zIjogIldpbmRvd3MiLCIkYnJvd3NlciI6ICJDaHJvbWUiLCIkY3VycmVudF91cmwiOiAiaHR0cHM6Ly93d3cucmV2ZXJibmF0aW9uLmNvbS8iLCIkYnJvd3Nlcl92ZXJzaW9uIjogNzcsIiRzY3JlZW5faGVpZ2h0IjogNjAwLCIkc2NyZWVuX3dpZHRoIjogODAwLCJtcF9saWIiOiAid2ViIiwiJGxpYl92ZXJzaW9uIjogIjIuMjkuMSIsInRpbWUiOiAxNTcwNTU0NDM4LjE1NCwiZGlzdGluY3RfaWQiOiAiMTZkYWM1NmIyZDIxNzktMDZlMjdlYjdjMDdiZGUtMTE1YTFiMmQtNzUzMDAtMTZkYWM1NmIyZDMzMzAiLCIkZGV2aWNlX2lkIjogIjE2ZGFjNTZiMmQyMTc5LTA2ZTI3ZWI3YzA3YmRlLTExNWExYjJkLTc1MzAwLTE2ZGFjNTZiMmQzMzMwIiwicmFpbHNfdmVyc2lvbiI6ICI0LjIuMTEiLCJicm93c2VyX3ZlcnNpb24iOiAiNzcuMC4zODY1LjkwIiwicHJvdG9jb2wiOiAiaHR0cHM6IiwicmVuZGVyX3RpbWVfaG9tZXBhZ2UiOiA2ODc2LCJyZW5kZXJfdGltZV9ob21lcGFnZV9idWNrZXQiOiAiNi05IiwiJGluaXRpYWxfcmVmZXJyZXIiOiAiJGRpcmVjdCIsIiRpbml0aWFsX3JlZmVycmluZ19kb21haW4iOiAiJGRpcmVjdCIsIiR0aXRsZSI6ICJSZXZlcmJOYXRpb24gOiBBcnRpc3RzIEZpcnN0IiwiJGV2ZW50X3R5cGUiOiAicGFnZXZpZXciLCIkY2VfdmVyc2lvbiI6IDEsIiRob3N0IjogInd3dy5yZXZlcmJuYXRpb24uY29tIiwiJHBhdGhuYW1lIjogIi8iLCJ0b2tlbiI6ICJhYjA4ODk1MzJiYTIxMTk5YmFiMjYwMjVmOTAwMWZmZCJ9fQ%3D%3D&ip=1&_=1570554438156,HTTP/1.1,1490,0,,200,OK,HTTP/1.1,0,application/json,,,505,1,,,125,0,-1,-1,0,-1,-1,35.186.241.51,,126,value
79,,2019-10-08T20:07:18.251+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=4f1702f9d57cdf01ed939cdb3a7bc435&ua=modern_es6,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,59063,,,98,0,0,198,108,0,170,31.13.92.14,,406,value
80,,2019-10-08T20:07:18.715+03:00,GET,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/1068733558/?random=1570554437507&cv=9&fst=1570554437507&num=1&guid=ON&resp=GooglemKTybQhCsO&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wg9p0&sendb=1&ig=1&frm=0&url=https%3A%2F%2Fwww.reverbnation.com%2F&tiba=ReverbNation%20%3A%20Artists%20First&async=1&rfmt=3&fmt=4,HTTP/1.1,704,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,1031,929,,,112,0,32,1166,1,0,1131,172.217.22.66,,1313,value
81,,2019-10-08T20:07:18.982+03:00,POST,https://www.reverbnation.com/api/charts/national,HTTP/1.1,1416,138,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1313,26451,,,413,0,-1,-1,9,-1,-1,52.52.116.70,,423,
82,,2019-10-08T20:07:18.995+03:00,GET,https://www.reverbnation.com/images/spinners/32x32_light.gif,HTTP/1.1,1193,0,,200,OK,HTTP/1.1,0,image/gif,,,391,3398,,,261,0,-1,-1,0,-1,-1,52.52.116.70,,262,
83,,2019-10-08T20:07:19.496+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6646803/original/resize:182x136/crop:x0y124w1200h900/hash:1566737880/red_01_web_1_.jpg?1566737880,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,4253,,,92,0,-1,-1,773,-1,-1,93.184.220.20,,866,value
84,,2019-10-08T20:07:19.498+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/5800546/original/resize:182x136/crop:x0y562w1500h1125/hash:1521393972/Shera_Knotably_20_D7_99_D7_95_D7_A1_D7_99_20_D7_95_D7_90_D7_95_D7_9C_D7_99_20_D7_A9_D7_9E_D7_A8_D7_99_D7_A7_20.jpg?1521393972,HTTP/1.1,629,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,8389,,,90,0,-1,-1,1133,-1,-1,93.184.220.20,,1224,value
85,,2019-10-08T20:07:19.500+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/3439401/original/resize:182x136/crop:x358y66w1284h963/hash:1467446246/1454253555_bandpagepic.jpg?1467446246,HTTP/1.1,541,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,8939,,,88,0,-1,-1,1404,-1,-1,93.184.220.20,,1493,value
86,,2019-10-08T20:07:20.137+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/5301807/original/resize:182x136/crop:x0y14w2400h1800/hash:1556427044/FREE_COVER_.png?1556427044,HTTP/1.1,529,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,4691,,,105,0,-1,-1,1280,-1,-1,93.184.220.20,,1387,value
87,,2019-10-08T20:07:20.200+03:00,POST,https://www.reverbnation.com/api/user/app_events,HTTP/1.1,1437,11,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1313,2,,,267,0,-1,-1,0,-1,-1,52.52.116.70,,268,
88,,2019-10-08T20:07:20.227+03:00,GET,https://www.google.co.il/pagead/1p-user-list/1068733558/?random=1570554437507&cv=9&fst=1570554000000&num=1&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wg9p0&sendb=1&frm=0&url=https%3A%2F%2Fwww.reverbnation.com%2F&tiba=ReverbNation%20%3A%20Artists%20First&async=1&fmt=3&is_vtc=1&random=3491802991&resp=GooglemKTybQhCsO&rmt_tld=1&ipr=y,HTTP/1.1,751,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,94,0,32,1354,0,0,1325,216.58.206.3,,1481,value
89,,2019-10-08T20:07:20.360+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6169288/original/resize:182x136/crop:x0y111w358h268/hash:1524487064/IMG_1159.jpeg?1524487064,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,9387,,,97,0,-1,-1,535,-1,-1,93.184.220.20,,633,value
90,,2019-10-08T20:07:20.366+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/3961847/original/resize:182x136/crop:x242y0w2513h1885/hash:1467522092/01b010.png?1467522092,HTTP/1.1,525,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,3647,,,290,0,-1,-1,587,-1,-1,93.184.220.20,,879,value
91,,2019-10-08T20:07:20.422+03:00,GET,https://stats.g.doubleclick.net/r/collect?t=dc&aip=1&_r=3&v=1&_v=j79&tid=UA-750054-1&cid=1349062513.1570554435&jid=1296943079&gjid=1575023110&_gid=702314099.1570554435&_u=YGBAgEAB~&z=1404988037,HTTP/1.1,550,0,,200,OK,HTTP/1.1,0,image/gif,,,539,35,,,95,0,0,2377,0,0,2350,74.125.140.154,,2474,value
92,,2019-10-08T20:07:20.726+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6516484/original/resize:182x136/crop:x0y0w1596h1197/hash:1555609353/4.jpg?1555609353,HTTP/1.1,518,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,3623,,,236,0,-1,-1,440,-1,-1,93.184.220.20,,677,value
93,,2019-10-08T20:07:20.999+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/4188846/original/resize:182x136/crop:x35y0w869h652/hash:1550529755/LOGO_RENTANGLE_-_EN_938_x_652.jpg?1550529755,HTTP/1.1,545,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,3483,,,107,0,-1,-1,228,-1,-1,93.184.220.20,,336,value
94,,2019-10-08T20:07:20.999+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/1350562/original/resize:182x136/crop:x92y0w3017h2263/hash:1467145761/1441194382_NEW_COVER_PHOTO.jpg?1467145761,HTTP/1.1,544,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,5789,,,252,0,-1,-1,1056,-1,-1,93.184.220.20,,1309,value
95,,2019-10-08T20:07:21.161+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/5756325/original/resize:182x136/crop:x436y0w2329h1747/hash:1534721666/Logo2.jpg?1534721666,HTTP/1.1,524,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,2643,,,96,0,-1,-1,635,-1,-1,93.184.220.20,,732,value
96,,2019-10-08T20:07:21.169+03:00,GET,https://www.google.com/pagead/1p-user-list/1068733558/?random=1570554437507&cv=9&fst=1570554000000&num=1&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wg9p0&sendb=1&frm=0&url=https%3A%2F%2Fwww.reverbnation.com%2F&tiba=ReverbNation%20%3A%20Artists%20First&async=1&fmt=3&is_vtc=1&random=3491802991&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,HTTP/1.1,749,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,102,0,0,2328,0,0,2290,172.217.18.4,,2432,value
