,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.dns,timings.blocked,timings.connect,timings.receive,timings.send,timings.wait,serverIPAddress,comment,time,request.queryString.name
63,,2019-10-11T19:15:03.790+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=90&slotname=3272316759&adk=3428921553&adf=2751417942&w=728&guci=2.2.0.0.2.2.0.0&format=728x90&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ea=0&flash=0&wgl=1&dt=1570810500988&bpp=33&bdt=1114&fdt=444&idt=444&shv=r20191003&cbv=r20190131&saldr=aa&correlator=8118685008879&frm=24&ife=1&pv=2&ga_vid=1196953653.1570810481&ga_sid=1570810501&ga_hid=1565306609&ga_fc=0&iag=3&icsg=166&nhd=1&dssz=6&mdo=0&mso=512&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=-12245933&bih=-12245933&isw=0&ish=0&ifk=1423944195&scr_x=-12245933&scr_y=-12245933&eid=21064714%2C368226570&oid=3&pvsid=3030543408478429&pem=747&rx=0&eae=2&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C0%2C0&vis=1&rsz=%7C%7CE%7C&abl=CS&pfx=0&fu=16&bc=23&ifi=1&uci=1.r8qq4y107sy9&dtd=460,HTTP/1.1,1472,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,751,20333,,,-1,-1,-1,-1,36,0,301,172.217.22.2,,339,value
64,,2019-10-11T19:15:03.835+03:00,GET,https://api.monotote.com/v1/find-publisher/awin/249257,HTTP/1.1,424,0,,200,OK,HTTP/1.1,0,application/json,,,700,132,,,3117,168,0,3155,0,0,107,188.166.110.31,,3432,
65,,2019-10-11T19:15:04.000+03:00,GET,https://api.monotote.com/v1/settings?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e,HTTP/1.1,471,0,,200,OK,HTTP/1.1,0,application/json,,,740,3092,,,-1,-1,-1,-1,0,0,113,188.166.110.31,,114,value
66,,2019-10-11T19:15:04.898+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/plugins/ajax-search-lite/css/fonts/icons2.woff2,HTTP/1.1,1017,0,,200,OK,HTTP/1.1,0,font/woff2,,,417,2371,,,-1,-1,-1,-1,0,0,113,104.24.18.117,,113,
67,,2019-10-11T19:15:04.898+03:00,POST,http://sumo.com/services,HTTP/1.1,530,784,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,625,869,,,-1,-1,-1,-1,0,0,276,52.34.133.113,,277,
68,,2019-10-11T19:15:05.053+03:00,GET,https://google-analytics.com/collect?v=1&cid=533f6733-9a41-4642-93db-1a42a65ecb53&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=8262777472259606,HTTP/1.1,737,0,,200,OK,HTTP/1.1,0,image/gif,,,479,35,,,4264,47,0,4309,0,0,97,216.58.207.68,,4454,value
69,,2019-10-11T19:15:07.645+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_js_controller.js,HTTP/1.1,1354,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,680,14391,,,6296,28,0,6322,44,0,114,216.58.207.65,,6509,
70,,2019-10-11T19:15:07.645+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/chicken-harness-fb-1024x1024.jpg,HTTP/1.1,1009,0,,200,OK,HTTP/1.1,0,image/jpeg,,,388,130122,,,-1,-1,-1,-1,3061,0,393,104.24.18.117,,3454,
71,,2019-10-11T19:15:07.668+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection.js,HTTP/1.1,1358,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,5132,,,6304,28,0,6333,2,0,107,216.58.207.65,,6471,
72,,2019-10-11T19:15:07.744+03:00,GET,https://platform-api.sharethis.com/js/sharethis.js,HTTP/1.1,419,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,540,27619,,,7185,28,0,7208,4,0,164,143.204.192.126,,7406,
73,,2019-10-11T19:15:07.747+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/harry-potter-wooden-bookmarks-suatmm.jpg,HTTP/1.1,1017,0,,200,OK,HTTP/1.1,0,image/jpeg,,,390,211803,,,-1,-1,-1,-1,63,0,116,104.24.18.117,,180,
74,,2019-10-11T19:15:07.782+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite.js,HTTP/1.1,1340,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,11455,,,-1,-1,-1,-1,17,0,114,216.58.207.65,,133,
75,,2019-10-11T19:15:07.783+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_js_controller.js,HTTP/1.1,1337,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,680,14391,,,123,0,0,149,30,0,109,216.58.207.65,,289,
76,,2019-10-11T19:15:07.807+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection.js,HTTP/1.1,1341,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,5132,,,-1,-1,-1,-1,16,0,97,216.58.207.65,,115,
77,,2019-10-11T19:15:07.921+03:00,GET,https://tpc.googlesyndication.com/sodar/UFYwWwmt.js,HTTP/1.1,1316,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,15207,,,140,0,0,183,45,0,110,216.58.207.65,,339,
78,,2019-10-11T19:15:07.921+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1351,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,1044,,,-1,-1,-1,-1,3,0,109,216.58.207.65,,114,
79,,2019-10-11T19:15:07.926+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/load_preloaded_resource.js,HTTP/1.1,1369,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,676,359,,,-1,-1,-1,-1,0,0,100,216.58.207.65,,101,
80,,2019-10-11T19:15:07.935+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite.js,HTTP/1.1,1323,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,11455,,,-1,-1,-1,-1,4,0,99,216.58.207.65,,105,
81,,2019-10-11T19:15:07.960+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/matching-dog-shirt-suatmm.jpg,HTTP/1.1,1006,0,,200,OK,HTTP/1.1,0,image/jpeg,,,393,104790,,,-1,-1,-1,-1,2665,0,356,104.24.18.117,,3022,
82,,2019-10-11T19:15:08.002+03:00,GET,https://www.google.com/ads/measurement/l?ebcid=ALh7CaQXW2lgOW9ST5M_n_f3mFG3tnRcdB_wprnbsd4Q3OpM0l3XtoKtWQe_Bj3HupNigduU4jrkPs6YQsqDTrZn-_JZ_jOz1g,HTTP/1.1,1429,0,,204,No Content,HTTP/1.1,0,text/html; charset=UTF-8,,,366,0,,,239,0,0,281,0,0,104,216.58.205.228,,387,value
83,,2019-10-11T19:15:08.030+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection.js,HTTP/1.1,1365,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,5132,,,-1,-1,-1,-1,5,0,91,216.58.207.65,,97,
84,,2019-10-11T19:15:08.052+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1334,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,1044,,,-1,-1,-1,-1,0,0,89,216.58.207.65,,90,
85,,2019-10-11T19:15:08.052+03:00,GET,https://tpc.googlesyndication.com/sodar/UFYwWwmt.js,HTTP/1.1,1299,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,15207,,,-1,-1,-1,-1,24,0,91,216.58.207.65,,117,
86,,2019-10-11T19:15:08.065+03:00,GET,https://ws.sharethis.com/secure5x/index.html,HTTP/1.1,566,0,,200,OK,HTTP/1.1,0,text/html,,,510,4081,,,-1,-1,-1,-1,7,0,96,13.225.249.93,,103,
87,,2019-10-11T19:15:08.080+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite.js,HTTP/1.1,1347,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,11455,,,-1,-1,-1,-1,12,0,108,216.58.207.65,,121,
88,,2019-10-11T19:15:08.131+03:00,GET,https://tpc.googlesyndication.com/sodar/Enqz_20U.html,HTTP/1.1,1471,0,,200,OK,HTTP/1.1,0,text/html,,,506,8395,,,-1,-1,-1,-1,9,0,91,216.58.207.65,,102,
89,,2019-10-11T19:15:08.179+03:00,GET,http://www.shutupandtakemymoney.com/cart?wc-ajax=get_cart_totals,HTTP/1.1,1008,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,439,351,,,-1,-1,-1,-1,0,0,2012,104.24.18.117,,2012,value
90,,2019-10-11T19:15:08.180+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1358,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,1044,,,-1,-1,-1,-1,0,0,85,216.58.207.65,,86,
91,,2019-10-11T19:15:08.181+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1352,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29553,,,6741,0,0,6784,60,0,130,216.58.205.226,,6976,value
92,,2019-10-11T19:15:08.204+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,406,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29044,,,7830,0,0,7872,59,0,119,216.58.205.226,,8052,value
93,,2019-10-11T19:15:08.207+03:00,GET,https://ws.sharethis.com/secure5x/js/stcommon.1f60705adac788a51a8240cf535237b0.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,application/javascript,,,551,5630,,,-1,-1,-1,-1,3,0,81,13.225.249.93,,85,
94,,2019-10-11T19:15:08.219+03:00,GET,https://pagead2.googlesyndication.com/pagead/s/cookie_push.html,HTTP/1.1,1464,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,842,652,,,222,0,0,256,0,0,97,216.58.206.2,,355,
95,,2019-10-11T19:15:08.227+03:00,GET,https://tpc.googlesyndication.com/sodar/Enqz_20U.html,HTTP/1.1,1454,0,,200,OK,HTTP/1.1,0,text/html,,,506,8395,,,-1,-1,-1,-1,7,0,91,216.58.207.65,,99,
96,,2019-10-11T19:15:08.296+03:00,GET,https://ws.sharethis.com/secure5x/js/st.e9bdabe010179964815c31077bb3095b.js,HTTP/1.1,453,0,,200,OK,HTTP/1.1,0,application/javascript,,,558,31393,,,-1,-1,-1,-1,55,0,82,13.225.249.93,,138,
97,,2019-10-11T19:15:08.348+03:00,GET,https://pagead2.googlesyndication.com/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,431,0,,200,OK,HTTP/1.1,0,text/javascript,,,738,5323,,,-1,-1,-1,-1,1,0,85,216.58.206.2,,87,
98,,2019-10-11T19:15:08.706+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1335,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29553,,,-1,-1,-1,-1,46,0,130,216.58.205.226,,176,value
99,,2019-10-11T19:15:08.771+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=shutupandtakemymoney.com,HTTP/1.1,421,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,508,0,0,536,1,0,103,172.217.22.2,,642,value
100,,2019-10-11T19:15:08.773+03:00,GET,https://fonts.googleapis.com/css?family=Heebo%3A300%2C400%2C700,HTTP/1.1,1350,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,354,,,523,0,0,550,0,0,103,216.58.207.42,,654,value
101,,2019-10-11T19:15:08.886+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1359,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29553,,,-1,-1,-1,-1,24,0,118,216.58.205.226,,144,value
102,,2019-10-11T19:15:08.915+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,417,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29044,,,109,0,0,142,73,0,119,216.58.205.226,,335,value
103,,2019-10-11T19:15:09.512+03:00,GET,https://pagead2.googlesyndication.com/pagead/gen_204?id=sodar&v=30&t=2&bgai=BDYqKmq6gXd3kGsjNgAfts7rIAgAAAAA4AeAEAg&bg=!OjmlOSFYUyHHyqIj7vMCAAACA1IAAACEmQHkBLJ9Nak_lmSMXrbiYZyPLPy_lAYq9ouRYOrSFAsPxk8QyEYMB9LsPGCiIE_HFU7WD2-q78umqQupmAjKDEm5tDhpvqrg6ULOmmTfwIBWCJJ5wbdUt9QE3N2BlmeKLpX-_KBOWl0XQCN7V55gUHtCQxByUa8XMq2Qe37C4YN5baYto861XJl6uNjcFOdy5JhZE94uPYEvnEqJpLugxDiG_ANctnN1_mZ-dk6QFaIkHQr7iqPvSwONCdNhhhKWNeoRKpQ8IZXSl92MtZGvNd3YWw_ZVApHjTSgmmLXoujYxJ7tPTM6Z08Lw7Jq9-QSmPFxXoVlRz9TNTY4B3_loSxyFwIp1uy5bGj1UWMvfIpNhrve2Bk-qx_as5ZreQSmyg3mzUNouDlOHKto63Bap4_YOeDZvrqVu1kzxXsQ5M6f3D-pQ19fv2t6NdL4mTe9yu-QUcsNF9hEI9dj9iRe5b4htIOYwOHdp1r_82jD5E8hWnbDX_uGZdV2UPSIZW-Ab32nEWvgWn_0Db9iEgJFWXsKdfxM_lh0AAMemvRKN1mrowDCOHqutGZHYI3Qh7IoEOoDvvLbVvmJ1DCT4_TCMN6aam_daEFSZ5rSHP6MKgN7Nmc0MMibfSS6zscT4UjKMWNd9kk1wA,HTTP/1.1,1182,0,,204,No Content,HTTP/1.1,0,image/gif,,,768,0,,,216,0,0,235,0,0,99,216.58.206.2,,336,value
104,,2019-10-11T19:15:09.616+03:00,GET,https://pagead2.googlesyndication.com/pagead/gen_204?id=sodar&v=30&t=2&bgai=BXyOFmq6gXa28NJPA7gOR5674BAAAAAA4AeAEAg&bg=!SEulS1NYsPuPyfnW3TUCAAAB71IAAABWmQG_l-xoZSiUgrBKlcwnJUMxanEMVRMxqLa9HwYxeYXTrNyQgzcN-V8mcBfzjyPFxI4m-9SQCYLYp5tkwP3Fst-uAkAK3fB6OgCsG_QtLnhWCAQqaxY4DEw0L3igzFA055S9iAWlQKjMEIbff_CW6GqgE9oMkQ9eHeQ36EWjhrY3AjzfnxC61MFo_9XczjK31FtY3sQYAm_MmMB9b7WeWybRuqvVbfxx19kopxb2en9rncj4Ic9uyeF3MHWZ62Nf4E3B0M3ucB_2ZV8EaOkFkfDPHwcpcscNAnjAgp4w0dovfUYMNO_pYnPgVDI4jwHvZkhhc-LV4qBaPX0Ok9L9xbQuqiKlnABGzPBhGPpjg2zR6jZwQ8kvCsdtcyKihk5WFsJO2Lsfw_q6HySCuhrtxg9qDXEcVkwPPgnz1ZGWbCEhIt6p9bQSOzoXky1RzHpf8Oh57aKDlrFnqk4PiIZK1n1cyHUDmgNumZ_HkXprUP5Mp7wbUysvdBdZeidBTSiUSw6-1WX9o_acxux5u0zuQNLdR7zRqPIsnkPKAYc6y71Xa25zTyypF_x_pbNTBWTm2SuJjb0v-evcV12WHkLu3lXU,HTTP/1.1,1132,0,,204,No Content,HTTP/1.1,0,image/gif,,,768,0,,,-1,-1,-1,-1,0,0,95,216.58.206.2,,96,value
105,,2019-10-11T19:15:10.615+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/06/trex-bite-earring-2.jpg,HTTP/1.1,1000,0,,200,OK,HTTP/1.1,0,image/jpeg,,,393,42349,,,-1,-1,-1,-1,826,0,349,104.24.18.117,,1175,
106,,2019-10-11T19:15:10.616+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivXU4/yZ/l/he_IL/PNCeFIuL-co.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,405,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,124564,,,9160,0,0,9205,146,0,107,31.13.92.14,,9459,value
107,,2019-10-11T19:15:10.632+03:00,GET,https://s0.2mdn.net/879366/express_html_inpage_rendering_lib_200_260.js,HTTP/1.1,1378,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,41789,,,9267,28,0,9293,96,0,82,216.58.208.38,,9501,
108,,2019-10-11T19:15:10.800+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/death-star-fire-pit.jpeg,HTTP/1.1,1001,0,,200,OK,HTTP/1.1,0,image/jpeg,,,388,138527,,,-1,-1,-1,-1,3255,0,345,104.24.18.117,,3601,
109,,2019-10-11T19:15:10.801+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/06/ben-franklin-kite-tea-mug-suatmm.jpg,HTTP/1.1,1013,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,86850,,,-1,-1,-1,-1,2243,0,344,104.24.18.117,,2587,
110,,2019-10-11T19:15:10.884+03:00,GET,https://s0.2mdn.net/879366/express_html_inpage_rendering_lib_200_260.js,HTTP/1.1,1361,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,41789,,,100,0,0,138,93,0,95,216.58.208.38,,328,
111,,2019-10-11T19:15:10.990+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/infinity-beer-pong-table-2.jpg,HTTP/1.1,1007,0,,200,OK,HTTP/1.1,0,image/jpeg,,,389,62985,,,-1,-1,-1,-1,14,0,93,104.24.18.117,,108,
112,,2019-10-11T19:15:11.043+03:00,GET,https://googleads4.g.doubleclick.net/pcs/view?xai=AKAOjsvSRtR0f84Io1VMu-tptRrL4pZOas4KNpxY8iLackFv3vaRY6-I-9SrY4ZZl9nx_DZoQNpyCuHfOmjwcYdnUxYBuPHUrUh73w1p6HkxaZkIXDDSAkmFh7p9QrdT9fmMNeZkCfTYMKYU2ugmMFTuK6GVEIBtLji9lKlUO9PTJzkV7DG3TPzfFdrb_BU7tnRVFcTk8koJfk_yd-Q4aGGaQQ1Q0SFl_130l8ZOn2vs6LxfiMk8VTECjAMfIBBT3zvt-MHbTCyeRXUpYI4wcAP4F4rQ1oxeQIjz8VqByAFg1rbzXECXTrm4LC_xMPlmwASf37tX0gkyD6xTxOuwyn4uOMCr4WA2A0dX19T6PQn6bmCdKBNsElcEkXNFtsOfaGYqtajoRyj_PLGXTXLWvOhc9ZZ9Jq-IhwtyrXAS5G39ixitJyiPbcKqGCO4RhNNlrKl5ca_BIYUUu9fYpwGq1gAMDwQyhhBelEjWEM67DPOL7YVzqyZWL9U7Wmm406h2aIQE754LKXDI4rgDOrea4gSzNTr5nFhnUrs4rpK-W_1iHgCPlhroCPU1gz2WIhY7Yy6aSixGWEUXEF31qm3CJO-1U3VWgmuhbDcATbeaypFgRGbhrDSudeGHIRfIxziaskMgw32nVzwUc5qw2iGnctdxqRF6r6ti7niQ_-EtcXTKXm4JItyoPF3mIrnWLmVY16rTxWrF7L2G3lQF3TE6mUbFo32EwYKXvOy_IZp3X60s31MlXbXsKHGOjlc7G2lTqhTZKcczu0oPrN7hdhQd30j-sKcI42IFMD2uYZvSAQcUyCVTm3MOKy4-BbXk5AwEW18loKFg6KK3nBpTfIZSOY4I2_xbKyxRkjsWmj9h1hqWV-4d-w_6pTnyUPYeipxclsrd0DE_8HIxkCHbv-WHcuUc-h5hhmcQ89d06JA2JKpbgbJrKax2szGi_Tf&sig=Cg0ArKJSzCiqEE64a0CHEAE&urlfix=1&adurl=&tpd=AGWhJmsL6uqI62vtkUHSKain3lOXwj0Pc9O6EZ6zf0q07_z9Eg,HTTP/1.1,2409,0,,200,OK,HTTP/1.1,0,image/gif,,,1131,0,,,6083,0,0,6133,0,1,116,172.217.23.162,,6251,value
113,,2019-10-11T19:15:11.125+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/06/pickle-rick-tabacco-pipe-suatmm.jpg,HTTP/1.1,1012,0,,200,OK,HTTP/1.1,0,image/jpeg,,,389,100662,,,-1,-1,-1,-1,20,0,117,104.24.18.117,,138,
114,,2019-10-11T19:15:11.131+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/06/dumping-light-1.jpg,HTTP/1.1,996,0,,200,OK,HTTP/1.1,0,image/jpeg,,,389,57910,,,-1,-1,-1,-1,16,0,94,104.24.18.117,,111,
115,,2019-10-11T19:15:11.135+03:00,GET,https://www.googletagservices.com/activeview/js/current/lidar.js?cache=r20110914,HTTP/1.1,1328,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29228,,,-1,-1,-1,-1,36,0,128,216.58.205.226,,165,value
116,,2019-10-11T19:15:11.146+03:00,GET,https://load.sumo.com/6.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,2520,,,230,82,0,251,20,0,117,89.187.169.79,,472,
117,,2019-10-11T19:15:11.236+03:00,GET,https://googleads4.g.doubleclick.net/pcs/view?xai=AKAOjssWXnPA9d-1wn-RnCcDLG8h-gIHKLhGwnZ1ka7aOLKv-FfXrIjmafC4HWDX2NXiXAR0IgNx4hiV735gnQdtPPYWqJkzfSdsNII1WPbW3rzFC7vwZqB04Y18n5aBJ2F83_f-MCqSxa6RAUKmOs_XkYdE39C2pED4fPsMVuXsVqtlnnCSorIKVxlGwYpumWXrY79nVoKzfwbu0ZdI-IgNKQQnF46hWhGOuhz-28zibPutvL4q34pW9u4dSodmJPlbas68AX9fPP8tjP1GHOEqYIJKK5AAnUU205CgDMoMV7OMNQRqPS6hsvO-w_vF7tviMHSPN14CO0zrwrkEMTS8TjPJyhR6rIH51u7DKsjg9DbHg25iwrJwnDIxPf8oWYQVxc58iV2PD6V5MhBRRPznFDz4r-HR9jnfG6SHe6nhAZMkOGgjRUP1Ws0lpPqi6KF-vVb5kBtd8QOyX20JxX2HkeG5q2vPC5t6a_vZ2DC2_KjcOHOy6pakw6g7lQQu01yhSuPsMIlZKGFXkmBo-U3Hn5w3GDSuU7AQ9xlVI9FYFFJSAm7r97yjQX-TYWngf-AMmsyGUK1Ww2L6ls7LL0pNUDXIG-FaAEtU1ixEnjN_imiiekdWVQ2Ulz_FiKjQFJn8--8FU12iCo1W3GXL8ixpoVHypAM9UctNkd_zm4Ya2jXz4sDLlQ4G1Kv3dxlUW26tEVfLqB0G_NEnvX9pKmNSSs4N1gTtNl5MBtO-Z1HGEnvmzSnz3TlmgcvM4_zv2h_TQGnpzT_7ulhT8EJ6v5wHWRreD05GXT7KbXVDL_iKQk3LTobNiIk06gxRQUnegog-S4LYV8XQZG9sSEMjGVlvN83450auwlAcDqvJrtr3JfJhDdjnX7zMHv3JVPxMQ1GzAXcSnhMML30hxvl-Zg12RIwpiDM-LNaHyHVseCetMmOciz3cchyAiTIhl-yZOb_Ci1volqNHJtT7Km_x&sig=Cg0ArKJSzNhvQnxehHaVEAE&urlfix=1&adurl=&tpd=AGWhJmsf3RV11VpoNkgQyKKY9qsVgUm4ybkWBlf4oiVUEa8gOg,HTTP/1.1,2454,0,,200,OK,HTTP/1.1,0,image/gif,,,829,0,,,-1,-1,-1,-1,0,1,123,172.217.23.162,,124,value
118,,2019-10-11T19:15:11.253+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/06/gun-cylinder-pen-holder.jpg,HTTP/1.1,1004,0,,200,OK,HTTP/1.1,0,image/jpeg,,,388,56028,,,-1,-1,-1,-1,12,0,147,104.24.18.117,,161,
119,,2019-10-11T19:15:11.283+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/06/50-caliber-shot-glasses.jpg,HTTP/1.1,1004,0,,200,OK,HTTP/1.1,0,image/jpeg,,,389,57036,,,-1,-1,-1,-1,15,0,97,104.24.18.117,,113,
120,,2019-10-11T19:15:11.288+03:00,GET,https://load.sumo.com/68.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,631,,,-1,-1,-1,-1,37,0,109,89.187.169.79,,147,
121,,2019-10-11T19:15:11.405+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/06/the-infinity-saucelet.jpg,HTTP/1.1,1002,0,,200,OK,HTTP/1.1,0,image/jpeg,,,395,167608,,,-1,-1,-1,-1,3855,0,354,104.24.18.117,,4209,
122,,2019-10-11T19:15:11.428+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/05/insert-coin-to-play-arcade-keychain.jpg,HTTP/1.1,1016,0,,200,OK,HTTP/1.1,0,image/jpeg,,,395,61863,,,-1,-1,-1,-1,1428,0,356,104.24.18.117,,1784,
123,,2019-10-11T19:15:11.442+03:00,GET,https://load.sumo.com/0.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,2481,,,-1,-1,-1,-1,44,0,106,89.187.169.79,,151,
124,,2019-10-11T19:15:11.596+03:00,GET,https://load.sumo.com/1.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1060,,,-1,-1,-1,-1,43,0,98,89.187.169.79,,142,
125,,2019-10-11T19:15:11.618+03:00,GET,https://load.sumo.com/2.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1218,,,134,0,0,169,50,0,117,89.187.169.79,,338,
126,,2019-10-11T19:15:11.618+03:00,GET,https://load.sumo.com/3.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1608,,,141,0,0,169,51,0,116,89.187.169.79,,337,
127,,2019-10-11T19:15:11.742+03:00,GET,https://load.sumo.com/14.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,131469,,,-1,-1,-1,-1,189,0,104,89.187.169.79,,295,
128,,2019-10-11T19:15:11.788+03:00,GET,https://load.sumo.com/18.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,53031,,,-1,-1,-1,-1,159,0,98,89.187.169.79,,258,
129,,2019-10-11T19:15:12.379+03:00,GET,http://graph.facebook.com/?id=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&callback=jQuery110208335913288684995_1570810497061&_=1570810497062,HTTP/1.1,444,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,636,100,,,-1,0,0,31,0,0,221,31.13.92.10,,254,value
