,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.wait,timings.dns,timings.send,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,response._error,request.queryString.name
57,,2019-10-08T18:14:08.382+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=250&slotname=9320971652&adk=2664836855&adf=276876987&w=250&lmt=1570547648&guci=2.2.0.0.2.2.0.0&format=250x250&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&wgl=1&adsid=NT&dt=1570547647451&bpp=9&bdt=2451&fdt=711&idt=711&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200%2C300x600&correlator=1879729497118&frm=20&pv=1&ga_vid=651541662.1570547602&ga_sid=1570547648&ga_hid=1820615401&ga_fc=0&iag=0&icsg=3025855999639536&dssz=120&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=862&ady=1231&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064715%2C229739147%2C229739149&oid=3&pvsid=923881085213411&pem=321&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CleEbr%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=6&uci=6.gphw54dn2rnx&fsb=1&xpc=7ZzBdedYKF&p=http%3A//www.shutupandtakemymoney.com&dtd=716,HTTP/1.1,1552,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,751,22363,,,210,411,0,0,47,0,228,216.58.210.2,,687,,value
58,,2019-10-08T18:14:08.392+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&adk=1812271804&adf=3025194257&lmt=1570547648&plat=1%3A8%2C2%3A8%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ea=0&flash=0&pra=7&wgl=1&adsid=NT&dt=1570547647829&bpp=15&bdt=2829&fdt=367&idt=368&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200%2C300x600%2C250x250&nras=1&correlator=1879729497118&frm=20&pv=1&ga_vid=651541662.1570547602&ga_sid=1570547648&ga_hid=1820615401&ga_fc=0&iag=0&icsg=3025855999639536&dssz=120&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064715%2C229739147%2C229739149&oid=3&pvsid=923881085213411&pem=321&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=1040&bc=23&ifi=6&uci=6.6arj95ryaqdb&fsb=1&dtd=377,HTTP/1.1,1561,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,725,0,,,187,103,0,0,0,0,214,216.58.210.2,,318,,value
59,,2019-10-08T18:14:08.395+03:00,GET,https://api.monotote.com/v1/settings?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e,HTTP/1.1,471,0,,200,OK,HTTP/1.1,0,application/json,,,740,3079,,,-1,112,-1,0,0,-1,-1,146.185.139.55,,112,,value
60,,2019-10-08T18:14:08.426+03:00,GET,http://cat.fr.eu.criteo.com/delivery/lg.php?cppv=3&cpp=Ny9wtKaM8sb8oUSi3w8JfFoZBMOFasZl3g1eyVwVy_mczem-UPShQCz2W9GTYqU4OItTp-AQMlsUngUDHL0OonllwFh6eqqVz6X39viAy70y8i943xYaZUcas_-ozms1nIrJxcHhG0I1b7z8nCTpeyyxQTJoZ93nt8iDo5LMq3isfWF8shIlzqUj2R4J-zf2en-Kkv5DLVpev8mpNwQNZiN1eG_CQ7ZJPDDLNrRXUArOMy9xFk7PSQG5vHyALMc6BYVU3w,HTTP/1.1,757,0,,200,OK,HTTP/1.1,0,image/gif,,,238,43,,,-1,137,0,0,0,0,23,178.250.0.160,,161,,value
61,,2019-10-08T18:14:08.678+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=shutupandtakemymoney.com,HTTP/1.1,421,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,199,119,0,0,0,0,227,216.58.210.2,,347,,value
62,,2019-10-08T18:14:08.680+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivXU4/yF/l/he_IL/o37SKuz2Wxw.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,405,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,124262,,,201,109,0,0,166,0,221,31.13.92.14,,498,,value
63,,2019-10-08T18:14:08.681+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=shutupandtakemymoney.com,HTTP/1.1,419,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,202,117,0,0,0,0,229,216.58.210.2,,347,,value
64,,2019-10-08T18:14:08.698+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,209,121,0,0,142,0,240,216.58.205.226,,504,,
65,,2019-10-08T18:14:08.725+03:00,GET,http://www.shutupandtakemymoney.com/cart?wc-ajax=get_cart_totals,HTTP/1.1,1004,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,439,351,,,-1,1873,-1,0,0,-1,-1,104.24.18.117,,1874,,value
66,,2019-10-08T18:14:08.733+03:00,GET,https://browser.sentry-cdn.com/5.4.3/bundle.min.js,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,application/javascript,,,507,16214,,,180,91,0,0,866,0,216,151.101.2.217,,1174,,
67,,2019-10-08T18:14:08.935+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CeseC06ucXcGKDcGKrASqoqOICaSlxd9Y7OuPuYkJloLNhYgWEAEg-szjFGD5uvSDnBCgAaSFzaMDyAEJqQLfeunQZCyTPqgDAcgDwwSqBMMBT9BK2KvykCRcHyQbuCO-63S9_Exn2GVrAf48-XQuclCMclRaPCrkRLekJGBLd4Bt4QMePSzATiixQPfZVa64pF9i3u9n3F99eaOBi09nSY2mPecEMRaTsp9oSnsP3lTFrNnWkWptVM1XeferYeAqEtM753oTOjE3LglWcf4aRiJfZXHg7V-IojHBxN46R1RnN-tdfz9LWeAE6zRXvpJt6r1Dvhj3cacypwfyEb__P7L3YdqwMrqzOnsGFWbHmCwKtjB6wAS4gIbchQKSBQQIBBgBkgUECAUYBKAGLoAHxPqyXKgHjs4bqAfVyRuoB8HTG6gHhdQbqAeB1BuoB4LUG6gHhtQbqAeE1BuoB5PYG6gH4NMbqAe6BqgH2csbqAfPzBuoB6a-G9gHAPIHBBCm0wbSCAcIgGEQARgegAoB2BMMiBQB&sigh=7xws667Hw_k&template_id=484&tpd=AGWhJmt-XK3X3Rozq-SxUeR9IKZLMiwboM9GUrhHx0YXvc0cYA,HTTP/1.1,2046,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,-1,97,-1,0,0,-1,-1,216.58.210.2,,98,,value
68,,2019-10-08T18:14:08.966+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,88,104,0,0,153,0,140,216.58.205.226,,398,,
69,,2019-10-08T18:14:09.107+03:00,GET,https://fonts.googleapis.com/css?family=Heebo%3A300%2C400%2C700,HTTP/1.1,1349,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,354,,,261,96,0,0,0,0,287,216.58.207.42,,385,,value
70,,2019-10-08T18:14:09.111+03:00,GET,https://www.google.com/ads/measurement/l?ebcid=ALh7CaRtPwyNcL2_kHliOSwfCCEbA3sPPy0v13vvYdoTaIfR-LPwQy4BZrh2ZbFsuL1HF7mutUkxCSvxP-kySvYMUqXGNXFHEQ,HTTP/1.1,1452,0,,204,No Content,HTTP/1.1,0,text/html; charset=UTF-8,,,366,0,,,222,91,0,0,0,0,255,172.217.18.4,,347,,value
71,,2019-10-08T18:14:09.113+03:00,GET,https://load.sumo.com/68.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,631,,,368,93,0,0,42,0,398,89.187.169.79,,535,,
72,,2019-10-08T18:14:09.114+03:00,GET,https://ws.sharethis.com/secure5x/index.html,HTTP/1.1,566,0,,200,OK,HTTP/1.1,0,text/html,,,509,4081,,,-1,90,-1,0,1,-1,-1,13.224.132.115,,92,,
73,,2019-10-08T18:14:09.129+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/load_preloaded_resource.js,HTTP/1.1,1368,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,677,359,,,241,93,0,0,0,0,277,216.58.207.65,,372,,
74,,2019-10-08T18:14:09.139+03:00,GET,https://pagead2.googlesyndication.com/pagead/s/cookie_push.html,HTTP/1.1,1487,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,842,652,,,-1,83,-1,0,0,-1,-1,216.58.205.226,,84,,
75,,2019-10-08T18:14:09.140+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1357,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,1044,,,248,86,0,0,0,0,282,216.58.207.65,,370,,
76,,2019-10-08T18:14:09.155+03:00,GET,https://tpc.googlesyndication.com/simgad/1552854900798776666/2076313506083323656,HTTP/1.1,1387,0,,200,OK,HTTP/1.1,0,image/jpeg,,,548,30822,,,243,84,0,0,62,0,287,216.58.207.65,,435,,
77,,2019-10-08T18:14:09.197+03:00,GET,https://load.sumo.com/6.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,2520,,,354,100,0,0,51,0,384,89.187.169.79,,536,,
78,,2019-10-08T18:14:09.244+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,1325,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,-1,87,-1,0,22,-1,-1,172.217.22.110,,110,,
79,,2019-10-08T18:14:09.249+03:00,GET,https://tpc.googlesyndication.com/pagead/gadgets/html5/ssrh.js,HTTP/1.1,1342,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,676,27468,,,-1,85,-1,0,63,-1,-1,216.58.207.65,,149,,
80,,2019-10-08T18:14:09.280+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=90&slotname=3272316759&adk=3428921553&adf=2751417936&w=728&guci=2.2.0.0.2.2.0.0&format=728x90&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ea=0&flash=0&wgl=1&adsid=NT&dt=1570547648448&bpp=20&bdt=562&fdt=819&idt=819&shv=r20191003&cbv=r20190131&saldr=aa&correlator=6529924818215&frm=24&ife=1&pv=2&ga_vid=651541662.1570547602&ga_sid=1570547649&ga_hid=1490703524&ga_fc=0&iag=3&icsg=166&nhd=1&dssz=6&mdo=0&mso=512&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=-12245933&bih=-12245933&isw=0&ish=0&ifk=1423944195&scr_x=-12245933&scr_y=-12245933&oid=3&pvsid=3945299604583968&pem=963&rx=0&eae=2&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C0%2C0&vis=1&rsz=%7C%7CE%7C&abl=CS&pfx=0&fu=16&bc=23&ifi=1&uci=1.qd650mmz3zf&dtd=828,HTTP/1.1,1467,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,751,22459,,,-1,369,-1,0,63,-1,-1,216.58.210.2,,433,,value
81,,2019-10-08T18:14:09.281+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,417,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29127,,,-1,117,-1,0,26,-1,-1,216.58.205.226,,144,,value
82,,2019-10-08T18:14:09.350+03:00,GET,https://tpc.googlesyndication.com/pagead/gadgets/html5/ssrh.js,HTTP/1.1,1321,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,676,27468,,,-1,77,-1,0,44,-1,-1,216.58.207.65,,123,,
83,,2019-10-08T18:14:09.357+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,1304,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,-1,80,-1,0,32,-1,-1,172.217.22.110,,114,,
84,,2019-10-08T18:14:09.370+03:00,GET,https://load.sumo.com/0.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,2481,,,-1,110,-1,0,43,-1,-1,89.187.169.79,,154,,
85,,2019-10-08T18:14:09.370+03:00,GET,https://load.sumo.com/1.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1060,,,-1,106,-1,0,43,-1,-1,89.187.169.79,,149,,
86,,2019-10-08T18:14:09.494+03:00,GET,https://tpc.googlesyndication.com/simgad/16729491465838022880,HTTP/1.1,1377,0,,200,OK,HTTP/1.1,0,image/png,,,547,2816,,,-1,84,-1,0,2,-1,-1,216.58.207.65,,88,,
87,,2019-10-08T18:14:09.522+03:00,GET,https://load.sumo.com/2.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1218,,,-1,167,-1,0,20,-1,-1,89.187.169.79,,188,,
88,,2019-10-08T18:14:09.527+03:00,GET,https://load.sumo.com/3.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1608,,,-1,162,-1,0,22,-1,-1,89.187.169.79,,185,,
89,,2019-10-08T18:14:09.545+03:00,GET,https://load.sumo.com/14.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,131469,,,137,164,0,0,197,0,172,89.187.169.79,,535,,
90,,2019-10-08T18:14:09.546+03:00,GET,https://load.sumo.com/18.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,53031,,,138,158,0,0,83,0,174,89.187.169.79,,416,,
91,,2019-10-08T18:14:09.571+03:00,GET,https://tpc.googlesyndication.com/pagead/gadgets/html5/ssrh.js,HTTP/1.1,1342,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,676,27468,,,100,144,0,0,33,0,126,216.58.207.65,,304,,
92,,2019-10-08T18:14:09.575+03:00,GET,https://cm.g.doubleclick.net/pixel/attr?d=AHNF13IEzCgb9DFPOq_Us1Kki1-OIZR2CZ5G,HTTP/1.1,561,0,,204,No Content,HTTP/1.1,0,text/html,,,512,0,,,233,134,0,0,0,0,267,172.217.23.130,,402,,value
93,,2019-10-08T18:14:09.586+03:00,GET,https://tpc.googlesyndication.com/simgad/16729491465838022880,HTTP/1.1,1356,0,,200,OK,HTTP/1.1,0,image/png,,,547,2816,,,-1,124,-1,0,0,-1,-1,216.58.207.65,,125,,
94,,2019-10-08T18:14:09.643+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=Ctj-x06ucXZfECJqR3wPbyaKgAfKZncdYlY2ov_gJjv-69KkXEAEg-szjFGD5uvSDnBCgAbrfm_kDyAEJqAMByANKqgTCAU_Q9nHvNgNsxWiHE_JoDhj2Mg7zkOrJ8cHKNknDBrI8CXq_HaJVbDNkR0MmtLeD12M40b8NWK55u7boLpRXNLkv6FtB9hv65rNRF4vU56qJQ2I77KS8o2MNxJlyRvs1uqBtgeNjvWPnE00oruyiUj7UbXRWOVLx17KCE5hirN_Wbt74OhF4mz1Hvg-leov3nJ6Z1vjy5fLriAc6TTu9r5bTHGX9B9HWo-r3zo9PIbPrZTdr20KGGB1stV6sVT0kTeUswASYhta7qAKSBQQIBBgBkgUECAUYBJIFBAgFGBiSBQUIBRioAaAGLoAH1NfFE6gHjs4bqAfB0xuoB4XUG6gHgdQbqAeC1BuoB4bUG6gHhNQbqAeT2BuoB-DTG6gHugaoB9nLG6gHz8wbqAemvhvYBwDyBwQQpdMC0ggHCIBhEAEYHoAKAdgTDA&sigh=D8td29hw1b4&template_id=311&tpd=AGWhJmtKtA3iAgb5pmNZ0lOUiXQibCo_KxSza_D_gi7xHlDaZg,HTTP/1.1,2049,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,165,113,0,0,0,0,192,216.58.210.2,,306,,value
95,,2019-10-08T18:14:09.730+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CBSKO06ucXdaiCtDs3wOP67SYAvKZncdYlY2ov_gJjv-69KkXEAEg-szjFGD5uvSDnBCgAbrfm_kDyAEJqAMByAPKgIACqgTFAU_QtR3unosW2DCpzqNeXzh5GunsXF2WvfCCTK2NEqbPR83pw9ZIlg_pnLG7-E28kgWENiWdVvJNe9M5DfXdfjtDBxdCDPJE-Zoqwgy_Wn_-T8gd5y08vvVbBb080YeTmJNJp9964GqRz4N5ECjuJ5l3cMH2MUZUHhvBKyl25r8I4B6SKGCDKTawf9SaXF0aNZYvLvmAW2NmDS6YMkfV5T1jz0xZTpbw06MKoaFXnEe2zCSqI4j1YKXuGgMMKaeLlgfNyvdUwASYhta7qAKSBQQIBBgBkgUECAUYBJIFBAgFGBiSBQUIBRioAaAGLoAH1NfFE6gHjs4bqAfB0xuoB4XUG6gHgdQbqAeC1BuoB4bUG6gHhNQbqAeT2BuoB-DTG6gHugaoB9nLG6gHz8wbqAemvhvYBwDyBwQQh_AR0ggHCIBhEAEYHoAKAdgTDA&sigh=m2FCzqSelMs&template_id=311&tpd=AGWhJmvLUfZ5sn8MENbmcIIWT4hTtFYCykCSTqQmlJbf0xDU8Q,HTTP/1.1,2036,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,-1,90,-1,0,0,-1,-1,216.58.210.2,,91,,value
96,,2019-10-08T18:14:09.737+03:00,GET,https://tpc.googlesyndication.com/pagead/gadgets/html5/ssrh.js,HTTP/1.1,1321,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,676,27468,,,-1,80,-1,0,23,-1,-1,216.58.207.65,,104,,
97,,2019-10-08T18:14:12.368+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/06/ben-franklin-kite-tea-mug-suatmm.jpg,HTTP/1.1,1009,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,86850,,,-1,349,-1,0,2235,-1,-1,104.24.18.117,,2585,,
98,,2019-10-08T18:14:12.457+03:00,GET,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQtfgaG4pSXxlKCGQUmqkJSYYXAAdbshRdyxEdtP0j6f-yDQrbpCi6rcXvHEhw&usqp=CAI,HTTP/1.1,1442,0,,200,OK,HTTP/1.1,0,image/jpeg,,,463,17173,,,2911,95,44,3,28,0,2940,172.217.21.206,,3112,,value
99,,2019-10-08T18:14:12.649+03:00,GET,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTTpa8TWoEgV6F6DfuXjnnYTHjY9mSdGQCxgzQARONxwiTHDPqSBSxC2bw2Pg&usqp=CAI,HTTP/1.1,1441,0,,200,OK,HTTP/1.1,0,image/jpeg,,,464,15703,,,-1,82,-1,0,21,-1,-1,172.217.21.206,,105,,value
100,,2019-10-08T18:14:12.650+03:00,GET,https://api.monotote.com/v1/translations/en?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e,HTTP/1.1,478,0,,200,OK,HTTP/1.1,0,application/json,,,699,111400,,,255,181,0,0,128,0,282,146.185.139.55,,592,,value
101,,2019-10-08T18:14:12.757+03:00,GET,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTTpa8TWoEgV6F6DfuXjnnYTHjY9mSdGQCxgzQARONxwiTHDPqSBSxC2bw2Pg&usqp=CAI,HTTP/1.1,1420,0,,200,OK,HTTP/1.1,0,image/jpeg,,,464,15703,,,-1,86,-1,0,36,-1,-1,172.217.21.206,,123,,value
102,,2019-10-08T18:14:14.964+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/06/trex-bite-earring-2.jpg,HTTP/1.1,996,0,,200,OK,HTTP/1.1,0,image/jpeg,,,393,42349,,,-1,343,-1,0,816,-1,-1,104.24.18.117,,1160,,
103,,2019-10-08T18:14:15.762+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/infinity-beer-pong-table-2.jpg,HTTP/1.1,1003,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,62985,,,-1,353,-1,0,1641,-1,-1,104.24.18.117,,1995,,
104,,2019-10-08T18:14:15.772+03:00,GET,https://www.google.com/ads/measurement/l?ebcid=ALh7CaRgs2beXkUT1A1E1FnCdavf315grSafzWu8hEP-0OUxhuCA_ESQVDR7h1MbklMhOYwdCGPYOA8JJZjIWmKbx3wwhPf-hg,HTTP/1.1,1440,0,,204,No Content,HTTP/1.1,0,text/html; charset=UTF-8,,,366,0,,,6115,93,0,0,0,0,6201,172.217.18.4,,6295,,value
105,,2019-10-08T18:14:15.773+03:00,GET,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRpjCiy0Pm_mxYryMqVD-79DNassfNl0q1se9-WaWFUOP3aJQW692Us_UMC0aM&usqp=CAI,HTTP/1.1,1442,0,,200,OK,HTTP/1.1,0,image/jpeg,,,462,15384,,,6261,84,41,0,28,0,6291,216.58.205.238,,6447,,value
106,,2019-10-08T18:14:15.869+03:00,GET,https://www.google.com/ads/measurement/l?ebcid=ALh7CaRz8UUazo7MN1LsFMmEFAavR4SLehY7_nNMdW3KCn0-R1Cv_L25IeUgjWUGUizcIUjNFYV-EZKztzOJgn8PsulJeIut2A,HTTP/1.1,1356,0,,204,No Content,HTTP/1.1,0,text/html; charset=UTF-8,,,366,0,,,-1,101,-1,0,0,-1,-1,172.217.18.4,,101,,value
107,,2019-10-08T18:14:15.890+03:00,GET,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRpjCiy0Pm_mxYryMqVD-79DNassfNl0q1se9-WaWFUOP3aJQW692Us_UMC0aM&usqp=CAI,HTTP/1.1,1421,0,,200,OK,HTTP/1.1,0,image/jpeg,,,462,15384,,,-1,86,-1,0,18,-1,-1,216.58.205.238,,105,,value
108,,2019-10-08T18:14:15.999+03:00,GET,http://graph.facebook.com/?id=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&callback=jQuery1102029294027472450423_1570547646015&_=1570547646016,HTTP/1.1,445,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,636,101,,,-1,164,0,0,0,0,26,31.13.92.10,,191,,value
109,,2019-10-08T18:14:16.130+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/06/pickle-rick-tabacco-pipe-suatmm.jpg,HTTP/1.1,1008,0,,200,OK,HTTP/1.1,0,image/jpeg,,,393,100662,,,-1,346,-1,0,2624,-1,-1,104.24.18.117,,2971,,
110,,2019-10-08T18:14:16.239+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/06/50-caliber-shot-glasses.jpg,HTTP/1.1,1000,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,57036,,,-1,341,-1,0,1262,-1,-1,104.24.18.117,,1604,,
111,,2019-10-08T18:14:16.239+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/06/gun-cylinder-pen-holder.jpg,HTTP/1.1,1000,0,,200,OK,HTTP/1.1,0,image/jpeg,,,393,56028,,,-1,341,-1,0,1220,-1,-1,104.24.18.117,,1561,,
112,,2019-10-08T18:14:16.251+03:00,GET,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcS1yp_Pm2EZliOfh15YMIKrUT2KcWLaHztMwo3IvNa_harvrItHn8qOvLObbA&usqp=CAI,HTTP/1.1,1441,0,,200,OK,HTTP/1.1,0,image/jpeg,,,464,18540,,,6762,108,19,0,38,0,6796,172.217.16.142,,6964,,value
113,,2019-10-08T18:14:16.262+03:00,GET,"http://t.sharethis.com/d/a.gif?cid=c010&dmn=www.shutupandtakemymoney.com&tt=t.dhj&dhjLcy=485&lbl=pxcel&flbl=pxcel&ll=d&ver=0.308.14287&ell=d&cck=__stid&pn=%2F&qs=na&rdn=www.shutupandtakemymoney.com&rpn=%2F&rqs=na&cc=IL&cont=AS&ipaddr=&evid=6E07r2WArpG8pUmKmEIG&urls=!1!1641!b-10x,!1!1501!b-102&rnd=1570547649913&cid=c010&version=0.308.14287&cc=IL&cont=AS&repeat=0&htmLcy=5&bcnLcy=7413",HTTP/1.1,833,0,,204,No Content,HTTP/1.1,0,,,,227,0,,,-1,156,0,0,0,0,36,23.213.210.220,,193,,value
114,,2019-10-08T18:14:16.299+03:00,GET,http://api.facebook.com/method/links.getStats?urls=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&format=json&callback=jQuery1102029294027472450423_1570547646017&_=1570547646018,HTTP/1.1,476,0,,200,OK,HTTP/1.1,0,text/javascript;charset=utf-8,,,569,264,,,-1,159,41,0,0,0,25,31.13.92.10,,226,,value
115,,2019-10-08T18:14:16.299+03:00,GET,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQsltvwAtFBgkN_-iv09KFcRql0oobNcktRTko_buHKv_NQKjFcNyoQ8RSqoXo&usqp=CAI,HTTP/1.1,1442,0,,200,OK,HTTP/1.1,0,image/jpeg,,,463,17003,,,6653,104,0,0,29,0,6729,172.217.16.142,,6863,,value
116,,2019-10-08T18:14:16.302+03:00,GET,https://www.linkedin.com/countserv/count/share?format=jsonp&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&callback=linkedinjsonpcallbackktdcdg&_=1570547646019,HTTP/1.1,489,0,,404,Not Found,HTTP/1.1,0,text/html,,,2213,24810,,,266,204,0,0,91,0,295,185.63.145.1,,591,,value
117,,2019-10-08T18:14:16.367+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/06/dumping-light-1.jpg,HTTP/1.1,992,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,57910,,,-1,348,-1,0,2429,-1,-1,104.24.18.117,,2778,,
118,,2019-10-08T18:14:16.377+03:00,GET,https://pagead2.googlesyndication.com/pagead/s/cookie_push.html,HTTP/1.1,1496,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,842,652,,,6774,83,0,0,0,0,6803,216.58.205.226,,6887,,
119,,2019-10-08T18:14:16.378+03:00,GET,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcS1yp_Pm2EZliOfh15YMIKrUT2KcWLaHztMwo3IvNa_harvrItHn8qOvLObbA&usqp=CAI,HTTP/1.1,1420,0,,200,OK,HTTP/1.1,0,image/jpeg,,,464,18540,,,6889,94,26,0,23,0,6923,172.217.16.142,,7069,,value
