,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.dns,timings.send,timings.wait,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time
52,,2019-10-08T16:24:26.151+03:00,GET,https://www.google.co.il/pagead/1p-user-list/963774345/?random=1570541056224&cv=9&fst=1570539600000&num=1&bg=ffffff&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2oa9p0&sendb=1&data=event%3Dgtag.config&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=996021047&resp=GooglemKTybQhCsO&rmt_tld=1&ipr=y,HTTP/1.1,value,775,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,5231,25,0,121,5259,1,0,216.58.206.3,,5408
53,,2019-10-08T16:24:26.155+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=the-dots.com,HTTP/1.1,value,383,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,10193,20,0,94,10219,0,0,172.217.18.98,,10335
54,,2019-10-08T16:24:26.155+03:00,GET,https://tpc.googlesyndication.com/simgad/6764235004051650282,HTTP/1.1,,409,0,,200,OK,HTTP/1.1,0,image/gif,,,547,662674,,,4849,41,0,88,4880,417,0,216.58.207.65,,5428
55,,2019-10-08T16:24:26.183+03:00,GET,https://www.facebook.com/tr/?id=471796676315561&ev=PageView&dl=https%3A%2F%2Fthe-dots.com%2F&rl=&if=false&ts=1570541057425&sw=800&sh=600&v=2.9.4&r=stable&ec=0&o=158&fbp=fb.1.1570541057424.1829309760&it=1570541056780&coo=false&rqm=GET,HTTP/1.1,value,582,0,,200,OK,HTTP/1.1,0,image/gif,,,494,44,,,6060,40,0,94,6084,0,0,31.13.92.36,,6219
56,,2019-10-08T16:24:26.199+03:00,GET,https://cdn.ampproject.org/rtv/011909241711100/amp4ads-v0.js,HTTP/1.1,,373,0,,200,OK,HTTP/1.1,0,text/javascript,,,1331,70044,,,4531,40,0,134,4560,438,0,172.217.18.1,,5175
57,,2019-10-08T16:24:26.204+03:00,GET,https://tpc.googlesyndication.com/safeframe/1-0-35/html/container.html,HTTP/1.1,,447,0,,200,OK,HTTP/1.1,0,text/html,,,540,3491,,,4566,0,0,85,4606,1,0,216.58.207.65,,4693
58,,2019-10-08T16:24:26.231+03:00,GET,https://www.google.com/pagead/1p-user-list/963774345/?random=1570541056164&cv=9&fst=1570539600000&num=1&guid=ON&eid=376635470&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wg9p0&sendb=1&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=3994588745&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,HTTP/1.1,value,753,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,-1,-1,0,103,-1,0,-1,172.217.18.4,,103
59,,2019-10-08T16:24:26.271+03:00,GET,https://www.google.co.il/pagead/1p-user-list/963774345/?random=1570541056164&cv=9&fst=1570539600000&num=1&guid=ON&eid=376635470&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wg9p0&sendb=1&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=3994588745&resp=GooglemKTybQhCsO&rmt_tld=1&ipr=y,HTTP/1.1,value,755,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,104,0,0,102,131,0,0,216.58.206.3,,234
60,,2019-10-08T16:24:26.282+03:00,GET,https://www.facebook.com/tr/?id=471796676315561&ev=Microdata&dl=https%3A%2F%2Fthe-dots.com%2F&rl=&if=false&ts=1570541057935&cd[DataLayer]=%5B%5D&cd[Meta]=%7B%22title%22%3A%22The%20Creative%20Network%20%7C%20The%20Dots%22%2C%22meta%3Adescription%22%3A%22Work%20on%20projects%20you%E2%80%99re%20proud%20of%2C%20with%20people%20that%20inspire%20you%20and%20for%20companies%20you%20respect.%20Be%20inspired%20to%20do%20great%20work%20and%20get%20recognition%20for%20it.%22%7D&cd[OpenGraph]=%7B%22og%3Atitle%22%3A%22The%20Creative%20Network%22%2C%22og%3Atype%22%3A%22website%22%2C%22og%3Aurl%22%3A%22https%3A%2F%2Fthe-dots.com%2F%22%2C%22og%3Adescription%22%3A%22Work%20on%20projects%20you%E2%80%99re%20proud%20of%2C%20with%20people%20that%20inspire%20you%20and%20for%20companies%20you%20respect.%20Be%20inspired%20to%20do%20great%20work%20and%20get%20recognition%20for%20it.%22%2C%22og%3Asite_name%22%3A%22The%20Dots%22%2C%22og%3Aimage%22%3A%22https%3A%2F%2Fthe-dots.com%2Fstatic%2Fimages%2Ffb.jpg%22%7D&cd[Schema.org]=%5B%5D&cd[JSON-LD]=%5B%5D&sw=800&sh=600&v=2.9.4&r=stable&ec=1&o=158&fbp=fb.1.1570541057424.1829309760&it=1570541056780&coo=false&es=automatic&rqm=GET,HTTP/1.1,value,1513,0,,200,OK,HTTP/1.1,0,image/gif,,,494,44,,,-1,-1,0,92,-1,0,-1,31.13.92.36,,93
61,,2019-10-08T16:24:26.309+03:00,GET,https://cdn.ampproject.org/rtv/011909241711100/amp4ads-host-v0.js,HTTP/1.1,,378,0,,200,OK,HTTP/1.1,0,text/javascript,,,1330,7119,,,111,0,0,89,138,291,0,172.217.18.1,,520
62,,2019-10-08T16:24:26.393+03:00,GET,https://m.stripe.network/inner.html,HTTP/1.1,,517,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,944,10066,,,229,0,0,115,250,3,0,151.101.16.176,,370
63,,2019-10-08T16:24:26.398+03:00,GET,https://cdn.ampproject.org/rtv/011909241711100/v0/amp-analytics-0.1.js,HTTP/1.1,,383,0,,200,OK,HTTP/1.1,0,text/javascript,,,1331,40838,,,231,0,0,105,255,307,0,172.217.18.1,,669
