,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.dns,timings.ssl,timings.send,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name
103,,2019-10-11T19:08:23.066+03:00,GET,https://www.onread.com/photo/477192/social_avatar.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,510,8843,,,98,-1,-1,0,2,-1,-1,104.24.118.116,,101,
104,,2019-10-11T19:08:23.120+03:00,GET,https://files.onread.com/366975/thumbs/152x264/cradle-and-all.jpg,HTTP/1.1,516,0,,200,OK,HTTP/1.1,0,image/jpeg,,,598,26753,,,118,-1,-1,0,3,-1,-1,104.24.119.116,,122,
105,,2019-10-11T19:08:23.205+03:00,GET,https://www.onread.com/photo/477187/social_avatar.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,511,11160,,,87,-1,-1,0,2,-1,-1,104.24.118.116,,90,
106,,2019-10-11T19:08:23.205+03:00,GET,https://files.onread.com/776929/thumbs/152x264/the-glass-castle-a-memoir.jpg,HTTP/1.1,527,0,,200,OK,HTTP/1.1,0,image/jpeg,,,609,13397,,,85,-1,-1,0,5,-1,-1,104.24.119.116,,91,
107,,2019-10-11T19:08:23.207+03:00,GET,https://files.onread.com/776129/thumbs/152x264/homecoming.jpg,HTTP/1.1,512,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,24373,,,96,-1,-1,0,10,-1,-1,104.24.119.116,,107,
108,,2019-10-11T19:08:23.207+03:00,GET,https://files.onread.com/776207/thumbs/152x264/dead-until-dark.jpg,HTTP/1.1,517,0,,200,OK,HTTP/1.1,0,image/jpeg,,,599,24478,,,95,-1,-1,0,10,-1,-1,104.24.119.116,,106,
109,,2019-10-11T19:08:23.251+03:00,GET,https://files.onread.com/541079/thumbs/152x264/glass-houses-morganville-vampires-1.jpg,HTTP/1.1,537,0,,200,OK,HTTP/1.1,0,image/jpeg,,,619,21806,,,109,-1,-1,0,2,-1,-1,104.24.119.116,,112,
110,,2019-10-11T19:08:23.333+03:00,GET,https://www.onread.com/photo/477175/social_avatar.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,510,7486,,,108,-1,-1,0,2,-1,-1,104.24.118.116,,111,
111,,2019-10-11T19:08:23.333+03:00,GET,https://www.onread.com/photo/477185/social_avatar.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,509,5850,,,111,-1,-1,0,1,-1,-1,104.24.118.116,,112,
112,,2019-10-11T19:08:23.334+03:00,GET,https://www.onread.com/photo/333147/social_avatar.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,510,8398,,,112,-1,-1,0,1,-1,-1,104.24.118.116,,115,
113,,2019-10-11T19:08:23.376+03:00,GET,https://www.onread.com/photo/477184/social_avatar.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,511,14334,,,104,-1,-1,0,4,-1,-1,104.24.118.116,,109,
114,,2019-10-11T19:08:23.454+03:00,GET,https://www.onread.com/photo/477170/social_avatar.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,510,8007,,,109,-1,-1,0,1,-1,-1,104.24.118.116,,112,
115,,2019-10-11T19:08:23.454+03:00,GET,https://www.onread.com/photo/477183/social_avatar.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,510,6819,,,115,-1,-1,0,1,-1,-1,104.24.118.116,,117,
116,,2019-10-11T19:08:23.454+03:00,GET,https://www.onread.com/photo/477181/social_avatar.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,511,14849,,,111,-1,-1,0,3,-1,-1,104.24.118.116,,115,
117,,2019-10-11T19:08:23.489+03:00,GET,https://www.onread.com/img/social/facebook2.png,HTTP/1.1,712,0,,200,OK,HTTP/1.1,0,image/png,,,508,755,,,94,-1,-1,0,0,-1,-1,104.24.118.116,,95,
118,,2019-10-11T19:08:23.577+03:00,GET,https://www.onread.com/img/social/twitter.png,HTTP/1.1,710,0,,200,OK,HTTP/1.1,0,image/png,,,508,760,,,93,-1,-1,0,0,-1,-1,104.24.118.116,,94,
119,,2019-10-11T19:08:23.579+03:00,GET,https://www.onread.com/img/slide-main-04.jpg,HTTP/1.1,709,0,,200,OK,HTTP/1.1,0,image/jpeg,,,512,53751,,,91,-1,-1,1,20,-1,-1,104.24.118.116,,113,
120,,2019-10-11T19:08:24.010+03:00,GET,https://ws.sharethis.com/images/2017/facebook_counter.png,HTTP/1.1,408,0,,200,OK,HTTP/1.1,0,image/png,,,511,2423,,,97,0,246,0,1,0,272,13.225.249.48,,372,
121,,2019-10-11T19:08:24.174+03:00,GET,https://ws.sharethis.com/images/2017/twitter_counter.png,HTTP/1.1,407,0,,200,OK,HTTP/1.1,0,image/png,,,511,2478,,,93,-1,-1,0,1,-1,-1,13.225.249.48,,95,
122,,2019-10-11T19:08:24.309+03:00,GET,https://ws.sharethis.com/images/2017/pinterest_counter.png,HTTP/1.1,409,0,,200,OK,HTTP/1.1,0,image/png,,,511,2230,,,98,-1,-1,0,1,-1,-1,13.225.249.48,,100,
123,,2019-10-11T19:08:24.413+03:00,GET,https://ws.sharethis.com/secure/index.html,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,text/html,,,508,2090,,,93,-1,-1,0,0,-1,-1,13.225.249.48,,94,
124,,2019-10-11T19:08:24.532+03:00,GET,https://ws.sharethis.com/secure/js/st.d6645fa7a5766fdafb96a96a0fec1428.js,HTTP/1.1,408,0,,200,OK,HTTP/1.1,0,application/javascript,,,558,22558,,,94,-1,-1,0,47,-1,-1,13.225.249.48,,141,
125,,2019-10-11T19:08:25.232+03:00,GET,https://www.onread.com/photo/477186/social_avatar.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,509,2275,,,118,-1,-1,0,0,-1,-1,104.24.118.116,,119,
126,,2019-10-11T19:08:25.351+03:00,GET,https://counter.yadro.ru/hit?t44.6;r;s800*600*24;uhttps%3A//www.onread.com/;0.5794564100635575,HTTP/1.1,445,0,,302,Moved Temporarily,HTTP/1.1,0,text/html; charset=windows-1251,,https://counter.yadro.ru/p.gif,229,322,,,137,1,3256,1,0,0,3294,88.212.201.193,,3434,value
127,,2019-10-11T19:08:25.511+03:00,GET,https://counter.yadro.ru/p.gif,HTTP/1.1,381,0,,200,OK,HTTP/1.1,0,image/gif,,,278,43,,,149,-1,-1,0,0,-1,-1,88.212.201.193,,150,
128,,2019-10-11T19:08:26.541+03:00,GET,https://ssl.google-analytics.com/ga.js,HTTP/1.1,353,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17168,,,128,0,4525,1,29,0,4553,172.217.18.104,,4712,
129,,2019-10-11T19:08:26.766+03:00,GET,https://ssl.google-analytics.com/r/__utm.gif?utmwv=5.7.2&utms=1&utmn=1733970486&utmhn=www.onread.com&utmcs=UTF-8&utmsr=800x600&utmvp=779x600&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=OnRead.com%20-%20instant%20free%20e-book%20download.%20Read%20books%20online%20via%20this%20free%20e-book%20library.%20Become%20a%20literary%20critic%20and%20write%20your%20own%20review%20to%20any%20book.&utmhid=1026313266&utmr=-&utmp=%2F&utmht=1570810106736&utmac=UA-12428980-1&utmcc=__utma%3D195420018.1730537239.1570810107.1570810107.1570810107.1%3B%2B__utmz%3D195420018.1570810107.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=1092093747&utmredir=1&utmu=qAAAAAAAAAAAAAAAAAAAAAAE~,HTTP/1.1,1046,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,96,-1,-1,0,0,-1,-1,172.217.18.104,,97,value
130,,2019-10-11T19:08:27.878+03:00,GET,https://l.sharethis.com/pview?event=pview&version=buttons.js&lang=en&fpc=be2d6f7-16dbb94013f-75185f7f-1&sessionID=1570810102082.39797&hostname=www.onread.com&location=%2F&product=widget&stid=&fcmp=false&publisher=ce4d76e8-da89-4a31-a7bf-990c41bf4c78&refDomain=&refQuery=&shareHash=sthash.n41XxQkH&incomingHash=&url=https%3A%2F%2Fwww.onread.com%2F%23sthash.n41XxQkH&sharURL=&buttonType=ERROR&destination=ERROR&source=ERROR&title=OnRead.com%20-%20instant%20free%20e-book%20download.%20Read%20books%20online%20via%20this%20free%20e-book%20library.%20Become%20a%20literary%20critic%20and%20write%20your%20own%20review%20to%20any%20book.&ts1570810102083.0=&sop=false,HTTP/1.1,1005,0,,301,Moved Permanently,HTTP/1.1,0,text/html; charset=utf-8,,/sc?cm=ZGwAAV2grREAAAASKC%2FiAw%3D%3D&uid=true&url=https%3A%2F%2Fwww.onread.com%2F%23sthash.n41XxQkH&sop=false,837,157,,,116,31,1308,1,0,0,1335,18.195.80.102,,1485,value
131,,2019-10-11T19:08:28.014+03:00,GET,https://l.sharethis.com/sc?cm=ZGwAAV2grREAAAASKC%2FiAw%3D%3D&uid=true&url=https%3A%2F%2Fwww.onread.com%2F%23sthash.n41XxQkH&sop=false,HTTP/1.1,518,0,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,456,51,,,97,-1,-1,0,0,-1,-1,18.195.80.102,,98,value
132,,2019-10-11T19:08:28.813+03:00,GET,https://connect.facebook.net/en_US/sdk.js,HTTP/1.1,356,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1779,,,99,27,5170,3,0,0,5203,31.13.92.14,,5334,
133,,2019-10-11T19:08:30.703+03:00,GET,https://apis.google.com/js/plusone.js,HTTP/1.1,352,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,1224,17039,,,155,32,6950,0,28,0,6969,172.217.23.142,,7186,
134,,2019-10-11T19:08:30.917+03:00,GET,https://apis.google.com/_/scs/apps-static/_/js/k=oz.gapi.en_US.ysvV9EtEi0w.O/m=plusone/rt=j/sv=1/d=1/ed=1/am=wQE/rs=AGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ/cb=gapi.loaded_0,HTTP/1.1,671,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,540,49966,,,91,-1,-1,0,71,-1,-1,172.217.23.142,,163,
135,,2019-10-11T19:08:31.061+03:00,GET,https://apis.google.com/se/0/_/+1/fastbutton?usegapi=1&size=medium&count=true&origin=https%3A%2F%2Fwww.onread.com&url=https%3A%2F%2Fwww.onread.com%2F&gsrc=3p&ic=1&jsh=m%3B%2F_%2Fscs%2Fapps-static%2F_%2Fjs%2Fk%3Doz.gapi.en_US.ysvV9EtEi0w.O%2Fam%3DwQE%2Fd%3D1%2Frs%3DAGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ%2Fm%3D__features__,HTTP/1.1,975,0,,404,Not Found,HTTP/1.1,0,text/html; charset=utf-8,,,685,805,,,106,0,109,0,0,0,141,172.217.23.142,,249,value
136,,2019-10-11T19:08:31.083+03:00,GET,https://apis.google.com/_/scs/apps-static/_/js/k=oz.gapi.en_US.ysvV9EtEi0w.O/m=auth/exm=plusone/rt=j/sv=1/d=1/ed=1/am=wQE/rs=AGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ/cb=gapi.loaded_1,HTTP/1.1,680,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,541,34215,,,95,-1,-1,0,19,-1,-1,172.217.23.142,,115,
137,,2019-10-11T19:08:33.125+03:00,GET,https://www.google.com/images/branding/googlelogo/1x/googlelogo_color_150x54dp.png,HTTP/1.1,916,0,,200,OK,HTTP/1.1,0,image/png,,,449,3170,,,125,0,1901,0,1,0,1926,216.58.205.228,,2054,
138,,2019-10-11T19:08:34.187+03:00,GET,https://count-server.sharethis.com/v2.0/get_counts?url=https%3A%2F%2Fwww.onread.com%2F&cb=stButtons.processCB&wd=true,HTTP/1.1,432,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,248,715,,,241,29,10505,0,0,0,10535,52.205.225.15,,10807,value
139,,2019-10-11T19:08:35.194+03:00,GET,https://ws.sharethis.com/button/css/buttons-secure.css,HTTP/1.1,384,0,,200,OK,HTTP/1.1,0,text/css,,,509,3851,,,103,-1,-1,0,2,-1,-1,13.225.249.48,,106,
140,,2019-10-11T19:08:35.280+03:00,GET,https://c.sharethis.mgr.consensu.org/portal.html,HTTP/1.1,516,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,585,4765,,,87,102,12908,0,3,0,13046,13.224.132.54,,13241,
141,,2019-10-11T19:08:35.317+03:00,GET,https://ws.sharethis.com/secure/images/bubble_arrow.png,HTTP/1.1,478,0,,200,OK,HTTP/1.1,0,image/png,,,509,979,,,87,-1,-1,0,2,-1,-1,13.225.249.48,,90,
142,,2019-10-11T19:08:35.505+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=6f1af3c5911f0bd37c2bb64d786dcbf6&ua=modern_es6,HTTP/1.1,437,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,59080,,,99,0,202,0,105,0,234,31.13.92.14,,439,value
143,,2019-10-11T19:08:35.984+03:00,GET,https://accounts.google.com/o/oauth2/postmessageRelay?parent=https%3A%2F%2Fwww.onread.com&jsh=m%3B%2F_%2Fscs%2Fapps-static%2F_%2Fjs%2Fk%3Doz.gapi.en_US.ysvV9EtEi0w.O%2Fam%3DwQE%2Fd%3D1%2Frs%3DAGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ%2Fm%3D__features__,HTTP/1.1,902,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,633,359,,,127,27,4661,0,0,0,4690,172.217.22.77,,4847,value
144,,2019-10-11T19:08:36.127+03:00,GET,https://apis.google.com/js/rpc:shindig_random.js?onload=init,HTTP/1.1,785,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,885,4856,,,111,-1,-1,0,2,-1,-1,172.217.23.142,,114,value
145,,2019-10-11T19:08:36.455+03:00,GET,https://t.sharethis.com/1/d/t.dhj?rnd=1570810108116&cid=c010&dmn=www.onread.com,HTTP/1.1,435,0,,200,OK,HTTP/1.1,0,application/javascript,,,466,958,,,101,20,8281,0,0,0,8310,23.66.19.12,,8432,value
146,,2019-10-11T19:08:36.531+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1020,12580,,,107,26,716,0,3,0,749,31.13.92.14,,887,value
147,,2019-10-11T19:08:36.563+03:00,GET,https://t.sharethis.com/a/t_.htm?ver=0.308.14395&cid=c010,HTTP/1.1,566,0,,200,OK,HTTP/1.1,0,text/html,,,414,1084,,,100,-1,-1,0,0,-1,-1,23.66.19.12,,100,value
148,,2019-10-11T19:08:36.687+03:00,GET,https://t.sharethis.com/0.308.14395/a/IL/t_.js?cid=c010,HTTP/1.1,446,0,,200,OK,HTTP/1.1,0,text/javascript,,,420,6545,,,99,-1,-1,0,0,-1,-1,23.66.19.12,,99,value
149,,2019-10-11T19:08:37.698+03:00,GET,https://ssl.gstatic.com/accounts/o/3679174131-postmessagerelay.js,HTTP/1.1,602,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,4091,,,83,32,1514,0,1,0,1536,172.217.18.3,,1654,
150,,2019-10-11T19:08:38.132+03:00,GET,"https://apis.google.com/_/scs/apps-static/_/js/k=oz.gapi.en_US.ysvV9EtEi0w.O/m=rpc,shindig_random/rt=j/sv=1/d=1/ed=1/am=wQE/rs=AGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ/cb=gapi.loaded_0",HTTP/1.1,903,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,540,19231,,,96,0,229,0,66,0,260,172.217.23.142,,423,
151,,2019-10-11T19:08:38.212+03:00,GET,https://ps.eyeota.net/pixel?pid=1mpb5m0&t=gif&gdpr=0&gdpr_consent=,HTTP/1.1,451,0,,302,Found,HTTP/1.1,0,,,/pixel/bounce/?pid=1mpb5m0&t=gif&gdpr=0&gdpr_consent=,461,0,,,98,32,1340,0,0,0,1372,54.93.117.16,,1504,value
152,,2019-10-11T19:08:38.424+03:00,GET,https://ps.eyeota.net/pixel/bounce/?pid=1mpb5m0&t=gif&gdpr=0&gdpr_consent=,HTTP/1.1,528,0,,302,Found,HTTP/1.1,0,,,https://sync.sharethis.com/eyeota?uid=28IE4yKaDDktf8UdROPea9YsUyCi7sKWxBp4oDdnHsrA,689,0,,,103,-1,-1,0,0,-1,-1,54.93.117.16,,104,value
