,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.wait,timings.send,timings.dns,timings.ssl,serverIPAddress,comment,time,request.queryString.name
60,,2019-10-11T18:55:40.304+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=90&slotname=3272316759&adk=3428921553&adf=2751417943&w=728&guci=2.2.0.0.2.2.0.0&format=728x90&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ea=0&flash=0&wgl=1&dt=1570809339017&bpp=26&bdt=520&fdt=725&idt=726&shv=r20191003&cbv=r20190131&saldr=aa&correlator=5185747298720&frm=24&ife=1&pv=2&ga_vid=1944004597.1570809314&ga_sid=1570809340&ga_hid=593274053&ga_fc=0&iag=3&icsg=166&nhd=1&dssz=6&mdo=0&mso=512&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=-12245933&bih=-12245933&isw=0&ish=0&ifk=1423944195&scr_x=-12245933&scr_y=-12245933&eid=20199336%2C21064715%2C332260032%2C332260042&oid=3&pvsid=184869173060380&pem=276&rx=0&eae=2&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C0%2C0&vis=1&rsz=%7C%7CE%7C&abl=CS&pfx=0&fu=16&bc=23&ifi=1&uci=1.a370n8q340yp&fsb=1&dtd=737,HTTP/1.1,1498,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,751,16998,,,28,-1,-1,310,0,-1,-1,172.217.18.162,,339,value
61,,2019-10-11T18:55:40.316+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1372,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29553,,,71,0,1045,111,0,0,1018,216.58.207.66,,1229,value
62,,2019-10-11T18:55:40.359+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,406,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29044,,,65,0,1598,90,0,48,1574,216.58.207.66,,1803,value
63,,2019-10-11T18:55:40.397+03:00,GET,http://t.sharethis.com/d/a.gif?aqet=priv_block_3pcookie&r=1570809340394&cid=c010,HTTP/1.1,436,0,,204,No Content,HTTP/1.1,0,,,,227,0,,,0,-1,-1,144,0,-1,-1,23.66.19.12,,145,value
64,,2019-10-11T18:55:40.501+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1360,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29553,,,38,-1,-1,99,0,-1,-1,216.58.207.66,,139,value
65,,2019-10-11T18:55:40.666+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1349,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29553,,,28,-1,-1,100,0,-1,-1,216.58.207.66,,130,value
66,,2019-10-11T18:55:40.680+03:00,GET,https://ws.sharethis.com/secure5x/index.html,HTTP/1.1,566,0,,200,OK,HTTP/1.1,0,text/html,,,509,4081,,,2,0,377,85,0,0,347,143.204.192.12,,466,
67,,2019-10-11T18:55:40.798+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,417,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29044,,,28,-1,-1,93,0,-1,-1,216.58.207.66,,122,value
68,,2019-10-11T18:55:40.905+03:00,GET,https://fonts.googleapis.com/css?family=Heebo%3A300%2C400%2C700,HTTP/1.1,1298,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,354,,,0,0,216,93,0,0,188,216.58.207.42,,311,value
69,,2019-10-11T18:55:40.924+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1307,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29553,,,24,-1,-1,98,0,-1,-1,216.58.207.66,,124,value
70,,2019-10-11T18:55:40.933+03:00,GET,http://www.shutupandtakemymoney.com/cart?wc-ajax=get_cart_totals,HTTP/1.1,1007,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,439,351,,,0,-1,-1,2331,0,-1,-1,104.24.18.117,,2332,value
71,,2019-10-11T18:55:40.995+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/08/chicken-swing-suatmm.jpg,HTTP/1.1,1000,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,130075,,,3459,-1,-1,356,0,-1,-1,104.24.18.117,,3816,
72,,2019-10-11T18:55:41.924+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/08/baby-mop-onesie-baby-clothing.jpg,HTTP/1.1,1009,0,,200,OK,HTTP/1.1,0,image/jpeg,,,388,131598,,,3645,-1,-1,349,0,-1,-1,104.24.18.117,,3995,
73,,2019-10-11T18:55:42.023+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CgrRDEaqgXaXNAs_jbcL5pPALmuq8xFmPmcj3rQqQlMWszAQQASD6zOMUYPm69IOcEKAB8YP9lQPIAQKoAwHIA8kEqgTAAU_Q_M8ktsxejgG4c2LVlts_sNLewuWjtCwyLgfBkC-kl60ovbxY5iaR-hsSpd3l-8SxZGpFqAZ9Dhi6VJ5jqcJQwh-KFG1tjYJJvkOZ1vemAKeXTSHyb6ujtqTwGWffgBY2DaUym7caIUF5yeMLC5MPXoVK_XFOpDcj5LSPlO_Sjq-DZZBhqIBephp-OIQMttVBxt2Dt0b3dzhIUSn_oiRO_5N0wo9XV_P4mg1KalIUOPU1C1xcdZFLkrb-Xb-ZgsAEm5jvyKkCkgUECAQYAZIFBAgFGASgBgKAB4qh0o8BqAeOzhuoB9XJG6gHwdMbqAeF1BuoB4HUG6gHgtQbqAeG1BuoB4TUG6gHk9gbqAfg0xuoB7oGqAfZyxuoB8_MG6gHpr4b2AcB8gcEEPDUBdIIBwiAYRABGB6ACgHYEwI&sigh=qnA9qFWubAk&tpd=AGWhJmuq309Nh7RpFCpADgpNWCDoFxVOmTlsUP80FbvfRIMquw,HTTP/1.1,1986,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,0,-1,-1,110,1,-1,-1,172.217.18.162,,111,value
74,,2019-10-11T18:55:42.303+03:00,GET,https://tpc.googlesyndication.com/simgad/1183644166309396436?sqp=4sqPyQQ7QjkqNxABHQAAtEIgASgBMAk4A0DwkwlYAWBfcAKAAQGIAQGdAQAAgD-oAQGwAYCt4gS4AV_FAS2ynT4&rs=AOga4qlUCf9u2IQzH87OPhwbs8EmUcibIQ,HTTP/1.1,1488,0,,200,OK,HTTP/1.1,0,image/jpeg,,,518,18216,,,44,0,3044,93,0,34,3014,172.217.16.129,,3218,value
75,,2019-10-11T18:55:42.306+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite.js,HTTP/1.1,1360,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,677,11455,,,8,0,2944,94,1,0,2917,172.217.16.129,,3049,
76,,2019-10-11T18:55:42.358+03:00,GET,https://tpc.googlesyndication.com/simgad/7105913253353820366,HTTP/1.1,1369,0,,200,OK,HTTP/1.1,0,image/gif,,,546,46077,,,99,0,2999,100,0,0,2968,172.217.16.129,,3199,
77,,2019-10-11T18:55:42.386+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=shutupandtakemymoney.com,HTTP/1.1,421,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,0,1816,93,0,0,1785,172.217.16.130,,1911,value
78,,2019-10-11T18:55:42.397+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_js_controller.js,HTTP/1.1,1374,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,14391,,,22,0,2042,100,0,1,2013,172.217.16.129,,2167,
79,,2019-10-11T18:55:42.413+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite.js,HTTP/1.1,1348,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,677,11455,,,13,-1,-1,91,0,-1,-1,172.217.16.129,,106,
80,,2019-10-11T18:55:42.421+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/08/butt-shaped-pillow-3.jpg,HTTP/1.1,1000,0,,200,OK,HTTP/1.1,0,image/jpeg,,,393,46751,,,1226,-1,-1,339,0,-1,-1,104.24.18.117,,1565,
81,,2019-10-11T18:55:42.446+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection.js,HTTP/1.1,1378,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,677,5132,,,0,-1,-1,99,0,-1,-1,172.217.16.129,,100,
82,,2019-10-11T18:55:42.492+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/s?v=r20120211,HTTP/1.1,1577,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,609,145,,,0,-1,-1,83,0,-1,-1,172.217.18.162,,84,value
83,,2019-10-11T18:55:42.523+03:00,GET,https://tpc.googlesyndication.com/simgad/12204769623712625257,HTTP/1.1,1382,0,,200,OK,HTTP/1.1,0,image/gif,,,546,86257,,,110,-1,-1,97,0,-1,-1,172.217.16.129,,208,
84,,2019-10-11T18:55:42.526+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1371,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,677,1044,,,0,-1,-1,94,0,-1,-1,172.217.16.129,,95,
85,,2019-10-11T18:55:42.551+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite.js,HTTP/1.1,1337,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,677,11455,,,12,-1,-1,86,0,-1,-1,172.217.16.129,,100,
86,,2019-10-11T18:55:42.561+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_js_controller.js,HTTP/1.1,1362,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,14391,,,8,-1,-1,88,0,-1,-1,172.217.16.129,,97,
87,,2019-10-11T18:55:42.617+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/s?v=r20120211,HTTP/1.1,1565,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,609,145,,,0,-1,-1,80,0,-1,-1,172.217.18.162,,81,value
88,,2019-10-11T18:55:42.626+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection.js,HTTP/1.1,1366,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,677,5132,,,6,-1,-1,87,0,-1,-1,172.217.16.129,,94,
89,,2019-10-11T18:55:42.655+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/load_preloaded_resource.js,HTTP/1.1,1317,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,677,359,,,0,-1,-1,83,0,-1,-1,172.217.16.129,,84,
90,,2019-10-11T18:55:42.677+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1359,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,677,1044,,,0,-1,-1,85,0,-1,-1,172.217.16.129,,86,
91,,2019-10-11T18:55:42.735+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite.js,HTTP/1.1,1295,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,677,11455,,,3,-1,-1,94,0,-1,-1,172.217.16.129,,99,
92,,2019-10-11T18:55:42.744+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/s?v=r20120211,HTTP/1.1,1554,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,609,145,,,0,-1,-1,91,0,-1,-1,172.217.18.162,,92,value
93,,2019-10-11T18:55:42.744+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_js_controller.js,HTTP/1.1,1351,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,14391,,,17,-1,-1,89,0,-1,-1,172.217.16.129,,107,
94,,2019-10-11T18:55:42.752+03:00,GET,https://platform-api.sharethis.com/js/sharethis.js,HTTP/1.1,419,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,541,27619,,,36,0,4265,83,0,54,4216,13.225.249.121,,4440,
95,,2019-10-11T18:55:42.768+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1348,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,677,1044,,,0,-1,-1,88,0,-1,-1,172.217.16.129,,90,
96,,2019-10-11T18:55:42.877+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1306,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,677,1044,,,0,-1,-1,86,0,-1,-1,172.217.16.129,,87,
97,,2019-10-11T18:55:42.993+03:00,GET,https://www.google.com/pagead/drt/ui,HTTP/1.1,541,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/drt/si,401,246,,,0,0,217,125,0,0,189,172.217.18.4,,344,
98,,2019-10-11T18:55:43.023+03:00,GET,https://browser.sentry-cdn.com/5.4.3/bundle.min.js,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,application/javascript,,,507,16214,,,1178,0,3875,144,0,37,3841,151.101.194.217,,5235,
99,,2019-10-11T18:55:43.024+03:00,GET,https://load.sumo.com/6.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,2520,,,52,0,3684,106,0,0,3654,89.187.169.79,,3843,
100,,2019-10-11T18:55:43.122+03:00,GET,https://www.google.com/pagead/drt/ui,HTTP/1.1,541,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/drt/si,401,246,,,0,-1,-1,116,0,-1,-1,172.217.18.4,,116,
101,,2019-10-11T18:55:43.124+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/si,HTTP/1.1,632,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,888,0,,,0,-1,-1,118,0,-1,-1,172.217.18.162,,119,
102,,2019-10-11T18:55:43.186+03:00,GET,https://load.sumo.com/68.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,631,,,45,-1,-1,100,0,-1,-1,89.187.169.79,,146,
103,,2019-10-11T18:55:43.241+03:00,GET,https://www.google.com/pagead/drt/ui,HTTP/1.1,541,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/drt/si,401,246,,,0,-1,-1,128,0,-1,-1,172.217.18.4,,128,
104,,2019-10-11T18:55:43.248+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/si,HTTP/1.1,632,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,888,0,,,0,-1,-1,122,0,-1,-1,172.217.18.162,,122,
105,,2019-10-11T18:55:43.271+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/pokenatomy-pokemon-anatomy-book-fb.jpg,HTTP/1.1,1014,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,176445,,,4458,-1,-1,347,0,-1,-1,104.24.18.117,,4806,
106,,2019-10-11T18:55:43.345+03:00,GET,https://load.sumo.com/0.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,2481,,,45,-1,-1,98,0,-1,-1,89.187.169.79,,144,
107,,2019-10-11T18:55:43.431+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/si,HTTP/1.1,646,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,888,0,,,0,-1,-1,119,0,-1,-1,172.217.18.162,,120,
108,,2019-10-11T18:55:43.480+03:00,GET,https://pagead2.googlesyndication.com/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,1372,0,,200,OK,HTTP/1.1,0,text/javascript,,,738,5323,,,1,0,197,89,0,0,172,216.58.207.66,,289,
109,,2019-10-11T18:55:43.493+03:00,GET,https://load.sumo.com/1.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1060,,,46,-1,-1,98,0,-1,-1,89.187.169.79,,144,
110,,2019-10-11T18:55:43.595+03:00,GET,https://load.sumo.com/2.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1218,,,41,0,182,96,0,64,142,89.187.169.79,,385,
111,,2019-10-11T18:55:43.640+03:00,GET,https://load.sumo.com/3.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1608,,,46,-1,-1,101,0,-1,-1,89.187.169.79,,147,
112,,2019-10-11T18:55:43.737+03:00,GET,https://load.sumo.com/14.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,131469,,,203,-1,-1,105,0,-1,-1,89.187.169.79,,309,
113,,2019-10-11T18:55:43.792+03:00,GET,https://load.sumo.com/18.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,53031,,,161,-1,-1,94,0,-1,-1,89.187.169.79,,256,
114,,2019-10-11T18:55:43.995+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/shark-head-bath-bomb.jpg,HTTP/1.1,1000,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,70490,,,1648,-1,-1,351,0,-1,-1,104.24.18.117,,2000,
115,,2019-10-11T18:55:44.262+03:00,GET,http://graph.facebook.com/?id=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&callback=jQuery110208216881060791927_1570809335897&_=1570809335898,HTTP/1.1,444,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,636,100,,,0,0,38,191,5,0,-1,157.240.1.18,,235,value
116,,2019-10-11T18:55:44.377+03:00,GET,http://api.facebook.com/method/links.getStats?urls=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&format=json&callback=jQuery110208216881060791927_1570809335899&_=1570809335900,HTTP/1.1,475,0,,200,OK,HTTP/1.1,0,text/javascript;charset=utf-8,,,569,264,,,0,0,26,187,0,0,-1,157.240.1.18,,215,value
117,,2019-10-11T18:55:44.393+03:00,GET,https://www.gstatic.com/mysidia/5ff2f227c948638d8dcbf24af6d4eea8.js,HTTP/1.1,1287,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,13585,,,29,0,1650,85,0,0,1621,172.217.22.67,,1765,
118,,2019-10-11T18:55:44.408+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection.js,HTTP/1.1,1355,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,677,5132,,,8,-1,-1,90,0,-1,-1,172.217.16.129,,100,
119,,2019-10-11T18:55:44.417+03:00,GET,https://www.gstatic.com/mysidia/5ce318992bf2bb0dff473280741e1ae2.js,HTTP/1.1,1287,0,,200,OK,HTTP/1.1,0,text/javascript,,,512,5522,,,1,0,2041,87,0,83,2022,172.217.22.67,,2215,
120,,2019-10-11T18:55:44.503+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection.js,HTTP/1.1,1313,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,677,5132,,,3,-1,-1,89,0,-1,-1,172.217.16.129,,93,
121,,2019-10-11T18:55:44.587+03:00,GET,https://api.monotote.com/v1/translations/en?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e,HTTP/1.1,478,0,,200,OK,HTTP/1.1,0,application/json,,,699,111400,,,127,0,228,183,0,0,205,146.185.139.55,,540,value
122,,2019-10-11T18:55:44.681+03:00,GET,https://pagead2.googlesyndication.com/pagead/s/cookie_push.html,HTTP/1.1,1436,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,842,652,,,0,-1,-1,85,0,-1,-1,216.58.207.66,,87,
123,,2019-10-11T18:55:44.790+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=C6gusEqqgXZvfF4GugAfIhqGIA9Sm69lYgYnk254Kv-EeEAEg-szjFGD5uvSDnBCgAb6bq_kCyAEJqQIaJsJdLR-TPqgDAcgDmwSqBL0BT9BxlgLZ99lltZaoHpkVTXKGGNQDoMsUDuKGuq9qSRGV5jFdiKotrtvvcS8WKvALj69aHLC7J1WfgSTertCi1niZTCeKOnD8ia0Eg6siHM1-gvaeU90oVyoYLYJeZ8hbH8vLjZR1mpGVuWD9Yb3ycKVCzhaLF1t5wwJBfUASqpF_ek13Jn_-Nk5vwRCBDDgIz322tuxJbSNSJjEvmGu6w8ca5syq--smKJd98Ax1cezhxPwnUwtU32osXAY7wASfyIPknAKSBQQIBBgBkgUECAUYBJIFBAgFGBiSBQUIBRioAaAGLoAHquTUhgGoB47OG6gH1ckbqAfB0xuoB4XUG6gHgdQbqAeC1BuoB4bUG6gHhNQbqAeT2BuoB-DTG6gHugaoB9nLG6gHz8wbqAemvhvYBwDyBwMQ4WXSCAcIgGEQARgegAoB2BMN&sigh=-RVqS0h6kKM&template_id=484&tpd=AGWhJmsiRHCsPwCnDQamKQz5hNJOPMZ0kehxcIYm1yMqI76f2A,HTTP/1.1,1999,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,0,0,215,107,0,0,183,172.217.18.162,,323,value
124,,2019-10-11T18:55:44.815+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/hold-on-were-probably-not-wearing-pants-doormat.jpg,HTTP/1.1,1027,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,131724,,,3065,-1,-1,349,0,-1,-1,104.24.18.117,,3415,
125,,2019-10-11T18:55:45.221+03:00,GET,https://plugin.monotote.com/panel-new.min.235a2781.js,HTTP/1.1,381,0,,200,OK,HTTP/1.1,0,application/javascript,,,927,208086,,,194,0,311,98,0,0,288,13.224.132.90,,605,
126,,2019-10-11T18:55:45.504+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/08/xbox-controller-coffee-table.jpg,HTTP/1.1,1008,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,46393,,,830,0,29,374,0,0,-1,104.24.18.117,,1234,
127,,2019-10-11T18:55:45.536+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/arcade-light-switch-covers.jpg,HTTP/1.1,1006,0,,200,OK,HTTP/1.1,0,image/jpeg,,,393,41187,,,843,-1,-1,345,0,-1,-1,104.24.18.117,,1188,
128,,2019-10-11T18:55:45.559+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=shutupandtakemymoney.com,HTTP/1.1,419,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,0,5471,98,0,0,5448,172.217.22.34,,5570,value
129,,2019-10-11T18:55:45.560+03:00,GET,https://google-analytics.com/collect?v=1&cid=718273be-021a-4c43-b0dd-d86540bb6786&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=10304987527003262,HTTP/1.1,738,0,,200,OK,HTTP/1.1,0,image/gif,,,478,35,,,0,0,5488,85,0,32,5464,172.217.23.132,,5607,value
130,,2019-10-11T18:55:45.730+03:00,GET,https://plugin.monotote.com/css/plugin-new.0668d4bc.css?1.42.0,HTTP/1.1,405,0,,200,OK,HTTP/1.1,0,text/css,,,908,21642,,,12,-1,-1,87,0,-1,-1,13.224.132.90,,99,value
131,,2019-10-11T18:55:45.948+03:00,POST,https://api.monotote.com/v1/t/visit?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e&language=&referrer=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&user-id=642d8186-d250-4bf7-06d0-19c7551dd8ff,HTTP/1.1,642,0,,200,OK,HTTP/1.1,0,image/jpg,,,527,695,,,0,0,235,140,0,0,204,146.185.139.55,,376,value
132,,2019-10-11T18:55:45.950+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2018/06/sharkini-swimsuit-bikini-suatmm.jpg,HTTP/1.1,1098,0,,200,OK,HTTP/1.1,0,image/jpeg,,,388,47851,,,1039,-1,-1,351,0,-1,-1,104.24.18.117,,1392,
133,,2019-10-11T18:55:46.142+03:00,GET,https://www.linkedin.com/countserv/count/share?format=jsonp&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&callback=linkedinjsonpcallbackavviki&_=1570809335901,HTTP/1.1,489,0,,404,Not Found,HTTP/1.1,0,text/html,,,2277,24810,,,151,0,607,204,0,0,584,108.174.11.1,,963,value
134,,2019-10-11T18:55:46.222+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/pulp-fiction-tiki-mugs.jpg,HTTP/1.1,1089,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,73255,,,1855,-1,-1,366,0,-1,-1,104.24.18.117,,2222,
135,,2019-10-11T18:55:46.234+03:00,GET,https://cm.g.doubleclick.net/pixel/attr?d=AHNF13IOeBsCgj9_mxr_Wq44z2nHpq0Kddm_,HTTP/1.1,561,0,,204,No Content,HTTP/1.1,0,text/html,,,512,0,,,0,0,1330,112,0,26,1301,216.58.206.2,,1470,value
136,,2019-10-11T18:55:46.597+03:00,GET,https://plugin.monotote.com/fonts/SF-Pro-Text-Regular.b166cde7.woff,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,application/x-font-woff,,,872,131880,,,115,0,334,110,0,0,304,13.224.132.90,,560,
137,,2019-10-11T18:55:46.602+03:00,GET,https://plugin.monotote.com/fonts/icomoon.5d94c732.woff,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-font-woff,,,870,31764,,,55,0,340,82,0,0,309,13.224.132.90,,479,
138,,2019-10-11T18:55:47.353+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/eleven-bleeding-nose-candle.jpg,HTTP/1.1,1094,0,,200,OK,HTTP/1.1,0,image/jpeg,,,388,39499,,,1635,-1,-1,375,0,-1,-1,104.24.18.117,,2011,
139,,2019-10-11T18:55:47.801+03:00,GET,https://api3.monotote.com/v1/plugin/themes/default,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,application/json,,,688,1067,,,0,0,1801,120,0,91,1768,146.185.139.55,,2013,
140,,2019-10-11T18:55:48.082+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/thanos-mens-swimwear.jpg,HTTP/1.1,1087,0,,200,OK,HTTP/1.1,0,image/jpeg,,,393,38002,,,626,-1,-1,343,0,-1,-1,104.24.18.117,,970,
