,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.ssl,timings.dns,timings.send,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,response._error,request.queryString.name
57,,2019-10-12T08:18:37.871+03:00,GET,https://as-sec.casalemedia.com/cygnus?s=171611&v=7.2&r=%7B%22id%22%3A%2214258db5cb3ead%22%2C%22imp%22%3A%5B%7B%22id%22%3A%222c05e1408efd02%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171611%22%2C%22sid%22%3A%22300x250%22%7D%7D%2C%7B%22id%22%3A%223af60085acd0c7%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A600%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171611%22%2C%22sid%22%3A%22300x600%22%7D%7D%2C%7B%22id%22%3A%224d1fbfd7d8bad3%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171611%22%2C%22sid%22%3A%22300x250%22%7D%7D%2C%7B%22id%22%3A%2250ed172e095717%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171612%22%2C%22sid%22%3A%22300x250%22%7D%7D%2C%7B%22id%22%3A%226508c6e4a43c0e%22%2C%22banner%22%3A%7B%22w%22%3A728%2C%22h%22%3A90%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22157545%22%2C%22sid%22%3A%22728x90%22%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%22%2C%22ref%22%3A%22%22%7D%2C%22ext%22%3A%7B%22source%22%3A%22prebid%22%7D%2C%22regs%22%3A%7B%22ext%22%3A%7B%22gdpr%22%3A0%7D%7D%2C%22user%22%3A%7B%22ext%22%3A%7B%22consent%22%3A%22%22%7D%7D%7D&ac=j&sd=1&,HTTP/1.1,1848,0,,200,OK,HTTP/1.1,0,application/json,,,964,44,,,142,512,33,1,540,0,0,212.55.189.217,,718,,value
58,,2019-10-12T08:18:37.874+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=16924&site_id=151312&zone_id=1319448&size_id=15&p_pos=unknown&gdpr=0&rf=https%3A%2F%2Fwww.sporcle.com%2F&tk_flint=pbjs_lite_v1.32.0&x_source.tid=ebdd0fd1-8dfe-40fd-bc64-4f79d6328020&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.6362889630528257,HTTP/1.1,1870,0,,200,OK,HTTP/1.1,0,application/json,,,429,284,,,99,547,0,0,578,0,0,69.173.144.142,,679,,value
59,,2019-10-12T08:18:37.880+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=16924&site_id=151312&zone_id=1319448&size_id=15&alt_size_ids=10&p_pos=unknown&gdpr=0&rf=https%3A%2F%2Fwww.sporcle.com%2F&tk_flint=pbjs_lite_v1.32.0&x_source.tid=7fef6817-65f6-4f30-99ad-bc8fdb6651d7&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.229854301440233,HTTP/1.1,1885,0,,200,OK,HTTP/1.1,0,application/json,,,429,304,,,118,479,0,0,509,0,0,69.173.144.142,,628,,value
60,,2019-10-12T08:18:37.880+03:00,POST,https://ap.lijit.com/rtb/bid?src=prebid_prebid_1.32.0,HTTP/1.1,492,545,,200,OK,HTTP/1.1,0,application/json,,,551,50,,,92,443,0,0,471,0,0,216.52.2.19,,565,,value
61,,2019-10-12T08:18:37.888+03:00,GET,https://ib.adnxs.com/getuid?https%3A%2F%2Fsync.adtelligent.com%2Fcsync%3Ft%3Da%26ep%3D285868%26extuid%3D%24UID,HTTP/1.1,738,0,,200,OK,HTTP/1.1,0,image/gif,,,799,43,,,95,-1,-1,0,-1,0,-1,185.33.223.200,,96,,value
62,,2019-10-12T08:18:37.910+03:00,GET,https://c.amazon-adsystem.com/e/dtb/bid?src=600&pubid=450e78ce-613c-4c21-88a1-aa052db14af2&u=https%3A%2F%2Fwww.sporcle.com%2F&pid=8053927659131570857517190&cb=8416933259381570857517242&ws=800x600&v=7.37.00&t=1000&slots=%5B%7B%22sd%22%3A%22sporcle_300_Flex_BTF%22%2C%22s%22%3A%5B%22300x250%22%2C%22300x600%22%5D%2C%22sn%22%3A%22%2F15184186%2Fsporcle_300_Flex_BTF%22%7D%2C%7B%22sd%22%3A%22sporcle_300x250_ATF%22%2C%22s%22%3A%5B%22300x250%22%5D%2C%22sn%22%3A%22%2F15184186%2Fsporcle_300x250_ATF%22%7D%2C%7B%22sd%22%3A%22sporcle_300x250_BTF%22%2C%22s%22%3A%5B%22300x250%22%5D%2C%22sn%22%3A%22%2F15184186%2Fsporcle_300x250_BTF%22%7D%2C%7B%22sd%22%3A%22sporcle_728x90_ATF%22%2C%22s%22%3A%5B%22728x90%22%5D%2C%22sn%22%3A%22%2F15184186%2Fsporcle_728x90_ATF%22%7D%5D&pj=%7B%22apse%22%3A%7B%22chunkRequests%22%3Afalse%2C%22shouldCFRoute%22%3Atrue%2C%22shouldSampleLatency%22%3Afalse%7D%7D&gdprl=%7B%22status%22%3A%22no-cmp%22%7D,HTTP/1.1,1317,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,537,135,,,393,513,0,0,550,0,0,13.226.3.186,,944,,value
63,,2019-10-12T08:18:37.922+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=16924&site_id=151312&zone_id=1319448&size_id=2&p_pos=unknown&gdpr=0&rf=https%3A%2F%2Fwww.sporcle.com%2F&tk_flint=pbjs_lite_v1.32.0&x_source.tid=1a9501fb-75ba-495c-bbea-b0a971bccaeb&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.4119383078872281,HTTP/1.1,1869,0,,200,OK,HTTP/1.1,0,application/json,,,429,283,,,107,622,0,0,649,0,0,69.173.144.142,,758,,value
64,,2019-10-12T08:18:37.928+03:00,GET,https://ic.tynt.com/b/p?id=dv3UEm-Yir5lQMacwqm_6l&lm=0&ts=1570857517407&dn=TI&iso=0&img=https%3A%2F%2Fdnlzsmybcpo0z.cloudfront.net%2Fimages%2Fbig%2Fdefault.jpg%3Fv%3D10104&t=Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website&cu=https%3A%2F%2Fwww.sporcle.com%2F,HTTP/1.1,727,0,,200,OK,HTTP/1.1,0,image/gif,,,409,35,,,174,430,0,0,451,0,0,208.100.17.190,,626,,value
65,,2019-10-12T08:18:37.930+03:00,POST,https://ssc.33across.com/api/v1/hb,HTTP/1.1,516,344,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,544,133,,,187,433,173,0,454,0,0,35.171.177.238,,815,,
66,,2019-10-12T08:18:37.948+03:00,POST,https://web.hb.ad.cpe.dotomi.com/s2s/header/24,HTTP/1.1,495,1032,,200,OK,HTTP/1.1,0,application/json,,,439,390,,,229,625,26,0,646,0,0,205.180.87.146,,903,,
67,,2019-10-12T08:18:37.950+03:00,POST,https://ssc.33across.com/api/v1/hb,HTTP/1.1,516,317,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,544,133,,,175,453,194,0,476,0,0,35.171.177.238,,848,,
68,,2019-10-12T08:18:37.955+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,682,1167,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1121,487,,,154,279,0,0,304,0,0,185.33.223.200,,460,,
69,,2019-10-12T08:18:37.967+03:00,POST,https://ssc.33across.com/api/v1/hb,HTTP/1.1,516,317,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,544,133,,,171,444,214,0,472,0,0,35.171.177.238,,859,,
70,,2019-10-12T08:18:38.005+03:00,GET,"https://apis.google.com/_/scs/apps-static/_/js/k=oz.gapi.en_US.ysvV9EtEi0w.O/m=auth2,client/rt=j/sv=1/d=1/ed=1/am=wQE/rs=AGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ/cb=gapi.loaded_0",HTTP/1.1,677,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,541,101170,,,92,206,0,0,240,166,0,216.58.207.78,,499,,
71,,2019-10-12T08:18:38.005+03:00,POST,https://hbopenbid.pubmatic.com/translator?source=prebid-client,HTTP/1.1,818,1234,,204,No Content,HTTP/1.1,0,,,,212,0,,,271,619,86,0,643,0,0,103.231.98.193,,1002,,value
72,,2019-10-12T08:18:38.035+03:00,POST,https://ssc.33across.com/api/v1/hb,HTTP/1.1,516,318,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,544,133,,,160,443,273,0,468,0,0,35.171.177.238,,902,,
73,,2019-10-12T08:18:38.058+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=626fa9e8aa0d85fa17d9ae74f6d55829&ua=modern_es6,HTTP/1.1,439,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,59079,,,98,191,0,0,218,91,0,31.13.92.14,,408,,value
74,,2019-10-12T08:18:38.068+03:00,GET,https://c.amazon-adsystem.com/bao-csm/aps-comm/aps_csm.js,HTTP/1.1,403,0,,200,OK,HTTP/1.1,0,application/javascript,,,593,2652,,,89,712,0,0,745,2,0,13.226.3.186,,838,,
75,,2019-10-12T08:18:38.069+03:00,GET,https://sporcle-d.openx.net/w/1.0/arj?ju=https%3A%2F%2Fwww.sporcle.com%2F&jr=&ch=UTF-8&res=800x600x24&ifr=false&tz=-180&tws=800x600&be=1&bc=hb_pb_2.1.5&dddid=7fef6817-65f6-4f30-99ad-bc8fdb6651d7%2Cf5213866-444e-4601-b3a8-f9f14a81dcb1%2Cebdd0fd1-8dfe-40fd-bc64-4f79d6328020%2C1a9501fb-75ba-495c-bbea-b0a971bccaeb&nocache=1570857517265&gdpr_consent=&gdpr=0&pubcid=fb553549-c152-4dab-948b-eb4ff25fef14&aus=300x250%2C300x600%7C300x250%7C300x250%7C728x90&divIds=sporcle_300_Flex_BTF%2Csporcle_300x250_ATF%2Csporcle_300x250_BTF%2Csporcle_728x90_ATF&auid=540386384%2C540386383%2C540386383%2C540386379&,HTTP/1.1,1096,0,,200,OK,HTTP/1.1,0,application/json,,,571,174,,,120,681,1,0,709,0,0,34.95.120.147,,831,,value
76,,2019-10-12T08:18:38.079+03:00,GET,https://sc.tynt.com/script/sc/dv3UEm-Yir5lQMacwqm_6l.js,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,793,1215,,,86,610,0,0,666,0,0,104.16.88.26,,754,,
77,,2019-10-12T08:18:38.086+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=7&cb=1570857518084&s=203905&r=%7B%22id%22%3A1570858564%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22banner%22%3A%7B%22w%22%3A900%2C%22h%22%3A550%2C%22topframe%22%3A1%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Dagilityzone%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D,HTTP/1.1,1001,0,,200,OK,HTTP/1.1,0,text/javascript,,,757,61,,,134,-1,-1,0,-1,0,-1,212.55.189.217,,135,,value
78,,2019-10-12T08:18:38.171+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=7&cb=1570857518092&s=203905&r=%7B%22id%22%3A1570858564%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22banner%22%3A%7B%22w%22%3A970%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Dagilityzone%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D,HTTP/1.1,1001,0,,200,OK,HTTP/1.1,0,text/javascript,,,757,61,,,164,34,0,0,60,0,0,212.55.189.217,,226,,value
79,,2019-10-12T08:18:38.173+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=8.8&cb=1570857518095&s=203905&r=%7B%22id%22%3A1570858564%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22video%22%3A%7B%22mimes%22%3A%5B%22video%2Fmp4%22%2C%22application%2Fjavascript%22%5D%2C%22minduration%22%3A3%2C%22maxduration%22%3A150%2C%22protocols%22%3A%5B2%2C3%2C5%2C6%5D%2C%22linearity%22%3A1%2C%22ext%22%3A%7B%22playertype%22%3A1%7D%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Doverlay%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D&fn=jsonp,HTTP/1.1,1180,0,,200,OK,HTTP/1.1,0,text/javascript,,,757,48,,,120,36,0,0,60,0,0,212.55.189.217,,181,,value
80,,2019-10-12T08:18:38.226+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=7&cb=1570857518100&s=203905&r=%7B%22id%22%3A1570858564%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22banner%22%3A%7B%22w%22%3A900%2C%22h%22%3A550%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Doverlay%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D,HTTP/1.1,976,0,,200,OK,HTTP/1.1,0,text/javascript,,,757,61,,,135,-1,-1,0,-1,0,-1,212.55.189.217,,136,,value
81,,2019-10-12T08:18:38.269+03:00,GET,https://px.adhigh.net/p/cm/152media,HTTP/1.1,604,0,,302,Found,HTTP/1.1,0,,,https://sync.adkernel.com/user-sync?dsp=37&t=image&dspi=1&uid=e2tgCcgap4W.AikABlFtvnT06w,758,0,,,106,455,109,0,480,0,0,195.201.85.163,,697,,
82,,2019-10-12T08:18:38.272+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=7&cb=1570857518107&s=203905&r=%7B%22id%22%3A1570858564%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22banner%22%3A%7B%22w%22%3A970%2C%22h%22%3A250%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Doverlay%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D,HTTP/1.1,976,0,,200,OK,HTTP/1.1,0,text/javascript,,,757,61,,,134,154,0,0,176,0,0,212.55.189.217,,311,,value
83,,2019-10-12T08:18:38.277+03:00,GET,https://ad-delivery.net/beacon.js,HTTP/1.1,349,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,521,637,,,85,372,94,0,394,0,0,13.225.249.16,,574,,
84,,2019-10-12T08:18:38.279+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=7&cb=1570857518110&s=203905&r=%7B%22id%22%3A1570858564%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A600%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Doverlay%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D,HTTP/1.1,976,0,,200,OK,HTTP/1.1,0,text/javascript,,,757,61,,,117,149,0,1,172,0,0,212.55.189.217,,291,,value
85,,2019-10-12T08:18:38.280+03:00,POST,https://hbopenbid.pubmatic.com/translator?,HTTP/1.1,878,574,,204,No Content,HTTP/1.1,0,,,,212,0,,,253,-1,-1,0,-1,0,-1,103.231.98.193,,254,,
86,,2019-10-12T08:18:38.301+03:00,GET,https://sync.adtelligent.com/csync?redir=https%3A%2F%2Fssp.pub.network%2Fssp-server%2Fcookiesync%3Fuid%3D%5BOUR_USER_COOKIE%5D%26dsp%3D152%26dsp_uid%3D%7Buid%7D,HTTP/1.1,613,0,,302,Found,HTTP/1.1,0,,,https://ssp.pub.network/ssp-server/cookiesync?uid=[OUR_USER_COOKIE]&dsp=152&dsp_uid=5e7f5bbf5477f356,325,0,,,163,599,0,0,640,0,0,209.205.217.82,,804,,value
87,,2019-10-12T08:18:38.443+03:00,GET,https://www.sporcle.com/lib/feed/,HTTP/1.1,1697,0,,200,OK,HTTP/1.1,0,Array,,,406,2578,,,90,355,0,0,384,0,0,13.225.249.3,,476,,
88,,2019-10-12T08:18:38.477+03:00,GET,https://events.bouncex.net/track.gif/pageview?pageview:url=https%3A%2F%2Fwww.sporcle.com%2F&pageview:customvariables=%7B%22interstitial_absent%22%3A%22true%22%2C%22quiz_completed%22%3A%22false%22%2C%22sporcle_orange_user%22%3A%22false%22%2C%22quiz_running%22%3A%22false%22%7D&pageview:cookiesize=358&mode=0&websiteid=2490&visitid=1570858387377236&deviceid=6277190916652959504&pageviewid=7&sequenceid=91&clienttimestamp=1570857518047&clientapiversion=tag3&device=d&source=web&agent=user,HTTP/1.1,837,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,209,328,0,0,350,0,0,35.190.62.200,,560,,value
89,,2019-10-12T08:18:38.498+03:00,GET,https://events.bouncex.net/track.gif/eligible?ad_units=4%2C1%2C23%2C24&source=ads&campaignid=943846&agent=js&mode=0&websiteid=2490&visitid=1570858387377236&deviceid=6277190916652959504&pageviewid=7&sequenceid=92&clienttimestamp=1570857518093&clientapiversion=tag3&device=d,HTTP/1.1,624,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,197,321,0,0,348,0,0,35.190.62.200,,546,,value
90,,2019-10-12T08:18:38.504+03:00,GET,https://cdn-sic.33across.com/1/javascripts/sic.js,HTTP/1.1,427,0,,200,OK,HTTP/1.1,0,application/javascript,,,547,128166,,,91,206,0,0,227,673,0,104.16.38.14,,992,,
91,,2019-10-12T08:18:38.513+03:00,GET,https://events.bouncex.net/track.gif/bid_none?partner=index&partner_site_id=203905&request_number=1&deployment=endcap&requested_ad_units=900x550&request_timestamp=1570857518084&deal_id=NA&price=NA&campaignid=777740&source=bouncex&agent=js&mode=0&websiteid=2490&visitid=1570858387377236&deviceid=6277190916652959504&pageviewid=7&sequenceid=93&clienttimestamp=1570857518244&clientapiversion=tag3&device=d,HTTP/1.1,754,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,198,207,0,0,235,0,0,35.190.62.200,,434,,value
92,,2019-10-12T08:18:38.537+03:00,POST,https://hbopenbid.pubmatic.com/translator?,HTTP/1.1,878,485,,204,No Content,HTTP/1.1,0,,,,212,0,,,265,-1,-1,0,-1,0,-1,103.231.98.193,,265,,
93,,2019-10-12T08:18:38.547+03:00,GET,https://hbx.media.net/bxl.js?cid=8CUFH1GPH&dn=www.sporcle.com&version=&https=1,HTTP/1.1,776,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,298,6636,,,37,133,0,0,162,0,0,212.55.190.85,,200,,value
94,,2019-10-12T08:18:38.555+03:00,POST,https://hbopenbid.pubmatic.com/translator?,HTTP/1.1,878,485,,204,No Content,HTTP/1.1,0,,,,212,0,,,246,425,0,0,450,0,0,103.231.98.193,,696,,
95,,2019-10-12T08:18:38.593+03:00,POST,https://hbopenbid.pubmatic.com/translator?,HTTP/1.1,878,485,,204,No Content,HTTP/1.1,0,,,,212,0,,,273,464,0,0,487,0,0,103.231.98.193,,761,,
96,,2019-10-12T08:18:38.599+03:00,GET,https://tpc.googlesyndication.com/safeframe/1-0-35/html/container.html,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,text/html,,,541,3491,,,83,183,0,0,222,1,0,172.217.16.129,,307,,
97,,2019-10-12T08:18:38.702+03:00,GET,https://de.tynt.com/deb/v2?id=dv3UEm-Yir5lQMacwqm_6l&dn=TI&cc=1&r=,HTTP/1.1,560,0,,200,,HTTP/1.1,0,application/javascript,,,451,544,,,194,612,81,0,633,0,0,208.100.17.181,,910,,value
98,,2019-10-12T08:18:38.714+03:00,GET,https://events.bouncex.net/track.gif/bid_none?partner=index&partner_site_id=203905&deployment=overlay&requested_ad_units=video&request_timestamp=1570857518095&deal_id=NA&price=NA&auction_number=1&ad_unit_id=4&source=ads&campaignid=943846&agent=js&mode=0&websiteid=2490&visitid=1570858387377236&deviceid=6277190916652959504&pageviewid=7&sequenceid=94&clienttimestamp=1570857518511&clientapiversion=tag3&device=d,HTTP/1.1,762,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,195,-1,-1,0,-1,0,-1,35.190.62.200,,196,,value
99,,2019-10-12T08:18:38.724+03:00,POST,https://ssp.behave.com/ad_page,HTTP/1.1,577,93,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,375,20,,,293,607,0,0,626,0,0,52.8.214.18,,920,,
100,,2019-10-12T08:18:38.731+03:00,GET,https://sb.scorecardresearch.com/beacon.js,HTTP/1.1,422,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,283,902,,,92,226,0,0,252,0,0,104.98.134.223,,346,,
101,,2019-10-12T08:18:38.731+03:00,GET,https://events.bouncex.net/track.gif/bid_none?partner=index&partner_site_id=203905&request_number=1&deployment=endcap&requested_ad_units=970x250&request_timestamp=1570857518092&deal_id=NA&price=NA&campaignid=777744&source=bouncex&agent=js&mode=0&websiteid=2490&visitid=1570858387377236&deviceid=6277190916652959504&pageviewid=7&sequenceid=95&clienttimestamp=1570857518526&clientapiversion=tag3&device=d,HTTP/1.1,754,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,193,-1,-1,0,-1,0,-1,35.190.62.200,,193,,value
102,,2019-10-12T08:18:38.741+03:00,GET,https://www.facebook.com/x/oauth/status?client_id=74484753514&input_token&origin=1&redirect_uri=https%3A%2F%2Fwww.sporcle.com%2F&sdk=joey&wants_cookie_data=true,HTTP/1.1,558,0,,200,OK,HTTP/1.1,0,text/plain; charset=UTF-8,,,596,0,,,102,240,25,0,265,0,0,157.240.1.35,,394,,value
103,,2019-10-12T08:18:38.756+03:00,GET,https://securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&pvsid=3988234887862614&correlator=622381269467275&output=ldjh&impl=fifs&adsid=NT&vrg=2019100301&guci=2.2.0.0.2.2.0.0&plat=1%3A536870920%2C2%3A536870920%2C8%3A134217736&sc=1&sfv=1-0-35&ecs=20191012&iu_parts=15184186%2Csporcle_300_Flex_BTF%2Csporcle_300x250_ATF%2Csporcle_300x250_BTF%2Csporcle_728x90_ATF&enc_prev_ius=%2F0%2F1%2C%2F0%2F2%2C%2F0%2F3%2C%2F0%2F4&prev_iu_szs=300x250%7C300x600%2C300x250%2C300x250%2C728x90&prev_scp=amznbid%3D1%26amznp%3D1%26fs_safeframe%3Dfalse%26custom_bidder_size%3Dappnexus_300x250%26hb_format%3Dbanner%26hb_size%3D300x250%26hb_pb%3D0.00%26hb_adid%3D491646d4b5f7452%26hb_bidder%3Dappnexus%7Camznbid%3D1%26amznp%3D1%26fs_safeframe%3Dfalse%26custom_bidder_size%3Dappnexus_300x250%26hb_format%3Dbanner%26hb_size%3D300x250%26hb_pb%3D0.00%26hb_adid%3D504c74025c249d7%26hb_bidder%3Dappnexus%7Camznbid%3D1%26amznp%3D1%7Camznbid%3D1%26amznp%3D1&eri=1&cust_params=user-agent%3DChrome%2520Headless%26PageType%3D14%26ul%3D0&cookie=ID%3D0353963ac64bda1b%3AT%3D1570858353%3AS%3DALNI_MZtsY6stAoThF0wYCbUUtJ2fwSwyQ&bc=31&abxe=1&lmt=1570857518&dt=1570857518312&dlt=1570857515654&idt=971&frm=20&biw=793&bih=579&oid=3&adxs=640%2C640%2C20%2C33&adys=4796%2C983%2C5637%2C5&adks=3395509772%2C1318988201%2C1271645335%2C3241475122&ucis=1%7C2%7C3%7C4&ifi=1&u_tz=180&u_his=3&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_sd=1&flash=0&url=https%3A%2F%2Fwww.sporcle.com%2F&dssz=51&icsg=2251799989911344&std=0&vis=1&dmc=8&scr_x=0&scr_y=0&psz=300x266%7C300x4527%7C590x7197%7C728x106&msz=300x250%7C300x250%7C590x250%7C728x90&ga_vid=468627191.1570857227&ga_sid=1570857518&ga_hid=223135317&fws=0%2C0%2C0%2C0&ohw=0%2C0%2C0%2C0,HTTP/1.1,2120,0,,200,OK,HTTP/1.1,0,text/plain; charset=UTF-8,,,864,24915,,,341,202,0,0,236,62,0,216.58.207.34,,641,,value
104,,2019-10-12T08:18:38.766+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,584,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,515,11766,,,85,291,0,0,318,12,0,157.240.1.23,,416,,value
105,,2019-10-12T08:18:38.771+03:00,GET,https://sync.adkernel.com/user-sync?dsp=37&t=image&dspi=1&uid=e2tgCcgap4W.AikABlFtvnT06w,HTTP/1.1,629,0,,200,OK,HTTP/1.1,0,image/gif,,,291,42,,,94,252,0,0,272,0,0,77.245.58.151,,367,,value
106,,2019-10-12T08:18:38.828+03:00,GET,https://hbx.media.net/checksync.php?&vsSync=1&cs=1&hb=1&cv=37&ndec=1&cid=8CUFH1GPH&prvid=56%2C70%2C77%2C80%2C82%2C97%2C99%2C109%2C111%2C112%2C113%2C139%2C154%2C157%2C159%2C175%2C178%2C10000&https=1,HTTP/1.1,1048,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,292,6465,,,44,36,0,0,69,0,0,212.55.190.85,,115,,value
107,,2019-10-12T08:18:38.851+03:00,GET,https://d.pub.network/rfm/cookie/43db8d9a-034d-4f6a-a0e1-949b2c19213f,HTTP/1.1,552,0,,200,OK,HTTP/1.1,0,application/json,,,301,3,,,187,431,0,0,457,0,0,35.188.71.214,,645,,
108,,2019-10-12T08:18:38.869+03:00,GET,https://de.tynt.com/deb/v2?m=xch&id=dv3UEm-Yir5lQMacwqm_6l&dn=TI&cc=1&r=,HTTP/1.1,566,0,,200,,HTTP/1.1,0,application/javascript,,,304,4,,,179,563,0,0,592,0,0,208.100.17.181,,772,,value
