,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.blocked,timings.receive,timings.ssl,timings.wait,timings.dns,timings.send,serverIPAddress,comment,time,response._error
59,,2019-10-11T19:32:52.493+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=7&cb=1570811572240&s=203905&r=%7B%22id%22%3A1570812617%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22banner%22%3A%7B%22w%22%3A900%2C%22h%22%3A550%2C%22topframe%22%3A1%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Dagilityzone%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D,HTTP/1.1,value,959,0,,200,OK,HTTP/1.1,0,text/javascript,,,857,61,,,162,0,0,126,150,0,0,212.55.189.217,,314,
60,,2019-10-11T19:32:52.535+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=7&cb=1570811572289&s=203905&r=%7B%22id%22%3A1570812617%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22banner%22%3A%7B%22w%22%3A970%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Dagilityzone%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D,HTTP/1.1,value,959,0,,200,OK,HTTP/1.1,0,text/javascript,,,758,61,,,87,0,0,50,148,0,0,212.55.189.217,,236,
61,,2019-10-11T19:32:52.589+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=16924&site_id=151312&zone_id=1319448&size_id=2&p_pos=unknown&gdpr=0&rf=https%3A%2F%2Fwww.sporcle.com%2F&tk_flint=pbjs_lite_v1.32.0&x_source.tid=394c5258-632f-45fc-8802-746100e752e7&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.09194816561010821,HTTP/1.1,value,1277,0,,200,OK,HTTP/1.1,0,application/json,,,429,283,,,-1,-1,0,-1,117,-1,0,69.173.144.140,,117,
62,,2019-10-11T19:32:52.593+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=8.8&cb=1570811572296&s=203905&r=%7B%22id%22%3A1570812617%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22video%22%3A%7B%22mimes%22%3A%5B%22video%2Fmp4%22%2C%22application%2Fjavascript%22%5D%2C%22minduration%22%3A3%2C%22maxduration%22%3A150%2C%22protocols%22%3A%5B2%2C3%2C5%2C6%5D%2C%22linearity%22%3A1%2C%22ext%22%3A%7B%22playertype%22%3A1%7D%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Doverlay%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D&fn=jsonp,HTTP/1.1,value,1138,0,,200,OK,HTTP/1.1,0,text/javascript,,,758,48,,,183,0,0,157,129,0,0,212.55.189.217,,313,
63,,2019-10-11T19:32:52.633+03:00,GET,https://dnlzsmybcpo0z.cloudfront.net/medium/340204.jpg?v=1490825560,HTTP/1.1,value,419,0,,200,OK,HTTP/1.1,0,image/jpeg,,,478,6439,,,355,0,3,323,440,132,0,143.204.192.88,,932,
64,,2019-10-11T19:32:52.649+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=7&cb=1570811572299&s=203905&r=%7B%22id%22%3A1570812617%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22banner%22%3A%7B%22w%22%3A970%2C%22h%22%3A250%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Doverlay%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D,HTTP/1.1,value,934,0,,200,OK,HTTP/1.1,0,text/javascript,,,758,61,,,-1,-1,0,-1,155,-1,0,212.55.189.217,,156,
65,,2019-10-11T19:32:52.688+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=7&cb=1570811572302&s=203905&r=%7B%22id%22%3A1570812617%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A600%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Doverlay%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D,HTTP/1.1,value,934,0,,200,OK,HTTP/1.1,0,text/javascript,,,758,61,,,-1,-1,0,-1,140,-1,0,212.55.189.217,,140,
66,,2019-10-11T19:32:52.724+03:00,POST,https://hbopenbid.pubmatic.com/translator?,HTTP/1.1,,1111,573,,204,No Content,HTTP/1.1,0,,,,212,0,,,-1,-1,0,-1,258,-1,0,103.231.98.193,,259,
67,,2019-10-11T19:32:52.738+03:00,GET,https://pixel.quantserve.com/pixel;r=1915818769;rf=0;a=p-67AnXw_uTFYyc;url=https%3A%2F%2Fwww.sporcle.com%2F;fpan=0;fpa=P0-1835728771-1570811396189;ns=0;ce=1;qjs=1;qv=4c19192-20180628134937;cm=;ref=;je=0;sr=800x600x24;enc=n;dst=1;et=1570811571665;tzo=-180;ogl=type.website%2Curl.https%3A%2F%2Fwww%252Esporcle%252Ecom%2Ctitle.Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website%2Cdescription.Play%20thousands%20of%20free%20online%20trivia%20quiz%20games%252E%20There%20is%20a%20fun%20quiz%20about%20virtu%2Cimage.https%3A%2F%2Fdnlzsmybcpo0z%252Ecloudfront%252Enet%2Fimages%2Fbig%2Fdefault%252Ejpg%3Fv%3D10104,HTTP/1.1,,1037,0,,200,OK,HTTP/1.1,0,image/gif,,,259,35,,,527,0,0,500,107,91,0,91.228.74.179,,726,
68,,2019-10-11T19:32:52.738+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=7&cb=1570811572298&s=203905&r=%7B%22id%22%3A1570812617%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22banner%22%3A%7B%22w%22%3A900%2C%22h%22%3A550%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Doverlay%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D,HTTP/1.1,value,934,0,,200,OK,HTTP/1.1,0,text/javascript,,,758,61,,,202,0,0,177,172,0,0,212.55.189.217,,375,
69,,2019-10-11T19:32:52.750+03:00,GET,https://apis.google.com/js/api.js?onload=onLoadGoogleAuth2,HTTP/1.1,value,563,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,885,4851,,,376,0,2,356,106,49,0,172.217.23.142,,535,
70,,2019-10-11T19:32:52.837+03:00,POST,https://hbopenbid.pubmatic.com/translator?,HTTP/1.1,,1111,484,,204,No Content,HTTP/1.1,0,,,,212,0,,,503,0,0,469,274,0,0,103.231.98.193,,779,
71,,2019-10-11T19:32:52.859+03:00,GET,https://c.amazon-adsystem.com/e/dtb/bid?src=600&pubid=450e78ce-613c-4c21-88a1-aa052db14af2&u=https%3A%2F%2Fwww.sporcle.com%2F&pid=6706871979081570811572355&cb=4657130692001570811572362&ws=800x600&v=7.37.00&t=1000&slots=%5B%7B%22sd%22%3A%22sporcle_300_Flex_BTF%22%2C%22s%22%3A%5B%22300x250%22%2C%22300x600%22%5D%2C%22sn%22%3A%22%2F15184186%2Fsporcle_300_Flex_BTF%22%7D%2C%7B%22sd%22%3A%22sporcle_300x250_ATF%22%2C%22s%22%3A%5B%22300x250%22%5D%2C%22sn%22%3A%22%2F15184186%2Fsporcle_300x250_ATF%22%7D%2C%7B%22sd%22%3A%22sporcle_300x250_BTF%22%2C%22s%22%3A%5B%22300x250%22%5D%2C%22sn%22%3A%22%2F15184186%2Fsporcle_300x250_BTF%22%7D%2C%7B%22sd%22%3A%22sporcle_728x90_ATF%22%2C%22s%22%3A%5B%22728x90%22%5D%2C%22sn%22%3A%22%2F15184186%2Fsporcle_728x90_ATF%22%7D%5D&pj=%7B%22apse%22%3A%7B%22chunkRequests%22%3Afalse%2C%22shouldCFRoute%22%3Atrue%2C%22shouldSampleLatency%22%3Afalse%7D%7D&gdprl=%7B%22status%22%3A%22cmp-error%22%7D,HTTP/1.1,value,1320,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,536,137,,,370,0,0,328,164,0,0,143.204.196.102,,535,
72,,2019-10-11T19:32:52.869+03:00,GET,https://c.amazon-adsystem.com/bao-csm/aps-comm/aps_csm.js,HTTP/1.1,,403,0,,200,OK,HTTP/1.1,0,application/javascript,,,608,2652,,,333,0,1,298,86,0,0,143.204.196.102,,421,
73,,2019-10-11T19:32:52.933+03:00,GET,https://sc.tynt.com/script/sc/dv3UEm-Yir5lQMacwqm_6l.js,HTTP/1.1,,463,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,792,1215,,,213,0,0,180,103,0,0,104.16.88.26,,318,
74,,2019-10-11T19:32:52.986+03:00,POST,https://hbopenbid.pubmatic.com/translator?,HTTP/1.1,,1111,484,,204,No Content,HTTP/1.1,0,,,,212,0,,,-1,-1,0,-1,271,-1,0,103.231.98.193,,272,
75,,2019-10-11T19:32:52.997+03:00,POST,https://hbopenbid.pubmatic.com/translator?,HTTP/1.1,,1111,484,,204,No Content,HTTP/1.1,0,,,,212,0,,,461,0,0,426,261,0,0,103.231.98.193,,723,
76,,2019-10-11T19:32:53.155+03:00,GET,https://ad-delivery.net/px.gif?ch=1&e=0.5397483518947825,HTTP/1.1,value,408,0,,200,OK,HTTP/1.1,0,image/gif,,,487,43,,,416,0,0,382,87,0,0,13.225.249.16,,504,
77,,2019-10-11T19:32:53.184+03:00,GET,https://cluster-na.cdnjquery.com/color/jquery.color-2.1.2.min.js?integrity=btjsonpcallback1570811572067&checksum=%7B%22cbc%22%3A0%2C%22st%22%3A2%2C%22au%22%3A%5B%5D%2C%22hau%22%3A%5B%5D%2C%22ref%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%22%2C%22aa%22%3A3%2C%22pgid%22%3A%22c4bc6d0a-ec44-11e9-857c-f31b7113ec27%22%2C%22v%22%3A1%2C%22format%22%3A%22jsonp%22%7D&o=https%3A%2F%2Fwww.sporcle.com%2F&csVersion=1.18.7,HTTP/1.1,value,725,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,250,92,,,390,0,0,363,163,98,0,3.222.69.96,,653,
78,,2019-10-11T19:32:53.200+03:00,GET,https://events.bouncex.net/track.gif/pageview?pageview:url=https%3A%2F%2Fwww.sporcle.com%2F&pageview:customvariables=%7B%22interstitial_absent%22%3A%22true%22%2C%22quiz_completed%22%3A%22false%22%2C%22sporcle_orange_user%22%3A%22false%22%2C%22quiz_running%22%3A%22false%22%7D&pageview:cookiesize=357&mode=0&websiteid=2490&visitid=1570812535981337&deviceid=2660532632169812049&pageviewid=4&sequenceid=46&clienttimestamp=1570811572153&clientapiversion=tag3&device=d&source=web&agent=user,HTTP/1.1,value,837,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,347,0,0,315,211,0,0,35.190.62.200,,560,
79,,2019-10-11T19:32:53.325+03:00,GET,https://sync.adtelligent.com/csync?redir=https%3A%2F%2Fssp.pub.network%2Fssp-server%2Fcookiesync%3Fuid%3D%5BOUR_USER_COOKIE%5D%26dsp%3D152%26dsp_uid%3D%7Buid%7D,HTTP/1.1,value,613,0,,302,Found,HTTP/1.1,0,,,https://ssp.pub.network/ssp-server/cookiesync?uid=[OUR_USER_COOKIE]&dsp=152&dsp_uid=d555c177f7f8031f,325,0,,,571,0,0,543,168,25,0,209.205.217.82,,765,
80,,2019-10-11T19:32:53.335+03:00,GET,https://events.bouncex.net/track.gif/bid_none?partner=index&partner_site_id=203905&request_number=1&deployment=endcap&requested_ad_units=900x550&request_timestamp=1570811572240&deal_id=NA&price=NA&campaignid=777740&source=bouncex&agent=js&mode=0&websiteid=2490&visitid=1570812535981337&deviceid=2660532632169812049&pageviewid=4&sequenceid=48&clienttimestamp=1570811572651&clientapiversion=tag3&device=d,HTTP/1.1,value,754,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,250,0,0,224,211,0,0,35.190.62.200,,462,
81,,2019-10-11T19:32:53.337+03:00,GET,https://events.bouncex.net/track.gif/eligible?ad_units=4%2C1%2C23%2C24&source=ads&campaignid=943846&agent=js&mode=0&websiteid=2490&visitid=1570812535981337&deviceid=2660532632169812049&pageviewid=4&sequenceid=47&clienttimestamp=1570811572291&clientapiversion=tag3&device=d,HTTP/1.1,value,624,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,448,0,0,421,201,0,0,35.190.62.200,,650,
82,,2019-10-11T19:32:53.339+03:00,POST,https://ssp.behave.com/ad_page,HTTP/1.1,,577,93,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,375,20,,,600,0,0,573,277,0,0,52.8.214.18,,878,
83,,2019-10-11T19:32:53.416+03:00,GET,https://events.bouncex.net/track.gif/bid_none?partner=index&partner_site_id=203905&request_number=1&deployment=endcap&requested_ad_units=970x250&request_timestamp=1570811572289&deal_id=NA&price=NA&campaignid=777744&source=bouncex&agent=js&mode=0&websiteid=2490&visitid=1570812535981337&deviceid=2660532632169812049&pageviewid=4&sequenceid=49&clienttimestamp=1570811572689&clientapiversion=tag3&device=d,HTTP/1.1,value,754,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,-1,-1,0,-1,209,-1,0,35.190.62.200,,209,
84,,2019-10-11T19:32:53.438+03:00,GET,https://securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&pvsid=3524532199448925&correlator=3909339995253925&output=ldjh&callback=googletag.impl.pubads.callbackProxy1&impl=fifs&adsid=NT&eid=21063635%2C21064369&vrg=2019100301&guci=2.2.0.0.2.2.0.0&plat=1%3A536870920%2C2%3A536870920%2C8%3A134217736&sc=1&sfv=1-0-35&ecs=20191011&iu_parts=15184186%2Csporcle_300_Flex_BTF%2Csporcle_300x250_ATF%2Csporcle_300x250_BTF%2Csporcle_728x90_ATF&enc_prev_ius=%2F0%2F1%2C%2F0%2F2%2C%2F0%2F3%2C%2F0%2F4&prev_iu_szs=300x250%7C300x600%2C300x250%2C300x250%2C728x90&prev_scp=amznbid%3D2%26amznp%3D2%7Camznbid%3D2%26amznp%3D2%26fs_safeframe%3Dfalse%26custom_bidder_size%3Dappnexus_300x250%26hb_format%3Dbanner%26hb_size%3D300x250%26hb_pb%3D0.00%26hb_adid%3D344f2f1faeb6b8b%26hb_bidder%3Dappnexus%7Camznbid%3D2%26amznp%3D2%26fs_safeframe%3Dfalse%26custom_bidder_size%3Dappnexus_300x250%26hb_format%3Dbanner%26hb_size%3D300x250%26hb_pb%3D0.00%26hb_adid%3D358c6884140e8ec%26hb_bidder%3Dappnexus%7Camznbid%3D2%26amznp%3D2%26fs_safeframe%3Dfalse%26custom_bidder_size%3Dappnexus_728x90%26hb_format%3Dbanner%26hb_size%3D728x90%26hb_pb%3D0.00%26hb_adid%3D364947ff14000a5%26hb_bidder%3Dappnexus&eri=1&cust_params=user-agent%3DChrome%2520Headless%26PageType%3D14%26ul%3D0&cookie=ID%3D0106f3bf032fdb85%3AT%3D1570812459%3AS%3DALNI_MZVNwfaeqhkBsEsUUWyZ1sTW4sSlg&bc=31&abxe=1&lmt=1570811573&dt=1570811573106&dlt=1570811569832&idt=1696&frm=20&biw=793&bih=579&oid=3&adxs=640%2C640%2C20%2C33&adys=4663%2C983%2C6123%2C5&adks=3395509772%2C1318988201%2C1271645335%2C3241475122&ucis=1%7C2%7C3%7C4&ifi=1&u_tz=180&u_his=3&u_h=600&u_w=800&u_ah=600&u_aw=800&u_sd=1&flash=0&url=https%3A%2F%2Fwww.sporcle.com%2F&dssz=49&icsg=35184548314928&std=0&vis=1&dmc=8&scr_x=0&scr_y=0&psz=300x266%7C300x4394%7C590x7689%7C728x106&msz=300x250%7C300x250%7C590x250%7C728x90&ga_vid=471745067.1570811340&ga_sid=1570811573&ga_hid=973533693&fws=0%2C0%2C0%2C0&ohw=0%2C0%2C0%2C0,HTTP/1.1,value,2336,0,,200,OK,HTTP/1.1,0,text/plain; charset=UTF-8,,,930,17347,,,202,0,52,180,469,0,0,216.58.207.34,,724,
85,,2019-10-11T19:32:53.447+03:00,GET,https://ic.tynt.com/b/p?id=dv3UEm-Yir5lQMacwqm_6l&lm=0&ts=1570811571868&dn=TI&iso=0&img=https%3A%2F%2Fdnlzsmybcpo0z.cloudfront.net%2Fimages%2Fbig%2Fdefault.jpg%3Fv%3D10104&t=Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website&cu=https%3A%2F%2Fwww.sporcle.com%2F,HTTP/1.1,value,727,0,,200,OK,HTTP/1.1,0,image/gif,,,409,35,,,654,0,0,628,189,78,0,208.100.17.185,,923,
86,,2019-10-11T19:32:53.507+03:00,GET,https://events.bouncex.net/track.gif/bid_none?partner=index&partner_site_id=203905&deployment=overlay&requested_ad_units=video&request_timestamp=1570811572296&deal_id=NA&price=NA&auction_number=1&ad_unit_id=4&source=ads&campaignid=943846&agent=js&mode=0&websiteid=2490&visitid=1570812535981337&deviceid=2660532632169812049&pageviewid=4&sequenceid=50&clienttimestamp=1570811572731&clientapiversion=tag3&device=d,HTTP/1.1,value,762,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,234,0,0,205,203,0,0,35.190.62.200,,438,
87,,2019-10-11T19:32:53.542+03:00,GET,https://events.bouncex.net/track.gif/bid_none?partner=index&partner_site_id=203905&deployment=overlay&requested_ad_units=300x600&request_timestamp=1570811572302&deal_id=NA&price=NA&auction_number=1&ad_unit_id=24&source=ads&campaignid=943846&agent=js&mode=0&websiteid=2490&visitid=1570812535981337&deviceid=2660532632169812049&pageviewid=4&sequenceid=51&clienttimestamp=1570811572834&clientapiversion=tag3&device=d,HTTP/1.1,value,765,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,-1,-1,0,-1,210,-1,0,35.190.62.200,,210,
88,,2019-10-11T19:32:53.551+03:00,GET,https://events.bouncex.net/track.gif/bid_none?partner=index&partner_site_id=203905&deployment=overlay&requested_ad_units=970x250&request_timestamp=1570811572299&deal_id=NA&price=NA&auction_number=1&ad_unit_id=23&source=ads&campaignid=943846&agent=js&mode=0&websiteid=2490&visitid=1570812535981337&deviceid=2660532632169812049&pageviewid=4&sequenceid=52&clienttimestamp=1570811572861&clientapiversion=tag3&device=d,HTTP/1.1,value,765,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,-1,-1,0,-1,197,-1,0,35.190.62.200,,198,
89,,2019-10-11T19:32:53.629+03:00,GET,https://events.bouncex.net/track.gif/bid_none?partner=index&partner_site_id=203905&deployment=overlay&requested_ad_units=900x550&request_timestamp=1570811572298&deal_id=NA&price=NA&auction_number=1&ad_unit_id=1&source=ads&campaignid=943846&agent=js&mode=0&websiteid=2490&visitid=1570812535981337&deviceid=2660532632169812049&pageviewid=4&sequenceid=53&clienttimestamp=1570811572915&clientapiversion=tag3&device=d,HTTP/1.1,value,764,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,-1,-1,0,-1,202,-1,0,35.190.62.200,,203,
90,,2019-10-11T19:32:53.708+03:00,GET,https://events.bouncex.net/track.gif/bid_empty?partner=pbm&partner_site_id=251613&deployment=overlay&requested_ad_units=video&request_timestamp=1570811572294&price=NA&deal_id=NA&auction_number=1&ad_unit_id=4&source=ads&campaignid=943846&agent=js&mode=0&websiteid=2490&visitid=1570812535981337&deviceid=2660532632169812049&pageviewid=4&sequenceid=54&clienttimestamp=1570811572988&clientapiversion=tag3&device=d,HTTP/1.1,value,761,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,246,0,0,213,209,0,0,35.190.62.200,,456,
91,,2019-10-11T19:32:53.722+03:00,GET,https://de.tynt.com/deb/v2?id=dv3UEm-Yir5lQMacwqm_6l&dn=TI&cc=1&r=,HTTP/1.1,value,560,0,,200,,HTTP/1.1,0,application/javascript,,,451,544,,,574,0,0,545,181,64,0,208.100.17.187,,821,
92,,2019-10-11T19:32:53.738+03:00,GET,https://qcx.quantserve.com:8443/qchb_notify?type=timeout,HTTP/1.1,value,428,0,,204,No Content,HTTP/1.1,0,,,,29,0,,,424,0,0,406,105,0,0,91.228.72.9,,530,
93,,2019-10-11T19:32:53.765+03:00,GET,"https://apis.google.com/_/scs/apps-static/_/js/k=oz.gapi.en_US.ysvV9EtEi0w.O/m=auth2,client/rt=j/sv=1/d=1/ed=1/am=wQE/rs=AGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ/cb=gapi.loaded_0",HTTP/1.1,,677,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,540,101170,,,210,0,170,179,97,0,0,172.217.23.142,,479,
94,,2019-10-11T19:32:53.953+03:00,GET,https://events.bouncex.net/track.gif/bid_empty?partner=pbm&partner_site_id=251613&deployment=overlay&requested_ad_units=900x550&request_timestamp=1570811572297&price=NA&deal_id=NA&auction_number=1&ad_unit_id=1&source=ads&campaignid=943846&agent=js&mode=0&websiteid=2490&visitid=1570812535981337&deviceid=2660532632169812049&pageviewid=4&sequenceid=55&clienttimestamp=1570811573249&clientapiversion=tag3&device=d,HTTP/1.1,value,763,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,-1,-1,0,-1,214,-1,0,35.190.62.200,,214,
95,,2019-10-11T19:32:53.982+03:00,GET,https://cdn-sic.33across.com/1/javascripts/sic.js,HTTP/1.1,,427,0,,200,OK,HTTP/1.1,0,application/javascript,,,547,128166,,,252,0,726,233,100,0,0,104.16.39.14,,1080,
96,,2019-10-11T19:32:53.986+03:00,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_rendering_2019100301.js,HTTP/1.1,,472,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,24653,,,-1,-1,51,-1,96,-1,0,216.58.207.34,,148,
97,,2019-10-11T19:32:53.986+03:00,GET,https://ssp.pub.network/ssp-server/cookiesync?uid=[OUR_USER_COOKIE]&dsp=152&dsp_uid=d555c177f7f8031f,HTTP/1.1,value,581,0,,200,OK,HTTP/1.1,0,application/json,,,136,0,,,487,0,0,446,194,0,0,35.202.179.74,,683,
98,,2019-10-11T19:32:53.989+03:00,POST,https://c.pub.network/c,HTTP/1.1,,539,2060,,200,OK,HTTP/1.1,0,text/plain;charset=utf-8,,,301,36,,,649,0,0,619,190,0,0,35.226.36.58,,840,
99,,2019-10-11T19:32:54.027+03:00,GET,https://d.pub.network/rfm/cookie/fa9b2f7f-b984-4ce7-8b12-b9efaff9e78f,HTTP/1.1,,552,0,,200,OK,HTTP/1.1,0,application/json,,,301,3,,,722,0,0,693,194,30,0,35.188.71.214,,948,
100,,2019-10-11T19:32:54.095+03:00,GET,https://hbx.media.net/bxl.js?cid=8CUFH1GPH&dn=www.sporcle.com&version=&https=1,HTTP/1.1,value,727,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,298,6637,,,184,0,0,161,40,62,0,212.55.190.85,,288,
101,,2019-10-11T19:32:54.138+03:00,GET,https://d.pub.network/classification?siteId=592&pageUrl=https://www.sporcle.com/,HTTP/1.1,value,563,0,,200,OK,HTTP/1.1,0,application/json,,,301,3,,,797,0,0,767,203,0,0,35.188.71.214,,1001,
102,,2019-10-11T19:32:54.171+03:00,GET,https://events.bouncex.net/track.gif/bid_empty?partner=pbm&partner_site_id=251613&deployment=overlay&requested_ad_units=300x600&request_timestamp=1570811572300&price=NA&deal_id=NA&auction_number=1&ad_unit_id=24&source=ads&campaignid=943846&agent=js&mode=0&websiteid=2490&visitid=1570812535981337&deviceid=2660532632169812049&pageviewid=4&sequenceid=56&clienttimestamp=1570811573266&clientapiversion=tag3&device=d,HTTP/1.1,value,764,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,-1,-1,0,-1,212,-1,0,35.190.62.200,,213,
103,,2019-10-11T19:32:54.173+03:00,GET,https://securepubads.g.doubleclick.net/pcs/view?xai=AKAOjsvXNWqgvX4RaHqxN8zo-E36rgW-B84MTbNYHjaXehUJusqmgaaUuNfFgFQZ_cvKIdHUKN9GMrJG_Ru0CVB6UPv71tpPW19CuIdVepVEIrEW1NlbniLRBnJBACF2C0CkncGiEkt0ITgcFWjhvlznL_3YkzYhHFHv0J7qehhHnL6sqB9CoZUpc8w70oBg3ZWy8yA1ChWDwNzNs3OMR4JjPY-2uF5HmRpgZAnTb2mmaAAm_SVPbXwSLBLRX-JVY5KsSDSFvoBswYWxsOiqhq5h4NfxccIdZFH4GNXQ&sig=Cg0ArKJSzJKhuCxFrG6IEAE&urlfix=1&adurl=,HTTP/1.1,value,786,0,,200,OK,HTTP/1.1,0,image/gif,,,542,0,,,-1,-1,0,-1,101,-1,0,216.58.207.34,,102,
104,,2019-10-11T19:32:54.263+03:00,GET,https://sb.scorecardresearch.com/beacon.js,HTTP/1.1,,422,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,283,902,,,387,0,0,346,94,39,0,96.17.200.131,,522,
105,,2019-10-11T19:32:54.324+03:00,GET,https://accounts.google.com/o/oauth2/iframe,HTTP/1.1,,701,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,658,404,,,218,0,0,191,115,0,0,216.58.206.13,,335,
106,,2019-10-11T19:32:54.386+03:00,GET,https://events.bouncex.net/track.gif/bid_empty?partner=pbm&partner_site_id=251613&deployment=overlay&requested_ad_units=970x250&request_timestamp=1570811572299&price=NA&deal_id=NA&auction_number=1&ad_unit_id=23&source=ads&campaignid=943846&agent=js&mode=0&websiteid=2490&visitid=1570812535981337&deviceid=2660532632169812049&pageviewid=4&sequenceid=57&clienttimestamp=1570811573316&clientapiversion=tag3&device=d,HTTP/1.1,value,764,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,240,0,0,205,197,0,0,35.190.62.200,,439,
107,,2019-10-11T19:32:54.417+03:00,GET,https://events.bouncex.net/track.gif/eligible?campaignid=777738&source=bouncex&agent=js&mode=0&websiteid=2490&visitid=1570812535981337&deviceid=2660532632169812049&pageviewid=4&sequenceid=58&clienttimestamp=1570811573384&clientapiversion=tag3&device=d,HTTP/1.1,value,603,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,-1,-1,0,-1,210,-1,0,35.190.62.200,,211,
