,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.dns,timings.send,timings.wait,timings.receive,timings.connect,timings.blocked,serverIPAddress,comment,time,request.queryString.name
56,,2019-10-11T17:47:19.847+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&adk=1812271804&adf=3025194257&lmt=1570805239&plat=1%3A8%2C2%3A8%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ea=0&flash=0&pra=7&wgl=1&adsid=NT&dt=1570805239257&bpp=13&bdt=3005&fdt=418&idt=419&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200%2C300x600%2C250x250&nras=1&correlator=4034850348572&frm=20&pv=1&ga_vid=709621776.1570805188&ga_sid=1570805239&ga_hid=803792107&ga_fc=0&iag=0&icsg=3025855999639536&dssz=120&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064714&oid=3&pvsid=204442028744150&pem=410&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=1040&bc=23&ifi=6&uci=6.fjeil2v18gmx&dtd=431,HTTP/1.1,1530,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,725,0,,,99,0,0,125,0,143,0,216.58.207.34,,269,value
57,,2019-10-11T17:47:19.867+03:00,GET,http://cat.nl.eu.criteo.com/delivery/lg.php?cppv=3&cpp=N2eU4aaM8sb8oUSi3w8JfFoZBMOFasZl3g1eyVwVy_mczem-Z9RUS31pPpJmCOANtL82GHyS61uZVaGI29BgAy3iTJWwaC-owx748_3UCawIBW-WQLZwAC58ggRxkrIC-SRyUFRyGe9cAaZndBUKgQWrcBrdUfcr5oT_eTsKF4KF62luUKArZK4yokuYvq2xNCDzHGG7LDq2mv7vblrq-2ynbMO71nkxw8hbRD_jSJJCtOETQW-I3RLIFihqYfy5DKSC7Q,HTTP/1.1,759,0,,200,OK,HTTP/1.1,0,image/gif,,,289,43,,,-1,0,0,122,0,43,0,178.250.2.148,,166,value
58,,2019-10-11T17:47:19.934+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/plugins/wpfront-scroll-top/images/icons/1.png,HTTP/1.1,1091,0,,200,OK,HTTP/1.1,0,image/png,,,386,1669,,,-1,-1,0,96,0,-1,-1,104.24.18.117,,97,
59,,2019-10-11T17:47:20.072+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1335,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,1044,,,-1,-1,0,90,0,-1,-1,216.58.207.65,,91,
60,,2019-10-11T17:47:20.102+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/themes/arras/images/feed-title-white.jpg,HTTP/1.1,1132,0,,200,OK,HTTP/1.1,0,image/jpeg,,,379,400,,,-1,-1,0,107,0,-1,-1,104.24.18.117,,108,
61,,2019-10-11T17:47:20.113+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CQZ1ODZqgXbuVMNGE-ga2mbroCPnRiqNZvfyzrJoKj9W4xMsIEAEg-szjFGD5uvSDnBCgAaaIotkDyAEJqQJgiPPJNj-pPqgDAaoEvQFP0DTSR9A9oUTrtDvZNMZZRFX1kDRoAf9Z6PjPCsORpfQSeoRyS2ivXuiSjKf4SPamCKtJY1r9KzIJ9slcEZg1UQJ3UiMRg_4KQRGPky3cN3fGAA0g056hRjMf4PFacKyJV8gjYMZrE8N8qic0Q3wWvcGxbVcCW2g5HcfVWRr6SwtuzOjZUb9kWsoE05xZVUkEmM7VDMR_JZa_mm1RShNT7xOnXEYJmP7_OS98LvnSX91xbsTsNmcTBRD36R_ABOeop6ayApIFBAgEGAGSBQQIBRgEoAYRgAelvYijAagHjs4bqAfVyRuoB8HTG6gHhdQbqAeB1BuoB4LUG6gHhtQbqAeE1BuoB5PYG6gH4NMbqAe6BqgH2csbqAfPzBuoB6a-G9gHAPIHBBDu-BbSCAcIgGEQARgegAoB2BMC&sigh=sk-B6wAk3iM&tpd=AGWhJmsICid393DD97Jgia4h8Dln2pe3Iuz1DP8wUTkWENEMPg,HTTP/1.1,1992,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,-1,-1,0,101,0,-1,-1,216.58.207.34,,102,value
62,,2019-10-11T17:47:20.115+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=shutupandtakemymoney.com,HTTP/1.1,419,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,185,0,0,93,0,215,0,172.217.18.162,,310,value
63,,2019-10-11T17:47:20.122+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,191,0,0,108,196,221,0,172.217.23.98,,526,
64,,2019-10-11T17:47:20.123+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=shutupandtakemymoney.com,HTTP/1.1,421,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,194,0,0,95,0,224,0,172.217.18.162,,320,value
65,,2019-10-11T17:47:20.202+03:00,GET,https://browser.sentry-cdn.com/5.4.3/bundle.min.js,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,application/javascript,,,507,16214,,,167,0,0,92,369,204,0,151.101.2.217,,666,
66,,2019-10-11T17:47:20.252+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2018/08/arrow.png,HTTP/1.1,1107,0,,200,OK,HTTP/1.1,0,image/png,,,385,209,,,-1,-1,0,101,0,-1,-1,104.24.18.117,,101,
67,,2019-10-11T17:47:20.331+03:00,GET,https://load.sumo.com/6.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,2520,,,225,0,0,103,1,248,0,89.187.169.79,,353,
68,,2019-10-11T17:47:20.346+03:00,GET,https://load.sumo.com/68.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,631,,,239,0,0,99,54,265,0,89.187.169.79,,420,
69,,2019-10-11T17:47:20.421+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/plugins/cudazi-scroll-to-top/images/scroll.png,HTTP/1.1,1183,0,,200,OK,HTTP/1.1,0,image/png,,,386,7148,,,-1,-1,0,94,1,-1,-1,104.24.18.117,,96,
70,,2019-10-11T17:47:20.466+03:00,GET,https://ws.sharethis.com/secure5x/index.html,HTTP/1.1,566,0,,200,OK,HTTP/1.1,0,text/html,,,510,4081,,,-1,-1,0,98,3,-1,-1,13.225.249.93,,102,
71,,2019-10-11T17:47:20.475+03:00,GET,https://fw.adsafeprotected.com/rjss/www.googletagservices.com/295482/36907009/dcm/dcmads.js?ias_pb_click=https://adclick.g.doubleclick.net/aclk%3Fsa%3Dl%26ai%3DC9luODZqgXbuVMNGE-ga2mbroCPnRiqNZvfyzrJoKj9W4xMsIEAEg-szjFGD5uvSDnBCgAaaIotkDyAEJqQJgiPPJNj-pPqgDAaoEwAFP0DTSR9A9oUTrtDvZNMZZRFX1kDRoAf9Z6PjPCsORpfQSeoRyS2ivXuiSjKf4SPamCKtJY1r9KzIJ9slcEZg1UQJ3UiMRg_4KQRGPky3cN3fGAA0g056hRjMf4PFacKyJV8gjYMZrE8N8qic0Q3wWvcGxbVcCW2g5HcfVWRr6SwtuzOjZUb9kWsoE05xZVUkEmM7VDMR_JZa_mm1RShNT7xOnXEYJmP7_OS98LvnSX91xbsSuNGOBrO5_kvNfepKgBhGAB6W9iKMBqAeOzhuoB9XJG6gHwdMbqAeF1BuoB4HUG6gHgtQbqAeG1BuoB4TUG6gHk9gbqAfg0xuoB7oGqAfZyxuoB8_MG6gHpr4bqAfz0RuoB-zVG9gHANIIBwiAYRABGB6ACgHYEwI%26num%3D1%26sig%3DAOD64_0v6FBmKKS7iyA7KfqbAUYA3dkRwA%26client%3Dca-pub-9681251452496384%26adurl%3D,HTTP/1.1,2012,0,,200,OK,HTTP/1.1,0,application/javascript;charset=utf-8,,,417,69179,,,368,0,0,177,79,401,0,199.166.0.24,,660,value
72,,2019-10-11T17:47:20.526+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,417,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29044,,,-1,-1,0,133,20,-1,-1,172.217.23.98,,153,value
73,,2019-10-11T17:47:20.526+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=90&slotname=3272316759&adk=3428921553&adf=2751417936&w=728&guci=2.2.0.0.2.2.0.0&format=728x90&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ea=0&flash=0&wgl=1&adsid=NT&dt=1570805239897&bpp=13&bdt=581&fdt=557&idt=557&shv=r20191003&cbv=r20190131&saldr=aa&correlator=6464154194020&frm=24&ife=1&pv=2&ga_vid=709621776.1570805188&ga_sid=1570805240&ga_hid=879303911&ga_fc=0&iag=3&icsg=678&nhd=1&dssz=7&mdo=0&mso=512&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=-12245933&bih=-12245933&isw=0&ish=0&ifk=1423944195&scr_x=-12245933&scr_y=-12245933&eid=20199335%2C368226411%2C368226421%2C368226431%2C633794023&oid=3&pvsid=2691326765694935&pem=113&rx=0&eae=2&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C0%2C0&vis=1&rsz=%7C%7CE%7C&abl=CS&pfx=0&fu=16&bc=23&ifi=1&uci=1.dc7de8f10fax&dtd=577,HTTP/1.1,1528,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,749,200,,,-1,-1,0,202,0,-1,-1,216.58.207.34,,203,value
74,,2019-10-11T17:47:20.527+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1315,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,1044,,,-1,-1,0,85,0,-1,-1,216.58.207.65,,86,
75,,2019-10-11T17:47:20.528+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/error_handler.js,HTTP/1.1,1328,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,3377,,,-1,-1,0,100,1,-1,-1,216.58.207.65,,102,
76,,2019-10-11T17:47:20.528+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CX9DADZqgXYDdMJabgAfqx4PICfnRiqNZ7fuzrJoKj9W4xMsIEAEg-szjFGD5uvSDnBCgAaaIotkDyAEJqQJgiPPJNj-pPqgDAaoExgFP0KcwlmNZ4o-9F0Yb8Ojr_ra2ttEjs8IrVxGA0yHINpNhYT89W81V7dQW2azVqejumsf0qQ6Jyrue14I86sz6HSYK1lcUajfPt91e0BSw577rBd2-s4IStDpsV2wszTuPKKEWPokgfSECyXA6JaSOh4Cx2tJ0y5j-eOUc_RvGpP5-wPP7e9uVwEsMnfXqDHJG3UwD7sg10hDPS0mdta0RUlZMO1MbgK-RGS9LiCDal99xt1yybydEtxy2CelPj743kAjWRpLABOeop6ayApIFBAgEGAGSBQQIBRgEoAYRgAelvYijAagHjs4bqAfVyRuoB8HTG6gHhdQbqAeB1BuoB4LUG6gHhtQbqAeE1BuoB5PYG6gH4NMbqAe6BqgH2csbqAfPzBuoB6a-G9gHAPIHBBDnjCXSCAcIgGEQARgegAoB2BMC&sigh=VPOyX9P2NYg&tpd=AGWhJmv8XWZuCLxZt7tr_imsAFbTL-GYzOw1Y0hj7yymqUOUIA,HTTP/1.1,1984,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,-1,-1,1,103,0,-1,-1,216.58.207.34,,104,value
77,,2019-10-11T17:47:20.530+03:00,GET,https://load.sumo.com/0.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,2481,,,-1,-1,0,103,2,-1,-1,89.187.169.79,,106,
78,,2019-10-11T17:47:20.530+03:00,GET,https://load.sumo.com/1.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1060,,,-1,-1,0,102,49,-1,-1,89.187.169.79,,152,
79,,2019-10-11T17:47:20.572+03:00,GET,http://www.shutupandtakemymoney.com/wp-includes/js/thickbox/loadingAnimation.gif,HTTP/1.1,1079,0,,200,OK,HTTP/1.1,0,image/gif,,,388,15238,,,-1,-1,0,98,6,-1,-1,104.24.18.117,,105,
80,,2019-10-11T17:47:20.585+03:00,GET,https://ws.sharethis.com/secure5x/js/stcommon.1f60705adac788a51a8240cf535237b0.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,application/javascript,,,551,5630,,,-1,-1,0,92,5,-1,-1,13.225.249.93,,98,
81,,2019-10-11T17:47:20.618+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1327,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,1044,,,-1,-1,0,88,0,-1,-1,216.58.207.65,,88,
82,,2019-10-11T17:47:20.640+03:00,GET,https://load.sumo.com/2.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1218,,,-1,-1,0,104,43,-1,-1,89.187.169.79,,148,
83,,2019-10-11T17:47:20.686+03:00,GET,https://load.sumo.com/3.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1608,,,-1,-1,0,101,0,-1,-1,89.187.169.79,,102,
84,,2019-10-11T17:47:20.688+03:00,GET,https://ws.sharethis.com/secure5x/js/st.e9bdabe010179964815c31077bb3095b.js,HTTP/1.1,453,0,,200,OK,HTTP/1.1,0,application/javascript,,,558,31393,,,-1,-1,0,90,45,-1,-1,143.204.192.58,,136,
85,,2019-10-11T17:47:20.706+03:00,GET,https://load.sumo.com/14.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,131469,,,137,0,0,107,223,175,0,89.187.169.79,,507,
86,,2019-10-11T17:47:20.711+03:00,GET,https://load.sumo.com/18.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,53031,,,140,0,0,110,178,178,0,89.187.169.79,,468,
87,,2019-10-11T17:47:20.740+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CMKuRDZqgXfLjMsH1gAfi46vwCN_C9bVZjNH-0rMKv-EeEAEg-szjFGD5uvSDnBCgAYPWhIgDyAEDqQIaJsJdLR-TPqgDAcgDyQSqBMgBT9CUhdhBZRAoS3htJWol9sm_eGVSd1-9UMtce1Bx0UkCEx4Wp4DsTdIB1CN7RDVAQ4XjXx6VZTlbiQfktB4Ykn6R5071BYvqog2ffB27RYIUVzYJrLu8Wo5EhaxGbAWVDyyUP9VAC2nMuRb5NF5MDnyVXXoMKPEUQs5NZne_wh64eESaf0mn_7fVSAVzCQVnDUV-ErwnUggzA0KWR8xsfXRjWfxPrNgDAjLO7Dsp95V_JZ2oWshhxB8NR2zl75hz5vA-TNBPpXfABKLGto6sApIFBAgEGAGSBQQIBRgEoAYDgAflqft3qAeOzhuoB9XJG6gHwdMbqAeF1BuoB4HUG6gHgtQbqAeG1BuoB4TUG6gHk9gbqAfg0xuoB7oGqAfZyxuoB8_MG6gHpr4b2AcB8gcEENWLA9IIBwiAYRABGB6ACgHYEww&sigh=uYC__o0JaQw&tpd=AGWhJmtWLgnpB7oDvyA_J12B-kZTT5tOWjCqYQEy_G3lspozKA,HTTP/1.1,1999,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,-1,-1,0,99,0,-1,-1,216.58.207.34,,100,value
88,,2019-10-11T17:47:20.743+03:00,GET,https://fw.adsafeprotected.com/rjss/www.googletagservices.com/295482/36907011/dcm/dcmads.js?ias_pb_click=https://adclick.g.doubleclick.net/aclk%3Fsa%3Dl%26ai%3DCvAqpDZqgXYDdMJabgAfqx4PICfnRiqNZ7fuzrJoKj9W4xMsIEAEg-szjFGD5uvSDnBCgAaaIotkDyAEJqQJgiPPJNj-pPqgDAaoEyQFP0KcwlmNZ4o-9F0Yb8Ojr_ra2ttEjs8IrVxGA0yHINpNhYT89W81V7dQW2azVqejumsf0qQ6Jyrue14I86sz6HSYK1lcUajfPt91e0BSw577rBd2-s4IStDpsV2wszTuPKKEWPokgfSECyXA6JaSOh4Cx2tJ0y5j-eOUc_RvGpP5-wPP7e9uVwEsMnfXqDHJG3UwD7sg10hDPS0mdta0RUlZMO1MbgK-RGS9LiCDal99xt1yybydEtxy2CekNjbqlOfZePX57a1GgBhGAB6W9iKMBqAeOzhuoB9XJG6gHwdMbqAeF1BuoB4HUG6gHgtQbqAeG1BuoB4TUG6gHk9gbqAfg0xuoB7oGqAfZyxuoB8_MG6gHpr4bqAfz0RuoB-zVG9gHANIIBwiAYRABGB6ACgHYEwI%26num%3D1%26sig%3DAOD64_2lbWZtt8IUezrSv_YwS7syvAO7mw%26client%3Dca-pub-9681251452496384%26adurl%3D,HTTP/1.1,2004,0,,200,OK,HTTP/1.1,0,application/javascript;charset=utf-8,,,417,69180,,,-1,-1,0,127,51,-1,-1,199.166.0.24,,179,value
89,,2019-10-11T17:47:20.829+03:00,GET,"https://fw.adsafeprotected.com/rfw/www.googletagservices.com/295482/36907009/dcm/dcmads.js/__IntegralAS_Q_S__?&adsafe_url=http%3A%2F%2Fwww.shutupandtakemymoney.com&adsafe_type=g&adsafe_url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&adsafe_type=c&adsafe_url=https%3A%2F%2Fgoogleads.g.doubleclick.net%2Fpagead%2Fads%3Fclient%3Dca-pub-9681251452496384%26output%3Dhtml%26h%3D200%26twa%3D1%26slotname%3D6443867551%26adk%3D2057880241%26adf%3D338576669%26w%3D350%26fwrn%3D4%26fwrnh%3D100%26lmt%3D1570805239%26guci%3D2.2.0.0.2.2.0.0%26format%3D350x200%26url%3Dhttp%253A%252F%252Fwww.shutupandtakemymoney.com%252F%26flash%3D0%26fwr%3D0%26rh%3D200%26rw%3D350%26wgl%3D1%26dt%3D1570805238814%26bpp%3D32%26bdt%3D2563%26fdt%3D677%26idt%3D677%26shv%3Dr20191003%26cbv%3Dr20190131%26saldr%3Daa%26abxe%3D1%26correlator%3D4034850348572%26frm%3D20%26pv%3D2%26ga_vid%3D709621776.1570805188%26ga_sid%3D1570805239%26ga_hid%3D803792107%26ga_fc%3D0%26iag%3D0%26icsg%3D3025855999639536%26dssz%3D119%26mdo%3D0%26mso%3D0%26u_tz%3D180%26u_his%3D2%26u_java%3D0%26u_h%3D600%26u_w%3D800%26u_ah%3D600%26u_aw%3D800%26u_cd%3D24%26u_nplug%3D0%26u_nmime%3D0%26adx%3D428%26ady%3D10783%26biw%3D779%26bih%3D600%26scr_x%3D0%26scr_y%3D0%26eid%3D21064714%26oid%3D3%26pvsid%3D204442028744150%26pem%3D410%26rx%3D0%26eae%3D0%26fc%3D912%26brdim%3D0%252C0%252C0%252C0%252C800%252C0%252C800%252C600%252C800%252C600%26vis%3D1%26rsz%3D%257C%257CpoeEbr%257C%26abl%3DCS%26pfx%3D0%26fu%3D1040%26bc%3D23%26ifi%3D1%26uci%3D1.lrrk4swytqsc%26xpc%3DHWwGOHYkaa%26p%3Dhttp%253A%2F%2Fwww.shutupandtakemymoney.com%26dtd%3D698&adsafe_type=bdf&adsafe_jsinfo=,id:a6f8422a-f243-4812-79d9-a4f53895ffcc,c:qKQlvy,sl:na,em:true,fr:false,mn:app04ami,pt:1-5-15,br:u,abv:na,an:n,fm:rEBsHZu+11|12|13|14|15|16|1711*.295482-36907009|18|19|1a|1b|1c1|1d1|1e11|1e2|1f1|1g|1h,idMap:1711*,ex:e2,pl:,rend:0,renddet:WINDOW,rmeas:0,es:0,sc:1,ha:1,gm:0,tt:rjss,thd:1,et:58,oid:76aec734-ec38-11e9-97bd-00259086cc0e,v:19.8.22,sp:0,wr:800.600,sr:800.600,ov:0",HTTP/1.1,3220,0,,302,Found,HTTP/1.1,0,,,https://www.googletagservices.com/dcm/dcmads.js?,305,0,,,236,0,1,108,0,275,0,199.166.0.24,,385,value
90,,2019-10-11T17:47:20.988+03:00,GET,https://www.googletagservices.com/dcm/dcmads.js?,HTTP/1.1,1297,0,,200,OK,HTTP/1.1,0,text/javascript,,,731,2036,,,-1,-1,0,86,0,-1,-1,172.217.23.98,,87,
91,,2019-10-11T17:47:21.028+03:00,GET,https://api.monotote.com/v1/translations/en?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e,HTTP/1.1,478,0,,200,OK,HTTP/1.1,0,application/json,,,698,111400,,,248,0,0,181,168,267,0,188.166.110.31,,617,value
92,,2019-10-11T17:47:21.074+03:00,GET,"https://fw.adsafeprotected.com/rfw/www.googletagservices.com/295482/36907011/dcm/dcmads.js/__IntegralAS_Q_S__?&adsafe_url=http%3A%2F%2Fwww.shutupandtakemymoney.com&adsafe_type=g&adsafe_url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&adsafe_type=e&adsafe_url=https%3A%2F%2Fgoogleads.g.doubleclick.net%2Fpagead%2Fads%3Fclient%3Dca-pub-9681251452496384%26output%3Dhtml%26h%3D600%26slotname%3D3520588631%26adk%3D1185311379%26adf%3D4019781506%26w%3D300%26lmt%3D1570805239%26guci%3D2.2.0.0.2.2.0.0%26format%3D300x600%26url%3Dhttp%253A%252F%252Fwww.shutupandtakemymoney.com%252F%26flash%3D0%26wgl%3D1%26adsid%3DNT%26dt%3D1570805238904%26bpp%3D15%26bdt%3D2653%26fdt%3D699%26idt%3D699%26shv%3Dr20191003%26cbv%3Dr20190131%26saldr%3Daa%26abxe%3D1%26prev_fmts%3D350x200%26correlator%3D4034850348572%26frm%3D20%26pv%3D1%26ga_vid%3D709621776.1570805188%26ga_sid%3D1570805239%26ga_hid%3D803792107%26ga_fc%3D0%26iag%3D0%26icsg%3D3025855999639536%26dssz%3D120%26mdo%3D0%26mso%3D0%26u_tz%3D180%26u_his%3D2%26u_java%3D0%26u_h%3D600%26u_w%3D800%26u_ah%3D600%26u_aw%3D800%26u_cd%3D24%26u_nplug%3D0%26u_nmime%3D0%26adx%3D862%26ady%3D395%26biw%3D779%26bih%3D600%26scr_x%3D0%26scr_y%3D0%26eid%3D21064714%26oid%3D3%26pvsid%3D204442028744150%26pem%3D410%26rx%3D0%26eae%3D0%26fc%3D912%26brdim%3D0%252C0%252C0%252C0%252C800%252C0%252C800%252C600%252C800%252C600%26vis%3D1%26rsz%3D%257C%257CleE%257C%26abl%3DCS%26pfx%3D0%26fu%3D1040%26bc%3D23%26ifi%3D5%26uci%3D5.dcfombkjz64b%26xpc%3D6vwh10Z2r2%26p%3Dhttp%253A%2F%2Fwww.shutupandtakemymoney.com%26dtd%3D704&adsafe_type=df&adsafe_jsinfo=,id:a8ce1bae-f1c4-376a-4947-372f857ac2f2,c:qKQlzw,sl:na,em:true,fr:false,mn:app04ami,pt:1-5-15,br:u,abv:na,an:n,fm:rEBsI3q+11|12|13|14|15|16|17111|18|19|1a|1b|1c1*.295482-36907011|1d11|1e11|1e2|1f1|1g|1h,idMap:1c1*,ex:e2,pl:,rend:0,renddet:WINDOW,rmeas:0,es:0,sc:1,ha:1,gm:0,tt:rjss,thd:1,et:59,oid:76d847b7-ec38-11e9-97bd-00259086cc0e,v:19.8.22,sp:0,wr:800.600,sr:800.600,ov:0",HTTP/1.1,3164,0,,302,Found,HTTP/1.1,0,,,https://www.googletagservices.com/dcm/dcmads.js?,305,0,,,-1,-1,1,99,0,-1,-1,199.166.0.24,,100,value
93,,2019-10-11T17:47:21.199+03:00,GET,https://pagead2.googlesyndication.com/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,1328,0,,200,OK,HTTP/1.1,0,text/javascript,,,738,5323,,,186,0,0,82,9,212,0,172.217.23.98,,305,
94,,2019-10-11T17:47:21.300+03:00,GET,http://graph.facebook.com/?id=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&callback=jQuery1102022387749065714568_1570805236720&_=1570805236721,HTTP/1.1,445,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,636,101,,,-1,0,0,180,0,71,0,157.240.1.18,,252,value
95,,2019-10-11T17:47:21.303+03:00,GET,http://api.facebook.com/method/links.getStats?urls=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&format=json&callback=jQuery1102022387749065714568_1570805236722&_=1570805236723,HTTP/1.1,476,0,,200,OK,HTTP/1.1,0,text/javascript;charset=utf-8,,,569,264,,,-1,0,0,175,0,68,0,157.240.1.18,,244,value
96,,2019-10-11T17:47:21.327+03:00,GET,https://www.googletagservices.com/dcm/impl_v53.js,HTTP/1.1,1298,0,,200,OK,HTTP/1.1,0,text/javascript,,,737,9516,,,-1,-1,0,106,6,-1,-1,172.217.23.98,,113,
97,,2019-10-11T17:47:21.673+03:00,GET,https://www.linkedin.com/countserv/count/share?format=jsonp&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&callback=linkedinjsonpcallbackwgvfgj&_=1570805236724,HTTP/1.1,737,0,,404,Not Found,HTTP/1.1,0,text/html,,,1772,-1,,,298,0,0,221,68,362,0,185.63.145.1,,652,value
98,,2019-10-11T17:47:21.752+03:00,GET,https://plugin.monotote.com/panel-new.min.235a2781.js,HTTP/1.1,381,0,,200,OK,HTTP/1.1,0,application/javascript,,,928,208086,,,276,0,0,111,224,302,0,13.225.249.47,,638,
99,,2019-10-11T17:47:22.237+03:00,GET,https://plugin.monotote.com/css/plugin-new.0668d4bc.css?1.42.0,HTTP/1.1,405,0,,200,OK,HTTP/1.1,0,text/css,,,909,21642,,,-1,-1,0,121,2,-1,-1,13.225.249.47,,123,value
100,,2019-10-11T17:47:22.617+03:00,GET,https://api.monotote.com/v1/plugin/themes/default,HTTP/1.1,462,0,,200,OK,HTTP/1.1,0,application/json,,,688,1067,,,201,0,0,106,0,237,0,188.166.110.31,,345,
101,,2019-10-11T17:47:23.083+03:00,GET,https://cdn.monotote.com/uploads/theme-assets/invisible-empty-red-cart-sticker-left-with-shadows.css,HTTP/1.1,544,0,,304,Not Modified,HTTP/1.1,0,,,,361,0,,,311,0,0,97,0,344,0,13.225.249.104,,443,
102,,2019-10-11T17:47:23.193+03:00,GET,https://cdn.monotote.com/uploads/theme-assets/stylist-sticker.jpg,HTTP/1.1,382,0,,200,OK,HTTP/1.1,0,image/jpeg,,,467,1939,,,-1,-1,0,97,114,-1,-1,13.225.249.104,,213,
