,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,response._error,timings.comment,timings.receive,timings.connect,timings.blocked,timings.send,timings.wait,timings.dns,timings.ssl,serverIPAddress,comment,time,request.queryString.name
46,,2019-10-11T14:04:31.511+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=250&slotname=9320971652&adk=2664836855&adf=276876987&w=250&lmt=1570791871&guci=2.2.0.0.2.2.0.0&format=250x250&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&wgl=1&adsid=NT&dt=1570791870724&bpp=13&bdt=2476&fdt=636&idt=636&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200%2C300x600&correlator=6109849322491&frm=20&pv=1&ga_vid=178142320.1570791816&ga_sid=1570791871&ga_hid=1300729729&ga_fc=0&iag=0&icsg=3025855999639536&dssz=120&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=862&ady=1231&biw=779&bih=600&scr_x=0&scr_y=0&eid=20199336%2C21064714%2C332260030%2C332260040&oid=3&pvsid=1083675123104524&pem=147&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CleEbr%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=6&uci=6.p433az3fkm4x&xpc=MVVAkGBYKv&p=http%3A//www.shutupandtakemymoney.com&dtd=641,HTTP/1.1,1559,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,751,22950,,,,52,139,0,0,374,0,109,172.217.22.66,,567,value
47,,2019-10-11T14:04:31.515+03:00,POST,http://sumo.com/services,HTTP/1.1,530,814,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,623,869,,,,0,-1,-1,0,249,-1,-1,52.38.14.212,,249,
48,,2019-10-11T14:04:31.541+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&adk=1812271804&adf=3025194257&lmt=1570791871&plat=1%3A8%2C2%3A8%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ea=0&flash=0&pra=7&wgl=1&adsid=NT&dt=1570791871065&bpp=20&bdt=2817&fdt=314&idt=314&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200%2C300x600%2C250x250&nras=1&correlator=6109849322491&frm=20&pv=1&ga_vid=178142320.1570791816&ga_sid=1570791871&ga_hid=1300729729&ga_fc=0&iag=0&icsg=3025855999639536&dssz=120&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&eid=20199336%2C21064714%2C332260030%2C332260040&oid=3&pvsid=1083675123104524&pem=147&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=1040&bc=23&ifi=6&uci=6.n711t12w2pz6&dtd=323,HTTP/1.1,1567,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,725,0,,,,0,144,0,0,92,0,116,172.217.22.66,,237,value
49,,2019-10-11T14:04:31.609+03:00,GET,http://cat.nl.eu.criteo.com/delivery/lg.php?cppv=3&cpp=67Zh8aaM8sb8oUSi3w8JfFoZBMOFasZl3g1eyVwVy_mczem-pYVHfLArm8Gm26PJMahQH_PBdS0FxL5hbems6EPqpkl00ZsbkMMNiVDNXxs4aNTO0cDuIe_zv8bIYBvDFXH7y-XRDyEqZuMdnevsPQNizy8SvCcxWnfmR0z7EdUn5tV-961CaLR-NvDpvFa9cZzlEMJs5Nfks_xuVFVOvsgslLNJ497lBdDsZexwEiW736Yw2SjgQSfBNaiz_4AqStQaHA,HTTP/1.1,757,0,,200,OK,HTTP/1.1,0,image/gif,,,289,43,,,,0,35,0,1,124,32,-1,178.250.2.148,,194,value
50,,2019-10-11T14:04:31.618+03:00,GET,https://tpc.googlesyndication.com/daca_images/simgad/8626599420367291434,HTTP/1.1,1394,0,,200,OK,HTTP/1.1,0,image/png,,,546,43200,,,,72,-1,-1,0,91,-1,-1,216.58.207.33,,164,
51,,2019-10-11T14:04:31.620+03:00,GET,https://www.google.com/ads/measurement/l?ebcid=ALh7CaR0VW1yMpeyitZwwncCcPtmyU1rK_9a1jxEQvjnKesptkVT0mISaXB9ubW9y2sK_qO7iIbRAb7gAqkc3JCH7O8sShXP4Q,HTTP/1.1,1467,0,,204,No Content,HTTP/1.1,0,text/html; charset=UTF-8,,,366,0,,,,0,-1,-1,0,104,-1,-1,216.58.205.228,,105,value
52,,2019-10-11T14:04:31.623+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=Ckh0q1GWgXYnRKIf0-gbazqHoDuqm_bNY6-TEpc0Jv-EeEAEg-szjFGD5uvSDnBCgAfKQzsgDyAECqQIaJsJdLR-TPqgDAcgDyQSqBMwBT9AKPIuGVnDNY_iZFHmk-sWqyX267FIIH6QU481kcGd6uU_bcNQZS4XBXRDONJx5H9WXxZT-OT9gexPUQUtJ9dvducjv1unwWrImfEA2twjptEszMqx0D0mh29XCAIxQfIliF7a34WBm7r41__XLmup-0bYUK2_yuVPJ2hQ82GjPjQvQ0JmguuyvT_jhp1E0xpP0ToJsEbWoRpuAprmyYP6h8sGjYsuaYg6q_ve_K42girHn4JPdx48NrnKcVTClabWdpUZd8HSC82hdwAS8oYfwkAKSBQQIBBgBkgUECAUYBKAGAoAH9u6xN6gHjs4bqAfVyRuoB8HTG6gHhdQbqAeB1BuoB4LUG6gHhtQbqAeE1BuoB5PYG6gH4NMbqAe6BqgH2csbqAfPzBuoB6a-G9gHAfIHAxDhR9IIBwiAYRABGB6ACgHYEww&sigh=QZaifwjqsWU&tpd=AGWhJmsFdJbMtaBGCSpUSQdXwDOgdKBwyzAArI9eipXEe9_dAA,HTTP/1.1,2048,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,,0,-1,-1,1,105,-1,-1,172.217.22.66,,106,value
53,,2019-10-11T14:04:31.625+03:00,GET,https://pagead2.googlesyndication.com/pagead/s/cookie_push.html,HTTP/1.1,1502,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,841,652,,,,0,-1,-1,0,95,-1,-1,216.58.208.34,,96,
54,,2019-10-11T14:04:31.730+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,,56,-1,-1,0,117,-1,-1,216.58.208.34,,174,
55,,2019-10-11T14:04:31.743+03:00,GET,https://google-analytics.com/collect?v=1&cid=f3bf063f-ba86-4661-b2e3-e58753de33cc&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=725805213474656,HTTP/1.1,736,0,,200,OK,HTTP/1.1,0,image/gif,,,478,35,,,,0,382,0,0,103,0,351,216.58.207.68,,487,value
56,,2019-10-11T14:04:31.925+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,,37,-1,-1,0,112,-1,-1,216.58.208.34,,150,
57,,2019-10-11T14:04:31.964+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=shutupandtakemymoney.com,HTTP/1.1,419,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,,0,239,0,0,92,0,198,172.217.22.66,,333,value
58,,2019-10-11T14:04:31.965+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=shutupandtakemymoney.com,HTTP/1.1,421,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,,0,242,0,0,102,0,201,216.58.210.2,,346,value
59,,2019-10-11T14:04:32.136+03:00,GET,http://graph.facebook.com/?id=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&callback=jQuery11020407314680031019_1570791868658&_=1570791868659,HTTP/1.1,443,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,635,99,,,,0,28,0,0,175,23,-1,31.13.92.10,,228,value
60,,2019-10-11T14:04:32.138+03:00,GET,http://api.facebook.com/method/links.getStats?urls=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&format=json&callback=jQuery11020407314680031019_1570791868660&_=1570791868661,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,text/javascript;charset=utf-8,,,569,261,,,,0,29,0,0,144,0,-1,157.240.1.18,,174,value
61,,2019-10-11T14:04:32.307+03:00,POST,https://api.monotote.com/v1/t/visit?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e&language=&referrer=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&user-id=693d7bb4-27a4-60bb-d93f-8e293167de8b,HTTP/1.1,642,0,,200,OK,HTTP/1.1,0,image/jpg,,,527,695,,,,0,154,0,0,148,0,130,37.139.15.252,,303,value
62,,2019-10-11T14:04:32.379+03:00,GET,https://ws.sharethis.com/secure5x/index.html,HTTP/1.1,566,0,,200,OK,HTTP/1.1,0,text/html,,,510,4081,,,,4,-1,-1,0,93,-1,-1,13.225.249.93,,98,
63,,2019-10-11T14:04:32.445+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=90&slotname=3272316759&adk=3428921553&adf=2751417936&w=728&guci=2.2.0.0.2.2.0.0&format=728x90&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ea=0&flash=0&wgl=1&dt=1570791871696&bpp=49&bdt=556&fdt=738&idt=738&shv=r20191003&cbv=r20190131&saldr=aa&correlator=2172311530085&frm=24&ife=1&pv=2&ga_vid=178142320.1570791816&ga_sid=1570791872&ga_hid=1468356509&ga_fc=0&iag=3&icsg=166&nhd=1&dssz=6&mdo=0&mso=512&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=-12245933&bih=-12245933&isw=0&ish=0&ifk=1423944195&scr_x=-12245933&scr_y=-12245933&eid=21064714&oid=3&pvsid=2277941336841688&pem=432&rx=0&eae=2&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C0%2C0&vis=1&rsz=%7C%7CE%7C&abl=CS&pfx=0&fu=16&bc=23&ifi=1&uci=1.krposbrmhov3&dtd=745,HTTP/1.1,1472,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,751,19896,,,,1,-1,-1,0,309,-1,-1,172.217.22.66,,312,value
64,,2019-10-11T14:04:32.448+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,417,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29044,,,,20,-1,-1,0,119,-1,-1,172.217.18.2,,140,value
65,,2019-10-11T14:04:32.456+03:00,GET,https://tpc.googlesyndication.com/simgad/11266505893740672966?sqp=4sqPyQQ7QjkqNxABHQAAtEIgASgBMAk4A0DwkwlYAWBfcAKAAQGIAQGdAQAAgD-oAQGwAYCt4gS4AV_FAS2ynT4&rs=AOga4qm84vAQvfF1HdxX7WFBqfZ9tBvHHw,HTTP/1.1,1492,0,,200,OK,HTTP/1.1,0,image/jpeg,,,518,96414,,,,166,-1,-1,0,83,-1,-1,216.58.207.33,,250,value
66,,2019-10-11T14:04:32.463+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_js_controller.js,HTTP/1.1,1367,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,680,14391,,,,4,-1,-1,0,102,-1,-1,216.58.207.33,,107,
67,,2019-10-11T14:04:32.464+03:00,GET,https://www.google.com/ads/measurement/l?ebcid=ALh7CaQPegyRD6DXNkRsTZY40cwDoQvB2WgZwlGIexFUAO0em5aH7qQIzfOWCYmH2p3QJCL9HE01T77UXFT7ssD5DSBxhyvYAA,HTTP/1.1,1459,0,,204,No Content,HTTP/1.1,0,text/html; charset=UTF-8,,,366,0,,,,0,-1,-1,0,101,-1,-1,216.58.205.228,,101,value
68,,2019-10-11T14:04:32.530+03:00,GET,https://api.monotote.com/v1/plugin/themes/default,HTTP/1.1,462,0,,200,OK,HTTP/1.1,0,application/json,,,688,1067,,,,0,203,0,0,123,0,180,37.139.15.252,,327,
69,,2019-10-11T14:04:32.557+03:00,GET,https://cm.g.doubleclick.net/pixel/attr?d=AHNF13LbXwDv8uDPF-lBcRcERp64lT9QSFov,HTTP/1.1,561,0,,204,No Content,HTTP/1.1,0,text/html,,,512,0,,,,0,206,0,0,188,0,171,216.58.210.2,,395,value
70,,2019-10-11T14:04:32.584+03:00,GET,https://tpc.googlesyndication.com/simgad/5479841486166937143/downsize_200k_v1,HTTP/1.1,1391,0,,200,OK,HTTP/1.1,0,image/jpeg,,,548,108924,,,,58,-1,-1,0,161,-1,-1,216.58.207.33,,220,
71,,2019-10-11T14:04:32.801+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/elements/html/botguard/botguard_light_fy2019.js,HTTP/1.1,1418,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,1925,,,,0,340,0,0,86,0,316,216.58.207.33,,428,
72,,2019-10-11T14:04:32.801+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/elements/html/impression/delayed_impression_vu_simple_fetch_fy2019.js,HTTP/1.1,1440,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,676,232,,,,0,340,0,0,87,0,316,216.58.207.33,,428,
73,,2019-10-11T14:04:32.802+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/elements/html/spam_signals/spam_signals_bundle_fy2019.js,HTTP/1.1,1427,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,2429,,,,0,348,0,0,86,0,327,216.58.207.33,,436,
74,,2019-10-11T14:04:32.829+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite_fy2019.js,HTTP/1.1,1389,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,11142,,,,25,367,0,0,106,0,342,216.58.207.33,,500,
75,,2019-10-11T14:04:32.887+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=C8IvR1GWgXavsNJn0-gaC97-QBL-RrtZY0rPZ0cIK__WQ49cCEAEg-szjFGD5uvSDnBCgAdqI1-ADyAEJqQIaJsJdLR-TPqgDAcgDywSqBMQBT9Ac_Hicksym1CkL5dX5DTJRzqU0zqCGhYTBSxUUBeb6V1maXJ3K_VCtxkML018t-ePIaJuGyKkJATngJzmvffjC-SuOyRbDJlgNfFOjzPl53zty2TVLcPCvqCOvOdN9itOYyhybRMhcZZCyjCyRHFxH1TumnBLHYhPEMRn5_yg53YtzpKUp502ScVeHn5LyxRIrdWulet3M-Q2pHsBOMEFzm579myrhrnZXzn62JPM7svd38BH3O-62MhoqVhjY32solMAE3-3ap6ECkgUECAQYAZIFBAgFGASgBi6AB473qB-oB47OG6gH1ckbqAfB0xuoB4XUG6gHgdQbqAeC1BuoB4bUG6gHhNQbqAeT2BuoB-DTG6gHugaoB9nLG6gHz8wbqAemvhvYBwDyBwQQuZ0G0ggHCIBhEAEYHoAKAdgTAogUBA&sigh=Ud1ge8pkA4s&template_id=5000&tpd=AGWhJmvjdU-worHeuyqYpkJmdXBWtNy8km3PvTaRc8fY7QTtbQ,HTTP/1.1,2056,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,,0,-1,-1,1,108,-1,-1,172.217.22.66,,110,value
76,,2019-10-11T14:04:32.894+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus_fy2019.js,HTTP/1.1,1400,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,677,1129,,,,0,-1,-1,0,92,-1,-1,216.58.207.33,,93,
77,,2019-10-11T14:04:32.908+03:00,GET,https://www.linkedin.com/countserv/count/share?format=jsonp&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&callback=linkedinjsonpcallbackwmcaid&_=1570791868662,HTTP/1.1,737,0,,404,Not Found,HTTP/1.1,0,text/html,,,1798,24810,,,,213,766,0,0,257,0,738,108.174.11.33,,1238,value
78,,2019-10-11T14:04:32.911+03:00,GET,https://pagead2.googlesyndication.com/pagead/s/cookie_push.html,HTTP/1.1,1494,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,841,652,,,,0,-1,-1,0,88,-1,-1,216.58.208.34,,90,
79,,2019-10-11T14:04:32.943+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection_fy2019.js,HTTP/1.1,1407,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,709,4564,,,,1,-1,-1,0,88,-1,-1,216.58.207.33,,90,
80,,2019-10-11T14:04:32.944+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/one_click_handler_one_afma_fy2019.js,HTTP/1.1,1414,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,7606,,,,2,-1,-1,0,88,-1,-1,216.58.207.33,,91,
81,,2019-10-11T14:04:32.963+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/elements/html/botguard/botguard_fy2019.js,HTTP/1.1,1412,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,709,2404,,,,3,-1,-1,0,98,-1,-1,216.58.207.33,,102,
82,,2019-10-11T14:04:32.973+03:00,GET,https://tpc.googlesyndication.com/simgad/1328574984696271260?sqp=4sqPyQQ7QjkqNxABHQAAtEIgASgBMAk4A0DwkwlYAWBfcAKAAQGIAQGdAQAAgD-oAQGwAYCt4gS4AV_FAS2ynT4&rs=AOga4qkUXQ2oaz587LzkGRbi4ud85J0G-w,HTTP/1.1,1406,0,,200,OK,HTTP/1.1,0,image/png,,,517,36761,,,,20,-1,-1,0,89,-1,-1,216.58.207.33,,109,value
83,,2019-10-11T14:04:33.003+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CmC_X1WWgXb2BMYOA-gaemomACZ-DuLVYwKbv5LsKv-EeEAEg-szjFGD5uvSDnBCgAdXmqv4DyAECqQK1xmufz9KwPqgDAcgDyQSqBMABT9CgHvepNhOl8G-CN30tfFNPzeWn1BaB13MmYv_Px-MmhOWs-0mInmxwMfmhRW3YtnuXs9x1n7MlQmmsW_85ZE5beAzD4kmZwe1aNqBkcdw5c7yFNTKfJ92qL7Q5zs2ReOdLFlQuDCc2OVPOlbUdmb1zjh13VkqoBLNin5YSn-DiG4Azd0nPIBIHHVBB7nYUYV1ahNo0Fu7DFNOAwuSplZnTbUlhapye6lSdHus5wUARYdHfsoXVvgakBYsRCdcbwATenPHCmAKSBQQIBBgBkgUECAUYBKAGAoAHk5nVAagHjs4bqAfVyRuoB8HTG6gHhdQbqAeB1BuoB4LUG6gHhtQbqAeE1BuoB5PYG6gH4NMbqAe6BqgH2csbqAfPzBuoB6a-G9gHAfIHAxCaT9IIBwiAYRABGB6ACgHYEw0&sigh=lh5GeZOl6L0&tpd=AGWhJmvn49ZwSZwHW0k_dqH1Yvt7KdU4yA4jTjyW9vNjkuxt0g,HTTP/1.1,1926,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,,0,-1,-1,0,102,-1,-1,172.217.22.66,,104,value
84,,2019-10-11T14:04:33.006+03:00,GET,https://pagead2.googlesyndication.com/pagead/gen_204?id=jserror&context=535&msg=ReferenceError%3A%20init_ssb%20is%20not%20defined%0Aat%20https%3A%2F%2Fgoogleads.g.doubleclick.net%2Fpagead%2Fads%3Fclient%3Dca-pub-9681251452496384%26output%3Dhtml%26h%3D600%26slotname%3D3520588631%26adk%3D1185311379%26adf%3D4019781506%26w%3D300%26lmt%3D1570791871%26guci%3D2.2.0.0.2.2.0.0%26format%3D300x600%26url%3Dhttp%253A%252F%252Fwww.shutupandtakemymoney.com%252F%26flash%3D0%26wgl%3D1%26adsid%3DNT%26dt%3D1570791870708%26bpp%3D7%26bdt%3D2460%26fdt%3D633%26idt%3D633%26shv%3Dr20191003%26cbv%3Dr20190131%26saldr%3Daa%26abxe%3D1%26prev_fmts%3D350x200%26correlator%3D6109849322491%26frm%3D20%26pv%3D1%26ga_vid%3D178142320.1570791816%26ga_sid%3D1570791871%26g&eid=259053400&jc=29&useragent=Mozilla%2F5.0%20(Windows%20NT%2010.0%3B%20Win64%3B%20x64)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20HeadlessChrome%2F77.0.3865.90%20Safari%2F537.36%2Cgzip(gfe)&eids=259053400&top=http%3A%2F%2Fwww.shutupandtakemymoney.com&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F,HTTP/1.1,2354,0,,204,No Content,HTTP/1.1,0,image/gif,,,768,0,,,,0,-1,-1,1,98,-1,-1,216.58.208.34,,100,value
85,,2019-10-11T14:04:33.227+03:00,GET,https://www.google.com/ads/measurement/l?ebcid=ALh7CaRqZzxrQ0HxaLGRGfcPRTnrUTKHLoVleZQkz9SaPab_358KD2aqIdKL298Q0rktexl7xTzgVkw6W0LLWbDoGZS9uTHaEw,HTTP/1.1,1361,0,,204,No Content,HTTP/1.1,0,text/html; charset=UTF-8,,,366,0,,,,0,250,0,0,92,0,220,216.58.205.228,,344,value
86,,2019-10-11T14:04:33.246+03:00,GET,https://pagead2.googlesyndication.com/pagead/s/cookie_push.html,HTTP/1.1,1396,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,841,652,,,,0,-1,-1,0,98,-1,-1,216.58.208.34,,99,
87,,2019-10-11T14:04:33.249+03:00,GET,https://pagead2.googlesyndication.com/pagead/gen_204?id=jserror&context=535&msg=ReferenceError%3A%20buildAttribution%20is%20not%20defined%0Aat%20https%3A%2F%2Fgoogleads.g.doubleclick.net%2Fpagead%2Fads%3Fclient%3Dca-pub-9681251452496384%26output%3Dhtml%26h%3D600%26slotname%3D3520588631%26adk%3D1185311379%26adf%3D4019781506%26w%3D300%26lmt%3D1570791871%26guci%3D2.2.0.0.2.2.0.0%26format%3D300x600%26url%3Dhttp%253A%252F%252Fwww.shutupandtakemymoney.com%252F%26flash%3D0%26wgl%3D1%26adsid%3DNT%26dt%3D1570791870708%26bpp%3D7%26bdt%3D2460%26fdt%3D633%26idt%3D633%26shv%3Dr20191003%26cbv%3Dr20190131%26saldr%3Daa%26abxe%3D1%26prev_fmts%3D350x200%26correlator%3D6109849322491%26frm%3D20%26pv%3D1%26ga_vid%3D178142320.1570791816%26ga_sid%3D1570&eid=259053400&jc=29&useragent=Mozilla%2F5.0%20(Windows%20NT%2010.0%3B%20Win64%3B%20x64)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20HeadlessChrome%2F77.0.3865.90%20Safari%2F537.36%2Cgzip(gfe)&eids=259053400&top=http%3A%2F%2Fwww.shutupandtakemymoney.com&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F,HTTP/1.1,2352,0,,204,No Content,HTTP/1.1,0,image/gif,,,768,0,,,,0,296,0,0,103,0,274,216.58.208.34,,401,value
88,,2019-10-11T14:04:33.331+03:00,GET,https://cdn.monotote.com/uploads/theme-assets/stylist-sticker.jpg,HTTP/1.1,382,0,,200,OK,HTTP/1.1,0,image/jpeg,,,466,1939,,,,0,371,0,0,145,0,350,143.204.192.65,,518,
89,,2019-10-11T14:04:33.340+03:00,GET,https://pagead2.googlesyndication.com/pagead/gen_204?id=jserror&context=535&msg=ReferenceError%3A%20vu%20is%20not%20defined%0Aat%20https%3A%2F%2Fgoogleads.g.doubleclick.net%2Fpagead%2Fads%3Fclient%3Dca-pub-9681251452496384%26output%3Dhtml%26h%3D600%26slotname%3D3520588631%26adk%3D1185311379%26adf%3D4019781506%26w%3D300%26lmt%3D1570791871%26guci%3D2.2.0.0.2.2.0.0%26format%3D300x600%26url%3Dhttp%253A%252F%252Fwww.shutupandtakemymoney.com%252F%26flash%3D0%26wgl%3D1%26adsid%3DNT%26dt%3D1570791870708%26bpp%3D7%26bdt%3D2460%26fdt%3D633%26idt%3D633%26shv%3Dr20191003%26cbv%3Dr20190131%26saldr%3Daa%26abxe%3D1%26prev_fmts%3D350x200%26correlator%3D6109849322491%26frm%3D20%26pv%3D1%26ga_vid%3D178142320.1570791816%26ga_sid%3D1570791871%26ga_hid%3D&eid=259053400&jc=29&useragent=Mozilla%2F5.0%20(Windows%20NT%2010.0%3B%20Win64%3B%20x64)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20HeadlessChrome%2F77.0.3865.90%20Safari%2F537.36%2Cgzip(gfe)&eids=259053400&top=http%3A%2F%2Fwww.shutupandtakemymoney.com&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F,HTTP/1.1,2356,0,,204,No Content,HTTP/1.1,0,image/gif,,,768,0,,,,0,297,0,1,95,0,273,216.58.208.34,,394,value
90,,2019-10-11T14:04:33.353+03:00,GET,https://cm.g.doubleclick.net/pixel/attr?d=AHNF13ISHWQh9t6MvqnuRVFDyGRSqhzL79eh,HTTP/1.1,561,0,,204,No Content,HTTP/1.1,0,text/html,,,512,0,,,,0,306,0,0,90,0,271,216.58.210.2,,399,value
91,,2019-10-11T14:04:33.360+03:00,GET,https://pagead2.googlesyndication.com/pagead/s/cookie_push.html,HTTP/1.1,1481,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,841,652,,,,0,-1,-1,0,83,-1,-1,216.58.208.34,,85,
92,,2019-10-11T14:04:33.448+03:00,GET,https://cm.g.doubleclick.net/pixel/attr?d=AHNF13IrrJ2TG3wetLCNHsEV9D3EDNfKt0sa,HTTP/1.1,561,0,,204,No Content,HTTP/1.1,0,text/html,,,512,0,,,,0,-1,-1,0,93,-1,-1,216.58.210.2,,93,value
93,,2019-10-11T14:04:33.502+03:00,POST,https://api4.monotote.com/v1/plugin/search?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e&user-id=693d7bb4-27a4-60bb-d93f-8e293167de8b,HTTP/1.1,614,1496,,0,,unknown,0,,,,-1,-1,,No response received,,0,146,0,0,0,0,122,37.139.15.252,,147,value
94,,2019-10-11T14:04:33.502+03:00,GET,https://cm.g.doubleclick.net/pixel/attr?d=AHNF13JkzXqVoH3QmQhotYFNoVHl64BYcj4u,HTTP/1.1,561,0,,204,No Content,HTTP/1.1,0,text/html,,,512,0,,,,0,132,0,0,98,0,107,216.58.210.2,,232,value
