,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.wait,timings.dns,timings.send,timings.ssl,serverIPAddress,comment,time,request.queryString.name
71,,2019-10-11T18:51:12.957+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/5496035/original/resize:64x48/crop:x0y0w776h582/hash:1477820885/Praise_Thy_Name-3.png?1477820885,HTTP/1.1,530,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,1401,,,-1,-1,127,95,-1,0,-1,93.184.220.20,,223,value
72,,2019-10-11T18:51:13.198+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/rjs/main/geo_location_utils.js?e3ac2274b7,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/javascript,,,503,304,,,-1,-1,0,145,-1,0,-1,93.184.220.20,,146,value
73,,2019-10-11T18:51:13.211+03:00,POST,https://www.reverbnation.com/api/user/app_events,HTTP/1.1,1425,11,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1313,2,,,-1,-1,0,282,-1,0,-1,52.52.116.70,,284,
74,,2019-10-11T18:51:13.212+03:00,GET,https://connect.facebook.net/signals/config/727280160637499?v=2.9.5&r=stable,HTTP/1.1,397,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1177,66235,,,-1,-1,101,94,-1,0,-1,31.13.92.14,,196,value
75,,2019-10-11T18:51:13.331+03:00,GET,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/1068733558/?random=1570809070706&cv=9&fst=1570809070706&num=1&guid=ON&resp=GooglemKTybQhCsO&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga21&sendb=1&ig=1&frm=0&url=https%3A%2F%2Fwww.reverbnation.com%2F&tiba=ReverbNation%20%3A%20Artists%20First&async=1&rfmt=3&fmt=4,HTTP/1.1,704,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,1031,930,,,0,1657,0,97,27,0,1633,172.217.18.162,,1783,value
76,,2019-10-11T18:51:13.413+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/rjs/modules/charts.js?e3ac2274b7,HTTP/1.1,432,0,,200,OK,HTTP/1.1,0,application/javascript,,,505,9822,,,-1,-1,1277,90,-1,0,-1,93.184.220.20,,1368,value
77,,2019-10-11T18:51:13.767+03:00,GET,https://stats.g.doubleclick.net/r/collect?t=dc&aip=1&_r=3&v=1&_v=j79&tid=UA-750054-1&cid=794883967.1570809071&jid=1504783610&gjid=500705918&_gid=503751003.1570809071&_u=YGBAgEAB~&z=32819851,HTTP/1.1,546,0,,200,OK,HTTP/1.1,0,image/gif,,,539,35,,,0,2240,0,91,0,0,2207,74.125.133.156,,2333,value
78,,2019-10-11T18:51:16.684+03:00,GET,https://www.facebook.com/x/oauth/status?client_id=2498397125&input_token&origin=1&redirect_uri=https%3A%2F%2Fwww.reverbnation.com%2F&sdk=joey&wants_cookie_data=true,HTTP/1.1,520,0,,200,OK,HTTP/1.1,0,text/plain; charset=UTF-8,,,601,0,,,0,3166,0,201,0,0,3136,31.13.92.36,,3368,value
79,,2019-10-11T18:51:16.716+03:00,GET,https://www.facebook.com/tr/?id=727280160637499&ev=PageView&dl=https%3A%2F%2Fwww.reverbnation.com%2F&rl=&if=false&ts=1570809073465&sw=800&sh=600&v=2.9.5&r=stable&ec=0&o=158&fbp=fb.1.1570809073463.470428337&it=1570809071843&coo=false&exp=w0&rqm=GET,HTTP/1.1,604,0,,200,OK,HTTP/1.1,0,image/gif,,,501,44,,,0,4387,0,94,33,0,4352,31.13.92.36,,4516,value
80,,2019-10-11T18:51:16.729+03:00,GET,https://www.facebook.com/tr/?id=727280160637499&ev=Microdata&dl=https%3A%2F%2Fwww.reverbnation.com%2F&rl=&if=false&ts=1570809073972&cd[DataLayer]=%5B%5D&cd[Meta]=%7B%22title%22%3A%22ReverbNation%20%3A%20Artists%20First%22%2C%22meta%3Adescription%22%3A%22ReverbNation%20helps%20Artists%20grow%20lasting%20careers%20by%20introducing%20them%20to%20music%20industry%20partners%2C%20exposing%20them%20to%20fans%2C%20and%20building%20innovative%20tools%20to%20promote%20their%20success.%22%7D&cd[OpenGraph]=%7B%22og%3Aimage%22%3A%5B%22https%3A%2F%2Fgp1.wac.edgecastcdn.net%2F802892%2Fproduction_static%2F20191008060908%2Fimages%2Fmain_page%2Fopen_graph%2Frn-logo_1200x630.png%22%2C%22https%3A%2F%2Fgp1.wac.edgecastcdn.net%2F802892%2Fproduction_static%2F20191008060908%2Fimages%2Fmain_page%2Fopen_graph%2Frn-logo_1200x630.png%22%2C%22https%3A%2F%2Fgp1.wac.edgecastcdn.net%2F802892%2Fproduction_static%2F20191008060908%2Fimages%2Fmain_page%2Fopen_graph%2Frn-deck_1200x630.png%22%2C%22https%3A%2F%2Fgp1.wac.edgecastcdn.net%2F802892%2Fproduction_static%2F20191008060908%2Fimages%2Fmain_page%2Fopen_graph%2Frn-artist_1200x630.png%22%5D%2C%22og%3Atype%22%3A%22website%22%2C%22og%3Atitle%22%3A%22ReverbNation%20%3A%20Artists%20First%22%2C%22og%3Asite_name%22%3A%22ReverbNation%22%2C%22og%3Aurl%22%3A%22http%3A%2F%2Fwww.reverbnation.com%2F%22%2C%22og%3Adescription%22%3A%22ReverbNation%20helps%20Artists%20grow%20lasting%20careers%20by%20introducing%20them%20to%20industry%20partners%2C%20exposing%20them%20to%20fans%2C%20and%20building%20innovative%20tools%20to%20promote%20their%20success.%22%2C%22og%3Alocale%22%3A%22en_us%22%7D&cd[Schema.org]=%5B%5D&cd[JSON-LD]=%5B%5D&sw=800&sh=600&v=2.9.5&r=stable&ec=1&o=158&fbp=fb.1.1570809073463.470428337&it=1570809071843&coo=false&es=automatic&exp=w0&rqm=GET,HTTP/1.1,2145,0,,200,OK,HTTP/1.1,0,image/gif,,,501,44,,,0,2747,0,90,0,0,2717,31.13.92.36,,2838,value
81,,2019-10-11T18:51:17.359+03:00,POST,https://www.reverbnation.com/api/charts/national,HTTP/1.1,1439,140,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1313,26451,,,-1,-1,42,394,-1,1,-1,52.52.116.70,,438,
82,,2019-10-11T18:51:17.451+03:00,GET,https://www.google.co.il/pagead/1p-user-list/1068733558/?random=1570809070706&cv=9&fst=1570806000000&num=1&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga21&sendb=1&frm=0&url=https%3A%2F%2Fwww.reverbnation.com%2F&tiba=ReverbNation%20%3A%20Artists%20First&async=1&fmt=3&is_vtc=1&random=107495553&resp=GooglemKTybQhCsO&rmt_tld=1&ipr=y,HTTP/1.1,750,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,0,3652,0,105,26,0,3618,216.58.206.3,,3785,value
83,,2019-10-11T18:51:17.581+03:00,GET,https://www.google.com/pagead/1p-user-list/1068733558/?random=1570809070706&cv=9&fst=1570806000000&num=1&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga21&sendb=1&frm=0&url=https%3A%2F%2Fwww.reverbnation.com%2F&tiba=ReverbNation%20%3A%20Artists%20First&async=1&fmt=3&is_vtc=1&random=107495553&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,HTTP/1.1,748,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,0,4023,0,107,26,0,3995,172.217.18.4,,4157,value
84,,2019-10-11T18:51:17.864+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6646803/original/resize:182x136/crop:x0y124w1200h900/hash:1566737880/red_01_web_1_.jpg?1566737880,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,4253,,,-1,-1,755,99,-1,0,-1,93.184.220.20,,855,value
85,,2019-10-11T18:51:17.864+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6169288/original/resize:182x136/crop:x0y111w358h268/hash:1524487064/IMG_1159.jpeg?1524487064,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,9387,,,-1,-1,1621,98,-1,0,-1,93.184.220.20,,1720,value
86,,2019-10-11T18:51:17.864+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/5301807/original/resize:182x136/crop:x0y14w2400h1800/hash:1556427044/FREE_COVER_.png?1556427044,HTTP/1.1,529,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,4691,,,-1,-1,864,99,-1,0,-1,93.184.220.20,,964,value
87,,2019-10-11T18:51:17.865+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6516484/original/resize:182x136/crop:x0y0w1596h1197/hash:1555609353/4.jpg?1555609353,HTTP/1.1,518,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,3623,,,-1,-1,390,99,-1,0,-1,93.184.220.20,,490,value
88,,2019-10-11T18:51:18.044+03:00,GET,https://www.reverbnation.com/images/spinners/32x32_light.gif,HTTP/1.1,1216,0,,200,OK,HTTP/1.1,0,image/gif,,,391,3398,,,-1,-1,1,249,-1,0,-1,52.52.116.70,,251,
89,,2019-10-11T18:51:18.093+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/3439401/original/resize:182x136/crop:x358y66w1284h963/hash:1467446246/1454253555_bandpagepic.jpg?1467446246,HTTP/1.1,541,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,8939,,,-1,-1,1242,99,-1,0,-1,93.184.220.20,,1343,value
90,,2019-10-11T18:51:18.102+03:00,GET,https://s.ytimg.com/yts/jsbin/www-widgetapi-vflLte76q/www-widgetapi.js,HTTP/1.1,391,0,,200,OK,HTTP/1.1,0,text/javascript,,,565,8697,,,0,5825,3,88,25,0,5796,172.217.18.174,,5943,
91,,2019-10-11T18:51:18.204+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/5800546/original/resize:182x136/crop:x0y562w1500h1125/hash:1521393972/Shera_Knotably_20_D7_99_D7_95_D7_A1_D7_99_20_D7_95_D7_90_D7_95_D7_9C_D7_99_20_D7_A9_D7_9E_D7_A8_D7_99_D7_A7_20.jpg?1521393972,HTTP/1.1,629,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,8389,,,-1,-1,672,95,-1,0,-1,93.184.220.20,,769,value
92,,2019-10-11T18:51:18.213+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,537,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1020,12382,,,0,5907,15,102,18,0,5884,31.13.92.14,,6043,value
93,,2019-10-11T18:51:18.359+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/3961847/original/resize:182x136/crop:x242y0w2513h1885/hash:1467522092/01b010.png?1467522092,HTTP/1.1,525,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,3647,,,-1,-1,455,187,-1,0,-1,93.184.220.20,,642,value
94,,2019-10-11T18:51:18.730+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/5756325/original/resize:182x136/crop:x436y0w2329h1747/hash:1534721666/Logo2.jpg?1534721666,HTTP/1.1,524,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,2643,,,-1,-1,596,239,-1,1,-1,93.184.220.20,,837,value
95,,2019-10-11T18:51:18.835+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/1350562/original/resize:182x136/crop:x92y0w3017h2263/hash:1467145761/1441194382_NEW_COVER_PHOTO.jpg?1467145761,HTTP/1.1,544,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,5789,,,-1,-1,1244,301,-1,0,-1,93.184.220.20,,1546,value
96,,2019-10-11T18:51:18.986+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/4188846/original/resize:182x136/crop:x35y0w869h652/hash:1550529755/LOGO_RENTANGLE_-_EN_938_x_652.jpg?1550529755,HTTP/1.1,545,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,3483,,,-1,-1,284,88,-1,1,-1,93.184.220.20,,374,value
