,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,response._error,timings.comment,timings.receive,timings.blocked,timings.connect,timings.wait,timings.ssl,timings.send,timings.dns,serverIPAddress,comment,time,request.queryString.name
59,,2019-10-09T16:23:03.944+03:00,GET,https://privymktg.com/collect?v=1&cid=914aaa2e-6f66-4875-8972-de5ebbe65076&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=5229826801347341,HTTP/1.1,730,0,,302,Moved Temporarily,HTTP/1.1,0,,,https://google-analytics.com/collect?v=1&cid=914aaa2e-6f66-4875-8972-de5ebbe65076&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=5229826801347341,822,0,,,,0,0,336,95,318,0,0,104.28.22.64,,433,value
60,,2019-10-09T16:23:03.958+03:00,GET,https://load.sumo.com/6.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,2520,,,,49,-1,-1,115,-1,0,-1,89.187.169.79,,165,
61,,2019-10-09T16:23:03.961+03:00,GET,https://load.sumo.com/68.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,631,,,,27,-1,-1,155,-1,0,-1,89.187.169.79,,183,
62,,2019-10-09T16:23:04.114+03:00,GET,https://api.monotote.com/v1/settings?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e,HTTP/1.1,471,0,,200,OK,HTTP/1.1,0,application/json,,,739,3092,,,,0,-1,-1,111,-1,0,-1,37.139.15.252,,112,value
63,,2019-10-09T16:23:04.155+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=200&twa=1&slotname=6443867551&adk=2057880241&adf=338576669&w=350&fwrn=4&fwrnh=100&lmt=1570627384&guci=2.2.0.0.2.2.0.0&format=350x200&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&fwr=0&rh=200&rw=350&wgl=1&adsid=NT&dt=1570627383327&bpp=41&bdt=4540&fdt=800&idt=800&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&correlator=16516205257&frm=20&pv=2&ga_vid=1108687430.1570627332&ga_sid=1570627384&ga_hid=826286734&ga_fc=0&iag=0&icsg=3025855999639536&dssz=121&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=428&ady=10783&biw=779&bih=600&scr_x=0&scr_y=0&oid=3&pvsid=3548793711647712&pem=474&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CpoeEbr%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=1&uci=1.2xd5ya1hropv&xpc=yeYrRtXqDp&p=http%3A//www.shutupandtakemymoney.com&dtd=823,HTTP/1.1,1526,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,751,20243,,,,32,-1,-1,321,-1,0,-1,172.217.22.2,,355,value
64,,2019-10-09T16:23:04.159+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,406,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29093,,,,28,-1,-1,95,-1,0,-1,216.58.210.2,,124,value
65,,2019-10-09T16:23:04.165+03:00,GET,http://cas.criteo.com/delivery/ajs.php?zoneid=287315&nodis=1&cb=31946166168&exclude=undefined&charset=windows-1252&loc=http%3A//shutupandtakemymoney.com/adzonec728.html,HTTP/1.1,566,0,,200,OK,HTTP/1.1,0,text/javascript;charset=utf-8,,,615,1065,,,,0,0,18,131,-1,0,0,178.250.0.145,,151,value
66,,2019-10-09T16:23:04.185+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivXU4/yL/l/he_IL/9IF8TchcgsZ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,405,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,124295,,,,129,0,202,84,180,0,0,157.240.1.23,,417,value
67,,2019-10-09T16:23:04.192+03:00,GET,https://load.sumo.com/0.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,2481,,,,100,-1,-1,114,-1,0,-1,89.187.169.79,,215,
68,,2019-10-09T16:23:04.193+03:00,GET,https://load.sumo.com/1.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1060,,,,31,-1,-1,128,-1,0,-1,89.187.169.79,,160,
69,,2019-10-09T16:23:04.354+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=600&slotname=3520588631&adk=1185311379&adf=4019781506&w=300&lmt=1570627384&guci=2.2.0.0.2.2.0.0&format=300x600&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&wgl=1&adsid=NT&dt=1570627383453&bpp=6&bdt=4666&fdt=749&idt=750&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200&correlator=16516205257&frm=20&pv=1&ga_vid=1108687430.1570627332&ga_sid=1570627384&ga_hid=826286734&ga_fc=0&iag=0&icsg=3025855999639536&dssz=128&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=862&ady=395&biw=779&bih=600&scr_x=0&scr_y=0&oid=3&pvsid=3548793711647712&pem=474&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CleE%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=5&uci=5.qkh5s431z5e0&xpc=K9IKYRihGN&p=http%3A//www.shutupandtakemymoney.com&dtd=754,HTTP/1.1,1496,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,751,20313,,,,60,0,139,425,121,0,0,172.217.22.2,,626,value
70,,2019-10-09T16:23:04.356+03:00,GET,https://load.sumo.com/2.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1218,,,,49,-1,-1,101,-1,0,-1,89.187.169.79,,151,
71,,2019-10-09T16:23:04.364+03:00,GET,https://load.sumo.com/3.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1608,,,,73,0,167,93,138,0,0,89.187.169.79,,334,
72,,2019-10-09T16:23:04.365+03:00,GET,https://load.sumo.com/14.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,131469,,,,252,0,168,102,141,0,0,89.187.169.79,,523,
73,,2019-10-09T16:23:04.368+03:00,GET,https://load.sumo.com/18.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,53031,,,,202,0,171,98,144,0,0,89.187.169.79,,472,
74,,2019-10-09T16:23:04.397+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=250&slotname=9320971652&adk=2664836855&adf=276876987&w=250&lmt=1570627384&guci=2.2.0.0.2.2.0.0&format=250x250&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&wgl=1&adsid=NT&dt=1570627383467&bpp=7&bdt=4680&fdt=760&idt=760&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200%2C300x600&correlator=16516205257&frm=20&pv=1&ga_vid=1108687430.1570627332&ga_sid=1570627384&ga_hid=826286734&ga_fc=0&iag=0&icsg=3025855999639536&dssz=128&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=862&ady=1231&biw=779&bih=600&scr_x=0&scr_y=0&oid=3&pvsid=3548793711647712&pem=474&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CleEbr%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=6&uci=6.1tx1d4ugrow0&xpc=aSmFwpnnH9&p=http%3A//www.shutupandtakemymoney.com&dtd=766,HTTP/1.1,1508,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,751,23336,,,,59,0,157,477,115,0,0,172.217.22.2,,695,value
75,,2019-10-09T16:23:04.423+03:00,GET,http://cat.fr.eu.criteo.com/delivery/lg.php?cppv=3&cpp=yT1XX6aM8sb8oUSi3w8JfFoZBMOFasZl3g1eyVwVy_mczem-G7NiNMmXN3HCYo1h8T2NWwMcFuDhpC6Q-sLmQp3QECqolmu_CWiHbPQAV9QZ2rn9om0k-aFPUkZIPNd16-MVZG_7WP3eEn-Da6qtxxIx7zWIECKvru4A_WvxYKjX4uwMTwWJvA1XhjoLYB6S39h9noF4Bl4EMtZGTagqoa4Cqjif8mJsAzBPlybw-Zw9p1SfObpbHA7fIhfCIFbo81DoZQ,HTTP/1.1,755,0,,200,OK,HTTP/1.1,0,image/gif,,,238,43,,,,0,0,27,132,-1,0,0,178.250.0.160,,161,value
76,,2019-10-09T16:23:04.454+03:00,GET,https://google-analytics.com/collect?v=1&cid=914aaa2e-6f66-4875-8972-de5ebbe65076&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=5229826801347341,HTTP/1.1,737,0,,200,OK,HTTP/1.1,0,image/gif,,,478,35,,,,0,0,337,90,314,0,0,172.217.23.132,,428,value
77,,2019-10-09T16:23:04.456+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&adk=1812271804&adf=3025194257&lmt=1570627384&plat=1%3A8%2C2%3A8%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ea=0&flash=0&pra=7&wgl=1&adsid=NT&dt=1570627383847&bpp=16&bdt=5060&fdt=400&idt=400&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200%2C300x600%2C250x250&nras=1&correlator=16516205257&frm=20&pv=1&ga_vid=1108687430.1570627332&ga_sid=1570627384&ga_hid=826286734&ga_fc=0&iag=0&icsg=3025855999639536&dssz=129&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&oid=3&pvsid=3548793711647712&pem=474&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=1040&bc=23&ifi=6&uci=6.8sye6ggzx2ed&dtd=407,HTTP/1.1,1517,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,725,0,,,,0,0,191,97,162,0,0,172.217.22.2,,290,value
78,,2019-10-09T16:23:04.509+03:00,GET,https://api.monotote.com/v1/translations/en?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e,HTTP/1.1,478,0,,200,OK,HTTP/1.1,0,application/json,,,698,111400,,,,131,0,237,200,199,0,0,37.139.15.252,,570,value
79,,2019-10-09T16:23:04.517+03:00,GET,https://tpc.googlesyndication.com/simgad/11568178201819946293?sqp=4sqPyQQ_Qj0qNQhfEAEdAAC0QiABKAEwCTgDQPCTCUgAWAFgX3ACnQEAAIA_qAEBsAGAreIEuAFfxQEtsp0-OPCTCVAB&rs=AOga4qmuaWgxus57ft2ECqU10-2n2V813Q,HTTP/1.1,1477,0,,200,OK,HTTP/1.1,0,image/jpeg,,,519,43752,,,,73,-1,-1,84,-1,0,-1,172.217.16.129,,158,value
80,,2019-10-09T16:23:04.550+03:00,GET,https://www.google.com/ads/measurement/l?ebcid=ALh7CaQheYrfN5GDPbaCIlxOYATnLKgyDXWcCVWgO3YD1jLVj90KMOEzob6LdxpHqVhZyNcSjHtxAWuPaTFfhHuziXSlXNy18A,HTTP/1.1,1426,0,,204,No Content,HTTP/1.1,0,text/html; charset=UTF-8,,,366,0,,,,0,-1,-1,107,-1,0,-1,216.58.205.228,,108,value
81,,2019-10-09T16:23:04.558+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=Cs45IS-OdXaH0Ndmv3gOA4rvQBP32qN9Y9omMgukJoeWwuMAXEAEg-szjFGD5uvSDnBCgAdzj9vUCyAECqQKoY5VuYSmTPqgDAcgDyQSqBMwBT9D5kO2ouVodn-jn8zl-I3LcOgii38ePXURQl8hOpef8wDIWoq_2aDDDTDSpZ5IgGK8CYSlGKf2Vu2Pg6KvGI6fmHTrzy91zN19A1IryEMqG5jxJUd9y_d9yejLO7sXTl-dTnB52lx4KImCsNcGMa3YfUf-8ZFVmDXw6AXw9LVbdVIV_BtD6T2QJCyhgGH3-FhX0e2IsIB7bIfIM2VnaP0G_En03Epaw52JpuW_Z7huhll_Bin_MJpU-9qrAwVzkelGDXcXHsZxKiGYGwATUyMTmjwKSBQQIBBgBkgUECAUYBJIFBAgFGBiSBQUIBRioAaAGAoAHjJyJigGoB47OG6gH1ckbqAfB0xuoB4XUG6gHgdQbqAeC1BuoB4bUG6gHhNQbqAeT2BuoB-DTG6gHugaoB9nLG6gHz8wbqAemvhvYBwHyBwQQmrQE0ggHCIBhEAEYHoAKAdgTDA&sigh=8_EFm48P4UM&tpd=AGWhJmtExu_MzhvbzVril3mK_WfFCu2Etw0HtsVrSn3rdRj4Lg,HTTP/1.1,2034,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,,0,-1,-1,110,-1,0,-1,172.217.22.2,,111,value
82,,2019-10-09T16:23:04.750+03:00,GET,https://pagead2.googlesyndication.com/pagead/s/cookie_push.html,HTTP/1.1,1461,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,842,652,,,,0,0,259,89,234,0,0,216.58.210.2,,350,
83,,2019-10-09T16:23:04.777+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,,151,0,240,116,214,0,0,216.58.210.2,,508,
84,,2019-10-09T16:23:04.809+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=shutupandtakemymoney.com,HTTP/1.1,421,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,,0,0,323,96,299,0,0,172.217.22.2,,420,value
85,,2019-10-09T16:23:04.812+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=shutupandtakemymoney.com,HTTP/1.1,419,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,,0,0,323,93,296,0,0,172.217.22.66,,418,value
86,,2019-10-09T16:23:05.017+03:00,GET,http://graph.facebook.com/?id=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&callback=jQuery110206931140269253078_1570627379657&_=1570627379658,HTTP/1.1,444,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,636,100,,,,0,0,25,162,-1,0,0,157.240.1.18,,188,value
87,,2019-10-09T16:23:05.019+03:00,GET,http://api.facebook.com/method/links.getStats?urls=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&format=json&callback=jQuery110206931140269253078_1570627379659&_=1570627379660,HTTP/1.1,475,0,,200,OK,HTTP/1.1,0,text/javascript;charset=utf-8,,,569,263,,,,0,0,27,150,-1,0,0,157.240.1.18,,178,value
88,,2019-10-09T16:23:05.028+03:00,GET,https://tpc.googlesyndication.com/daca_images/simgad/363648259153288426,HTTP/1.1,1322,0,,200,OK,HTTP/1.1,0,image/png,,,548,74858,,,,59,-1,-1,85,-1,0,-1,172.217.16.129,,146,
89,,2019-10-09T16:23:05.036+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=C0rKoTOOdXcGQBdTs3wPLhpyYA_32qN9YqPyVmuEJoeWwuMAXEAEg-szjFGD5uvSDnBCgAdzj9vUCyAECqQKoY5VuYSmTPqgDAcgDyQSqBNABT9B1j2bY8azCfYc9D23qcOtH-WMT6EPzc_D59gqVH_YV-5Mrk_IgZ8g0vaP5JeDBJ6N9TTjmSXVFLh54eUME_YRZdLN2Pn-hK19JsCNmHRR4rrdmnlHs4YGguxKd4p5G9mn_CluUlNYWBLLFRrRGad0jQgrdEW1nn_T3xvPUPfS8kkbMefcq4I8g4--yDkvAaII9BEH2KXPYg5Bfu_ZkCJyHmFo-l5ZWgO4yE2VSKapWrxrnSw5MLNOEmKhGamCnJLySD5aLhaIPWWUkm33EisAE1MjE5o8CkgUECAQYAZIFBAgFGASSBQQIBRgYkgUFCAUYqAGgBgKAB4yciYoBqAeOzhuoB9XJG6gHwdMbqAeF1BuoB4HUG6gHgtQbqAeG1BuoB4TUG6gHk9gbqAfg0xuoB7oGqAfZyxuoB8_MG6gHpr4b2AcB8gcEELehD9IIBwiAYRABGB6ACgHYEww&sigh=xa3ffa2FeB0&tpd=AGWhJmu2uf1zzRwvHuV2VI0FV6wNDzVSOQCXDZQDFTE31rE2Kw,HTTP/1.1,2009,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,,0,-1,-1,96,-1,0,-1,172.217.22.2,,96,value
90,,2019-10-09T16:23:05.082+03:00,GET,https://ws.sharethis.com/secure5x/index.html,HTTP/1.1,566,0,,200,OK,HTTP/1.1,0,text/html,,,509,4081,,,,1,-1,-1,82,-1,0,-1,13.224.132.115,,84,
91,,2019-10-09T16:23:05.147+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=90&slotname=3272316759&adk=3428921553&adf=2751417936&w=728&guci=2.2.0.0.2.2.0.0&format=728x90&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ea=0&flash=0&wgl=1&dt=1570627384485&bpp=15&bdt=566&fdt=641&idt=641&shv=r20191003&cbv=r20190131&saldr=aa&correlator=5393590382789&frm=24&ife=1&pv=2&ga_vid=1108687430.1570627332&ga_sid=1570627385&ga_hid=918678245&ga_fc=0&iag=3&icsg=678&nhd=1&dssz=7&mdo=0&mso=512&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=-12245933&bih=-12245933&isw=0&ish=0&ifk=1423944195&scr_x=-12245933&scr_y=-12245933&eid=20199335%2C21064715&oid=3&pvsid=2553955048692660&pem=59&rx=0&eae=2&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C0%2C0&vis=1&rsz=%7C%7CE%7C&abl=CS&pfx=0&fu=16&bc=23&ifi=1&uci=1.g0zhqnattdru&fsb=1&dtd=657,HTTP/1.1,1488,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,751,22850,,,,34,-1,-1,269,-1,0,-1,172.217.22.2,,305,value
92,,2019-10-09T16:23:05.151+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,417,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29093,,,,27,-1,-1,96,-1,0,-1,216.58.210.2,,124,value
93,,2019-10-09T16:23:05.153+03:00,GET,https://www.gstatic.com/mysidia/8811fd9fc9ac1d90c1bf97acd6e28023.js,HTTP/1.1,1294,0,,200,OK,HTTP/1.1,0,text/javascript,,,512,13339,,,,18,-1,-1,82,-1,0,-1,172.217.22.67,,100,
94,,2019-10-09T16:23:05.161+03:00,GET,https://www.gstatic.com/mysidia/53a5546135f50d091f00adac36cc3ab9.js,HTTP/1.1,1294,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,2332,,,,2,-1,-1,85,-1,0,-1,172.217.22.67,,88,
95,,2019-10-09T16:23:05.278+03:00,GET,https://tpc.googlesyndication.com/daca_images/simgad/432569836211033994,HTTP/1.1,1334,0,,200,OK,HTTP/1.1,0,image/jpeg,,,549,39755,,,,56,-1,-1,85,-1,0,-1,172.217.16.129,,142,
96,,2019-10-09T16:23:05.382+03:00,GET,https://plugin.monotote.com/panel-new.min.235a2781.js,HTTP/1.1,381,0,,200,OK,HTTP/1.1,0,application/javascript,,,928,208086,,,,202,0,336,91,310,0,0,13.225.249.47,,630,
97,,2019-10-09T16:23:05.396+03:00,GET,https://www.linkedin.com/countserv/count/share?format=jsonp&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&callback=linkedinjsonpcallbackwpsesi&_=1570627379661,HTTP/1.1,737,0,,404,Not Found,HTTP/1.1,0,text/html,,,1772,24810,,,,76,0,369,197,339,0,0,185.63.145.1,,643,value
98,,2019-10-09T16:23:05.493+03:00,GET,https://tpc.googlesyndication.com/simgad/15226032664602223377/downsize_200k_v1?w=300&h=300,HTTP/1.1,1353,0,,200,OK,HTTP/1.1,0,image/jpeg,,,545,7201,,,,18,-1,-1,103,-1,0,-1,172.217.16.129,,122,value
99,,2019-10-09T16:23:05.517+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=ChcDJTOOdXaLTNcqKrATH7ZiwBtSm69lY6P6X4rgKv-EeEAEg-szjFGD5uvSDnBCgAb6bq_kCyAEJqQKoY5VuYSmTPqgDAcgDwwSqBMIBT9AqaXVe7NmeeH8z-JI-YOod8A1o3LQhBQdUi0KaBbI9wewHnQAsxY2tuaUQtNXT84JU-Atlrf7iqFzL5eAuU8H5-KwUMZN65gykR2PprYTp1yy2hn96IKnKUlnV7413t6lrwluO-WIzF0dOQDf7e0V50HmP8ESOkQYdMRo20RkZwSiHH07HcajyrksTEmmoEo16Gwsd-Vi7102F-UMZuPgdQC0Jn4bHSD-zYoybhACOCmqNBkEH7XRtuE76Q58WrcbABLOm1sK2ApIFBAgEGAGSBQQIBRgEoAYugAeq5NSGAagHjs4bqAfVyRuoB8HTG6gHhdQbqAeB1BuoB4LUG6gHhtQbqAeE1BuoB5PYG6gH4NMbqAe6BqgH2csbqAfPzBuoB6a-G9gHAPIHAxCnNtIIBwiAYRABGB6ACgHYEw2IFAI&sigh=3KQvS1eIER0&template_id=484&tpd=AGWhJmv7v4DtsUrcXw1k_Wr_-n218_sZ6Wxl41GENIFgMZqgwg,HTTP/1.1,1966,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,,0,-1,-1,102,-1,0,-1,172.217.22.2,,103,value
100,,2019-10-09T16:23:05.518+03:00,GET,https://cm.g.doubleclick.net/pixel/attr?d=AHNF13JwcczbmScMe4oBuqKP7RhNGYbO0Xih,HTTP/1.1,561,0,,204,No Content,HTTP/1.1,0,text/html,,,512,0,,,,0,0,355,102,334,0,0,172.217.23.130,,458,value
101,,2019-10-09T16:23:05.545+03:00,GET,https://pagead2.googlesyndication.com/pagead/s/cookie_push.html,HTTP/1.1,1412,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,842,652,,,,0,-1,-1,85,-1,0,-1,216.58.210.2,,86,
102,,2019-10-09T16:23:05.657+03:00,GET,https://cm.g.doubleclick.net/pixel/attr?d=AHNF13JuYHljaaUE8JhiIbvj1qsJnxx7kiVt,HTTP/1.1,561,0,,204,No Content,HTTP/1.1,0,text/html,,,512,0,,,,0,-1,-1,103,-1,0,-1,172.217.23.130,,103,value
103,,2019-10-09T16:23:05.978+03:00,GET,https://plugin.monotote.com/css/plugin-new.0668d4bc.css?1.42.0,HTTP/1.1,405,0,,200,OK,HTTP/1.1,0,text/css,,,909,21642,,,,2,-1,-1,98,-1,0,-1,13.225.249.47,,100,value
104,,2019-10-09T16:23:06.208+03:00,POST,https://api.monotote.com/v1/t/visit?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e&language=&referrer=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&user-id=ade2d523-d04d-4cd4-c6dd-83a274964f09,HTTP/1.1,642,0,,200,OK,HTTP/1.1,0,image/jpg,,,527,695,,,,0,0,230,216,207,0,0,37.139.15.252,,447,value
105,,2019-10-09T16:23:06.835+03:00,GET,https://plugin.monotote.com/fonts/SF-Pro-Text-Regular.b166cde7.woff,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,application/x-font-woff,,,873,131880,,,,169,0,331,89,303,0,0,13.225.249.47,,590,
106,,2019-10-09T16:23:07.100+03:00,GET,https://plugin.monotote.com/fonts/icomoon.5d94c732.woff,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-font-woff,,,871,31764,,,,5,-1,-1,103,-1,0,-1,13.225.249.47,,109,
107,,2019-10-09T16:23:08.390+03:00,GET,https://ssum-sec.casalemedia.com/usermatchredir?s=184023&cb=https%3A%2F%2Fcm.g.doubleclick.net%2Fpixel%3Fgoogle_nid%3Dindex%26google_hm%3D&google_gid=CAESEO1YHqucRpNiai1YqCH5kIo&google_cver=1&google_push=AHNF13Ls09uDpf_CbsugSr_LOLbXDEZuY8qj0Y-N1fb3DA,HTTP/1.1,641,0,,302,Moved Temporarily,HTTP/1.1,0,text/html; charset=iso-8859-1,,https://ssum-sec.casalemedia.com/usermatchredir?s=184023&cb=https%3A%2F%2Fcm.g.doubleclick.net%2Fpixel%3Fgoogle_nid%3Dindex%26google_hm%3D&google_gid=CAESEO1YHqucRpNiai1YqCH5kIo&google_cver=1&google_push=AHNF13Ls09uDpf_CbsugSr_LOLbXDEZuY8qj0Y-N1fb3DA&C=1,821,458,,,,0,0,2703,246,2675,0,28,212.55.189.217,,2978,value
108,,2019-10-09T16:23:08.641+03:00,GET,https://ssum-sec.casalemedia.com/usermatchredir?s=184023&cb=https%3A%2F%2Fcm.g.doubleclick.net%2Fpixel%3Fgoogle_nid%3Dindex%26google_hm%3D&google_gid=CAESEO1YHqucRpNiai1YqCH5kIo&google_cver=1&google_push=AHNF13Ls09uDpf_CbsugSr_LOLbXDEZuY8qj0Y-N1fb3DA&C=1,HTTP/1.1,694,0,,302,Moved Temporarily,HTTP/1.1,0,text/html; charset=iso-8859-1,,https://cm.g.doubleclick.net/pixel?google_nid=index&google_hm=XZ3jULlQJZMAAFvoYhsAAAEAArYAAAIB&google_cver=1&google_gid=CAESEO1YHqucRpNiai1YqCH5kIo&google_push=AHNF13Ls09uDpf_CbsugSr_LOLbXDEZuY8qj0Y-N1fb3DA,963,406,,,,0,-1,-1,247,-1,0,-1,212.55.189.217,,248,value
