,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.ssl,timings.send,timings.wait,timings.dns,serverIPAddress,comment,time
44,,2019-10-09T18:29:27.646+03:00,GET,https://di.rlcdn.com/474669.gif?pdata=139352%3D1%2C139354%3D1%2C139355%3D1%2C139353%3D1%2C47600%3D1%2C47601%3D1%2C51127%3D1%2C47856%3D1%2C47895%3D1%2C84067%3D1%2C84068%3D1%2C142563%3D1%2C47871%3D1%2C98376%3D1%2C142578%3D1%2C52634%3D1%2C52603%3D1%2C47465%3D1%2C47469%3D1%2C47472%3D1%2C47473%3D1%2C82257%3D1%2C93220%3D1%2C93222%3D1%2C93223%3D1%2C93221%3D1%2C47504%3D1%2C47536%3D1%2C47538%3D1%2C47539%3D1%2C47559%3D1%2C47560%3D1%2C47571%3D1%2C47575%3D1%2C47576%3D1%2C47573%3D1%2C47584%3D1%2C142628%3D1%2C142637%3D1%2C142636%3D1%2C142638%3D1%2C143090%3D1%2C143092%3D1%2C143091%3D1%2C143085%3D1%2C143050%3D1%2C143051%3D1%2C47910%3D1%2C63277%3D1%2C82930%3D1%2C82233%3D1%2C63281%3D1%2C63282%3D1%2C47677%3D1%2C47687%3D1%2C144745%3D1%2C47684%3D1%2C103579%3D1%2C103583%3D1%2C103588%3D1%2C103589%3D1%2C63284%3D1%2C103603%3D1%2C47917%3D1%2C103605%3D1%2C103606%3D1%2C47918%3D1%2C103626%3D1%2C103628%3D1%2C103630%3D1%2C103632%3D1%2C143069%3D1%2C143070%3D1%2C143073%3D1%2C143076%3D1%2C139360%3D1%2C139331%3D1%2C47835%3D1,HTTP/1.1,value,1444,0,,200,OK,HTTP/1.1,0,image/gif,,,554,42,,,0,449,0,412,0,210,0,35.190.72.21,,661
45,,2019-10-09T18:29:27.649+03:00,GET,https://cms.analytics.yahoo.com/cms?partner_id=RTGLY,HTTP/1.1,value,777,0,,302,Found,HTTP/1.1,0,text/html;charset=utf-8,,https://app.retargetly.com/sync?pid=22&sid=y-Glf7qwx1lwVzlTHWKRtd8rJ5ORr9WuAlrng-,551,0,,,0,414,0,385,0,104,0,188.125.66.34,,519
46,,2019-10-09T18:29:27.665+03:00,GET,https://static.quantcast.mgr.consensu.org/v25/cmp-3pc-check.html,HTTP/1.1,,571,0,,200,OK,HTTP/1.1,0,text/html,,,500,583,,,1,445,0,422,0,84,0,13.225.249.13,,531
47,,2019-10-09T18:29:27.703+03:00,GET,"https://tag.crsspxl.com/s1.js?d=2134&cb=1570634967183&dx=139352,139354,139355,139353,47600,47601,51127,47856,47895,84067,84068,142563,47871,98376,142578,52634,52603,47465,47469,47472,47473,82257,93220,93222,93223,93221,47504,47536,47538,47539,47559,47560,47571,47575,47576,47573,47584,142628,142637,142636,142638,143090,143092,143091,143085,143050,143051,47910,63277,82930,82233,63281,63282,47677,47687,144745,47684,103579,103583,103588,103589,63284,103603,47917,103605,103606,47918,103626,103628,103630,103632,143069,143070,143073,143076,139360,139331,47835",HTTP/1.1,value,1102,0,,200,,HTTP/1.1,0,text/javascript,,,790,949,,,0,461,0,424,0,166,0,23.21.234.14,,628
48,,2019-10-09T18:29:27.714+03:00,GET,https://app.retargetly.com/sync?pid=39&sid=1180e62a-53cb-4870-9aaa-2229b227571a-tuct49785c8,HTTP/1.1,value,1336,0,,200,OK,HTTP/1.1,0,image/png,,,1019,68,,,0,457,0,416,0,158,0,45.33.79.230,,617
49,,2019-10-09T18:29:27.788+03:00,GET,https://cm.smadex.com/pixel?sm_did=lotame,HTTP/1.1,value,477,0,,204,No Content,HTTP/1.1,0,,,,216,0,,,0,557,0,519,0,173,39,52.4.101.199,,770
50,,2019-10-09T18:29:27.877+03:00,GET,https://app.retargetly.com/sync?pid=22&sid=y-Glf7qwx1lwVzlTHWKRtd8rJ5ORr9WuAlrng-,HTTP/1.1,value,990,0,,200,OK,HTTP/1.1,0,image/png,,,1057,68,,,0,-1,-1,-1,0,169,-1,45.33.79.230,,170
51,,2019-10-09T18:29:27.892+03:00,GET,https://securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&pvsid=705627213961710&correlator=3940412310018328&output=ldjh&impl=fifs&adsid=NT&eid=21064756%2C21063203&vrg=2019100301&guci=2.2.0.0.2.2.0.0&plat=1%3A536870920%2C2%3A553648136%2C8%3A134217736&sc=1&sfv=1-0-35&ecs=20191009&iu_parts=430166808%2CBraniac%2CHome-Billboard%2Csticky-dsk%2Cfeed-home&enc_prev_ius=%2F0%2F1%2F2%2C%2F0%2F1%2F3%2C%2F0%2F1%2F4%2C%2F0%2F1%2F4&prev_iu_szs=728x90%7C970x90%2C728x90%7C970x90%2C320x50%7C336x280%7C300x250%2C320x50%7C336x280%7C300x250&fluid=0%2C0%2Cheight%2Cheight&prev_scp=logged%3Dfalse%26browser%3DChrome%26td%3Dno%26hb_format_appnexus%3Dbanner%26hb_source_appnexus%3Dclient%26hb_size_appnexus%3D728x90%26hb_pb_appnexus%3D0.00%26hb_adid_appnexus%3D22c51a3985ec4e1%26hb_bidder_appnexus%3Dappnexus%26hb_format%3Dbanner%26hb_source%3Dclient%26hb_size%3D728x90%26hb_pb%3D0.00%26hb_adid%3D22c51a3985ec4e1%26hb_bidder%3Dappnexus%7Clogged%3Dfalse%26browser%3DChrome%26td%3Dno%26hb_format_appnexus%3Dbanner%26hb_source_appnexus%3Dclient%26hb_size_appnexus%3D728x90%26hb_pb_appnexus%3D0.00%26hb_adid_appnexus%3D23fae86547a3442%26hb_bidder_appnexus%3Dappnexus%26hb_format%3Dbanner%26hb_source%3Dclient%26hb_size%3D728x90%26hb_pb%3D0.00%26hb_adid%3D23fae86547a3442%26hb_bidder%3Dappnexus%7Clogged%3Dfalse%26browser%3DChrome%26feed%3Dexp%26td%3Dno%7Clogged%3Dfalse%26browser%3DChrome%26feed%3Dexp%26td%3Dno&eri=1&cookie=ID%3D27b5ad15f0076ef7%3AT%3D1570635869%3AS%3DALNI_MaGv605JL-m0QmkZ_kYoxcaPKVdMA&bc=31&abxe=1&lmt=1570634967&dt=1570634967676&dlt=1570634965643&idt=955&frm=20&biw=779&bih=600&oid=3&adxs=26%2C26%2C222%2C222&adys=50%2C600%2C5716%2C11307&adks=2955714392%2C2492480678%2C2038352438%2C2038352441&ucis=1%7C2%7C3%7C4&ifi=1&u_tz=180&u_his=2&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_sd=1&flash=0&url=https%3A%2F%2Fwww.taringa.net%2F&dssz=29&icsg=15380480&std=0&vis=1&dmc=8&scr_x=0&scr_y=0&psz=779x90%7C779x-1%7C747x280%7C747x280&msz=728x90%7C728x-1%7C336x280%7C336x280&ga_vid=2101018907.1570634788&ga_sid=1570634968&ga_hid=440416969&fws=4%2C516%2C4%2C4&ohw=779%2C779%2C779%2C779,HTTP/1.1,value,2498,0,,200,OK,HTTP/1.1,0,text/plain; charset=UTF-8,,,929,15635,,,52,199,0,173,0,371,0,172.217.22.98,,624
52,,2019-10-09T18:29:27.907+03:00,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_rendering_2019100301.js?21064756,HTTP/1.1,value,481,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,24653,,,52,192,0,173,0,118,0,172.217.22.98,,363
53,,2019-10-09T18:29:27.922+03:00,GET,https://tpc.googlesyndication.com/safeframe/1-0-35/html/container.html,HTTP/1.1,,450,0,,200,OK,HTTP/1.1,0,text/html,,,541,3491,,,7,205,0,182,0,96,0,172.217.16.129,,309
54,,2019-10-09T18:29:27.955+03:00,GET,https://www.facebook.com/tr/?id=143125965710465&ev=fb_page_view&dl=https%3A%2F%2Fwww.taringa.net%2F&rl=&if=false&ts=1570634967758&sw=800&sh=600,HTTP/1.1,value,547,0,,200,OK,HTTP/1.1,0,image/gif,,,367,44,,,0,181,0,154,0,98,0,157.240.1.35,,281
55,,2019-10-09T18:29:28.110+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,value,584,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1019,12551,,,11,308,0,279,0,97,30,157.240.1.23,,448
56,,2019-10-09T18:29:28.371+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,value,403,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29611,,,27,-1,-1,-1,0,115,-1,172.217.23.98,,143
57,,2019-10-09T18:29:28.371+03:00,GET,https://securepubads.g.doubleclick.net/pagead/adview?ai=CxfRK6wCeXcTzLpCogAefr42ACcCOhdlY-s2tm-AIFBABIJ-IzhJg-br0g5wQoAH_24rIA8gBAeACAKgDAcgDCqoEwAFP0GrWOLAyio-CXheTtovxiAWf2bxygUADXdknpeRIOrgprKnY8U24uY-4pjDJ0DRPzUxKDX7uQEoN-02a83JCU3zwqGz3wlxUYuG169c4OLpaJfzzxv0GscbLver3O88sJ1dcRyiLRgzYAZDOjN5mg34vqkyH1J89yxtUhmLE7QCJy2t7CvrWX3EGgkO_eWyf0n5YHiMHhDr7Z2_mjqAVL9G4zV-H-4TXW2zM5PWbREOg0uqZn5HqToxL2iAYD3TABNCdl43vAeAEAZIFBAgEGAGSBQQIBRgEkgUECAUYGJIFBQgFGKgBgAeG85wJqAeOzhuoB9XJG6gHwdMbqAeF1BuoB4HUG6gHgtQbqAeG1BuoB4TUG6gHk9gbqAfg0xuoB7oGqAfZyxuoB8_MG6gHpr4b2AcB8gcEEKi2A9IIBwiAYRABGB2ACgHYEwyIFAQ&sigh=vs6_8Siojd8&tpd=AGWhJmuGEYnQ6GeAzz102raklwcv8ymYEHrx26p5Dbl8-Oxmug,HTTP/1.1,value,1098,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,564,0,,,0,-1,-1,-1,0,94,-1,172.217.22.98,,95
58,,2019-10-09T18:29:28.371+03:00,GET,https://securepubads.g.doubleclick.net/pcs/view?xai=AKAOjstxCHXr_nWdL-i_MZmcwbYjNE-NzKSCSONy4nUO1mCfFFbKvbm_hsQNhghVItus8krtst5Lm2rG0HXBnvTURv0ArJIbyx6JAwr5BaHfsyhcB46fCyrxfiU5sdc5h8XtGohg_oDf-c_apQ8c1sxHt_8yfNqJZPNoauQ2DHJDnXzUQW-MUUIJdOCUUjUH3J9YBYOiLuiyznEstivG-uuR4lNabDztkGsPSKi8cYbuVXp_cP-9I5L677GIR7pdmQgwZndhqQcq2Ov8TWQ&sig=Cg0ArKJSzMSUdQKQfU-EEAE&urlfix=1&adurl=,HTTP/1.1,value,765,0,,200,OK,HTTP/1.1,0,image/gif,,,542,0,,,0,-1,-1,-1,0,95,-1,172.217.22.98,,96
59,,2019-10-09T18:29:28.372+03:00,GET,https://tpc.googlesyndication.com/pagead/images/abg/es.png,HTTP/1.1,,410,0,,200,OK,HTTP/1.1,0,image/png,,,580,2927,,,0,-1,-1,-1,0,91,-1,172.217.16.129,,92
60,,2019-10-09T18:29:28.471+03:00,GET,https://tpc.googlesyndication.com/pagead/images/abg/icon.png,HTTP/1.1,,412,0,,200,OK,HTTP/1.1,0,image/png,,,578,344,,,0,-1,-1,-1,0,92,-1,172.217.16.129,,93
61,,2019-10-09T18:29:28.647+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:300,400,500&lang=en",HTTP/1.1,value,397,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,591,,,0,309,0,278,0,109,0,216.58.207.42,,420
62,,2019-10-09T18:29:28.667+03:00,GET,https://www.google.com/ads/measurement/l?ebcid=ALh7CaRhM11G_fyohhaGvpe8T2mETBhyhOXCMMEEQyDIAyrYIOWd9J-rKnrjg35FFDQtCEtvK2lWS7wk_lWir5-CCFBe1cJUCw,HTTP/1.1,value,497,0,,204,No Content,HTTP/1.1,0,text/html; charset=UTF-8,,,366,0,,,0,298,0,265,0,99,0,172.217.21.228,,398
63,,2019-10-09T18:29:28.971+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,,457,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15872,,,49,192,0,161,0,84,0,172.217.21.227,,326
64,,2019-10-09T18:29:29.251+03:00,GET,https://ads.avocet.io/getuid?url=https%3A%2F%2Fps.eyeota.net%2Fmatch%3Fbid%3Db2c3gb0%26dc_rc%3D1%26dc_mr%3D5%26dc_orig%3Dr8j3b20%26%26uid%3D%7B%7BUUID%7D%7D%0A,HTTP/1.1,value,850,0,,302,Found,HTTP/1.1,0,text/html; charset=utf-8,,/getuid?bounce=true&url=https%3A%2F%2Fps.eyeota.net%2Fmatch%3Fbid%3Db2c3gb0%26dc_rc%3D1%26dc_mr%3D5%26dc_orig%3Dr8j3b20%26%26uid%3D%7B%7BUUID%7D%7D%0A,588,177,,,0,1517,0,1490,0,159,72,34.199.103.83,,1750
65,,2019-10-09T18:29:30.869+03:00,GET,https://sync.teads.tv/iframe,HTTP/1.1,,644,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,273,755,,,0,145,0,94,0,110,0,212.55.188.10,,256
66,,2019-10-09T18:29:31.043+03:00,GET,https://eus.rubiconproject.com/usync.html,HTTP/1.1,,1704,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,429,7651,,,0,320,0,267,0,102,0,23.213.217.219,,423
67,,2019-10-09T18:29:36.933+03:00,POST,https://www.taringa.net/apiv7/track/story/impression,HTTP/1.1,,921,40,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,634,2,,,0,-1,-1,-1,3,238,-1,104.16.250.39,,241
68,,2019-10-09T18:29:37.040+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.taringa.net,HTTP/1.1,value,387,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,8575,0,8547,0,93,0,172.217.23.98,,8670
69,,2019-10-09T18:29:37.041+03:00,GET,https://cdn.ampproject.org/rtv/011909241711100/amp4ads-v0.js,HTTP/1.1,,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,1331,70044,,,453,8668,0,8638,0,137,35,172.217.18.161,,9294
70,,2019-10-09T18:29:37.062+03:00,GET,https://ads.avocet.io/getuid?bounce=true&url=https%3A%2F%2Fps.eyeota.net%2Fmatch%3Fbid%3Db2c3gb0%26dc_rc%3D1%26dc_mr%3D5%26dc_orig%3Dr8j3b20%26%26uid%3D%7B%7BUUID%7D%7D%0A,HTTP/1.1,value,913,0,,302,Found,HTTP/1.1,0,text/html; charset=utf-8,,https://ps.eyeota.net/match?bid=b2c3gb0&dc_rc=1&dc_mr=5&dc_orig=r8j3b20&&uid=59267b3c-67a2-4e96-9465-8121e9d42c79,551,156,,,0,-1,-1,-1,0,167,-1,34.199.103.83,,167
71,,2019-10-09T18:29:37.067+03:00,GET,https://pagead2.googlesyndication.com/pagead/gen_204?id=gpt_sz&r=320x50%7C336x280%7C300x250&w=300&h=250,HTTP/1.1,value,455,0,,204,No Content,HTTP/1.1,0,image/gif,,,768,0,,,0,8516,0,8480,0,117,0,172.217.23.98,,8634
72,,2019-10-09T18:29:37.074+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,,630,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,895,7402,,,2,8576,0,8543,0,86,0,172.217.23.98,,8665
73,,2019-10-09T18:29:37.077+03:00,GET,https://cdn.ampproject.org/rtv/011909241711100/v0/amp-fit-text-0.1.js,HTTP/1.1,,385,0,,200,OK,HTTP/1.1,0,text/javascript,,,1331,1388,,,0,8703,0,8670,0,132,34,172.217.18.161,,8870
74,,2019-10-09T18:29:37.078+03:00,GET,https://cdn.ampproject.org/rtv/011909241711100/v0/amp-form-0.1.js,HTTP/1.1,,381,0,,200,OK,HTTP/1.1,0,text/javascript,,,1330,13920,,,1090,8707,0,8675,0,153,37,172.217.18.161,,9989
75,,2019-10-09T18:29:37.110+03:00,GET,https://cdn.ampproject.org/rtv/011909241711100/v0/amp-ad-exit-0.1.js,HTTP/1.1,,384,0,,200,OK,HTTP/1.1,0,text/javascript,,,1330,5411,,,150,7823,0,7792,0,85,0,172.217.18.161,,8060
76,,2019-10-09T18:29:37.121+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.taringa.net,HTTP/1.1,value,389,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,7881,0,7841,0,94,0,216.58.210.2,,7977
77,,2019-10-09T18:29:37.122+03:00,GET,https://cdn.ampproject.org/rtv/011909241711100/v0/amp-analytics-0.1.js,HTTP/1.1,,386,0,,200,OK,HTTP/1.1,0,text/javascript,,,1330,40838,,,217,8699,0,8666,0,141,33,172.217.18.161,,9092
78,,2019-10-09T18:29:37.130+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-5717128494977839&output=html&h=90&slotname=7575862920&adk=353852414&adf=1507960142&w=728&guci=2.2.0.0.2.2.0.0&format=728x90&url=https%3A%2F%2Fwww.taringa.net%2F&ea=0&flash=0&wgl=1&dt=1570634968448&bpp=11&bdt=93&fdt=39&idt=39&shv=r20191003&cbv=r20190131&saldr=aa&correlator=6098234134291&frm=23&ife=4&pv=2&ga_vid=2101018907.1570634788&ga_sid=1570634968&ga_hid=1128184734&ga_fc=0&iag=3&icsg=682&nhd=1&dssz=10&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=26&ady=510&biw=779&bih=600&isw=728&ish=90&ifk=2592828698&scr_x=0&scr_y=0&eid=20199335%2C21064714%2C368226950%2C368226960&oid=3&pvsid=3479946663753529&pem=313&rx=0&eae=2&fc=656&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C728%2C90&vis=1&rsz=%7C%7CeE%7C&abl=CS&pfx=1&fu=20&bc=31&ifi=1&uci=1.dxkfmvhja6tm&dtd=52,HTTP/1.1,value,1426,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,749,204,,,0,8608,0,8563,0,233,0,172.217.23.98,,8843
79,,2019-10-09T18:29:37.255+03:00,GET,https://acdn.adnxs.com/ib/static/usersync/v3/async_usersync.html,HTTP/1.1,,621,0,,200,OK,HTTP/1.1,0,text/html,,,670,506,,,0,187,0,164,0,90,48,151.101.17.108,,326
80,,2019-10-09T18:29:37.329+03:00,GET,https://pixel-sync.sitescout.com/dmp/pixelSync?nid=94&gdpr=0&gdpr_consent=&_t=1570636014699,HTTP/1.1,value,511,0,,302,,HTTP/1.1,0,,,https://loadm.exelator.com/load/?p=204&g=700&j=r&buid=e5df81c5-8c47-48ae-89ca-d12497b11aed&ru=https%3A%2F%2Fpixel.tapad.com%2Fidsync%2Fex%2Fpush%3Fpartner_id%3D2499%26partner_device_id%3De5df81c5-8c47-48ae-89ca-d12497b11aed%26partner_url%3Dhttps%253A%252F%252Fsync.teads.tv%252Fum%253Feid%253D73%2526uid%253De5df81c5-8c47-48ae-89ca-d12497b11aed,923,0,,,0,270,0,239,0,88,0,66.155.71.149,,360
81,,2019-10-09T18:29:37.345+03:00,GET,https://ad.turn.com/r/cs?pid=41&gdpr=0&gdpr_consent=&_t=1570636014699,HTTP/1.1,value,503,0,,302,Found,HTTP/1.1,0,,,https://sync.teads.tv/um?eid=11&uid=4531167135523739916,470,0,,,0,316,0,287,0,123,0,46.228.164.11,,441
82,,2019-10-09T18:29:37.414+03:00,GET,https://secure.adnxs.com/getuid?https%3A%2F%2Fsync.teads.tv%2Fum%3Ffp%3D1%26eid%3D19%26uid%3D%24UID&gdpr=0&gdpr_consent=&_t=1570636014699,HTTP/1.1,value,581,0,,200,OK,HTTP/1.1,0,image/gif,,,796,43,,,0,362,0,334,0,113,33,37.252.172.249,,510
83,,2019-10-09T18:29:37.451+03:00,GET,https://ps.eyeota.net/match?bid=b2c3gb0&dc_rc=1&dc_mr=5&dc_orig=r8j3b20&&uid=59267b3c-67a2-4e96-9465-8121e9d42c79,HTTP/1.1,value,879,0,,302,Found,HTTP/1.1,0,,,https://eyeota2waycm.netmng.com/cm/?rd=https%3A%2F%2Fps.eyeota.net%2Fmatch%3Fbid%3D6bmpi0v%26uid%3D%7BUUID%7D%26dc_rc%3D2%26dc_mr%3D5%26dc_orig%3Dr8j3b20%26,290,0,,,0,217,0,183,0,121,0,18.185.83.216,,339
84,,2019-10-09T18:29:37.472+03:00,GET,https://sync.teads.tv/um?eid=11&uid=4531167135523739916,HTTP/1.1,value,558,0,,200,OK,HTTP/1.1,0,image/gif,,,257,23,,,0,-1,-1,-1,0,112,-1,212.55.188.10,,113
85,,2019-10-09T18:29:37.531+03:00,GET,https://secure.adnxs.com/async_usersync?cbfn=AN_async_load,HTTP/1.1,value,501,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,738,0,,,0,-1,-1,-1,0,111,-1,37.252.172.249,,112
86,,2019-10-09T18:29:37.718+03:00,GET,https://www.google.com/pagead/drt/ui,HTTP/1.1,,353,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/drt/si,401,246,,,0,-1,-1,-1,0,129,-1,172.217.21.228,,130
87,,2019-10-09T18:29:37.820+03:00,GET,https://loadm.exelator.com/load/?p=204&g=700&j=r&buid=e5df81c5-8c47-48ae-89ca-d12497b11aed&ru=https%3A%2F%2Fpixel.tapad.com%2Fidsync%2Fex%2Fpush%3Fpartner_id%3D2499%26partner_device_id%3De5df81c5-8c47-48ae-89ca-d12497b11aed%26partner_url%3Dhttps%253A%252F%252Fsync.teads.tv%252Fum%253Feid%253D73%2526uid%253De5df81c5-8c47-48ae-89ca-d12497b11aed,HTTP/1.1,value,918,0,,302,Found,HTTP/1.1,0,text/html,,https://pixel.tapad.com/idsync/ex/push?partner_id=2499&partner_device_id=e5df81c5-8c47-48ae-89ca-d12497b11aed&partner_url=https%3A%2F%2Fsync.teads.tv%2Fum%3Feid%3D73%26uid%3De5df81c5-8c47-48ae-89ca-d12497b11aed,930,0,,,0,349,0,324,0,111,47,136.144.49.28,,509
88,,2019-10-09T18:29:37.851+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/si,HTTP/1.1,,444,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,888,0,,,0,-1,-1,-1,0,93,-1,172.217.23.98,,94
89,,2019-10-09T18:29:38.226+03:00,GET,https://pixel.tapad.com/idsync/ex/push?partner_id=2499&partner_device_id=e5df81c5-8c47-48ae-89ca-d12497b11aed&partner_url=https%3A%2F%2Fsync.teads.tv%2Fum%3Feid%3D73%26uid%3De5df81c5-8c47-48ae-89ca-d12497b11aed,HTTP/1.1,value,646,0,,302,Found,HTTP/1.1,0,,,https://sync.teads.tv/um?eid=73&uid=e5df81c5-8c47-48ae-89ca-d12497b11aed,627,0,,,0,283,0,254,0,94,0,35.227.248.159,,379
90,,2019-10-09T18:29:38.325+03:00,GET,https://sync.teads.tv/um?eid=73&uid=e5df81c5-8c47-48ae-89ca-d12497b11aed,HTTP/1.1,value,575,0,,200,OK,HTTP/1.1,0,image/gif,,,257,23,,,0,-1,-1,-1,0,115,-1,212.55.188.10,,116
91,,2019-10-09T18:29:38.959+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsvbQlfvCCoy6BU3RcelsoxE7G-59CBxqGXB4qhZrOTgKcVthyar2uKgLwKl3F9ftLNbmWpFYYRn4zCIiMRr6lIfQ5WWVat0oCfFWLn-p-D7nSyHbUI&sai=AMfl-YQLPdAAOzooQLgfzgZmKvPYOEWXWx-S47Zv_Lg3m5L5ykdjCQGudCZJ0oeMMPPXiIsrdgpGwbgFX65hXTFvxoiqEyjEdDfKFP7nC9OT0YWyT4G3GnvFbJ-_X_g&sig=Cg0ArKJSzJlIchIvtq73EAE&cid=CAASEuRoIHCWMBzmK3U1NJu8RnLHng&id=ampim&o=26,50&d=728,90&ss=800,600&bs=800,600&mcvt=1002&mtos=0,0,1002,1002,1002&tos=0,0,1002,0,0&tfs=124&tls=1126&g=100&h=100&pt=10008&tt=1126&rpt=10008&rst=1570634968324&r=v&adk=2955714392&avms=ampa",HTTP/1.1,value,925,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,147,0,118,0,141,0,172.217.23.98,,289
92,,2019-10-09T18:29:40.108+03:00,GET,https://tg.socdm.com/aux/idsync?proto=teads&gdpr=0&gdpr_consent=&_t=1570636014699,HTTP/1.1,value,437,0,,302,Found,HTTP/1.1,0,,,https://sync.teads.tv/um?eid=70&uid=XZ4A.MCo5loAAGAPAO0AAAAA,836,0,,,0,3048,0,3018,0,337,19,202.241.208.56,,3407
93,,2019-10-09T18:29:40.450+03:00,GET,https://sync.teads.tv/um?eid=70&uid=XZ4A.MCo5loAAGAPAO0AAAAA,HTTP/1.1,value,563,0,,200,OK,HTTP/1.1,0,image/gif,,,257,23,,,0,-1,-1,-1,0,111,-1,212.55.188.10,,112
94,,2019-10-09T18:29:40.452+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsuhEOTkW5ZGLj6vmF3O4-WwbHolbRUWChfpeuyFSvUjER52KOcCTSHIl52e39t8-5ItqFBsooDxAAhKplWwdYnwkWIlH6wV4VdlpNm_Kag&sig=Cg0ArKJSzLY8pHrdx0y-EAE&adk=2492480678&tt=-1&bs=779%2C600&mtos=1083,1083,1083,1083,1083&tos=1083,0,0,0,0&p=510,26,600,754&mcvt=1083&rs=3&ht=0&tfs=8967&tls=10050&mc=1&lte=1&bas=0&bac=0&met=no&avms=nio&niot_obs=11&niot_cbk=63&md=2&lm=2&rst=1570634968361&rpt=9022&isd=0&msd=0&oseid=3&xdi=0&ps=779%2C16386&ss=800%2C600&pt=-1&bin=1&deb=1-1-1-38-98-16-455-97-0-0-0&tvt=10040&r=v&id=osdim&vs=4&uc=97&upc=2&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191007",HTTP/1.1,value,980,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,-1,-1,-1,0,127,-1,172.217.23.98,,128
95,,2019-10-09T18:29:40.499+03:00,GET,https://eyeota2waycm.netmng.com/cm/?rd=https%3A%2F%2Fps.eyeota.net%2Fmatch%3Fbid%3D6bmpi0v%26uid%3D%7BUUID%7D%26dc_rc%3D2%26dc_mr%3D5%26dc_orig%3Dr8j3b20%26,HTTP/1.1,value,847,0,,200,OK,HTTP/1.1,0,image/gif,,,150,35,,,7,2881,0,2856,0,236,33,104.193.80.53,,3159
