,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.dns,timings.wait,timings.ssl,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name
101,,2019-10-09T17:22:37.475+03:00,GET,https://ws.sharethis.com/images/2017/pinterest_counter.png,HTTP/1.1,409,0,,200,OK,HTTP/1.1,0,image/png,,,511,2230,,,0,0,95,228,0,265,0,13.225.249.84,,361,
102,,2019-10-09T17:22:37.543+03:00,GET,https://ws.sharethis.com/secure/images/bubble_arrow.png,HTTP/1.1,437,0,,200,OK,HTTP/1.1,0,image/png,,,509,979,,,0,0,80,231,0,268,2,13.225.249.84,,352,
103,,2019-10-09T17:22:37.584+03:00,GET,https://files.onread.com/369251/thumbs/152x264/water-for-elephants.jpg,HTTP/1.1,725,0,,200,OK,HTTP/1.1,0,image/jpeg,,,600,25373,,,0,-1,165,-1,-1,-1,3,104.24.119.116,,169,
104,,2019-10-09T17:22:37.669+03:00,GET,https://files.onread.com/358937/thumbs/152x264/the-help.jpg,HTTP/1.1,714,0,,200,OK,HTTP/1.1,0,image/jpeg,,,589,18237,,,0,-1,131,-1,-1,-1,6,104.24.119.116,,138,
105,,2019-10-09T17:22:37.778+03:00,GET,https://files.onread.com/781707/thumbs/152x264/me-before-you.jpg,HTTP/1.1,719,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,32607,,,0,-1,156,-1,-1,-1,13,104.24.119.116,,170,
106,,2019-10-09T17:22:37.968+03:00,GET,https://files.onread.com/780704/thumbs/152x264/the-storyteller.jpg,HTTP/1.1,721,0,,200,OK,HTTP/1.1,0,image/jpeg,,,596,24884,,,7,-1,169,-1,-1,-1,3,104.24.119.116,,180,
107,,2019-10-09T17:22:37.980+03:00,GET,https://files.onread.com/781031/thumbs/152x264/and-the-mountains-echoed.jpg,HTTP/1.1,730,0,,200,OK,HTTP/1.1,0,image/jpeg,,,605,31294,,,0,-1,149,-1,-1,-1,42,104.24.119.116,,192,
108,,2019-10-09T17:22:37.996+03:00,GET,https://files.onread.com/781706/thumbs/152x264/allegiant-the-world-of-divergent.jpg,HTTP/1.1,738,0,,200,OK,HTTP/1.1,0,image/jpeg,,,613,33008,,,0,-1,149,-1,-1,-1,68,104.24.119.116,,217,
109,,2019-10-09T17:22:38.184+03:00,GET,https://files.onread.com/781705/thumbs/152x264/four-divergent-stories.jpg,HTTP/1.1,728,0,,200,OK,HTTP/1.1,0,image/jpeg,,,603,28024,,,0,-1,133,-1,-1,-1,24,104.24.119.116,,158,
110,,2019-10-09T17:22:38.184+03:00,GET,https://files.onread.com/785773/thumbs/152x264/pretty-little-liars-flawless-cover.png,HTTP/1.1,740,0,,200,OK,HTTP/1.1,0,image/png,,,616,161113,,,0,-1,146,-1,-1,-1,55,104.24.119.116,,202,
111,,2019-10-09T17:22:38.230+03:00,GET,https://files.onread.com/781703/thumbs/152x264/the-vampire-diaries-midnight.jpg,HTTP/1.1,734,0,,200,OK,HTTP/1.1,0,image/jpeg,,,609,23033,,,0,-1,190,-1,-1,-1,7,104.24.119.116,,198,
112,,2019-10-09T17:22:38.396+03:00,GET,https://files.onread.com/781702/thumbs/152x264/touch.jpg,HTTP/1.1,711,0,,200,OK,HTTP/1.1,0,image/jpeg,,,586,20644,,,0,-1,154,-1,-1,-1,1,104.24.119.116,,157,
113,,2019-10-09T17:22:38.396+03:00,GET,https://files.onread.com/781701/thumbs/152x264/kiss-of-midnight.jpg,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,image/jpeg,,,597,23983,,,0,-1,170,-1,-1,-1,11,104.24.119.116,,182,
114,,2019-10-09T17:22:38.434+03:00,GET,https://files.onread.com/781700/thumbs/152x264/alas-babylon.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,593,17045,,,0,-1,138,-1,-1,-1,6,104.24.119.116,,145,
115,,2019-10-09T17:22:38.533+03:00,GET,https://ws.sharethis.com/secure/index.html,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,text/html,,,508,2090,,,0,-1,98,-1,-1,-1,1,13.225.249.84,,99,
116,,2019-10-09T17:22:38.588+03:00,GET,https://files.onread.com/778150/thumbs/152x264/love-me-to-death.jpg,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,image/jpeg,,,597,34774,,,0,-1,143,-1,-1,-1,15,104.24.119.116,,159,
117,,2019-10-09T17:22:38.589+03:00,GET,https://files.onread.com/541095/thumbs/152x264/the-world-is-flat.jpg,HTTP/1.1,723,0,,200,OK,HTTP/1.1,0,image/jpeg,,,598,19312,,,0,-1,144,-1,-1,-1,10,104.24.119.116,,156,
118,,2019-10-09T17:22:38.589+03:00,GET,https://files.onread.com/779756/thumbs/152x264/a-kings-ransom.jpg,HTTP/1.1,720,0,,200,OK,HTTP/1.1,0,image/jpeg,,,595,25718,,,0,-1,141,-1,-1,-1,6,104.24.119.116,,148,
119,,2019-10-09T17:22:38.674+03:00,GET,https://ws.sharethis.com/secure/js/st.d6645fa7a5766fdafb96a96a0fec1428.js,HTTP/1.1,408,0,,200,OK,HTTP/1.1,0,application/javascript,,,558,22558,,,0,-1,92,-1,-1,-1,39,13.225.249.84,,132,
120,,2019-10-09T17:22:38.763+03:00,GET,https://files.onread.com/779833/thumbs/152x264/last-to-die.jpg,HTTP/1.1,717,0,,200,OK,HTTP/1.1,0,image/jpeg,,,592,31267,,,0,-1,147,-1,-1,-1,23,104.24.119.116,,171,
121,,2019-10-09T17:22:38.766+03:00,GET,https://files.onread.com/779917/thumbs/152x264/the-mediterranean-caper.jpg,HTTP/1.1,729,0,,200,OK,HTTP/1.1,0,image/jpeg,,,604,30833,,,0,-1,159,-1,-1,-1,20,104.24.119.116,,181,
122,,2019-10-09T17:22:38.769+03:00,GET,https://files.onread.com/779921/thumbs/152x264/poseidons-arrow.jpg,HTTP/1.1,721,0,,200,OK,HTTP/1.1,0,image/jpeg,,,596,36849,,,0,-1,163,-1,-1,-1,12,104.24.119.116,,176,
123,,2019-10-09T17:22:38.961+03:00,GET,https://files.onread.com/779926/thumbs/152x264/marker.jpg,HTTP/1.1,712,0,,200,OK,HTTP/1.1,0,image/jpeg,,,587,25304,,,0,-1,154,-1,-1,-1,11,104.24.119.116,,165,
124,,2019-10-09T17:22:38.961+03:00,GET,https://files.onread.com/779927/thumbs/152x264/denial.jpg,HTTP/1.1,712,0,,200,OK,HTTP/1.1,0,image/jpeg,,,587,21083,,,0,-1,165,-1,-1,-1,2,104.24.119.116,,168,
125,,2019-10-09T17:22:38.961+03:00,GET,https://files.onread.com/366975/thumbs/152x264/cradle-and-all.jpg,HTTP/1.1,720,0,,200,OK,HTTP/1.1,0,image/jpeg,,,595,26753,,,0,-1,363,-1,-1,-1,8,104.24.119.116,,372,
126,,2019-10-09T17:22:39.137+03:00,GET,https://files.onread.com/776929/thumbs/152x264/the-glass-castle-a-memoir.jpg,HTTP/1.1,731,0,,200,OK,HTTP/1.1,0,image/jpeg,,,606,13397,,,0,-1,145,-1,-1,-1,0,104.24.119.116,,145,
127,,2019-10-09T17:22:39.137+03:00,GET,https://files.onread.com/776129/thumbs/152x264/homecoming.jpg,HTTP/1.1,716,0,,200,OK,HTTP/1.1,0,image/jpeg,,,591,24373,,,0,-1,132,-1,-1,-1,12,104.24.119.116,,145,
128,,2019-10-09T17:22:39.312+03:00,GET,https://files.onread.com/776207/thumbs/152x264/dead-until-dark.jpg,HTTP/1.1,721,0,,200,OK,HTTP/1.1,0,image/jpeg,,,596,24478,,,0,-1,150,-1,-1,-1,3,104.24.119.116,,154,
129,,2019-10-09T17:22:39.312+03:00,GET,https://files.onread.com/541079/thumbs/152x264/glass-houses-morganville-vampires-1.jpg,HTTP/1.1,741,0,,200,OK,HTTP/1.1,0,image/jpeg,,,616,21806,,,0,-1,145,-1,-1,-1,12,104.24.119.116,,158,
130,,2019-10-09T17:22:41.093+03:00,GET,https://c.sharethis.mgr.consensu.org/portal.html,HTTP/1.1,516,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,586,4765,,,2,24,92,3947,0,3980,2,13.225.249.7,,4102,
131,,2019-10-09T17:22:41.172+03:00,GET,https://apis.google.com/js/plusone.js,HTTP/1.1,352,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,1224,17039,,,0,23,121,3924,0,3944,55,216.58.207.78,,4145,
132,,2019-10-09T17:22:41.853+03:00,GET,https://counter.yadro.ru/hit?t44.6;r;s800*600*24;uhttps%3A//www.onread.com/;0.8137788700847692,HTTP/1.1,445,0,,302,Moved Temporarily,HTTP/1.1,0,text/html; charset=windows-1251,,https://counter.yadro.ru/p.gif,229,322,,,0,43,140,7257,0,7282,0,88.212.196.124,,7467,value
133,,2019-10-09T17:22:42.008+03:00,GET,https://counter.yadro.ru/p.gif,HTTP/1.1,381,0,,200,OK,HTTP/1.1,0,image/gif,,,278,43,,,0,-1,146,-1,-1,-1,0,88.212.196.124,,147,
134,,2019-10-09T17:22:42.028+03:00,GET,https://l.sharethis.com/pview?event=pview&version=buttons.js&lang=en&fpc=be2d6f7-16db0e677f4-376b29eb-1&sessionID=1570630957045.80466&hostname=www.onread.com&location=%2F&product=widget&stid=&fcmp=false&publisher=ce4d76e8-da89-4a31-a7bf-990c41bf4c78&refDomain=&refQuery=&shareHash=sthash.FRxfx484&incomingHash=&url=https%3A%2F%2Fwww.onread.com%2F%23sthash.FRxfx484&sharURL=&buttonType=ERROR&destination=ERROR&source=ERROR&title=OnRead.com%20-%20instant%20free%20e-book%20download.%20Read%20books%20online%20via%20this%20free%20e-book%20library.%20Become%20a%20literary%20critic%20and%20write%20your%20own%20review%20to%20any%20book.&ts1570630957045.0=&sop=false,HTTP/1.1,1005,0,,301,Moved Permanently,HTTP/1.1,0,text/html; charset=utf-8,,/sc?cm=ZGgABV2d8UUAAAASJzDQAw%3D%3D&uid=true&url=https%3A%2F%2Fwww.onread.com%2F%23sthash.FRxfx484&sop=false,835,155,,,0,30,101,1894,0,1922,0,18.196.132.129,,2055,value
135,,2019-10-09T17:22:42.133+03:00,GET,https://l.sharethis.com/sc?cm=ZGgABV2d8UUAAAASJzDQAw%3D%3D&uid=true&url=https%3A%2F%2Fwww.onread.com%2F%23sthash.FRxfx484&sop=false,HTTP/1.1,516,0,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,456,51,,,0,-1,112,-1,-1,-1,0,18.196.132.129,,113,value
136,,2019-10-09T17:22:43.507+03:00,GET,https://connect.facebook.net/en_US/sdk.js,HTTP/1.1,356,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,804,1779,,,0,27,89,6259,0,6279,1,157.240.1.23,,6399,
137,,2019-10-09T17:22:43.616+03:00,GET,https://apis.google.com/_/scs/apps-static/_/js/k=oz.gapi.en_US.ysvV9EtEi0w.O/m=plusone/rt=j/sv=1/d=1/ed=1/am=wQE/rs=AGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ/cb=gapi.loaded_0,HTTP/1.1,671,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,541,49966,,,0,-1,92,-1,-1,-1,80,216.58.207.78,,173,
138,,2019-10-09T17:22:43.772+03:00,GET,https://apis.google.com/se/0/_/+1/fastbutton?usegapi=1&size=medium&count=true&origin=https%3A%2F%2Fwww.onread.com&url=https%3A%2F%2Fwww.onread.com%2F&gsrc=3p&ic=1&jsh=m%3B%2F_%2Fscs%2Fapps-static%2F_%2Fjs%2Fk%3Doz.gapi.en_US.ysvV9EtEi0w.O%2Fam%3DwQE%2Fd%3D1%2Frs%3DAGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ%2Fm%3D__features__,HTTP/1.1,975,0,,404,Not Found,HTTP/1.1,0,text/html; charset=utf-8,,,685,807,,,0,0,105,113,0,136,0,216.58.207.78,,243,value
139,,2019-10-09T17:22:43.792+03:00,GET,https://apis.google.com/_/scs/apps-static/_/js/k=oz.gapi.en_US.ysvV9EtEi0w.O/m=auth/exm=plusone/rt=j/sv=1/d=1/ed=1/am=wQE/rs=AGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ/cb=gapi.loaded_1,HTTP/1.1,680,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,542,34215,,,0,-1,96,-1,-1,-1,24,216.58.207.78,,121,
140,,2019-10-09T17:22:43.927+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=9f17e148e46c2834ceeaf51e48297d7b&ua=modern_es6,HTTP/1.1,437,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,819,59063,,,0,0,89,300,0,320,100,157.240.1.23,,510,value
141,,2019-10-09T17:22:44.093+03:00,GET,https://count-server.sharethis.com/v2.0/get_counts?url=https%3A%2F%2Fwww.onread.com%2F&cb=stButtons.processCB&wd=true,HTTP/1.1,432,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,248,715,,,0,62,171,6801,0,6830,0,3.210.94.27,,7064,value
142,,2019-10-09T17:22:45.707+03:00,GET,https://accounts.google.com/o/oauth2/postmessageRelay?parent=https%3A%2F%2Fwww.onread.com&jsh=m%3B%2F_%2Fscs%2Fapps-static%2F_%2Fjs%2Fk%3Doz.gapi.en_US.ysvV9EtEi0w.O%2Fam%3DwQE%2Fd%3D1%2Frs%3DAGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ%2Fm%3D__features__,HTTP/1.1,902,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,633,360,,,0,31,149,1682,0,1713,0,172.217.22.77,,1895,value
143,,2019-10-09T17:22:45.878+03:00,GET,https://apis.google.com/js/rpc:shindig_random.js?onload=init,HTTP/1.1,785,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,885,4856,,,0,-1,112,-1,-1,-1,4,216.58.207.78,,117,value
144,,2019-10-09T17:22:46.664+03:00,GET,https://ssl.gstatic.com/accounts/o/3679174131-postmessagerelay.js,HTTP/1.1,602,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,4091,,,0,25,95,741,0,760,1,216.58.208.35,,884,
145,,2019-10-09T17:22:46.779+03:00,GET,"https://apis.google.com/_/scs/apps-static/_/js/k=oz.gapi.en_US.ysvV9EtEi0w.O/m=rpc,shindig_random/rt=j/sv=1/d=1/ed=1/am=wQE/rs=AGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ/cb=gapi.loaded_0",HTTP/1.1,903,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,540,19231,,,0,-1,88,-1,-1,-1,11,216.58.207.78,,100,
146,,2019-10-09T17:22:47.776+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,515,11744,,,0,29,89,3561,0,3585,7,157.240.1.23,,3713,value
147,,2019-10-09T17:22:48.006+03:00,GET,https://t.sharethis.com/1/d/t.dhj?rnd=1570630962251&cid=c010&dmn=www.onread.com,HTTP/1.1,435,0,,200,OK,HTTP/1.1,0,application/javascript,,,466,957,,,0,20,103,5713,0,5730,0,104.82.118.155,,5854,value
148,,2019-10-09T17:22:48.118+03:00,GET,https://t.sharethis.com/a/t_.htm?ver=0.308.14340&cid=c010,HTTP/1.1,566,0,,200,OK,HTTP/1.1,0,text/html,,,414,1084,,,0,-1,100,-1,-1,-1,0,104.82.118.155,,100,value
149,,2019-10-09T17:22:48.238+03:00,GET,https://t.sharethis.com/0.308.14340/a/IL/t_.js?cid=c010,HTTP/1.1,446,0,,200,OK,HTTP/1.1,0,text/javascript,,,420,6546,,,0,-1,102,-1,-1,-1,0,104.82.118.155,,103,value
150,,2019-10-09T17:22:48.856+03:00,GET,https://www.google.com/images/branding/googlelogo/1x/googlelogo_color_150x54dp.png,HTTP/1.1,916,0,,200,OK,HTTP/1.1,0,image/png,,,449,3170,,,0,0,128,4916,0,4935,1,172.217.21.228,,5066,
