,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.ssl,timings.dns,timings.send,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,response._error
59,,2019-10-09T17:50:46.148+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.sporcle.com,HTTP/1.1,value,576,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,119,183,0,0,220,0,0,216.58.205.226,,340,
60,,2019-10-09T17:50:46.182+03:00,GET,"https://apis.google.com/_/scs/apps-static/_/js/k=oz.gapi.en_US.ysvV9EtEi0w.O/m=auth2,client/rt=j/sv=1/d=1/ed=1/am=wQE/rs=AGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ/cb=gapi.loaded_0",HTTP/1.1,,677,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,541,101170,,,92,-1,-1,0,-1,222,-1,216.58.207.78,,315,
61,,2019-10-09T17:50:46.184+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.sporcle.com,HTTP/1.1,value,389,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,104,219,0,0,262,0,0,216.58.206.2,,367,
62,,2019-10-09T17:50:46.232+03:00,GET,https://dnlzsmybcpo0z.cloudfront.net/medium/1023402.jpg?v=1553732798,HTTP/1.1,value,420,0,,200,OK,HTTP/1.1,0,image/jpeg,,,585,12959,,,648,284,0,0,317,43,0,13.225.249.119,,1009,
63,,2019-10-09T17:50:46.321+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=9f17e148e46c2834ceeaf51e48297d7b&ua=modern_es6,HTTP/1.1,value,439,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,819,59063,,,176,166,0,0,212,148,0,157.240.1.23,,537,
64,,2019-10-09T17:50:46.358+03:00,POST,https://ssc.33across.com/api/v1/hb,HTTP/1.1,,516,344,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,374,133,,,243,-1,-1,0,-1,0,-1,208.100.17.180,,244,
65,,2019-10-09T17:50:46.609+03:00,POST,https://ssc.33across.com/api/v1/hb,HTTP/1.1,,516,317,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,374,133,,,176,-1,-1,0,-1,0,-1,208.100.17.180,,177,
66,,2019-10-09T17:50:46.676+03:00,GET,https://as-sec.casalemedia.com/cygnus?s=171611&v=7.2&r=%7B%22id%22%3A%2242945c354d0446c%22%2C%22imp%22%3A%5B%7B%22id%22%3A%2243e83f3bf2304fd%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171611%22%2C%22sid%22%3A%22300x250%22%7D%7D%2C%7B%22id%22%3A%22444973be6a211db%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A600%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171611%22%2C%22sid%22%3A%22300x600%22%7D%7D%2C%7B%22id%22%3A%2245ce0880de88abe%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171611%22%2C%22sid%22%3A%22300x250%22%7D%7D%2C%7B%22id%22%3A%2246d36eb8a82b8b2%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171612%22%2C%22sid%22%3A%22300x250%22%7D%7D%2C%7B%22id%22%3A%2247f3230ddc8a765%22%2C%22banner%22%3A%7B%22w%22%3A728%2C%22h%22%3A90%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22157545%22%2C%22sid%22%3A%22728x90%22%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%22%2C%22ref%22%3A%22%22%7D%2C%22ext%22%3A%7B%22source%22%3A%22prebid%22%7D%2C%22regs%22%3A%7B%22ext%22%3A%7B%22gdpr%22%3A0%7D%7D%2C%22user%22%3A%7B%22ext%22%3A%7B%22consent%22%3A%22%22%7D%7D%7D&ac=j&sd=1&,HTTP/1.1,value,1812,0,,200,OK,HTTP/1.1,0,application/json,,,965,45,,,273,235,0,0,290,0,0,212.55.189.217,,564,
67,,2019-10-09T17:50:46.884+03:00,POST,https://ssc.33across.com/api/v1/hb,HTTP/1.1,,516,318,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,374,132,,,199,-1,-1,0,-1,0,-1,208.100.17.180,,200,
68,,2019-10-09T17:50:46.905+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,,585,1168,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1083,488,,,256,256,0,0,326,0,0,185.33.223.204,,583,
69,,2019-10-09T17:50:46.916+03:00,POST,https://ssc.33across.com/api/v1/hb,HTTP/1.1,,516,317,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,374,133,,,183,261,0,0,346,0,0,208.100.17.180,,531,
70,,2019-10-09T17:50:46.921+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,,585,1168,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1083,483,,,173,285,0,0,356,0,0,185.33.223.204,,531,
71,,2019-10-09T17:50:46.933+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,,487,324,,200,OK,HTTP/1.1,0,application/json,,,234,88,,,129,497,0,0,581,0,0,91.228.72.18,,712,
72,,2019-10-09T17:50:46.937+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,,487,324,,200,OK,HTTP/1.1,0,application/json,,,234,88,,,127,492,0,0,581,0,0,91.228.72.18,,709,
73,,2019-10-09T17:50:46.949+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,,487,351,,200,OK,HTTP/1.1,0,application/json,,,234,88,,,113,468,0,0,557,0,0,91.228.72.18,,671,
74,,2019-10-09T17:50:46.978+03:00,GET,https://sporcle-d.openx.net/w/1.0/arj?ju=https%3A%2F%2Fwww.sporcle.com%2F&jr=&ch=UTF-8&res=800x600x24&ifr=false&tz=-180&tws=800x600&be=1&bc=hb_pb_2.1.5&dddid=193c9155-106c-43aa-a31c-c99942df8e81%2Cc0dc3db9-f98a-4dca-b821-a162335f9541%2C9f97bf67-f466-4021-b147-877b029f60e8%2C7d33dbcc-ca0b-4fd5-aa44-222d51530300&nocache=1570632646382&gdpr_consent=&gdpr=0&pubcid=47279c3e-7f04-4cc3-be72-601a5c196cde&aus=300x250%2C300x600%7C300x250%7C300x250%7C728x90&divIds=sporcle_300_Flex_BTF%2Csporcle_300x250_ATF%2Csporcle_300x250_BTF%2Csporcle_728x90_ATF&auid=540386384%2C540386383%2C540386383%2C540386379&,HTTP/1.1,value,1096,0,,200,OK,HTTP/1.1,0,application/json,,,571,174,,,113,436,0,0,495,2,0,34.95.120.147,,611,
75,,2019-10-09T17:50:47.002+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,,487,323,,200,OK,HTTP/1.1,0,application/json,,,234,88,,,104,550,0,0,639,0,0,91.228.72.18,,745,
76,,2019-10-09T17:50:47.073+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,,585,1171,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1083,477,,,154,433,0,0,513,0,0,185.33.223.204,,669,
77,,2019-10-09T17:50:47.097+03:00,GET,https://ad-delivery.net/beacon.js,HTTP/1.1,,349,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,521,637,,,113,524,97,0,574,2,0,13.35.198.32,,789,
78,,2019-10-09T17:50:47.102+03:00,GET,https://pixel.quantserve.com/pixel;r=2073776669;rf=0;a=p-67AnXw_uTFYyc;url=https%3A%2F%2Fwww.sporcle.com%2F;fpan=1;fpa=P0-1177959227-1570632646060;ns=0;ce=1;qjs=1;qv=4c19192-20180628134937;cm=;ref=;je=0;sr=800x600x24;enc=n;dst=1;et=1570632646059;tzo=-180;ogl=type.website%2Curl.https%3A%2F%2Fwww%252Esporcle%252Ecom%2Ctitle.Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website%2Cdescription.Play%20thousands%20of%20free%20online%20trivia%20quiz%20games%252E%20There%20is%20a%20fun%20quiz%20about%20virtu%2Cimage.https%3A%2F%2Fdnlzsmybcpo0z%252Ecloudfront%252Enet%2Fimages%2Fbig%2Fdefault%252Ejpg%3Fv%3D10104,HTTP/1.1,,1037,0,,200,OK,HTTP/1.1,0,image/gif,,,259,35,,,105,491,64,0,619,0,0,91.228.74.240,,790,
79,,2019-10-09T17:50:47.129+03:00,POST,https://hbopenbid.pubmatic.com/translator?source=prebid-client,HTTP/1.1,value,745,1235,,204,No Content,HTTP/1.1,0,,,,212,0,,,337,681,0,1,737,0,0,103.231.98.193,,1076,
80,,2019-10-09T17:50:47.151+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=16924&site_id=151312&zone_id=1319448&size_id=15&alt_size_ids=10&p_pos=unknown&gdpr=0&rf=https%3A%2F%2Fwww.sporcle.com%2F&tk_flint=pbjs_lite_v1.32.0&x_source.tid=193c9155-106c-43aa-a31c-c99942df8e81&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.3003314006825295,HTTP/1.1,value,1443,0,,200,OK,HTTP/1.1,0,application/json,,,429,304,,,123,652,0,0,722,0,0,213.19.162.41,,846,
81,,2019-10-09T17:50:47.194+03:00,POST,https://web.hb.ad.cpe.dotomi.com/s2s/header/24,HTTP/1.1,,496,1032,,200,OK,HTTP/1.1,0,application/json,,,440,390,,,225,754,0,0,827,0,0,159.127.41.114,,1054,
82,,2019-10-09T17:50:47.209+03:00,GET,https://accounts.google.com/o/oauth2/iframe,HTTP/1.1,,701,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,658,406,,,122,218,0,0,261,0,0,172.217.22.77,,384,
83,,2019-10-09T17:50:47.213+03:00,GET,https://api.bounceexchange.com/bounce/init1.js?tojQ=function&cts=1570632646185&tzo=-180&website_id=2490&resolution=800x600&referrer=&calling_url=https%3A%2F%2Fwww.sporcle.com%2F&visit_cookie=%7B%22lp%22%3A%22https%253A%252F%252Fwww.sporcle.com%252F%22%2C%22r%22%3A%22%22%7D&cookie=%7B%22fvt%22%3A1570633684%2C%22vid%22%3A1570633483237749%2C%22ao%22%3A0%2C%22lp%22%3A%22https%253A%252F%252Fwww.sporcle.com%252F%22%2C%22as%22%3A0%2C%22vpv%22%3A4%2C%22d%22%3A%22d%22%2C%22r%22%3A%22%22%2C%22cvt%22%3A1570633483%2C%22sid%22%3A47%2C%22gcr%22%3A45%2C%22m%22%3A0%2C%22did%22%3A%225189034077576338607%22%2C%22lvt%22%3A1570633684%2C%22campaigns%22%3A%7B%22777738%22%3A%7B%22vv%22%3A3%2C%22lvt%22%3A1570633684%7D%2C%22777740%22%3A%7B%22vv%22%3A0%2C%22lvt%22%3A1570633483%7D%2C%22777744%22%3A%7B%22vv%22%3A0%2C%22lvt%22%3A1570633483%7D%2C%22943846%22%3A%7B%22vv%22%3A4%2C%22lvt%22%3A1570633684%7D%7D%7D&vars[interstitial_absent]=true&vars[quiz_completed]=false&vars[sporcle_orange_user]=false&vars[quiz_running]=false&cookie_too_large=false&bp=0&etp=[]&pts=&compliance_flag=,HTTP/1.1,value,1486,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,698,9761,,,219,498,0,0,568,25,0,35.186.255.8,,814,
84,,2019-10-09T17:50:47.233+03:00,POST,https://dmx.districtm.io/b/v1,HTTP/1.1,,789,672,,204,No Content,HTTP/1.1,0,,,,544,0,,,112,622,0,0,709,0,0,104.16.68.69,,823,
85,,2019-10-09T17:50:47.235+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=16924&site_id=151312&zone_id=1319448&size_id=15&p_pos=unknown&gdpr=0&rf=https%3A%2F%2Fwww.sporcle.com%2F&tk_flint=pbjs_lite_v1.32.0&x_source.tid=c0dc3db9-f98a-4dca-b821-a162335f9541&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.2525053734139857,HTTP/1.1,value,1427,0,,200,OK,HTTP/1.1,0,application/json,,,429,284,,,102,659,0,0,725,0,0,213.19.162.41,,828,
86,,2019-10-09T17:50:47.252+03:00,GET,https://www.facebook.com/x/oauth/status?client_id=74484753514&input_token&origin=1&redirect_uri=https%3A%2F%2Fwww.sporcle.com%2F&sdk=joey&wants_cookie_data=true,HTTP/1.1,value,558,0,,200,OK,HTTP/1.1,0,text/plain; charset=UTF-8,,,596,0,,,176,260,0,0,302,0,0,157.240.1.35,,479,
87,,2019-10-09T17:50:47.252+03:00,POST,https://ap.lijit.com/rtb/bid?src=prebid_prebid_1.32.0,HTTP/1.1,value,492,544,,200,OK,HTTP/1.1,0,application/json,,,551,50,,,158,804,0,0,884,0,0,216.52.2.19,,1044,
88,,2019-10-09T17:50:47.263+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=16924&site_id=151312&zone_id=1319448&size_id=15&p_pos=unknown&gdpr=0&rf=https%3A%2F%2Fwww.sporcle.com%2F&tk_flint=pbjs_lite_v1.32.0&x_source.tid=9f97bf67-f466-4021-b147-877b029f60e8&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.33731560134927063,HTTP/1.1,value,1428,0,,200,OK,HTTP/1.1,0,application/json,,,429,284,,,146,807,0,1,875,0,0,213.19.162.41,,1024,
89,,2019-10-09T17:50:47.265+03:00,GET,https://sc.tynt.com/script/sc/dv3UEm-Yir5lQMacwqm_6l.js,HTTP/1.1,,463,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,792,591,,,145,765,0,0,841,0,0,104.16.88.26,,988,
90,,2019-10-09T17:50:47.270+03:00,GET,https://ad-delivery.net/px.gif?ch=1&e=0.3130812847465987,HTTP/1.1,value,408,0,,200,OK,HTTP/1.1,0,image/gif,,,487,43,,,116,-1,-1,0,-1,0,-1,13.35.198.32,,116,
91,,2019-10-09T17:50:47.279+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=16924&site_id=151312&zone_id=1319448&size_id=2&p_pos=unknown&gdpr=0&rf=https%3A%2F%2Fwww.sporcle.com%2F&tk_flint=pbjs_lite_v1.32.0&x_source.tid=7d33dbcc-ca0b-4fd5-aa44-222d51530300&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.3427422350571192,HTTP/1.1,value,1426,0,,200,OK,HTTP/1.1,0,application/json,,,429,283,,,133,-1,-1,0,-1,0,-1,213.19.162.41,,134,
92,,2019-10-09T17:50:47.281+03:00,GET,https://c.amazon-adsystem.com/aax2/apstag.js,HTTP/1.1,,413,0,,200,OK,HTTP/1.1,0,application/javascript,,,496,22193,,,120,585,0,0,694,56,0,13.226.3.186,,872,
93,,2019-10-09T17:50:47.297+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,value,584,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1019,12566,,,96,287,0,0,317,12,0,157.240.1.23,,426,
94,,2019-10-09T17:50:47.303+03:00,GET,https://ic.tynt.com/b/p?id=dv3UEm-Yir5lQMacwqm_6l&lm=0&ts=1570632646416&dn=TI&iso=0&img=https%3A%2F%2Fdnlzsmybcpo0z.cloudfront.net%2Fimages%2Fbig%2Fdefault.jpg%3Fv%3D10104&t=Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website&cu=https%3A%2F%2Fwww.sporcle.com%2F,HTTP/1.1,value,727,0,,200,OK,HTTP/1.1,0,image/gif,,,409,35,,,175,805,0,0,880,0,0,208.100.17.185,,1056,
95,,2019-10-09T17:50:47.340+03:00,GET,https://de.tynt.com/deb/v2?id=dv3UEm-Yir5lQMacwqm_6l&dn=TI&cc=1&r=,HTTP/1.1,value,560,0,,200,,HTTP/1.1,0,application/javascript,,,451,544,,,171,346,0,0,407,0,0,208.100.17.190,,579,
96,,2019-10-09T17:50:47.346+03:00,GET,https://s.adtelligent.com/sync.html?aid=410295,HTTP/1.1,value,595,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,311,660,,,157,867,0,0,943,0,0,23.227.137.50,,1101,
97,,2019-10-09T17:50:47.539+03:00,POST,https://hbopenbid.pubmatic.com/translator?,HTTP/1.1,,805,484,,204,No Content,HTTP/1.1,0,,,,212,0,,,327,-1,-1,0,-1,0,-1,103.231.98.193,,328,
98,,2019-10-09T17:50:47.725+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=7&cb=1570632647524&s=203905&r=%7B%22id%22%3A1570633691%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22banner%22%3A%7B%22w%22%3A900%2C%22h%22%3A550%2C%22topframe%22%3A1%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Dagilityzone%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D,HTTP/1.1,value,959,0,,200,OK,HTTP/1.1,0,text/javascript,,,857,61,,,167,163,0,0,196,0,0,212.55.189.217,,364,
99,,2019-10-09T17:50:47.743+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=7&cb=1570632647532&s=203905&r=%7B%22id%22%3A1570633691%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22banner%22%3A%7B%22w%22%3A970%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Dagilityzone%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D,HTTP/1.1,value,959,0,,200,OK,HTTP/1.1,0,text/javascript,,,857,61,,,154,172,0,0,203,0,0,212.55.189.217,,359,
100,,2019-10-09T17:50:47.744+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=7&cb=1570632647535&s=203905&r=%7B%22id%22%3A1570633691%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22banner%22%3A%7B%22w%22%3A900%2C%22h%22%3A550%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Doverlay%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D,HTTP/1.1,value,934,0,,200,OK,HTTP/1.1,0,text/javascript,,,857,61,,,145,179,0,0,207,0,0,212.55.189.217,,353,
101,,2019-10-09T17:50:47.795+03:00,GET,https://events.bouncex.net/track.gif/eligible?ad_units=1%2C23%2C24&source=ads&campaignid=943846&agent=js&mode=0&websiteid=2490&visitid=1570633483237749&deviceid=5189034077576338607&pageviewid=5&sequenceid=49&clienttimestamp=1570632647534&clientapiversion=tag3&device=d,HTTP/1.1,value,620,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,204,221,0,0,245,0,0,35.190.62.200,,451,
102,,2019-10-09T17:50:47.815+03:00,GET,https://ib.adnxs.com/getuid?https%3A%2F%2Fsync.adtelligent.com%2Fcsync%3Ft%3Da%26ep%3D285868%26extuid%3D%24UID,HTTP/1.1,value,641,0,,200,OK,HTTP/1.1,0,image/gif,,,797,43,,,100,197,0,0,226,0,0,185.33.223.204,,328,
103,,2019-10-09T17:50:47.853+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=7&cb=1570632647538&s=203905&r=%7B%22id%22%3A1570633691%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22banner%22%3A%7B%22w%22%3A970%2C%22h%22%3A250%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Doverlay%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D,HTTP/1.1,value,934,0,,200,OK,HTTP/1.1,0,text/javascript,,,758,61,,,141,192,0,0,220,0,0,212.55.189.217,,362,
104,,2019-10-09T17:50:47.870+03:00,POST,https://hbopenbid.pubmatic.com/translator?,HTTP/1.1,,805,484,,204,No Content,HTTP/1.1,0,,,,212,0,,,339,-1,-1,0,-1,0,-1,103.231.98.193,,339,
105,,2019-10-09T17:50:47.886+03:00,GET,https://events.bouncex.net/track.gif/pageview?pageview:url=https%3A%2F%2Fwww.sporcle.com%2F&pageview:customvariables=%7B%22interstitial_absent%22%3A%22true%22%2C%22quiz_completed%22%3A%22false%22%2C%22sporcle_orange_user%22%3A%22false%22%2C%22quiz_running%22%3A%22false%22%7D&pageview:cookiesize=358&mode=0&websiteid=2490&visitid=1570633483237749&deviceid=5189034077576338607&pageviewid=5&sequenceid=48&clienttimestamp=1570632647491&clientapiversion=tag3&device=d&source=web&agent=user,HTTP/1.1,value,837,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,234,212,0,0,236,0,0,35.190.62.200,,471,
106,,2019-10-09T17:50:47.892+03:00,GET,https://c.amazon-adsystem.com/bao-csm/aps-comm/aps_csm.js,HTTP/1.1,,403,0,,200,OK,HTTP/1.1,0,application/javascript,,,593,2652,,,97,305,0,0,333,0,0,13.226.3.186,,431,
107,,2019-10-09T17:50:47.896+03:00,GET,https://as-sec.casalemedia.com/cygnus?v=7&cb=1570632647542&s=203905&r=%7B%22id%22%3A1570633691%2C%22imp%22%3A%5B%7B%22id%22%3A1%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A600%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%3Fdeployment%3Doverlay%26device%3Ddesktop%22%2C%22ref%22%3A%22%22%2C%22mobile%22%3A0%7D%2C%22source%22%3A%7B%22pchain%22%3A%22869cff86d1c453c1%3A2490%22%7D%7D,HTTP/1.1,value,934,0,,200,OK,HTTP/1.1,0,text/javascript,,,758,61,,,153,-1,-1,0,-1,0,-1,212.55.189.217,,154,
108,,2019-10-09T17:50:47.922+03:00,GET,https://www.sporcle.com/lib/feed/,HTTP/1.1,,1700,0,,200,OK,HTTP/1.1,0,Array,,,404,2578,,,92,368,0,1,402,5,0,13.224.132.113,,501,
109,,2019-10-09T17:50:47.927+03:00,GET,https://c.amazon-adsystem.com/e/dtb/bid?src=600&pubid=450e78ce-613c-4c21-88a1-aa052db14af2&u=https%3A%2F%2Fwww.sporcle.com%2F&pid=1953534298121570632647551&cb=3875825218821570632647552&ws=800x600&v=7.37.00&t=1000&slots=%5B%7B%22sd%22%3A%22sporcle_300_Flex_BTF%22%2C%22s%22%3A%5B%22300x250%22%2C%22300x600%22%5D%2C%22sn%22%3A%22%2F15184186%2Fsporcle_300_Flex_BTF%22%7D%2C%7B%22sd%22%3A%22sporcle_300x250_ATF%22%2C%22s%22%3A%5B%22300x250%22%5D%2C%22sn%22%3A%22%2F15184186%2Fsporcle_300x250_ATF%22%7D%2C%7B%22sd%22%3A%22sporcle_300x250_BTF%22%2C%22s%22%3A%5B%22300x250%22%5D%2C%22sn%22%3A%22%2F15184186%2Fsporcle_300x250_BTF%22%7D%2C%7B%22sd%22%3A%22sporcle_728x90_ATF%22%2C%22s%22%3A%5B%22728x90%22%5D%2C%22sn%22%3A%22%2F15184186%2Fsporcle_728x90_ATF%22%7D%5D&pj=%7B%22apse%22%3A%7B%22chunkRequests%22%3Afalse%2C%22shouldCFRoute%22%3Atrue%2C%22shouldSampleLatency%22%3Afalse%7D%7D&gdprl=%7B%22status%22%3A%22cmp-error%22%7D,HTTP/1.1,value,1320,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,537,136,,,245,347,0,0,368,0,0,13.226.3.186,,615,
110,,2019-10-09T17:50:47.971+03:00,GET,https://de.tynt.com/deb/v2?m=xch&id=dv3UEm-Yir5lQMacwqm_6l&dn=TI&cc=1&r=,HTTP/1.1,value,566,0,,200,,HTTP/1.1,0,application/javascript,,,451,521,,,175,369,0,0,394,0,0,208.100.17.190,,570,
111,,2019-10-09T17:50:47.990+03:00,GET,https://cluster-na.cdnjquery.com/color/jquery.color-2.1.2.min.js?integrity=btjsonpcallback1570632647062&checksum=%7B%22cbc%22%3A0%2C%22st%22%3A2%2C%22au%22%3A%5B%5D%2C%22hau%22%3A%5B%5D%2C%22ref%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%22%2C%22aa%22%3A3%2C%22pgid%22%3A%222d1f4fed-eaa4-11e9-acd2-f31b7113ec27%22%2C%22v%22%3A1%2C%22format%22%3A%22jsonp%22%7D&o=https%3A%2F%2Fwww.sporcle.com%2F&csVersion=1.18.7,HTTP/1.1,value,725,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,250,92,,,160,623,95,0,656,0,0,34.206.108.72,,913,
112,,2019-10-09T17:50:47.991+03:00,GET,https://ps.eyeota.net/pixel?pid=c9gd671&t=gif&uid=CmUMKV2d9wUff3aWi3tUAg%3D%3D&33random=1570633690442&cat=33across,HTTP/1.1,value,541,0,,302,Found,HTTP/1.1,0,,,https://sync-tm.everesttech.net/upi/pid/lons7jax?redir=https%3A%2F%2Fps.eyeota.net%2Fmatch%3Fuid%3D%24%7BTM_USER_ID%7D%26bid%3D0rijhbu%26dc_rc%3D1%26dc_mr%3D1%26dc_orig%3Dc9gd671%26,315,0,,,103,359,0,0,393,0,0,18.197.145.83,,497,
113,,2019-10-09T17:50:48.002+03:00,GET,https://cdn-sic.33across.com/1/javascripts/sic.js,HTTP/1.1,,427,0,,200,OK,HTTP/1.1,0,application/javascript,,,546,128166,,,104,374,0,0,406,731,0,104.16.38.14,,1242,
114,,2019-10-09T17:50:48.005+03:00,GET,https://events.bouncex.net/track.gif/bid_empty?partner=pbm&partner_site_id=251613&deployment=overlay&requested_ad_units=900x550&request_timestamp=1570632647536&price=NA&deal_id=NA&auction_number=1&ad_unit_id=1&source=ads&campaignid=943846&agent=js&mode=0&websiteid=2490&visitid=1570633483237749&deviceid=5189034077576338607&pageviewid=5&sequenceid=50&clienttimestamp=1570632647905&clientapiversion=tag3&device=d,HTTP/1.1,value,763,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,201,-1,-1,0,-1,0,-1,35.190.62.200,,202,
115,,2019-10-09T17:50:48.015+03:00,GET,https://px.adhigh.net/p/cm/152media,HTTP/1.1,,585,0,,302,Found,HTTP/1.1,0,,,https://sync.adkernel.com/user-sync?dsp=37&t=image&dspi=1&uid=81RJa6XGvA.AikABlFtsQ6iLQ,751,0,,,111,397,0,0,426,0,0,136.243.75.30,,539,
