,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.dns,timings.ssl,timings.wait,timings.send,serverIPAddress,comment,time,request.queryString.name
52,,2019-10-09T17:36:24.186+03:00,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_rendering_2019100301.js,HTTP/1.1,469,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,24653,,,26,-1,-1,-1,-1,117,0,172.217.22.98,,144,
53,,2019-10-09T17:36:24.229+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=the-dots.com,HTTP/1.1,383,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,0,258,0,218,99,0,172.217.22.34,,358,value
54,,2019-10-09T17:36:24.242+03:00,GET,https://www.facebook.com/tr/?id=471796676315561&ev=PageView&dl=https%3A%2F%2Fthe-dots.com%2F&rl=&if=false&ts=1570631784047&sw=800&sh=600&v=2.9.4&r=stable&ec=0&o=158&fbp=fb.1.1570631768601.2231287&it=1570631780358&coo=false&rqm=GET,HTTP/1.1,631,0,,200,OK,HTTP/1.1,0,image/gif,,,362,44,,,0,0,191,0,170,93,0,157.240.1.35,,285,value
55,,2019-10-09T17:36:24.484+03:00,POST,https://api.amplitude.com/,HTTP/1.1,453,1149,,200,OK,HTTP/1.1,0,text/html;charset=utf-8,,,258,7,,,0,0,512,0,474,309,0,54.200.173.75,,822,
56,,2019-10-09T17:36:24.622+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,391,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29093,,,48,-1,-1,-1,-1,136,0,172.217.22.34,,185,value
57,,2019-10-09T17:36:24.641+03:00,GET,https://www.facebook.com/tr/?id=471796676315561&ev=Microdata&dl=https%3A%2F%2Fthe-dots.com%2F&rl=&if=false&ts=1570631784639&cd[DataLayer]=%5B%5D&cd[Meta]=%7B%22title%22%3A%22The%20Creative%20Network%20%7C%20The%20Dots%22%2C%22meta%3Adescription%22%3A%22Work%20on%20projects%20you%E2%80%99re%20proud%20of%2C%20with%20people%20that%20inspire%20you%20and%20for%20companies%20you%20respect.%20Be%20inspired%20to%20do%20great%20work%20and%20get%20recognition%20for%20it.%22%7D&cd[OpenGraph]=%7B%22og%3Atitle%22%3A%22The%20Creative%20Network%22%2C%22og%3Atype%22%3A%22website%22%2C%22og%3Aurl%22%3A%22https%3A%2F%2Fthe-dots.com%2F%22%2C%22og%3Adescription%22%3A%22Work%20on%20projects%20you%E2%80%99re%20proud%20of%2C%20with%20people%20that%20inspire%20you%20and%20for%20companies%20you%20respect.%20Be%20inspired%20to%20do%20great%20work%20and%20get%20recognition%20for%20it.%22%2C%22og%3Asite_name%22%3A%22The%20Dots%22%2C%22og%3Aimage%22%3A%22https%3A%2F%2Fthe-dots.com%2Fstatic%2Fimages%2Ffb.jpg%22%7D&cd[Schema.org]=%5B%5D&cd[JSON-LD]=%5B%5D&sw=800&sh=600&v=2.9.4&r=stable&ec=1&o=158&fbp=fb.1.1570631768601.2231287&it=1570631780358&coo=false&es=automatic&rqm=GET,HTTP/1.1,1562,0,,200,OK,HTTP/1.1,0,image/gif,,,362,44,,,0,-1,-1,-1,-1,82,0,157.240.1.35,,83,value
58,,2019-10-09T17:36:24.828+03:00,POST,https://api.amplitude.com/,HTTP/1.1,453,1204,,200,OK,HTTP/1.1,0,text/html;charset=utf-8,,,258,7,,,0,-1,-1,-1,-1,348,0,54.200.173.75,,349,
59,,2019-10-09T17:36:26.886+03:00,GET,https://tpc.googlesyndication.com/safeframe/1-0-35/html/container.html,HTTP/1.1,447,0,,200,OK,HTTP/1.1,0,text/html,,,541,3491,,,2,0,2843,0,2813,104,0,172.217.16.129,,2951,
60,,2019-10-09T17:36:26.996+03:00,GET,https://tpc.googlesyndication.com/safeframe/1-0-35/html/container.html,HTTP/1.1,536,0,,200,OK,HTTP/1.1,0,text/html,,,541,3491,,,9,-1,-1,-1,-1,90,0,172.217.16.129,,100,
61,,2019-10-09T17:36:27.101+03:00,GET,https://tpc.googlesyndication.com/safeframe/1-0-35/js/ext.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript,,,547,8539,,,9,-1,-1,-1,-1,97,0,172.217.16.129,,107,
62,,2019-10-09T17:36:27.101+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29611,,,29,-1,-1,-1,-1,130,0,172.217.22.34,,160,value
63,,2019-10-09T17:36:27.225+03:00,GET,https://securepubads.g.doubleclick.net/pcs/view?xai=AKAOjsu15h6njD1ErVeWKkI4FWaNOYs5ZuhhdX4T7JQMpW2k-Q4SowIY0dmiv0dgnIp8wqjyye09M8sgpz-t1tYfLep4RErmqQtkixW4yA5y9vE-yDrtkTUyRTqu20I2oH-DRf1_OHIjgSPh73d5_izfQP3Zips79XdFA_hVXEk8C8RUzZVPvQ4vtQsUpXuHgE_HvetioD6-B19py5HhD4eHhwWfuUmZTQF0xwzdwOzqChNiCW29ml3S28yZ5wGzFPmgwviRZ-PAfc-_&sig=Cg0ArKJSzKB01_CQ8DgkEAE&urlfix=1&adurl=,HTTP/1.1,808,0,,200,OK,HTTP/1.1,0,image/gif,,,542,0,,,0,-1,-1,-1,-1,100,0,172.217.22.98,,101,value
64,,2019-10-09T17:36:29.053+03:00,GET,https://a.impactradius-go.com/gen-ad-code/1349965/622792/9084/,HTTP/1.1,577,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,558,230,,,0,0,1729,94,1701,203,0,13.225.249.48,,2028,
65,,2019-10-09T17:36:29.277+03:00,GET,https://a.impactradius-go.com/display-ad/9084-622792,HTTP/1.1,443,0,,200,OK,HTTP/1.1,0,image/jpeg,,,510,16383,,,0,-1,-1,-1,-1,650,0,13.225.249.48,,650,
66,,2019-10-09T17:36:29.820+03:00,POST,https://m.stripe.com/4,HTTP/1.1,443,2280,,200,OK,HTTP/1.1,0,text/plain,,,592,62,,,0,0,4375,66,4347,248,0,35.167.0.87,,4692,
67,,2019-10-09T17:36:32.647+03:00,GET,https://imp.pxf.io/i/1349965/622792/9084,HTTP/1.1,430,0,,200,OK,HTTP/1.1,0,image/gif,,,447,50,,,1,0,3275,91,3244,111,0,35.201.76.231,,3480,
