,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,response._error,timings.comment,timings.dns,timings.connect,timings.send,timings.wait,timings.receive,timings.blocked,timings.ssl,comment,time,serverIPAddress,request.queryString.name
76,har_a3,2019-12-13T19:00:02.743+02:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,760,2790,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1341,0,,,,-1,-1,0,124,1,-1,-1,,126,31.13.90.36,
77,har_a3,2019-12-13T19:00:02.787+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaKm4/yc/l/en_US/ly3u-1r0kzC.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,10955,,,,-1,-1,0,94,56,-1,-1,,151,31.13.90.6,value
78,har_a3,2019-12-13T19:00:02.788+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y3/l/0,cross/mR0tEcFJVnP.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,42236,,,,-1,-1,0,391,236,-1,-1,,628,31.13.90.6,value
79,har_a3,2019-12-13T19:00:02.788+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yy/l/0,cross/a9qYVTxSX9w.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,2198,,,,-1,-1,0,237,29,-1,-1,,267,31.13.90.6,value
80,har_a3,2019-12-13T19:00:02.788+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yg/r/coakLZcMomK.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,6678,,,,-1,-1,0,156,97,-1,-1,,254,31.13.90.6,value
81,har_a3,2019-12-13T19:00:02.789+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yQ/r/_yVQddPZTi-.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,8128,,,,-1,-1,0,153,68,-1,-1,,222,31.13.90.6,value
82,har_a3,2019-12-13T19:00:02.794+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yD/l/0,cross/LfSfgoe0hpb.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,20313,,,,-1,-1,0,261,461,-1,-1,,723,31.13.90.6,value
83,har_a3,2019-12-13T19:00:02.801+02:00,POST,https://fbsbx.com/ajax/bz,HTTP/1.1,524,1161,,404,Not Found,HTTP/1.1,0,text/html; charset=utf-8,,,1353,126,,,,-1,-1,0,110,1,-1,-1,,112,31.13.90.36,
84,har_a3,2019-12-13T19:00:02.879+02:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,760,2241,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1341,0,,,,-1,-1,0,115,1,-1,-1,,117,31.13.90.36,
85,har_a3,2019-12-13T19:00:02.953+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yH/l/0,cross/1Oe4_bGMM7Z.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,15229,,,,-1,-1,0,467,91,-1,-1,,560,31.13.90.6,value
86,har_a3,2019-12-13T19:00:03.015+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yg/l/0,cross/bOD9KPwKzFu.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,1880,,,,-1,-1,0,502,17,-1,-1,,520,31.13.90.6,value
87,har_a3,2019-12-13T19:00:03.046+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yB/l/0,cross/bkhLxLxktoq.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,27839,,,,-1,-1,1,489,248,-1,-1,,739,31.13.90.6,value
88,har_a3,2019-12-13T19:00:03.059+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yL/l/0,cross/2W2WHyj3Dev.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,5696,,,,-1,-1,0,576,35,-1,-1,,611,31.13.90.6,value
89,har_a3,2019-12-13T19:00:03.424+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y1/l/0,cross/-urBjJrszCH.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,6952,,,,-1,-1,1,248,44,-1,-1,,293,31.13.90.6,value
90,har_a3,2019-12-13T19:00:03.524+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3isdv4/yu/l/en_US/40fPF_2b2cZ.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,630,355575,,,,-1,-1,0,352,3766,-1,-1,,4120,31.13.90.6,value
91,har_a3,2019-12-13T19:00:03.529+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iIvb4/yU/l/en_US/KbY_dwGAU_m.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,32903,,,,-1,-1,1,255,636,-1,-1,,893,31.13.90.6,value
92,har_a3,2019-12-13T19:00:03.544+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/AbWA5swIuyu.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,83900,,,,-1,-1,1,516,2479,-1,-1,,2997,31.13.90.6,value
93,har_a3,2019-12-13T19:00:03.675+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yx/r/vusL2hfTC2d.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,83320,,,,-1,-1,0,474,1549,-1,-1,,2024,31.13.90.6,value
94,har_a3,2019-12-13T19:00:03.723+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i5Xt4/y6/l/en_US/zq3JRyGiPgi.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,14595,,,,-1,-1,0,555,89,-1,-1,,646,31.13.90.6,value
95,har_a3,2019-12-13T19:00:03.789+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yX/r/Oq8q1Ihu-d1.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,8107,,,,-1,-1,1,634,50,-1,-1,,685,31.13.90.6,value
96,har_a3,2019-12-13T19:00:04.373+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/pjdX5xA755X.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,5603,,,,-1,-1,0,751,36,-1,-1,,788,31.13.90.6,value
97,har_a3,2019-12-13T19:00:04.401+02:00,GET,https://scontent.ftlv1-2.fna.fbcdn.net/v/t31.0-1/cp0/c7.0.24.24a/p24x24/1402926_10150004552801901_469209496895221757_o.jpg?_nc_cat=1&_nc_ohc=DyXoNAWaMmAAQkHNaOZ5bVKAlKAipXfw5K342exakvBMkEhi3SfjP1oOA&_nc_ht=scontent.ftlv1-2.fna&oh=7651be9eb8de82ee08a2091f9ea8419a&oe=5E65BBC6,HTTP/1.1,642,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,837,,,,-1,-1,0,715,4,-1,-1,,720,213.57.23.209,value
98,har_a3,2019-12-13T19:00:04.447+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yk/r/LOOn0JtHNzb.gif,HTTP/1.1,428,0,,200,OK,HTTP/1.1,0,image/gif,,,553,1414,,,,-1,-1,0,738,3,-1,-1,,743,31.13.90.6,
99,har_a3,2019-12-13T19:00:05.123+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yE/l/0,cross/WeMRztV0PZr.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,1614,,,,-1,-1,0,586,8,-1,-1,,595,31.13.90.6,value
100,har_a3,2019-12-13T19:00:05.197+02:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,700,0,,200,OK,HTTP/1.1,0,image/gif,,,1365,44,,,,-1,-1,0,431,3,-1,-1,,435,31.13.90.36,
101,har_a3,2019-12-13T19:00:05.786+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/jKTwnGFdeVL.png,HTTP/1.1,489,0,,200,OK,HTTP/1.1,0,image/png,,,554,11628,,,,-1,-1,0,492,70,-1,-1,,563,31.13.90.6,
102,har_a3,2019-12-13T19:00:05.786+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yy/r/h35EP3v4R9x.png,HTTP/1.1,489,0,,200,OK,HTTP/1.1,0,image/png,,,554,12681,,,,-1,-1,0,413,77,-1,-1,,491,31.13.90.6,
103,har_a3,2019-12-13T19:00:05.898+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y0/l/0,cross/jRBqzHugMVR.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,13197,,,,-1,-1,0,566,73,-1,-1,,640,31.13.90.6,value
104,har_a3,2019-12-13T19:00:05.966+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yt/l/0,cross/Cw3tdpqyxL7.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,24427,,,,-1,-1,0,609,465,-1,-1,,1075,31.13.90.6,value
105,har_a3,2019-12-13T19:00:05.967+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yu/l/0,cross/Q_Qtc1cmjHk.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,6953,,,,-1,-1,0,589,135,-1,-1,,725,31.13.90.6,value
106,har_a3,2019-12-13T19:00:05.967+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/aMrFr5-qYww.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,1557,,,,-1,-1,0,576,11,-1,-1,,587,31.13.90.6,value
107,har_a3,2019-12-13T19:00:06.542+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yY/l/0,cross/W1D52lr6KHB.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,2124,,,,-1,-1,0,469,10,-1,-1,,480,31.13.90.6,value
108,har_a3,2019-12-13T19:00:06.550+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yr/l/0,cross/lIGGryYuWDw.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,1381,,,,-1,-1,0,447,16,-1,-1,,465,31.13.90.6,value
109,har_a3,2019-12-13T19:00:06.560+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yD/l/0,cross/AiO0tpQvM4O.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,1989,,,,-1,-1,0,481,17,-1,-1,,498,31.13.90.6,value
110,har_a3,2019-12-13T19:00:07.936+02:00,GET,https://scontent.ftlv1-2.fna.fbcdn.net/v/t31.0-1/cp0/c12.0.40.40a/p40x40/1402926_10150004552801901_469209496895221757_o.jpg?_nc_cat=1&_nc_ohc=DyXoNAWaMmAAQkHNaOZ5bVKAlKAipXfw5K342exakvBMkEhi3SfjP1oOA&_nc_ht=scontent.ftlv1-2.fna&oh=b927eeef623136e96ad719a49bf69098&oe=5E69E903,HTTP/1.1,643,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,942,,,,-1,-1,0,42,0,-1,-1,,44,213.57.23.209,value
111,har_a3,2019-12-13T19:00:07.938+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/Ziifhv40R6L.png,HTTP/1.1,489,0,,200,OK,HTTP/1.1,0,image/png,,,554,68957,,,,-1,-1,0,137,429,-1,-1,,567,31.13.90.6,
112,har_a3,2019-12-13T19:00:07.939+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y8/r/MlEH8aCYvKj.png,HTTP/1.1,392,0,,200,OK,HTTP/1.1,0,image/png,,,552,897,,,,-1,-1,0,127,4,-1,-1,,131,31.13.90.6,
113,har_a3,2019-12-13T19:00:07.940+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yu/r/VolPqbV9oTy.png,HTTP/1.1,489,0,,200,OK,HTTP/1.1,0,image/png,,,553,1325,,,,-1,-1,0,118,0,-1,-1,,119,31.13.90.6,
114,har_a3,2019-12-13T19:00:07.942+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y3/r/n-uOOobFC9i.png,HTTP/1.1,489,0,,200,OK,HTTP/1.1,0,image/png,,,553,3249,,,,-1,-1,0,97,13,-1,-1,,111,31.13.90.6,
115,har_a3,2019-12-13T19:00:08.055+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yg/r/3pkFbIT7_rn.gif,HTTP/1.1,489,0,,200,OK,HTTP/1.1,0,image/gif,,,553,3915,,,,-1,-1,0,375,27,-1,-1,,403,31.13.90.6,
116,har_a3,2019-12-13T19:00:08.068+02:00,POST,https://www.facebook.com/games/video/bookmark_nux/?dom_class=u_ps_0_1_0,HTTP/1.1,817,478,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,781,96,,,,-1,-1,0,270,0,-1,-1,,271,31.13.90.36,value
117,har_a3,2019-12-13T19:00:08.087+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iW4a4/yM/l/en_US/pxSz37Qlfyb.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,8818,,,,-1,-1,0,463,75,-1,-1,,540,31.13.90.6,value
118,har_a3,2019-12-13T19:00:08.088+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iidW4/y-/l/en_US/FTlx24msgmk.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,19119,,,,-1,-1,0,416,170,-1,-1,,587,31.13.90.6,value
119,har_a3,2019-12-13T19:00:08.095+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yr/r/Dtp8ZhYLQCF.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,4636,,,,-1,-1,0,709,36,-1,-1,,746,31.13.90.6,value
120,har_a3,2019-12-13T19:00:08.102+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iq2O4/yl/l/en_US/mUCBx44ZU7f.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,5915,,,,-1,-1,0,631,70,-1,-1,,701,31.13.90.6,value
121,har_a3,2019-12-13T19:00:08.103+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iR9m4/yB/l/en_US/fBHLCOVdZl3.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,19230,,,,-1,-1,0,596,569,-1,-1,,1167,31.13.90.6,value
122,har_a3,2019-12-13T19:00:08.103+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iDSI4/yK/l/en_US/NJrkPqnhQRZ.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,5924,,,,-1,-1,0,577,176,-1,-1,,754,31.13.90.6,value
123,har_a3,2019-12-13T19:00:08.168+02:00,GET,https://scontent.ftlv1-2.fna.fbcdn.net/v/t1.0-0/p526x296/76180857_10157491524707254_4988395529785311232_o.jpg?_nc_cat=102&_nc_ohc=fYLFEvSM3JgAQmimXHGEEkEx7Ny978jdViijHAGr2H1mN9xmXAWGEfX8A&_nc_ht=scontent.ftlv1-2.fna&oh=63db6db3b0c1583bef893f5138fa339e&oe=5E8630A8,HTTP/1.1,631,0,,200,OK,HTTP/1.1,0,image/jpeg,,,507,52336,,,,-1,-1,0,688,1133,-1,-1,,1822,213.57.23.209,value
124,har_a3,2019-12-13T19:00:08.194+02:00,GET,https://static.xx.fbcdn.net/images/emoji.php/v9/tab/1/16/2620.png,HTTP/1.1,433,0,,200,OK,HTTP/1.1,0,image/png,,,625,564,,,,-1,-1,0,886,2,-1,-1,,889,31.13.90.6,
125,har_a3,2019-12-13T19:00:08.199+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/gh2BKTXkCxb.png,HTTP/1.1,489,0,,200,OK,HTTP/1.1,0,image/png,,,554,16481,,,,-1,-1,0,787,120,-1,-1,,908,31.13.90.6,
126,har_a3,2019-12-13T19:00:08.260+02:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=ChatSidebarSheet.react&__user=100044446269082&__a=1&__dyn=7AgNe-4am2d2u6Xolg9odoKEW74jFwxwWzob4q2i5U4e1Fx-EK6UnG327HzEeUG15zobohwmUkz8bo6u4E9ohwoU8U5SEd87Cum0KpEtxy5Urwr8doK7UaU6W78-q0I8hwIXwAwlU-cByo8U5i1awCwgEcHAy8424UG5E4ucxy6o98e8lzEmgK7o884y0YobGwCxe1TwQzUuxy5po3cw&__csr=&__req=2&__beoa=0&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001540368&__s=gih0c4%3Ayqoq3a%3Ao7n9mf&__hsi=6769969698804260760-0&fb_dtsg_ag=AQxQaNsykcH_ABJRqxG8EV13FDimYGmS0_I_B4HUsX-8ZQ%3AAQz0jjilC8yDBUzfqMBk1DRKFdtlf7_GtIcien-cfTd4tg&jazoest=27943&__spin_r=1001540368&__spin_b=trunk&__spin_t=1576256402,HTTP/1.1,1272,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,1191,3787,,,,-1,-1,0,141,3,-1,-1,,145,31.13.90.36,value
127,har_a3,2019-12-13T19:00:08.281+02:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=MercurySyncEventsProxy&__user=100044446269082&__a=1&__dyn=7AgNe-4am2d2u6Xolg9odoKEW74jFwxwWzob4q2i5U4e1Fx-EK6UnG327HzEeUG15zobohwmUkz8bo6u4E9ohwoU8U5SEd87Cum0KpEtxy5Urwr8doK7UaU6W78-q0I8hwIXwAwlU-cByo8U5i1awCwgEcHAy8424UG5E4ucxy6o98e8lzEmgK7o884y0YobGwCxe1TwQzUuxy5po3cw&__csr=&__req=3&__beoa=0&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001540368&__s=gih0c4%3Ayqoq3a%3Ao7n9mf&__hsi=6769969698804260760-0&fb_dtsg_ag=AQxQaNsykcH_ABJRqxG8EV13FDimYGmS0_I_B4HUsX-8ZQ%3AAQz0jjilC8yDBUzfqMBk1DRKFdtlf7_GtIcien-cfTd4tg&jazoest=27943&__spin_r=1001540368&__spin_b=trunk&__spin_t=1576256402,HTTP/1.1,1272,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,1191,1146,,,,0,199,0,122,1,0,163,,323,31.13.90.36,value
128,har_a3,2019-12-13T19:00:08.425+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y_/r/Gl-8sXxv2FU.png,HTTP/1.1,489,0,,200,OK,HTTP/1.1,0,image/png,,,554,17315,,,,0,469,0,684,567,0,435,,1722,31.13.90.6,
129,har_a3,2019-12-13T19:00:08.461+02:00,GET,https://static.xx.fbcdn.net/images/emoji.php/v9/t50/1/16/1f525.png,HTTP/1.1,434,0,,200,OK,HTTP/1.1,0,image/png,,,625,478,,,,-1,-1,0,742,2,-1,-1,,744,31.13.90.6,
130,har_a3,2019-12-13T19:00:08.507+02:00,GET,https://static.xx.fbcdn.net/images/emoji.php/v9/te/1/16/1f93e_1f3fb_200d_2642.png,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/png,,,625,678,,,,-1,-1,0,706,17,-1,-1,,724,31.13.90.6,
131,har_a3,2019-12-13T19:00:08.633+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yp/l/0,cross/5MRAVzXZuxG.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,5692,,,,-1,-1,0,643,42,-1,-1,,686,31.13.90.6,value
132,har_a3,2019-12-13T19:00:08.680+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/aVv-cj0-snJ.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,1209,,,,-1,-1,0,637,0,-1,-1,,638,31.13.90.6,value
133,har_a3,2019-12-13T19:00:08.807+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iYXl4/yI/l/en_US/CSM_QaqTSsW.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,6940,,,,-1,-1,1,564,44,-1,-1,,610,31.13.90.6,value
134,har_a3,2019-12-13T19:00:08.847+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yo/r/tN1N5tiRyzo.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,2928,,,,-1,-1,0,644,15,-1,-1,,661,31.13.90.6,value
135,har_a3,2019-12-13T19:00:08.862+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ikEM4/yw/l/en_US/NBuoAURemJI.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,4103,,,,-1,-1,0,687,25,-1,-1,,714,31.13.90.6,value
136,har_a3,2019-12-13T19:00:09.002+02:00,GET,https://scontent.ftlv1-2.fna.fbcdn.net/v/t31.0-1/c15.0.50.50a/p50x50/10506738_10150004552801856_220367501106153455_o.jpg?_nc_cat=1&_nc_ohc=cQ2o1FeB0coAQmpWXNGTzgjAbL5rXWXhfsNGp861jYv6bYJTswhPVL5uA&_nc_ht=scontent.ftlv1-2.fna&oh=c952a6ca9f988c1dbac21ac5eed3965c&oe=5E84BA3F,HTTP/1.1,640,0,,200,OK,HTTP/1.1,0,image/jpeg,,,506,1028,,,,0,798,0,619,0,0,759,,1417,213.57.23.209,value
137,har_a3,2019-12-13T19:00:09.005+02:00,GET,https://scontent.ftlv1-2.fna.fbcdn.net/v/t1.0-1/p50x50/36356887_1859992250729173_6727829174104358912_o.jpg?_nc_cat=106&_nc_ohc=ogStVRkj7ooAQl92DZxM0EVRZlnG4ZAl5tuubS8Pla1NffQxApIwr36bg&_nc_ht=scontent.ftlv1-2.fna&oh=23e5803a197c94730abe162e22846513&oe=5E6CB353,HTTP/1.1,628,0,,200,OK,HTTP/1.1,0,image/jpeg,,,506,1624,,,,0,800,0,623,12,0,768,,1437,213.57.23.209,value
138,har_a3,2019-12-13T19:00:09.008+02:00,GET,https://scontent.ftlv1-2.fna.fbcdn.net/v/t1.0-1/p50x50/73172479_2520148401368339_5561635176875819008_o.jpg?_nc_cat=106&_nc_ohc=yTHd9hzJXrIAQnMTg-7IHulT2PPbtghlxnbNdv2yziDRxZv02Dzw6ROAg&_nc_ht=scontent.ftlv1-2.fna&oh=ff581ff5d84d303169bab7e85849b546&oe=5E859398,HTTP/1.1,628,0,,200,OK,HTTP/1.1,0,image/jpeg,,,506,1989,,,,0,799,0,633,18,0,762,,1453,213.57.23.209,value
139,har_a3,2019-12-13T19:00:09.085+02:00,GET,https://static.xx.fbcdn.net/images/emoji.php/v9/tfd/1/16/1f64c.png,HTTP/1.1,434,0,,200,OK,HTTP/1.1,0,image/png,,,625,442,,,,-1,-1,0,598,3,-1,-1,,602,31.13.90.6,
140,har_a3,2019-12-13T19:00:09.114+02:00,GET,https://static.xx.fbcdn.net/images/emoji.php/v9/t0/1/16/1f5a4.png,HTTP/1.1,433,0,,200,OK,HTTP/1.1,0,image/png,,,625,380,,,,-1,-1,0,580,5,-1,-1,,586,31.13.90.6,
141,har_a3,2019-12-13T19:00:09.274+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i8594/yT/l/en_US/yqcGSezrmzF.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,5360,,,,-1,-1,0,448,32,-1,-1,,481,31.13.90.6,value
142,har_a3,2019-12-13T19:00:09.323+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/EAqrq-vkbxe.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,8102,,,,-1,-1,0,535,74,-1,-1,,610,31.13.90.6,value
143,har_a3,2019-12-13T19:00:09.323+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iCyH4/y0/l/en_US/ZnnHlvNnScU.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,23250,,,,-1,-1,0,467,190,-1,-1,,658,31.13.90.6,value
144,har_a3,2019-12-13T19:00:09.420+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3izyp4/yF/l/en_US/BHDZxWVHhcN.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,43319,,,,-1,-1,0,577,791,-1,-1,,1369,31.13.90.6,value
145,har_a3,2019-12-13T19:00:09.514+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/tb_YvEDWcve.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,6631,,,,-1,-1,0,563,39,-1,-1,,603,31.13.90.6,value
146,har_a3,2019-12-13T19:00:09.582+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i9Zn4/yA/l/en_US/w2BE0R7HwQM.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,7427,,,,-1,-1,0,566,46,-1,-1,,613,31.13.90.6,value
