,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.send,timings.ssl,timings.dns,timings.wait,serverIPAddress,comment,time,request.queryString.name,response._error
49,,2019-10-08T19:54:30.264+03:00,GET,https://api.monotote.com/v1/settings?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e,HTTP/1.1,471,0,,200,OK,HTTP/1.1,0,application/json,,,740,3092,,,0,-1,-1,0,-1,-1,108,146.185.139.55,,108,value,
50,,2019-10-08T19:54:30.271+03:00,GET,http://cat.nl.eu.criteo.com/delivery/lg.php?cppv=3&cpp=-ym1Y6aM8sb8oUSi3w8JfFoZBMOFasZl3g1eyVwVy_mczem-B23EsZ2izgKzu2Gv94-5QQGhofIgy8vYH4z2qAiXyyhmh4Uq9nWm_FmS-A0KKj84GHkIbKT16qrGTLSDnoIr92pGCI9Rod091gnr4opx3FiK-ldrbt-yRVQgTKWmCY1CnCtWYeU0FFK4zVQKJC157Ow_AnzCAQQzIhmNnJHKFTuwdIceRzD_VCuTPA-cM9OW3bzZI9gVKGJqEdXrC3fy7g,HTTP/1.1,755,0,,200,OK,HTTP/1.1,0,image/gif,,,289,43,,,0,0,24,0,-1,0,122,178.250.2.148,,147,value,
51,,2019-10-08T19:54:30.372+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivXU4/yt/l/he_IL/hngS2TVHSa8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,405,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,124286,,,174,0,204,0,169,0,114,31.13.92.14,,493,value,
52,,2019-10-08T19:54:30.530+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=shutupandtakemymoney.com,HTTP/1.1,419,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,0,226,0,202,0,140,172.217.22.98,,368,value,
53,,2019-10-08T19:54:30.534+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,125,0,230,0,206,0,143,172.217.22.98,,499,,
54,,2019-10-08T19:54:30.540+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/load_preloaded_resource.js,HTTP/1.1,1401,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,677,359,,,0,-1,-1,0,-1,-1,118,216.58.207.65,,119,,
55,,2019-10-08T19:54:30.543+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1390,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,1044,,,12,-1,-1,0,-1,-1,116,216.58.207.65,,129,,
56,,2019-10-08T19:54:30.543+03:00,GET,https://www.google.com/ads/measurement/l?ebcid=ALh7CaSxX22lrNGnn1nNRhImzmxP36xiAM7Q_vxDT59aX3Ts4v7Yq8ToaONKsTfLOyFIfFVcjcpCYm1UKNYiiTZ56dWAP8xkRg,HTTP/1.1,1485,0,,204,No Content,HTTP/1.1,0,text/html; charset=UTF-8,,,366,0,,,0,-1,-1,0,-1,-1,129,172.217.18.4,,130,value,
57,,2019-10-08T19:54:30.545+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=shutupandtakemymoney.com,HTTP/1.1,421,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,0,244,0,218,0,131,172.217.16.162,,377,value,
58,,2019-10-08T19:54:30.565+03:00,GET,https://tpc.googlesyndication.com/simgad/17733670319047349734/downsize_200k_v1?w=200&h=200,HTTP/1.1,1430,0,,200,OK,HTTP/1.1,0,image/png,,,546,3083,,,0,-1,-1,0,-1,-1,118,216.58.207.65,,119,value,
59,,2019-10-08T19:54:30.565+03:00,GET,https://tpc.googlesyndication.com/simgad/12721750066120685360/downsize_200k_v1?w=400&h=209,HTTP/1.1,1430,0,,200,OK,HTTP/1.1,0,image/jpeg,,,547,7600,,,3,-1,-1,0,-1,-1,115,216.58.207.65,,119,value,
60,,2019-10-08T19:54:30.587+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=Cfb8kWMOcXbzvNpnj7gO-3Y1g1Kbr2VjJiuTbngq_4R4QASD6zOMUYPm69IOcEKABvpur-QLIAQmpAqzABVYzIZM-qAMByAPDBKoEvQFP0CuMgWb2wF0bQttFYqS6VrgaYKOIZy42Gsam_Q_fn50vkJgY9ZdiH_ezag3KvUjC0XdvmU6AExThUiktQRXEcIM_p7VY2mvWV4x56YwT7jXQpzY0pt0FHrdFmiwjecwjrvU5PFMGk-DmgSu47uXD9RY0hqgtYCKKmTfecOrpW_vQmVbHQTrA7-7yei-2eVb3GG9gYIxr0_Y2hPfTUAOoQfs0g81dntJzKkzunLevmKyHGE2wEApYcG-3JbTABJ_Ig-ScApIFBAgEGAGSBQQIBRgEkgUECAUYGJIFBQgFGKgBoAYugAeq5NSGAagHjs4bqAfVyRuoB8HTG6gHhdQbqAeB1BuoB4LUG6gHhtQbqAeE1BuoB5PYG6gH4NMbqAe6BqgH2csbqAfPzBuoB6a-G9gHAPIHBBDPhwHSCAcIgGEQARgegAoB2BMN&sigh=f2W68Gqm2gA&template_id=484&tpd=AGWhJmsonZT-LKz_jtFIGra77ScmazVNvVXVYpW_RoTEkGnp1Q,HTTP/1.1,2083,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,0,-1,-1,0,-1,-1,98,172.217.22.98,,99,value,
61,,2019-10-08T19:54:30.604+03:00,GET,https://browser.sentry-cdn.com/5.4.3/bundle.min.js,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,application/javascript,,,507,16214,,,810,0,223,0,196,0,93,151.101.130.217,,1127,,
62,,2019-10-08T19:54:30.667+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/error_handler.js,HTTP/1.1,1383,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,3377,,,2,-1,-1,0,-1,-1,87,216.58.207.65,,90,,
63,,2019-10-08T19:54:30.678+03:00,GET,https://tpc.googlesyndication.com/simgad/5392282257647526732,HTTP/1.1,1392,0,,200,OK,HTTP/1.1,0,image/gif,,,548,77559,,,109,-1,-1,1,-1,-1,90,216.58.207.65,,201,,
64,,2019-10-08T19:54:30.697+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1382,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,1044,,,3,-1,-1,0,-1,-1,88,216.58.207.65,,92,,
65,,2019-10-08T19:54:30.759+03:00,GET,https://pagead2.googlesyndication.com/pagead/s/cookie_push.html,HTTP/1.1,1520,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,842,652,,,0,0,153,0,96,0,84,172.217.22.98,,239,,
66,,2019-10-08T19:54:30.766+03:00,GET,https://fonts.googleapis.com/css?family=Heebo%3A300%2C400%2C700,HTTP/1.1,1382,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,354,,,0,0,249,0,223,0,93,216.58.207.42,,344,value,
67,,2019-10-08T19:54:30.807+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,59,-1,-1,0,-1,-1,118,172.217.22.98,,177,,
68,,2019-10-08T19:54:30.825+03:00,GET,https://ws.sharethis.com/secure5x/index.html,HTTP/1.1,566,0,,200,OK,HTTP/1.1,0,text/html,,,509,4081,,,5,-1,-1,0,-1,-1,81,13.224.132.51,,87,,
69,,2019-10-08T19:54:30.865+03:00,GET,https://tpc.googlesyndication.com/simgad/10270421627710672516?sqp=4sqPyQQ7QjkqNxABHQAAtEIgASgBMAk4A0DwkwlYAWBfcAKAAQGIAQGdAQAAgD-oAQGwAYCt4gS4AV_FAS2ynT4&rs=AOga4qmh9uMedexU4Eb9Q4uZbe6svRVSGw,HTTP/1.1,1511,0,,200,OK,HTTP/1.1,0,image/jpeg,,,520,67918,,,39,-1,-1,0,-1,-1,85,216.58.207.65,,126,value,
70,,2019-10-08T19:54:30.865+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1370,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,1044,,,0,-1,-1,0,-1,-1,79,216.58.207.65,,79,,
71,,2019-10-08T19:54:30.870+03:00,GET,https://www.google.com/ads/measurement/l?ebcid=ALh7CaSr3GEevI8oF9RogamhTvJbs2mwhOPMvpLKRzavVefUmUqEelEJoiDSfXl8FMXFCqbXFH1BS66s2YA-XwCQI4Y-uiPP6g,HTTP/1.1,1465,0,,204,No Content,HTTP/1.1,0,text/html; charset=UTF-8,,,366,0,,,0,-1,-1,0,-1,-1,106,172.217.18.4,,107,value,
72,,2019-10-08T19:54:30.872+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CZ6J9WMOcXb3gN9HE7gPCpaPIB-fpw6RX0tXg68cI_d68_K4WEAEg-szjFGD5uvSDnBCgAYuzjMMDyAECqAMByAPJBKoEwQFP0KWDvUfeARYUYGBEWg6z1OZ3tzC5yT6B2YrM2nmwKpdS9gCo0Dgk1ubBb4uspc7h0U3kX-TIJSceyHI8ycyk-MqLpC2y8FJl99sAVjfgGxKLjhdOg9dscPmfgoK663LSR6qeT-GyoPN251bDan0fM6DhTYpNj2RGd3VBYZESvJ28k-iOzg-NYs0fImdKldAfZg92rUh0tLkL1uejANmmanIHoZ20kqV3vI1vHVHRuxLpP9i2rjYD82NeKgeI5gQiwATi5_3siAKSBQQIBBgBkgUECAUYBJIFBAgFGBiSBQUIBRioAaAGAoAH3czzPKgHjs4bqAfVyRuoB8HTG6gHhdQbqAeB1BuoB4LUG6gHhtQbqAeE1BuoB5PYG6gH4NMbqAe6BqgH2csbqAfPzBuoB6a-G9gHAfIHBBCR_gjSCAcIgGEQARgegAoB2BMM&sigh=qSGTyzeUGdA&tpd=AGWhJmsOvuDKcOeDKQS4vVvkkY7-hItMunuiQG1z1ACC32PpjA,HTTP/1.1,2043,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,0,-1,-1,0,-1,-1,106,172.217.22.98,,107,value,
73,,2019-10-08T19:54:30.882+03:00,GET,https://www.google.com/ads/measurement/l?ebcid=ALh7CaQsXZF0-K2rN7wN98tvtxU6Bm390a9CsknrMyGP_Ioegda8xhVHCjLla-LwOaVP7OpFkeoyQfZHCG7j4liNR8CU6K8VYA,HTTP/1.1,1477,0,,204,No Content,HTTP/1.1,0,text/html; charset=UTF-8,,,366,0,,,0,-1,-1,0,-1,-1,102,172.217.18.4,,103,value,
74,,2019-10-08T19:54:30.883+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CJ6PiWMOcXZupOJXOgAfOz6G4DYmYmIxX1ZD-0KoJv-EeEAEg-szjFGD5uvSDnBCgAeiowqMDyAEDqAMByAPJBKoEvwFP0FJlPiJbnpnIJadOfdGSY2CefAGe50S1PH9-x1lCL_ZR3U5YB23eMf-hgXej0LT_dUHuEDTExOrTI0mALVrQDTAow8TYiQj4Y54vfCCTFfLR-B4FpN7DmrxqCVjT09Ff3dqZ-66GpnHGJ1erOzFWlp-RYgoCJof79inxFlvMEegEwynbxquvi453DUm9f2sEzM0JlQab0Qh9K0as8tnGwKOKV-aRCTm2amDtRfgqJMi2mtiMuPk9O7NkZVpzKsAEiMKB2KUCkgUECAQYAZIFBAgFGASgBgOAB4DXvVyoB47OG6gH1ckbqAfB0xuoB4XUG6gHgdQbqAeC1BuoB4bUG6gHhNQbqAeT2BuoB-DTG6gHugaoB9nLG6gHz8wbqAemvhvYBwHyBwQQ2_UD0ggHCIBhEAEYHoAKAdgTDA&sigh=-FPYc2mYlqM&tpd=AGWhJmshR3G3ejERZL1_rmkGc52ylkNeHkX-umP5MNuaZEDFgw,HTTP/1.1,2029,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,0,-1,-1,0,-1,-1,102,172.217.22.98,,103,value,
75,,2019-10-08T19:54:30.940+03:00,GET,https://pagead2.googlesyndication.com/pagead/s/cookie_push.html,HTTP/1.1,1512,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,842,652,,,0,-1,-1,0,-1,-1,82,172.217.22.98,,83,,
76,,2019-10-08T19:54:31.018+03:00,GET,https://load.sumo.com/6.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,2520,,,51,0,299,0,262,0,99,89.187.169.79,,450,,
77,,2019-10-08T19:54:31.037+03:00,GET,https://load.sumo.com/68.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,631,,,40,0,314,0,278,0,111,89.187.169.79,,466,,
78,,2019-10-08T19:54:31.063+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=90&slotname=3272316759&adk=3428921553&adf=2751417936&w=728&guci=2.2.0.0.2.2.0.0&format=728x90&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ea=0&flash=0&wgl=1&adsid=NT&dt=1570553670298&bpp=16&bdt=548&fdt=752&idt=752&shv=r20191003&cbv=r20190131&saldr=aa&correlator=8703256937771&frm=24&ife=1&pv=2&ga_vid=1989911446.1570553587&ga_sid=1570553671&ga_hid=2055129730&ga_fc=0&iag=3&icsg=166&nhd=1&dssz=6&mdo=0&mso=512&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=-12245933&bih=-12245933&isw=0&ish=0&ifk=1423944195&scr_x=-12245933&scr_y=-12245933&eid=21064715%2C332260032%2C332260042%2C368226600%2C368226610&oid=3&pvsid=2094273800759660&pem=162&rx=0&eae=2&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C0%2C0&vis=1&rsz=%7C%7CE%7C&abl=CS&pfx=0&fu=16&bc=23&ifi=1&uci=1.mrnk137qyxio&fsb=1&dtd=762,HTTP/1.1,1536,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,751,20447,,,21,-1,-1,0,-1,-1,214,172.217.22.98,,236,value,
79,,2019-10-08T19:54:31.065+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,417,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29093,,,20,-1,-1,0,-1,-1,106,216.58.207.66,,127,value,
80,,2019-10-08T19:54:31.086+03:00,GET,https://pagead2.googlesyndication.com/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,1371,0,,200,OK,HTTP/1.1,0,text/javascript,,,738,5323,,,1,-1,-1,0,-1,-1,81,172.217.22.98,,83,,
81,,2019-10-08T19:54:31.226+03:00,GET,https://cm.g.doubleclick.net/pixel/attr?d=AHNF13Ks85qJ-fDgX7L0_bJg2GU4Kg6qcAZa,HTTP/1.1,561,0,,204,No Content,HTTP/1.1,0,text/html,,,512,0,,,0,0,213,0,185,0,93,172.217.16.162,,307,value,
82,,2019-10-08T19:54:31.264+03:00,GET,https://cm.g.doubleclick.net/pixel/attr?d=AHNF13JhVJFz3itBVY7-Ysqf85z0GmTRyRUg,HTTP/1.1,561,0,,204,No Content,HTTP/1.1,0,text/html,,,512,0,,,0,0,149,0,118,0,95,172.217.16.162,,245,value,
83,,2019-10-08T19:54:31.297+03:00,GET,https://fonts.gstatic.com/s/heebo/v5/NGS3v5_NC0k9P9lNaKROkK440A.woff2,HTTP/1.1,466,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,7512,,,2,0,209,0,183,0,83,172.217.16.131,,296,,
84,,2019-10-08T19:54:31.307+03:00,GET,https://fonts.gstatic.com/s/heebo/v5/NGS3v5_NC0k9P9ldb6ROkK440A.woff2,HTTP/1.1,466,0,,200,OK,HTTP/1.1,0,font/woff2,,,517,7240,,,3,0,216,0,193,0,83,172.217.16.131,,304,,
85,,2019-10-08T19:54:31.351+03:00,GET,https://load.sumo.com/0.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,2481,,,0,-1,-1,0,-1,-1,103,89.187.169.79,,104,,
86,,2019-10-08T19:54:31.352+03:00,GET,https://load.sumo.com/1.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1060,,,47,-1,-1,0,-1,-1,98,89.187.169.79,,145,,
87,,2019-10-08T19:54:31.368+03:00,GET,https://tpc.googlesyndication.com/simgad/5168833708415642670?sqp=4sqPyQQ7QjkqNxABHQAAtEIgASgBMAk4A0DwkwlYAWBfcAKAAQGIAQGdAQAAgD-oAQGwAYCt4gS4AV_FAS2ynT4&rs=AOga4qlcDicgenztDf2SWljKqTxPDB9lnw,HTTP/1.1,1470,0,,200,OK,HTTP/1.1,0,image/png,,,517,42528,,,23,-1,-1,0,-1,-1,82,216.58.207.65,,106,value,
88,,2019-10-08T19:54:31.369+03:00,GET,https://www.google.com/ads/measurement/l?ebcid=ALh7CaS3LHv5a3NAFA-d9EuXQIFF3BdjyWgG8saGjVHtjYt3YzDA1rv-fblQXS2yV5y9Zri1gwzdc1dSzPBKGlHMXIYNp49r_Q,HTTP/1.1,1425,0,,204,No Content,HTTP/1.1,0,text/html; charset=UTF-8,,,366,0,,,0,-1,-1,0,-1,-1,100,172.217.18.4,,102,value,
89,,2019-10-08T19:54:31.459+03:00,GET,https://load.sumo.com/2.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1218,,,0,-1,-1,0,-1,-1,97,89.187.169.79,,97,,
90,,2019-10-08T19:54:31.501+03:00,GET,https://load.sumo.com/3.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1608,,,46,-1,-1,0,-1,-1,95,89.187.169.79,,142,,
91,,2019-10-08T19:54:31.517+03:00,GET,https://load.sumo.com/14.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,131469,,,224,0,161,0,134,0,99,89.187.169.79,,485,,
92,,2019-10-08T19:54:31.526+03:00,GET,https://load.sumo.com/18.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,53031,,,182,0,162,0,139,0,105,89.187.169.79,,451,,
93,,2019-10-08T19:54:31.574+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CHBaAWcOcXYztLtD4gAeYvoH4DtHAkt9Yptbcn4oKv-EeEAEg-szjFGD5uvSDnBCgAfKdhuACyAECqQKswAVWMyGTPqgDAcgDyQSqBMUBT9AfvDsO0YIrUgc_kihask7cljBmNb6H5UCJtZMKEwFiTkyRZlCIt72W6_sQENUDnsgBQg-JuBWm5597VngSfPNReNIpyXEiHOS3pK7vmUx1niSn9jkTi6QaTcUx0yYIxLfWnk-436xlHT9A3e6e4oqh3z78VlboKlmX7jMZ00HWT_SdA9UieXDI53C2NrKfiQbHA4dzzuCsxiz3az9IEWiCV5K3hwdOZSrliYlliDnZ8JnUiFZfNBYH8-BN9lvu7Dla3bXABMCLlM62ApIFBAgEGAGSBQQIBRgEoAYCgAf24fmfAagHjs4bqAfVyRuoB8HTG6gHhdQbqAeB1BuoB4LUG6gHhtQbqAeE1BuoB5PYG6gH4NMbqAe6BqgH2csbqAfPzBuoB6a-G9gHAfIHAxCnPNIIBwiAYRABGB6ACgHYEww&sigh=XgnvZ5d1gNA&tpd=AGWhJmsuSjTs9ZrWcZfjFFZvcYTdNrACx49dPf4szsc0Eu1ILw,HTTP/1.1,1998,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,0,0,198,0,177,0,111,172.217.22.98,,310,value,
94,,2019-10-08T19:54:31.578+03:00,GET,https://pagead2.googlesyndication.com/pagead/s/cookie_push.html,HTTP/1.1,1460,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,842,652,,,0,0,192,0,162,0,96,172.217.22.98,,289,,
95,,2019-10-08T19:54:31.894+03:00,GET,https://cm.g.doubleclick.net/pixel/attr?d=AHNF13Kb-FFAY7obN52UQeCvHqRL_pp1NtMe,HTTP/1.1,561,0,,204,No Content,HTTP/1.1,0,text/html,,,512,0,,,0,0,202,0,171,0,111,172.217.16.162,,314,value,
96,,2019-10-08T19:54:32.063+03:00,GET,http://graph.facebook.com/?id=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&callback=jQuery110206572639686677657_1570553667621&_=1570553667622,HTTP/1.1,444,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,636,100,,,0,0,25,0,-1,0,167,31.13.92.10,,193,value,
97,,2019-10-08T19:54:32.187+03:00,GET,https://image6.pubmatic.com/AdServer/UCookieSetPug?oid=1&rd=https%3A%2F%2Fcm.g.doubleclick.net%2Fpixel%3Fgoogle_nid%3Dpmeb%26google_sc%3D1%26google_hm%3D%23%23B64_16B_PM_UID%26google_redir%3Dhttps%25253A%25252F%25252Fimage8.pubmatic.com%25252FAdServer%25252FImgSync%25253Fsec%25253D1%252526p%25253D156578%252526mpc%25253D4%252526fp%25253D1%252526pu%25253Dhttps%2525253A%2525252F%2525252Fimage4.pubmatic.com%2525252FAdServer%2525252FSPug%2525253Fp%2525253D156578%25252526sc%2525253D1&google_gid=CAESEEP8m1nu7tF0381QnM4Roko&google_cver=1&google_push=AHNF13JsoD4UiTkr9Yy1lxsfe9HjOI6FqiOed3DCmDI6,HTTP/1.1,1060,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://cm.g.doubleclick.net/pixel?google_nid=pmeb&google_sc=1&google_hm=VVuZvRKKQh6fHF2iif9Zqw%3D%3D&google_redir=https%3A%2F%2Fimage8.pubmatic.com%2FAdServer%2FImgSync%3Fsec%3D1%26p%3D156578%26mpc%3D4%26fp%3D1%26pu%3Dhttps%253A%252F%252Fimage4.pubmatic.com%252FAdServer%252FSPug%253Fp%253D156578%2526sc%253D1&google_push=AHNF13JsoD4UiTkr9Yy1lxsfe9HjOI6FqiOed3DCmDI6,624,0,,,0,0,495,0,472,0,255,103.231.98.196,,751,value,
98,,2019-10-08T19:54:32.633+03:00,GET,https://cm.g.doubleclick.net/pixel?google_nid=pmeb&google_sc=1&google_hm=VVuZvRKKQh6fHF2iif9Zqw%3D%3D&google_redir=https%3A%2F%2Fimage8.pubmatic.com%2FAdServer%2FImgSync%3Fsec%3D1%26p%3D156578%26mpc%3D4%26fp%3D1%26pu%3Dhttps%253A%252F%252Fimage4.pubmatic.com%252FAdServer%252FSPug%253Fp%253D156578%2526sc%253D1&google_push=AHNF13JsoD4UiTkr9Yy1lxsfe9HjOI6FqiOed3DCmDI6,HTTP/1.1,850,0,,200,OK,HTTP/1.1,0,image/png,,,606,170,,,0,0,185,0,164,0,95,172.217.16.162,,281,value,
99,,2019-10-08T19:54:32.646+03:00,GET,https://www.linkedin.com/countserv/count/share?format=jsonp&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&callback=linkedinjsonpcallbackfjyatw&_=1570553667625,HTTP/1.1,737,0,,404,Not Found,HTTP/1.1,0,text/html,,,1976,24810,,,149,0,576,0,549,0,200,108.174.11.1,,926,value,
100,,2019-10-08T19:54:33.609+03:00,GET,http://t.sharethis.com/d/a.gif?cid=c010&dmn=www.shutupandtakemymoney.com&tt=t.dhj&dhjLcy=611&lbl=pxcel&flbl=pxcel&ll=d&ver=0.308.14292&ell=d&cck=__stid&pn=%2F&qs=na&rdn=www.shutupandtakemymoney.com&rpn=%2F&rqs=na&cc=IL&cont=AS&ipaddr=&evid=ZNySs2WAakmN8olAAKjN&urls=!1!1436!b-102&rnd=1570553671445&cid=c010&version=0.308.14292&cc=IL&cont=AS&repeat=0&htmLcy=6&bcnLcy=155,HTTP/1.1,817,0,,204,No Content,HTTP/1.1,0,,,,227,0,,,0,0,37,0,-1,0,102,104.82.118.155,,141,value,
101,,2019-10-08T19:54:33.615+03:00,GET,http://api.facebook.com/method/links.getStats?urls=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&format=json&callback=jQuery110206572639686677657_1570553667623&_=1570553667624,HTTP/1.1,475,0,,200,OK,HTTP/1.1,0,text/javascript;charset=utf-8,,,569,263,,,0,0,32,0,-1,0,161,31.13.92.10,,194,value,
102,,2019-10-08T19:54:33.658+03:00,GET,https://rtb.openx.net/sync/dds?google_gid=CAESEEF0Syn2PctzfxlxYGVxs3w&google_cver=1&google_push=AHNF13KgYXYXx4b_opfC_TUssOuxFMzhzsu-IpzzuufZw8g,HTTP/1.1,534,0,,302,Found,HTTP/1.1,0,,,https://rtb.openx.net/sync/dds?google_gid=CAESEEF0Syn2PctzfxlxYGVxs3w&google_cver=1&google_push=AHNF13KgYXYXx4b_opfC_TUssOuxFMzhzsu-IpzzuufZw8g&ox_sc=1,724,0,,,0,0,2556,0,2525,0,310,35.241.55.82,,2867,value,
103,,2019-10-08T19:54:33.658+03:00,GET,https://rtb.openx.net/sync/dds?google_gid=CAESEEF0Syn2PctzfxlxYGVxs3w&google_cver=1&google_push=AHNF13IbIaj1YSuMTHWt2KvHdQIC-Kom-wWbBb5hobucwQ,HTTP/1.1,533,0,,302,Found,HTTP/1.1,0,,,https://rtb.openx.net/sync/dds?google_gid=CAESEEF0Syn2PctzfxlxYGVxs3w&google_cver=1&google_push=AHNF13IbIaj1YSuMTHWt2KvHdQIC-Kom-wWbBb5hobucwQ&ox_sc=1,723,0,,,0,0,2611,0,2581,34,315,35.241.55.82,,2961,value,
104,,2019-10-08T19:54:33.839+03:00,GET,https://api.monotote.com/v1/translations/en?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e,HTTP/1.1,478,0,,200,OK,HTTP/1.1,0,application/json,,,699,111400,,,135,0,253,0,191,0,190,146.185.139.55,,580,value,
105,,2019-10-08T19:54:33.972+03:00,GET,https://rtb.openx.net/sync/dds?google_gid=CAESEEF0Syn2PctzfxlxYGVxs3w&google_cver=1&google_push=AHNF13KgYXYXx4b_opfC_TUssOuxFMzhzsu-IpzzuufZw8g&ox_sc=1,HTTP/1.1,601,0,,302,Found,HTTP/1.1,0,,,https://cm.g.doubleclick.net/pixel?google_nid=open&google_push=AHNF13KgYXYXx4b_opfC_TUssOuxFMzhzsu-IpzzuufZw8g&google_hm=QLBn9X4CzLA0URbanU2TBA==,571,0,,,0,-1,-1,0,-1,-1,310,35.241.55.82,,311,value,
106,,2019-10-08T19:54:33.977+03:00,GET,https://rtb.openx.net/sync/dds?google_gid=CAESEEF0Syn2PctzfxlxYGVxs3w&google_cver=1&google_push=AHNF13IbIaj1YSuMTHWt2KvHdQIC-Kom-wWbBb5hobucwQ&ox_sc=1,HTTP/1.1,600,0,,302,Found,HTTP/1.1,0,,,https://cm.g.doubleclick.net/pixel?google_nid=open&google_push=AHNF13IbIaj1YSuMTHWt2KvHdQIC-Kom-wWbBb5hobucwQ&google_hm=fh49LAemzBQOhrwardqwtw==,570,0,,,0,-1,-1,0,-1,-1,323,35.241.55.82,,324,value,
