,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.send,timings.ssl,timings.wait,timings.dns,serverIPAddress,comment,time,request.queryString.name
70,,2019-10-12T08:19:35.369+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICIkd2ViX2V2ZW50IiwicHJvcGVydGllcyI6IHsiJG9zIjogIldpbmRvd3MiLCIkYnJvd3NlciI6ICJDaHJvbWUiLCIkY3VycmVudF91cmwiOiAiaHR0cHM6Ly93d3cucmV2ZXJibmF0aW9uLmNvbS8iLCIkYnJvd3Nlcl92ZXJzaW9uIjogNzcsIiRzY3JlZW5faGVpZ2h0IjogNjAwLCIkc2NyZWVuX3dpZHRoIjogODAwLCJtcF9saWIiOiAid2ViIiwiJGxpYl92ZXJzaW9uIjogIjIuMjkuMSIsInRpbWUiOiAxNTcwODU3NTc1LjM2MiwiZGlzdGluY3RfaWQiOiAiMTZkYmU2ODUxYjAzMTUtMGNjOGIxNTdhMmQ5YjQtMTE1YTFiMmQtNzUzMDAtMTZkYmU2ODUxYjEzOTgiLCIkZGV2aWNlX2lkIjogIjE2ZGJlNjg1MWIwMzE1LTBjYzhiMTU3YTJkOWI0LTExNWExYjJkLTc1MzAwLTE2ZGJlNjg1MWIxMzk4IiwicmFpbHNfdmVyc2lvbiI6ICI0LjIuMTEiLCJicm93c2VyX3ZlcnNpb24iOiAiNzcuMC4zODY1LjkwIiwicHJvdG9jb2wiOiAiaHR0cHM6IiwicmVuZGVyX3RpbWVfaG9tZXBhZ2UiOiA4MjQ3LCJyZW5kZXJfdGltZV9ob21lcGFnZV9idWNrZXQiOiAiNi05IiwiJGluaXRpYWxfcmVmZXJyZXIiOiAiJGRpcmVjdCIsIiRpbml0aWFsX3JlZmVycmluZ19kb21haW4iOiAiJGRpcmVjdCIsIiR0aXRsZSI6ICJSZXZlcmJOYXRpb24gOiBBcnRpc3RzIEZpcnN0IiwiJGV2ZW50X3R5cGUiOiAicGFnZXZpZXciLCIkY2VfdmVyc2lvbiI6IDEsIiRob3N0IjogInd3dy5yZXZlcmJuYXRpb24uY29tIiwiJHBhdGhuYW1lIjogIi8iLCJ0b2tlbiI6ICJhYjA4ODk1MzJiYTIxMTk5YmFiMjYwMjVmOTAwMWZmZCJ9fQ%3D%3D&ip=1&_=1570857575363,HTTP/1.1,1490,0,,200,OK,HTTP/1.1,0,application/json,,,504,1,,,-1,-1,0,0,-1,101,-1,35.186.241.51,,103,value
71,,2019-10-12T08:19:35.542+03:00,GET,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/1068733558/?random=1570857572971&cv=9&fst=1570857572971&num=1&guid=ON&resp=GooglemKTybQhCsO&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga21&sendb=1&ig=1&frm=0&url=https%3A%2F%2Fwww.reverbnation.com%2F&tiba=ReverbNation%20%3A%20Artists%20First&async=1&rfmt=3&fmt=4,HTTP/1.1,704,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,1031,930,,,0,2547,0,0,2511,95,0,216.58.205.226,,2645,value
72,,2019-10-12T08:19:36.040+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/v3/standard_resources/default_images/artist_big_thumb.png,HTTP/1.1,493,0,,200,OK,HTTP/1.1,0,image/png,,,438,2040,,,-1,-1,256,0,-1,237,-1,93.184.220.20,,493,
73,,2019-10-12T08:19:36.045+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/homepage/twitter-selldretti@2x.jpg,HTTP/1.1,470,0,,200,OK,HTTP/1.1,0,image/jpeg,,,439,3150,,,-1,-1,409,0,-1,97,-1,93.184.220.20,,508,
74,,2019-10-12T08:19:36.118+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/v3/front_facing/persistent_footer/progress.gif?1570529780,HTTP/1.1,568,0,,200,OK,HTTP/1.1,0,image/gif,,,437,607,,,-1,-1,0,0,-1,292,-1,93.184.220.20,,293,value
75,,2019-10-12T08:19:36.130+03:00,GET,https://stats.g.doubleclick.net/r/collect?t=dc&aip=1&_r=3&v=1&_v=j79&tid=UA-750054-1&cid=1688836897.1570857572&jid=1673808398&gjid=1835403875&_gid=1413749278.1570857572&_u=YGBAgEAB~&z=1064139619,HTTP/1.1,551,0,,200,OK,HTTP/1.1,0,image/gif,,,539,35,,,0,4182,0,0,4159,89,0,74.125.133.155,,4273,value
76,,2019-10-12T08:19:36.415+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/5496035/original/resize:64x48/crop:x0y0w776h582/hash:1477820885/Praise_Thy_Name-3.png?1477820885,HTTP/1.1,530,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,1401,,,-1,-1,358,0,-1,343,-1,93.184.220.20,,702,value
77,,2019-10-12T08:19:36.424+03:00,GET,https://s.ytimg.com/yts/jsbin/www-widgetapi-vflLte76q/www-widgetapi.js,HTTP/1.1,391,0,,200,OK,HTTP/1.1,0,text/javascript,,,565,8697,,,0,1443,3,0,1411,83,32,172.217.22.110,,1562,
78,,2019-10-12T08:19:36.537+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/rjs/main/geo_location_utils.js?e3ac2274b7,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/javascript,,,503,304,,,-1,-1,0,0,-1,290,-1,93.184.220.20,,291,value
79,,2019-10-12T08:19:36.832+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/rjs/modules/charts.js?e3ac2274b7,HTTP/1.1,432,0,,200,OK,HTTP/1.1,0,application/javascript,,,505,9822,,,-1,-1,2187,0,-1,292,-1,93.184.220.20,,2480,value
80,,2019-10-12T08:19:36.977+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/v3/standard_resources/ui_elements/menu_star_icon.svg,HTTP/1.1,488,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,517,486,,,-1,-1,0,0,-1,197,-1,93.184.220.20,,198,
81,,2019-10-12T08:19:37.121+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/v3/standard_resources/ui_elements/menu_icon.svg,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,517,398,,,-1,-1,0,0,-1,335,-1,93.184.220.20,,335,
82,,2019-10-12T08:19:38.140+03:00,POST,https://www.reverbnation.com/api/user/app_events,HTTP/1.1,1461,11,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1313,2,,,-1,-1,0,0,-1,265,-1,54.215.199.47,,266,
83,,2019-10-12T08:19:38.202+03:00,GET,https://www.google.co.il/pagead/1p-user-list/1068733558/?random=1570857572971&cv=9&fst=1570856400000&num=1&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga21&sendb=1&frm=0&url=https%3A%2F%2Fwww.reverbnation.com%2F&tiba=ReverbNation%20%3A%20Artists%20First&async=1&fmt=3&is_vtc=1&random=791242060&resp=GooglemKTybQhCsO&rmt_tld=1&ipr=y,HTTP/1.1,750,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,0,2528,0,0,2499,109,23,172.217.22.67,,2660,value
84,,2019-10-12T08:19:39.350+03:00,POST,https://www.reverbnation.com/api/charts/national,HTTP/1.1,1440,138,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1313,26451,,,-1,-1,6,0,-1,383,-1,54.215.199.47,,391,
85,,2019-10-12T08:19:39.745+03:00,GET,https://www.reverbnation.com/images/spinners/32x32_light.gif,HTTP/1.1,1217,0,,200,OK,HTTP/1.1,0,image/gif,,,391,3398,,,-1,-1,0,0,-1,245,-1,54.215.199.47,,245,
86,,2019-10-12T08:19:39.801+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6646803/original/resize:182x136/crop:x0y124w1200h900/hash:1566737880/red_01_web_1_.jpg?1566737880,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,4253,,,-1,-1,1005,0,-1,88,-1,93.184.220.20,,1095,value
87,,2019-10-12T08:19:39.801+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6169288/original/resize:182x136/crop:x0y111w358h268/hash:1524487064/IMG_1159.jpeg?1524487064,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,9387,,,-1,-1,2732,0,-1,84,-1,93.184.220.20,,2817,value
88,,2019-10-12T08:19:39.802+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/5301807/original/resize:182x136/crop:x0y14w2400h1800/hash:1556427044/FREE_COVER_.png?1556427044,HTTP/1.1,529,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,4691,,,-1,-1,1064,0,-1,84,-1,93.184.220.20,,1149,value
89,,2019-10-12T08:19:39.803+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6516484/original/resize:182x136/crop:x0y0w1596h1197/hash:1555609353/4.jpg?1555609353,HTTP/1.1,518,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,3623,,,-1,-1,435,0,-1,84,-1,93.184.220.20,,520,value
90,,2019-10-12T08:19:39.803+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/3439401/original/resize:182x136/crop:x358y66w1284h963/hash:1467446246/1454253555_bandpagepic.jpg?1467446246,HTTP/1.1,541,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,8939,,,-1,-1,1469,0,-1,84,-1,93.184.220.20,,1553,value
91,,2019-10-12T08:19:39.877+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/5800546/original/resize:182x136/crop:x0y562w1500h1125/hash:1521393972/Shera_Knotably_20_D7_99_D7_95_D7_A1_D7_99_20_D7_95_D7_90_D7_95_D7_9C_D7_99_20_D7_A9_D7_9E_D7_A8_D7_99_D7_A7_20.jpg?1521393972,HTTP/1.1,629,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,8389,,,-1,-1,1405,0,-1,89,-1,93.184.220.20,,1495,value
92,,2019-10-12T08:19:39.889+03:00,GET,https://www.google.com/pagead/1p-user-list/1068733558/?random=1570857572971&cv=9&fst=1570856400000&num=1&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga21&sendb=1&frm=0&url=https%3A%2F%2Fwww.reverbnation.com%2F&tiba=ReverbNation%20%3A%20Artists%20First&async=1&fmt=3&is_vtc=1&random=791242060&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,HTTP/1.1,748,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,0,3766,0,0,3736,108,2,172.217.21.228,,3878,value
93,,2019-10-12T08:19:40.329+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/3961847/original/resize:182x136/crop:x242y0w2513h1885/hash:1467522092/01b010.png?1467522092,HTTP/1.1,525,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,3647,,,-1,-1,472,0,-1,240,-1,93.184.220.20,,713,value
94,,2019-10-12T08:19:40.903+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/5756325/original/resize:182x136/crop:x436y0w2329h1747/hash:1534721666/Logo2.jpg?1534721666,HTTP/1.1,524,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,2643,,,-1,-1,726,0,-1,332,-1,93.184.220.20,,1059,value
95,,2019-10-12T08:19:40.955+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/1350562/original/resize:182x136/crop:x92y0w3017h2263/hash:1467145761/1441194382_NEW_COVER_PHOTO.jpg?1467145761,HTTP/1.1,544,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,5789,,,-1,-1,1520,0,-1,341,-1,93.184.220.20,,1862,value
96,,2019-10-12T08:19:41.046+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/4188846/original/resize:182x136/crop:x35y0w869h652/hash:1550529755/LOGO_RENTANGLE_-_EN_938_x_652.jpg?1550529755,HTTP/1.1,545,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,3483,,,-1,-1,556,0,-1,241,-1,93.184.220.20,,798,value
