,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,response._error,timings.comment,timings.receive,timings.blocked,timings.connect,timings.send,timings.ssl,timings.dns,timings.wait,serverIPAddress,comment,time
55,,2019-10-09T16:56:04.335+03:00,GET,https://www.google.com/ads/measurement/l?ebcid=ALh7CaQh3Ei8Fc9DH-QJ0D4L5i0ESJjluMeNOBVpPVrGQwo-NZQTnaBzpUQDZ3BXvjD7eZ-nikH0vbDld8LMjp6Jr656VVJ2RQ,HTTP/1.1,value,1440,0,,204,No Content,HTTP/1.1,0,text/html; charset=UTF-8,,,366,0,,,,0,-1,-1,0,-1,-1,121,172.217.21.228,,122
56,,2019-10-09T16:56:04.405+03:00,GET,https://tpc.googlesyndication.com/simgad/7664490561116789530,HTTP/1.1,,1364,0,,200,OK,HTTP/1.1,0,image/png,,,546,8452,,,,6,-1,-1,0,-1,-1,96,172.217.16.129,,103
57,,2019-10-09T16:56:04.453+03:00,GET,https://tpc.googlesyndication.com/daca_images/simgad/8748977270716104929,HTTP/1.1,,1367,0,,200,OK,HTTP/1.1,0,image/jpeg,,,546,36680,,,,72,-1,-1,0,-1,-1,193,172.217.16.129,,267
58,,2019-10-09T16:56:04.453+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,,1345,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,1044,,,,0,-1,-1,0,-1,-1,92,172.217.16.129,,93
59,,2019-10-09T16:56:04.540+03:00,GET,https://pagead2.googlesyndication.com/pagead/s/cookie_push.html,HTTP/1.1,,1484,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,842,652,,,,0,0,143,0,116,0,99,216.58.208.34,,244
60,,2019-10-09T16:56:04.662+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,,150,-1,-1,0,-1,-1,126,216.58.208.34,,277
61,,2019-10-09T16:56:04.746+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/elements/html/spam_signals/spam_signals_bundle_fy2019.js,HTTP/1.1,,1409,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,2429,,,,0,0,433,0,401,0,85,172.217.16.129,,520
62,,2019-10-09T16:56:04.876+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/elements/html/impression/delayed_impression_vu_simple_fetch_fy2019.js,HTTP/1.1,,1422,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,709,232,,,,0,0,392,0,359,0,81,172.217.16.129,,474
63,,2019-10-09T16:56:04.955+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_js_controller_fy2019.js,HTTP/1.1,,1385,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,-1,,,,18,-1,-1,0,-1,-1,102,172.217.16.129,,121
64,,2019-10-09T16:56:04.956+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CRdQBB-udXcjEGojwgAeX44qYD7r8_tJYpK6aw_4Hv-EeEAEg-szjFGD5uvSDnBCgAYbNi7oDyAEJqQLPDsfOgiaTPqgDAcgDSKoEwQFP0CEL2oDR3iKZBGcHnhjmL_m9yycbOaEjnEf6T27MCKaoA1HtdDlMKmAXfn0_Zs1ZvcnWvU5cs9m-P913OKSLFHJh4fVlsughsoWPvI0uTOqCnUD9TIygtkiZX3kdBPCziUFV4ioPd1KuOvxeM0vJODPlgEYJKmbEi_8CMyW1BnkjCUsQ-t-0dk84yOzgWIdaKDjU6gzRVyse4xjrtjXfIOeF-nVRoipgQGx8t3pLgwq3F2Gx_FBNJj3IllPWtk1wwASAloL55QGSBQQIBBgBkgUECAUYBJIFBAgFGBiSBQUIBRioAaAGLoAH4rL0RagHjs4bqAfB0xuoB4XUG6gHgdQbqAeC1BuoB4bUG6gHhNQbqAeT2BuoB-DTG6gHugaoB9nLG6gHz8wbqAemvhvYBwDyBwQQ3L4C0ggHCIBhEAEYHoAKAdgTDA&sigh=nX1xTb8_Qc4&template_id=494&tpd=AGWhJmtx_c9ctYxhbzf1AFcQZCvON8zQs5pTfGJpxhcGa385eg,HTTP/1.1,value,2045,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,,0,0,592,0,561,0,105,172.217.18.98,,698
65,,2019-10-09T16:56:05.008+03:00,GET,https://load.sumo.com/6.b673d503a425732f6368.js,HTTP/1.1,,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,2520,,,,44,0,565,0,508,0,112,89.187.169.79,,722
66,,2019-10-09T16:56:05.084+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_intentful_click_reactor_fy2019.js,HTTP/1.1,,1395,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,677,615,,,,0,-1,-1,0,-1,-1,94,172.217.16.129,,95
67,,2019-10-09T16:56:05.090+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=Cb-7AB-udXdTSJobh7gOGo7moA7XblsVY2s_90dwJloLNhYgWEAEg-szjFGD5uvSDnBCgAeaT-NkDyAEJqQLPDsfOgiaTPqgDAcgDwwSqBMgBT9CRSWISebI3ab_QcS0GaU0CN2mkgaSlai6Cc5QvAgYLTtHflw5i5grBiucBZqG_tMU_PMWhXHaQqdoTJwFqyGqaNq3EJyq794v7MacvBlv5OdLz0qwHinSD0vqD7aUO4XGO9dTxL-F96j2TXw_U5wN-1-YF6idtrTrEvQ46B1ywc9-zVHPPJr7CnZkUaHwp4g3GPLJpcH0-K5_DxSCzuBN0-hoQ-B7s_B8xOGV5NP3qO3cjG0HX6SnB3-rY5X_MYzCOI0WbA-fABJeBvajdAZIFBAgEGAGSBQQIBRgEoAYugAeC7IcmqAeOzhuoB9XJG6gHwdMbqAeF1BuoB4HUG6gHgtQbqAeG1BuoB4TUG6gHk9gbqAfg0xuoB7oGqAfZyxuoB8_MG6gHpr4b2AcA8gcEEOKQBdIIBwiAYRABGB6ACgHYEww&sigh=mOReKci9zd8&template_id=484&tpd=AGWhJmtFLt164YNghlkjtvROJLmpkqtfSQzmJdxiukl38upi5w,HTTP/1.1,value,2037,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,,0,-1,-1,1,-1,-1,101,172.217.18.98,,103
68,,2019-10-09T16:56:05.097+03:00,GET,https://ws.sharethis.com/secure5x/index.html,HTTP/1.1,,566,0,,200,OK,HTTP/1.1,0,text/html,,,510,4081,,,,1,0,354,0,316,0,84,13.225.249.48,,440
69,,2019-10-09T16:56:05.168+03:00,GET,https://load.sumo.com/68.b673d503a425732f6368.js,HTTP/1.1,,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,631,,,,45,-1,-1,0,-1,-1,100,89.187.169.79,,146
70,,2019-10-09T16:56:05.188+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus_fy2019.js,HTTP/1.1,,1382,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,1129,,,,0,-1,-1,0,-1,-1,82,172.217.16.129,,83
71,,2019-10-09T16:56:05.275+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection_fy2019.js,HTTP/1.1,,1389,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,4564,,,,1,-1,-1,0,-1,-1,101,172.217.16.129,,103
72,,2019-10-09T16:56:05.325+03:00,GET,https://load.sumo.com/0.b673d503a425732f6368.js,HTTP/1.1,,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,2481,,,,42,-1,-1,0,-1,-1,100,89.187.169.79,,143
73,,2019-10-09T16:56:05.380+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_spam_integration_fy2019.js,HTTP/1.1,,1388,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,677,686,,,,0,-1,-1,0,-1,-1,84,172.217.16.129,,85
74,,2019-10-09T16:56:05.471+03:00,GET,https://load.sumo.com/1.b673d503a425732f6368.js,HTTP/1.1,,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1060,,,,1,-1,-1,0,-1,-1,102,89.187.169.79,,104
75,,2019-10-09T16:56:05.475+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/elements/html/botguard/botguard_fy2019.js,HTTP/1.1,,1394,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,710,2404,,,,2,-1,-1,0,-1,-1,81,172.217.16.129,,84
76,,2019-10-09T16:56:05.568+03:00,GET,https://www.google.com/ads/measurement/l?ebcid=ALh7CaS9K6UejKfPOLsSm7zoxwLxiHCvvnrXGKSfjt_Q1kjQrcDAyu_9oHun_rA5ki-OhaqejsRJJKf5wClMLvlCSn3Hmf8PDg,HTTP/1.1,value,1428,0,,204,No Content,HTTP/1.1,0,text/html; charset=UTF-8,,,366,0,,,,0,-1,-1,0,-1,-1,98,172.217.21.228,,99
77,,2019-10-09T16:56:05.578+03:00,GET,https://load.sumo.com/2.b673d503a425732f6368.js,HTTP/1.1,,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1218,,,,49,-1,-1,0,-1,-1,106,89.187.169.79,,156
78,,2019-10-09T16:56:05.737+03:00,GET,https://load.sumo.com/3.b673d503a425732f6368.js,HTTP/1.1,,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1608,,,,42,-1,-1,0,-1,-1,107,89.187.169.79,,149
79,,2019-10-09T16:56:05.746+03:00,GET,https://fonts.googleapis.com/css?family=Heebo%3A300%2C400%2C700,HTTP/1.1,value,1337,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,354,,,,0,0,408,0,374,0,95,172.217.23.138,,505
80,,2019-10-09T16:56:05.856+03:00,GET,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRjhoj1NMS6PYYFUOEXvD2mdixUcmG68rWHseKCOLenIvjQpQSV4oLU6q-hbg&usqp=CAI,HTTP/1.1,value,1429,0,,200,OK,HTTP/1.1,0,image/jpeg,,,462,11194,,,,31,0,1452,0,1412,59,97,216.58.205.238,,1640
81,,2019-10-09T16:56:05.875+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=90&slotname=3272316759&adk=3428921553&adf=2751417936&w=728&guci=2.2.0.0.2.2.0.0&format=728x90&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ea=0&flash=0&wgl=1&adsid=NT&dt=1570629363988&bpp=22&bdt=498&fdt=1839&idt=1839&shv=r20191003&cbv=r20190131&saldr=aa&correlator=5813016033129&frm=24&ife=1&pv=2&ga_vid=1142910235.1570629311&ga_sid=1570629366&ga_hid=574567832&ga_fc=0&iag=3&icsg=166&nhd=1&dssz=6&mdo=0&mso=512&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=-12245933&bih=-12245933&isw=0&ish=0&ifk=1423944195&scr_x=-12245933&scr_y=-12245933&eid=20199336&oid=3&pvsid=3689315055917660&pem=166&rx=0&eae=2&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C0%2C0&vis=1&rsz=%7C%7CE%7C&abl=CS&pfx=0&fu=16&bc=23&ifi=1&uci=1.itludu526ced&dtd=1860,HTTP/1.1,value,1484,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,749,201,,,,0,0,1354,0,1309,0,217,172.217.18.98,,1573
82,,2019-10-09T16:56:05.875+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,value,417,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29093,,,,22,-1,-1,0,-1,-1,119,172.217.16.162,,143
83,,2019-10-09T16:56:05.890+03:00,GET,https://load.sumo.com/14.b673d503a425732f6368.js,HTTP/1.1,,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,131469,,,,189,-1,-1,0,-1,-1,116,89.187.169.79,,306
84,,2019-10-09T16:56:05.922+03:00,GET,https://pagead2.googlesyndication.com/pagead/s/cookie_push.html,HTTP/1.1,,1475,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,842,652,,,,3,-1,-1,0,-1,-1,87,216.58.208.34,,91
85,,2019-10-09T16:56:05.934+03:00,GET,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQHOjD9-tYco2vP9vIfgS1qj0LuDL6nOXIALyigBh4wdu4gkRW9BZ9KLXMB5A&usqp=CAI,HTTP/1.1,value,1429,0,,200,OK,HTTP/1.1,0,image/jpeg,,,461,10045,,,,3,0,1539,0,1510,55,95,216.58.205.238,,1694
86,,2019-10-09T16:56:06.011+03:00,GET,https://load.sumo.com/18.b673d503a425732f6368.js,HTTP/1.1,,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,53031,,,,186,0,169,0,142,0,99,89.187.169.79,,456
87,,2019-10-09T16:56:06.286+03:00,GET,https://cm.g.doubleclick.net/pixel/attr?d=AHNF13JpjLdLjXqJShbdJcJeXcuevkClCMM2,HTTP/1.1,value,561,0,,204,No Content,HTTP/1.1,0,text/html,,,512,0,,,,0,0,227,0,197,0,89,172.217.18.2,,317
88,,2019-10-09T16:56:06.314+03:00,GET,https://pixel.rubiconproject.com/exchange/sync.php?p=dfp&google_gid=CAESEJ8c3GnD59jNuxxlM7QNxwk&google_cver=1&google_push=AHNF13IOmWGda9VMNZGZwm1iJA5_IFiAMQzj2EuCioWIqg,HTTP/1.1,value,559,0,,302,Found,HTTP/1.1,0,text/html,,https://cm.g.doubleclick.net/pixel?google_nid=rp&google_hm=&google_push=AHNF13IOmWGda9VMNZGZwm1iJA5_IFiAMQzj2EuCioWIqg,385,0,,,,1,0,390,0,353,0,142,69.173.144.165,,535
89,,2019-10-09T16:56:06.378+03:00,GET,https://cm.g.doubleclick.net/pixel/attr?d=AHNF13L14QKRhcDcBXTkqVmPZZ4kFv0uOF3i,HTTP/1.1,value,561,0,,204,No Content,HTTP/1.1,0,text/html,,,512,0,,,,0,-1,-1,0,-1,-1,94,172.217.18.2,,95
90,,2019-10-09T16:56:06.615+03:00,GET,http://graph.facebook.com/?id=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&callback=jQuery110206396370969784537_1570629361509&_=1570629361510,HTTP/1.1,value,444,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,636,100,,,,0,0,26,0,-1,0,173,31.13.92.10,,200
91,,2019-10-09T16:56:07.112+03:00,GET,https://tmnsync.target.com/pixel?google_gid=CAESEJ2cVkKWRSEN59d_c4fXnfc&google_cver=1&google_push=AHNF13Jz2J9ZxvS5DvfcuooWda7_BUy4f2cwHa_RUOgge00,HTTP/1.1,value,536,0,,302,Found,HTTP/1.1,0,,,https://cm.g.doubleclick.net/pixel?google_push=AHNF13Jz2J9ZxvS5DvfcuooWda7_BUy4f2cwHa_RUOgge00&google_nid=target_adh&google_hm=,340,0,,,,0,0,987,0,968,67,85,151.101.18.180,,1141
92,,2019-10-09T16:56:07.958+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/elements/html/botguard/botguard_light_fy2019.js,HTTP/1.1,,1400,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,1925,,,,0,0,425,0,392,0,92,172.217.16.129,,519
93,,2019-10-09T16:56:07.970+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite_fy2019.js,HTTP/1.1,,1371,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,11142,,,,24,0,447,0,413,0,89,172.217.16.129,,562
94,,2019-10-09T16:56:07.976+03:00,GET,http://api.facebook.com/method/links.getStats?urls=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&format=json&callback=jQuery110206396370969784537_1570629361511&_=1570629361512,HTTP/1.1,value,475,0,,200,OK,HTTP/1.1,0,text/javascript;charset=utf-8,,,569,262,,,,0,0,27,0,-1,7,163,31.13.92.10,,198
95,,2019-10-09T16:56:07.996+03:00,GET,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQ1-AKgPXkpIAYXDoI0a5pD9x-oMphAgrDOg147PE5MbIt1a3idEMghrGqDjA&usqp=CAI,HTTP/1.1,value,1429,0,,200,OK,HTTP/1.1,0,image/jpeg,,,463,7293,,,,2,0,3596,0,3564,55,96,172.217.16.142,,3751
96,,2019-10-09T16:56:08.022+03:00,GET,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSmbd8fT6lbYzEEmZ1vvquRlqVmOOj-jLy1HkqDPY7hMvRKpxFHeOmj9UumbPM&usqp=CAI,HTTP/1.1,value,1430,0,,200,OK,HTTP/1.1,0,image/jpeg,,,462,11760,,,,4,0,3625,0,3598,53,85,172.217.16.142,,3770
97,,2019-10-09T16:56:08.090+03:00,GET,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTum0NKIh5klengP_iYe2yWcAxCAT18Dz9NdKPnmZYQ_jRnLCx2RaZuzsg_4A&usqp=CAI,HTTP/1.1,value,1429,0,,200,OK,HTTP/1.1,0,image/jpeg,,,463,13586,,,,24,0,3681,0,3654,45,91,172.217.16.142,,3844
98,,2019-10-09T16:56:08.178+03:00,GET,https://api.monotote.com/v1/translations/en?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e,HTTP/1.1,value,478,0,,200,OK,HTTP/1.1,0,application/json,,,699,111400,,,,133,0,231,0,203,0,180,37.139.15.252,,546
99,,2019-10-09T16:56:08.282+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CrWwIB-udXf7wJpGvgAfZ660Q2MbY51iM1IOLlQqWgs2FiBYQASD6zOMUYPm69IOcEKABofzU2gPIAQKoAwHIA8kEqgTHAU_Qwu9ojXj5i-6diIMI_yO6JscrfJT_v6MyQUKs7xGQAADEr_ChjcamzYt8jZ_9JY1fjI1Z2a2OsAkMzh7FMKBDZK3vpomW51XvxOPHvAJ6OflftDVlFwQXvXK6EDPo2beINb9CH1n4SVFYDv6ou2m1EAeF2F0fSR0w1YWHlBHbtPYHIUR4kMTv7W2Gi5_QuzUu-4mH6P7qWVT-cFc8TrgnAxdyUSe4FMO04K5pCbTB8JgHAm1T3UpweCUqtM2U6pEM4X9O4ATABKjB1_mKApIFBAgEGAGSBQQIBRgEoAYCgAfHg6slqAeOzhuoB9XJG6gHwdMbqAeF1BuoB4HUG6gHgtQbqAeG1BuoB4TUG6gHk9gbqAfg0xuoB7oGqAfZyxuoB8_MG6gHpr4b2AcB8gcEEO25CtIIBwiAYRABGB6ACgHYEww&sigh=gopsA0GDCJM&tpd=AGWhJmt2CKZEO3OMPef3Hr7jz1jOH8QLvS9HvcOOpx8-eOjV3g,HTTP/1.1,value,1993,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,,0,0,209,0,184,0,89,172.217.18.98,,300
100,,2019-10-09T16:56:08.286+03:00,GET,https://cm.g.doubleclick.net/pixel?google_push=AHNF13Jz2J9ZxvS5DvfcuooWda7_BUy4f2cwHa_RUOgge00&google_nid=target_adh&google_hm=,HTTP/1.1,value,610,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://fcmatch.google.com/pixel?google_gm=AMnCDopsLhHWncgq-B1OurZNQyv3_WjCxkBevgd0OGcc4QeOHH2HEFFZRcAd6K4sjoNa2UHnpgjfgLBZaqmWxmEsMhstZivHTw,777,338,,,,0,0,217,0,188,0,94,172.217.18.2,,312
101,,2019-10-09T16:56:08.449+03:00,GET,https://pagead2.googlesyndication.com/pagead/s/cookie_push.html,HTTP/1.1,,1463,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,842,652,,,,0,0,233,0,178,0,82,216.58.208.34,,317
102,,2019-10-09T16:56:08.455+03:00,GET,https://pagead2.googlesyndication.com/pagead/gen_204?id=jserror&context=535&msg=ReferenceError%3A%20buildAdSlot%20is%20not%20defined%0Aat%20https%3A%2F%2Fgoogleads.g.doubleclick.net%2Fpagead%2Fads%3Fclient%3Dca-pub-9681251452496384%26output%3Dhtml%26h%3D600%26slotname%3D3520588631%26adk%3D1185311379%26adf%3D4019781506%26w%3D300%26lmt%3D1570629363%26guci%3D2.2.0.0.2.2.0.0%26format%3D300x600%26url%3Dhttp%253A%252F%252Fwww.shutupandtakemymoney.com%252F%26flash%3D0%26wgl%3D1%26adsid%3DNT%26dt%3D1570629363101%26bpp%3D7%26bdt%3D2543%26fdt%3D611%26idt%3D611%26shv%3Dr20191003%26cbv%3Dr20190131%26saldr%3Daa%26abxe%3D1%26prev_fmts%3D350x200%26correlator%3D5142589706763%26frm%3D20%26pv%3D1%26ga_vid%3D1142910235.1570629311%26ga_sid%3D15706293&eid=259053400&jc=29&useragent=Mozilla%2F5.0%20(Windows%20NT%2010.0%3B%20Win64%3B%20x64)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20HeadlessChrome%2F77.0.3865.90%20Safari%2F537.36%2Cgzip(gfe)&eids=259053400&top=http%3A%2F%2Fwww.shutupandtakemymoney.com&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F,HTTP/1.1,value,2334,0,,204,No Content,HTTP/1.1,0,image/gif,,,768,0,,,,0,0,240,1,184,0,104,216.58.208.34,,346
103,,2019-10-09T16:56:08.536+03:00,GET,https://pagead2.googlesyndication.com/pagead/gen_204?id=jserror&context=535&msg=ReferenceError%3A%20init_icr%20is%20not%20defined%0Aat%20https%3A%2F%2Fgoogleads.g.doubleclick.net%2Fpagead%2Fads%3Fclient%3Dca-pub-9681251452496384%26output%3Dhtml%26h%3D600%26slotname%3D3520588631%26adk%3D1185311379%26adf%3D4019781506%26w%3D300%26lmt%3D1570629363%26guci%3D2.2.0.0.2.2.0.0%26format%3D300x600%26url%3Dhttp%253A%252F%252Fwww.shutupandtakemymoney.com%252F%26flash%3D0%26wgl%3D1%26adsid%3DNT%26dt%3D1570629363101%26bpp%3D7%26bdt%3D2543%26fdt%3D611%26idt%3D611%26shv%3Dr20191003%26cbv%3Dr20190131%26saldr%3Daa%26abxe%3D1%26prev_fmts%3D350x200%26correlator%3D5142589706763%26frm%3D20%26pv%3D1%26ga_vid%3D1142910235.1570629311%26ga_sid%3D1570629364%26&eid=259053400&jc=29&useragent=Mozilla%2F5.0%20(Windows%20NT%2010.0%3B%20Win64%3B%20x64)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20HeadlessChrome%2F77.0.3865.90%20Safari%2F537.36%2Cgzip(gfe)&eids=259053400&top=http%3A%2F%2Fwww.shutupandtakemymoney.com&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F,HTTP/1.1,value,2336,0,,204,No Content,HTTP/1.1,0,image/gif,,,768,0,,,,0,-1,-1,1,-1,-1,100,216.58.208.34,,102
104,,2019-10-09T16:56:08.574+03:00,GET,https://pagead2.googlesyndication.com/pagead/gen_204?id=jserror&context=535&msg=ReferenceError%3A%20googqscp%20is%20not%20defined%0Aat%20https%3A%2F%2Fgoogleads.g.doubleclick.net%2Fpagead%2Fads%3Fclient%3Dca-pub-9681251452496384%26output%3Dhtml%26h%3D600%26slotname%3D3520588631%26adk%3D1185311379%26adf%3D4019781506%26w%3D300%26lmt%3D1570629363%26guci%3D2.2.0.0.2.2.0.0%26format%3D300x600%26url%3Dhttp%253A%252F%252Fwww.shutupandtakemymoney.com%252F%26flash%3D0%26wgl%3D1%26adsid%3DNT%26dt%3D1570629363101%26bpp%3D7%26bdt%3D2543%26fdt%3D611%26idt%3D611%26shv%3Dr20191003%26cbv%3Dr20190131%26saldr%3Daa%26abxe%3D1%26prev_fmts%3D350x200%26correlator%3D5142589706763%26frm%3D20%26pv%3D1%26ga_vid%3D1142910235.1570629311%26ga_sid%3D1570629364%26&eid=259053400&jc=29&useragent=Mozilla%2F5.0%20(Windows%20NT%2010.0%3B%20Win64%3B%20x64)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20HeadlessChrome%2F77.0.3865.90%20Safari%2F537.36%2Cgzip(gfe)&eids=259053400&top=http%3A%2F%2Fwww.shutupandtakemymoney.com&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F,HTTP/1.1,value,2336,0,,204,No Content,HTTP/1.1,0,image/gif,,,768,0,,,,0,-1,-1,1,-1,-1,105,216.58.208.34,,106
105,,2019-10-09T16:56:08.642+03:00,GET,https://pagead2.googlesyndication.com/pagead/gen_204?id=jserror&context=535&msg=ReferenceError%3A%20buildImageAd%20is%20not%20defined%0Aat%20https%3A%2F%2Fgoogleads.g.doubleclick.net%2Fpagead%2Fads%3Fclient%3Dca-pub-9681251452496384%26output%3Dhtml%26h%3D600%26slotname%3D3520588631%26adk%3D1185311379%26adf%3D4019781506%26w%3D300%26lmt%3D1570629363%26guci%3D2.2.0.0.2.2.0.0%26format%3D300x600%26url%3Dhttp%253A%252F%252Fwww.shutupandtakemymoney.com%252F%26flash%3D0%26wgl%3D1%26adsid%3DNT%26dt%3D1570629363101%26bpp%3D7%26bdt%3D2543%26fdt%3D611%26idt%3D611%26shv%3Dr20191003%26cbv%3Dr20190131%26saldr%3Daa%26abxe%3D1%26prev_fmts%3D350x200%26correlator%3D5142589706763%26frm%3D20%26pv%3D1%26ga_vid%3D1142910235.1570629311%26ga_sid%3D1570629&eid=259053400&jc=29&useragent=Mozilla%2F5.0%20(Windows%20NT%2010.0%3B%20Win64%3B%20x64)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20HeadlessChrome%2F77.0.3865.90%20Safari%2F537.36%2Cgzip(gfe)&eids=259053400&top=http%3A%2F%2Fwww.shutupandtakemymoney.com&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F,HTTP/1.1,value,2334,0,,204,No Content,HTTP/1.1,0,image/gif,,,768,0,,,,0,-1,-1,1,-1,-1,116,216.58.208.34,,117
