,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.dns,timings.send,timings.ssl,timings.connect,timings.blocked,timings.receive,serverIPAddress,comment,time,request.queryString.name
72,,2019-10-11T17:31:03.613+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/v3/standard_resources/ui_elements/menu_icon.svg,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,517,398,,,250,-1,0,-1,-1,-1,0,93.184.220.20,,251,
73,,2019-10-11T17:31:03.902+03:00,POST,https://www.reverbnation.com/api/user/app_events,HTTP/1.1,1372,11,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1313,2,,,265,-1,0,-1,-1,-1,0,52.52.116.70,,266,
74,,2019-10-11T17:31:04.177+03:00,POST,https://www.reverbnation.com/api/charts/national,HTTP/1.1,1351,140,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1313,26451,,,458,-1,0,-1,-1,-1,10,52.52.116.70,,469,
75,,2019-10-11T17:31:04.187+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,366,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,84,35,0,2933,2967,0,30,172.217.22.110,,3118,
76,,2019-10-11T17:31:04.335+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=42939445&t=pageview&_s=1&dl=https%3A%2F%2Fwww.reverbnation.com%2F&ul=en-us&de=UTF-8&dt=ReverbNation%20%3A%20Artists%20First&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=YGBAgEAB~&jid=2044377950&gjid=894806172&cid=1317359869.1570804264&tid=UA-750054-1&_gid=1453086060.1570804264&gtm=2wga21T92MNF&z=1696017942,HTTP/1.1,713,0,,200,OK,HTTP/1.1,0,image/gif,,,480,35,,,94,-1,0,-1,-1,-1,0,172.217.22.110,,95,value
77,,2019-10-11T17:31:04.655+03:00,GET,https://s.ytimg.com/yts/jsbin/www-widgetapi-vflLte76q/www-widgetapi.js,HTTP/1.1,391,0,,200,OK,HTTP/1.1,0,text/javascript,,,565,8697,,,87,55,0,3400,3436,0,3,172.217.18.174,,3583,
78,,2019-10-11T17:31:06.183+03:00,GET,https://www.facebook.com/x/oauth/status?client_id=2498397125&input_token&origin=1&redirect_uri=https%3A%2F%2Fwww.reverbnation.com%2F&sdk=joey&wants_cookie_data=true,HTTP/1.1,520,0,,200,OK,HTTP/1.1,0,text/plain; charset=UTF-8,,,601,0,,,192,0,0,1901,1921,0,0,31.13.92.36,,2115,value
79,,2019-10-11T17:31:06.202+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6646803/original/resize:182x136/crop:x0y124w1200h900/hash:1566737880/red_01_web_1_.jpg?1566737880,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,4253,,,91,-1,0,-1,-1,-1,626,93.184.220.20,,718,value
80,,2019-10-11T17:31:06.202+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6169288/original/resize:182x136/crop:x0y111w358h268/hash:1524487064/IMG_1159.jpeg?1524487064,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,9387,,,90,-1,0,-1,-1,-1,1425,93.184.220.20,,1516,value
81,,2019-10-11T17:31:06.208+03:00,GET,https://www.facebook.com/tr/?id=727280160637499&ev=PageView&dl=https%3A%2F%2Fwww.reverbnation.com%2F&rl=&if=false&ts=1570804263376&sw=800&sh=600&v=2.9.5&r=stable&ec=0&o=158&fbp=fb.1.1570804263374.2078714125&it=1570804261062&coo=false&exp=w0&rqm=GET,HTTP/1.1,605,0,,200,OK,HTTP/1.1,0,image/gif,,,501,44,,,90,27,0,2770,2797,0,0,31.13.92.36,,2917,value
82,,2019-10-11T17:31:06.304+03:00,GET,https://www.facebook.com/tr/?id=727280160637499&ev=Microdata&dl=https%3A%2F%2Fwww.reverbnation.com%2F&rl=&if=false&ts=1570804263883&cd[DataLayer]=%5B%5D&cd[Meta]=%7B%22title%22%3A%22ReverbNation%20%3A%20Artists%20First%22%2C%22meta%3Adescription%22%3A%22ReverbNation%20helps%20Artists%20grow%20lasting%20careers%20by%20introducing%20them%20to%20music%20industry%20partners%2C%20exposing%20them%20to%20fans%2C%20and%20building%20innovative%20tools%20to%20promote%20their%20success.%22%7D&cd[OpenGraph]=%7B%22og%3Aimage%22%3A%5B%22https%3A%2F%2Fgp1.wac.edgecastcdn.net%2F802892%2Fproduction_static%2F20191008060908%2Fimages%2Fmain_page%2Fopen_graph%2Frn-logo_1200x630.png%22%2C%22https%3A%2F%2Fgp1.wac.edgecastcdn.net%2F802892%2Fproduction_static%2F20191008060908%2Fimages%2Fmain_page%2Fopen_graph%2Frn-logo_1200x630.png%22%2C%22https%3A%2F%2Fgp1.wac.edgecastcdn.net%2F802892%2Fproduction_static%2F20191008060908%2Fimages%2Fmain_page%2Fopen_graph%2Frn-deck_1200x630.png%22%2C%22https%3A%2F%2Fgp1.wac.edgecastcdn.net%2F802892%2Fproduction_static%2F20191008060908%2Fimages%2Fmain_page%2Fopen_graph%2Frn-artist_1200x630.png%22%5D%2C%22og%3Atype%22%3A%22website%22%2C%22og%3Atitle%22%3A%22ReverbNation%20%3A%20Artists%20First%22%2C%22og%3Asite_name%22%3A%22ReverbNation%22%2C%22og%3Aurl%22%3A%22http%3A%2F%2Fwww.reverbnation.com%2F%22%2C%22og%3Adescription%22%3A%22ReverbNation%20helps%20Artists%20grow%20lasting%20careers%20by%20introducing%20them%20to%20industry%20partners%2C%20exposing%20them%20to%20fans%2C%20and%20building%20innovative%20tools%20to%20promote%20their%20success.%22%2C%22og%3Alocale%22%3A%22en_us%22%7D&cd[Schema.org]=%5B%5D&cd[JSON-LD]=%5B%5D&sw=800&sh=600&v=2.9.5&r=stable&ec=1&o=158&fbp=fb.1.1570804263374.2078714125&it=1570804261062&coo=false&es=automatic&exp=w0&rqm=GET,HTTP/1.1,2146,0,,200,OK,HTTP/1.1,0,image/gif,,,501,44,,,103,-1,1,-1,-1,-1,0,31.13.92.36,,104,value
83,,2019-10-11T17:31:06.307+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/3439401/original/resize:182x136/crop:x358y66w1284h963/hash:1467446246/1454253555_bandpagepic.jpg?1467446246,HTTP/1.1,541,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,8939,,,96,-1,0,-1,-1,-1,1557,93.184.220.20,,1653,value
84,,2019-10-11T17:31:06.345+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/5301807/original/resize:182x136/crop:x0y14w2400h1800/hash:1556427044/FREE_COVER_.png?1556427044,HTTP/1.1,529,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,4691,,,106,-1,0,-1,-1,-1,808,93.184.220.20,,916,value
85,,2019-10-11T17:31:06.353+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6516484/original/resize:182x136/crop:x0y0w1596h1197/hash:1555609353/4.jpg?1555609353,HTTP/1.1,518,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,3623,,,97,-1,0,-1,-1,-1,529,93.184.220.20,,628,value
86,,2019-10-11T17:31:06.440+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,537,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1020,12568,,,100,23,0,2133,2157,0,5,31.13.92.14,,2287,value
87,,2019-10-11T17:31:06.933+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/5800546/original/resize:182x136/crop:x0y562w1500h1125/hash:1521393972/Shera_Knotably_20_D7_99_D7_95_D7_A1_D7_99_20_D7_95_D7_90_D7_95_D7_9C_D7_99_20_D7_A9_D7_9E_D7_A8_D7_99_D7_A7_20.jpg?1521393972,HTTP/1.1,629,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,8389,,,201,-1,0,-1,-1,-1,1562,93.184.220.20,,1763,value
88,,2019-10-11T17:31:06.986+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/3961847/original/resize:182x136/crop:x242y0w2513h1885/hash:1467522092/01b010.png?1467522092,HTTP/1.1,525,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,3647,,,240,-1,0,-1,-1,-1,600,93.184.220.20,,842,value
89,,2019-10-11T17:31:07.265+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/5756325/original/resize:182x136/crop:x436y0w2329h1747/hash:1534721666/Logo2.jpg?1534721666,HTTP/1.1,524,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,2643,,,287,-1,0,-1,-1,-1,559,93.184.220.20,,847,value
90,,2019-10-11T17:31:07.520+03:00,GET,https://www.reverbnation.com/images/spinners/32x32_light.gif,HTTP/1.1,1128,0,,200,OK,HTTP/1.1,0,image/gif,,,391,3398,,,252,0,0,454,472,0,0,52.52.116.70,,726,
91,,2019-10-11T17:31:07.584+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/1350562/original/resize:182x136/crop:x92y0w3017h2263/hash:1467145761/1441194382_NEW_COVER_PHOTO.jpg?1467145761,HTTP/1.1,544,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,5789,,,100,-1,0,-1,-1,-1,1413,93.184.220.20,,1514,value
92,,2019-10-11T17:31:07.594+03:00,GET,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/1068733558/?random=1570804262978&cv=9&fst=1570804262978&num=1&guid=ON&resp=GooglemKTybQhCsO&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga21&sendb=1&ig=1&frm=0&url=https%3A%2F%2Fwww.reverbnation.com%2F&tiba=ReverbNation%20%3A%20Artists%20First&async=1&rfmt=3&fmt=4,HTTP/1.1,704,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,1031,933,,,104,33,0,4487,4517,0,1,216.58.206.2,,4657,value
93,,2019-10-11T17:31:07.764+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/4188846/original/resize:182x136/crop:x35y0w869h652/hash:1550529755/LOGO_RENTANGLE_-_EN_938_x_652.jpg?1550529755,HTTP/1.1,545,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,3483,,,157,-1,0,-1,-1,-1,449,93.184.220.20,,607,value
94,,2019-10-11T17:31:09.538+03:00,GET,https://www.google.com/pagead/1p-user-list/1068733558/?random=1570804262978&cv=9&fst=1570802400000&num=1&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga21&sendb=1&frm=0&url=https%3A%2F%2Fwww.reverbnation.com%2F&tiba=ReverbNation%20%3A%20Artists%20First&async=1&fmt=3&is_vtc=1&random=3367807752&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,HTTP/1.1,749,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,121,48,0,1760,1779,0,0,172.217.18.4,,1951,value
95,,2019-10-11T17:31:10.232+03:00,GET,https://stats.g.doubleclick.net/r/collect?t=dc&aip=1&_r=3&v=1&_v=j79&tid=UA-750054-1&cid=1317359869.1570804264&jid=2044377950&gjid=894806172&_gid=1453086060.1570804264&_u=YGBAgEAB~&z=56426400,HTTP/1.1,548,0,,200,OK,HTTP/1.1,0,image/gif,,,539,35,,,105,3,0,5856,5889,0,0,74.125.133.156,,5999,value
96,,2019-10-11T17:31:12.968+03:00,GET,https://www.google.co.il/pagead/1p-user-list/1068733558/?random=1570804262978&cv=9&fst=1570802400000&num=1&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga21&sendb=1&frm=0&url=https%3A%2F%2Fwww.reverbnation.com%2F&tiba=ReverbNation%20%3A%20Artists%20First&async=1&fmt=3&is_vtc=1&random=3367807752&resp=GooglemKTybQhCsO&rmt_tld=1&ipr=y,HTTP/1.1,751,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,116,48,0,5183,5209,0,1,216.58.206.3,,5375,value
