,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.wait,timings.send,timings.ssl,timings.blocked,timings.receive,timings.connect,serverIPAddress,comment,time,request.queryString.name
102,,2019-10-11T19:04:20.972+03:00,GET,https://www.onread.com/photo/472543/social_avatar.jpg,HTTP/1.1,679,0,,200,OK,HTTP/1.1,0,image/jpeg,,,510,6822,,,-1,101,0,-1,-1,0,-1,104.24.118.116,,102,
103,,2019-10-11T19:04:21.018+03:00,GET,https://www.onread.com/photo/477197/social_avatar.jpg,HTTP/1.1,679,0,,200,OK,HTTP/1.1,0,image/jpeg,,,510,4196,,,-1,93,0,-1,-1,1,-1,104.24.118.116,,95,
104,,2019-10-11T19:04:21.028+03:00,GET,https://www.onread.com/photo/477068/eerie_night.jpg,HTTP/1.1,677,0,,200,OK,HTTP/1.1,0,image/jpeg,,,510,4967,,,-1,88,0,-1,-1,0,-1,104.24.118.116,,89,
105,,2019-10-11T19:04:21.095+03:00,GET,https://www.onread.com/photo/467403/social_avatar.jpg,HTTP/1.1,679,0,,200,OK,HTTP/1.1,0,image/jpeg,,,509,1941,,,-1,85,0,-1,-1,0,-1,104.24.118.116,,86,
106,,2019-10-11T19:04:21.099+03:00,GET,https://www.onread.com/photo/464039/social_avatar.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,510,23497,,,-1,118,0,-1,-1,2,-1,104.24.118.116,,122,
107,,2019-10-11T19:04:21.100+03:00,GET,https://www.onread.com/photo/477192/social_avatar.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,510,8843,,,-1,98,0,-1,-1,6,-1,104.24.118.116,,105,
108,,2019-10-11T19:04:21.100+03:00,GET,https://ws.sharethis.com/button/async-buttons.js,HTTP/1.1,363,0,,200,OK,HTTP/1.1,0,application/javascript,,,555,18855,,,-1,95,0,-1,-1,30,-1,143.204.192.69,,126,
109,,2019-10-11T19:04:21.100+03:00,GET,https://www.onread.com/photo/477187/social_avatar.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,511,11160,,,-1,110,0,-1,-1,9,-1,104.24.118.116,,119,
110,,2019-10-11T19:04:21.128+03:00,GET,https://www.onread.com/photo/477175/social_avatar.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,510,7486,,,-1,98,1,-1,-1,0,-1,104.24.118.116,,99,
111,,2019-10-11T19:04:21.131+03:00,GET,https://www.onread.com/photo/477185/social_avatar.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,509,5850,,,-1,98,0,-1,-1,0,-1,104.24.118.116,,99,
112,,2019-10-11T19:04:21.186+03:00,GET,https://www.onread.com/photo/477186/social_avatar.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,509,2275,,,-1,98,0,-1,-1,0,-1,104.24.118.116,,99,
113,,2019-10-11T19:04:21.219+03:00,GET,https://www.onread.com/photo/333147/social_avatar.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,510,8398,,,-1,94,0,-1,-1,1,-1,104.24.118.116,,97,
114,,2019-10-11T19:04:21.245+03:00,GET,https://www.onread.com/photo/477184/social_avatar.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,511,14334,,,-1,112,0,-1,-1,7,-1,104.24.118.116,,119,
115,,2019-10-11T19:04:21.246+03:00,GET,https://www.onread.com/photo/477170/social_avatar.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,510,8007,,,-1,110,0,-1,-1,0,-1,104.24.118.116,,112,
116,,2019-10-11T19:04:21.246+03:00,GET,https://www.onread.com/photo/477183/social_avatar.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,510,6819,,,-1,111,0,-1,-1,0,-1,104.24.118.116,,111,
117,,2019-10-11T19:04:21.247+03:00,GET,https://www.onread.com/photo/477181/social_avatar.jpg,HTTP/1.1,718,0,,200,OK,HTTP/1.1,0,image/jpeg,,,511,14849,,,-1,119,0,-1,-1,0,-1,104.24.118.116,,120,
118,,2019-10-11T19:04:21.265+03:00,GET,https://ws.sharethis.com/button/css/buttons-secure.css,HTTP/1.1,384,0,,200,OK,HTTP/1.1,0,text/css,,,508,3851,,,-1,81,0,-1,-1,2,-1,143.204.192.69,,85,
119,,2019-10-11T19:04:21.289+03:00,GET,https://www.onread.com/img/social/facebook2.png,HTTP/1.1,712,0,,200,OK,HTTP/1.1,0,image/png,,,508,755,,,-1,87,0,-1,-1,7,-1,104.24.118.116,,96,
120,,2019-10-11T19:04:21.333+03:00,GET,https://www.onread.com/img/social/twitter.png,HTTP/1.1,710,0,,200,OK,HTTP/1.1,0,image/png,,,508,760,,,-1,88,0,-1,-1,0,-1,104.24.118.116,,88,
121,,2019-10-11T19:04:21.387+03:00,GET,https://www.onread.com/img/slide-main-04.jpg,HTTP/1.1,709,0,,200,OK,HTTP/1.1,0,image/jpeg,,,512,53751,,,-1,113,1,-1,-1,13,-1,104.24.118.116,,128,
122,,2019-10-11T19:04:21.389+03:00,GET,https://ws.sharethis.com/images/2017/facebook_counter.png,HTTP/1.1,408,0,,200,OK,HTTP/1.1,0,image/png,,,509,2423,,,-1,108,0,-1,-1,0,-1,143.204.192.69,,109,
123,,2019-10-11T19:04:21.503+03:00,GET,https://ws.sharethis.com/images/2017/twitter_counter.png,HTTP/1.1,407,0,,200,OK,HTTP/1.1,0,image/png,,,509,2478,,,-1,93,0,-1,-1,1,-1,143.204.192.69,,95,
124,,2019-10-11T19:04:21.603+03:00,GET,https://ws.sharethis.com/images/2017/pinterest_counter.png,HTTP/1.1,409,0,,200,OK,HTTP/1.1,0,image/png,,,509,2230,,,-1,85,0,-1,-1,6,-1,143.204.192.69,,93,
125,,2019-10-11T19:04:21.869+03:00,GET,https://ws.sharethis.com/secure/images/bubble_arrow.png,HTTP/1.1,437,0,,200,OK,HTTP/1.1,0,image/png,,,508,979,,,0,89,1,235,0,0,259,143.204.192.69,,350,
126,,2019-10-11T19:04:22.895+03:00,GET,https://ws.sharethis.com/secure/index.html,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,text/html,,,509,2090,,,-1,107,0,-1,-1,0,-1,143.204.192.69,,108,
127,,2019-10-11T19:04:23.059+03:00,GET,https://ws.sharethis.com/secure/js/st.d6645fa7a5766fdafb96a96a0fec1428.js,HTTP/1.1,408,0,,200,OK,HTTP/1.1,0,application/javascript,,,557,22558,,,-1,97,0,-1,-1,39,-1,143.204.192.69,,137,
128,,2019-10-11T19:04:23.859+03:00,GET,https://counter.yadro.ru/hit?t44.6;r;s800*600*24;uhttps%3A//www.onread.com/;0.5763190513962739,HTTP/1.1,445,0,,302,Moved Temporarily,HTTP/1.1,0,text/html; charset=windows-1251,,https://counter.yadro.ru/p.gif,229,322,,,35,144,0,3913,0,0,3941,88.212.201.193,,4123,value
129,,2019-10-11T19:04:24.021+03:00,GET,https://c.sharethis.mgr.consensu.org/portal.html,HTTP/1.1,516,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,585,4765,,,30,98,0,2824,0,2,2858,143.204.192.49,,2991,
130,,2019-10-11T19:04:24.023+03:00,GET,https://counter.yadro.ru/p.gif,HTTP/1.1,381,0,,200,OK,HTTP/1.1,0,image/gif,,,278,43,,,-1,149,0,-1,-1,0,-1,88.212.201.193,,150,
131,,2019-10-11T19:04:24.467+03:00,GET,https://ssl.google-analytics.com/ga.js,HTTP/1.1,353,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17168,,,30,88,0,4526,0,34,4554,172.217.18.104,,4708,
132,,2019-10-11T19:04:24.641+03:00,GET,https://ssl.google-analytics.com/r/__utm.gif?utmwv=5.7.2&utms=1&utmn=34007024&utmhn=www.onread.com&utmcs=UTF-8&utmsr=800x600&utmvp=779x600&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=OnRead.com%20-%20instant%20free%20e-book%20download.%20Read%20books%20online%20via%20this%20free%20e-book%20library.%20Become%20a%20literary%20critic%20and%20write%20your%20own%20review%20to%20any%20book.&utmhid=1543141231&utmr=-&utmp=%2F&utmht=1570809864634&utmac=UA-12428980-1&utmcc=__utma%3D195420018.740205358.1570809865.1570809865.1570809865.1%3B%2B__utmz%3D195420018.1570809865.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=566363562&utmredir=1&utmu=qAAAAAAAAAAAAAAAAAAAAAAE~,HTTP/1.1,1042,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,-1,94,0,-1,-1,0,-1,172.217.18.104,,95,value
133,,2019-10-11T19:04:24.728+03:00,GET,https://connect.facebook.net/en_US/sdk.js,HTTP/1.1,356,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1779,,,27,92,0,3405,0,0,3422,31.13.92.14,,3544,
134,,2019-10-11T19:04:24.774+03:00,GET,https://apis.google.com/js/plusone.js,HTTP/1.1,352,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,1224,17039,,,42,107,0,3309,0,51,3339,172.217.23.142,,3542,
135,,2019-10-11T19:04:24.948+03:00,GET,https://apis.google.com/_/scs/apps-static/_/js/k=oz.gapi.en_US.ysvV9EtEi0w.O/m=plusone/rt=j/sv=1/d=1/ed=1/am=wQE/rs=AGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ/cb=gapi.loaded_0,HTTP/1.1,671,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,540,49966,,,-1,78,0,-1,-1,72,-1,172.217.23.142,,151,
136,,2019-10-11T19:04:25.056+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=6f1af3c5911f0bd37c2bb64d786dcbf6&ua=modern_es6,HTTP/1.1,437,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,59080,,,0,86,0,193,0,96,226,31.13.92.14,,409,value
137,,2019-10-11T19:04:25.090+03:00,GET,https://apis.google.com/se/0/_/+1/fastbutton?usegapi=1&size=medium&count=true&origin=https%3A%2F%2Fwww.onread.com&url=https%3A%2F%2Fwww.onread.com%2F&gsrc=3p&ic=1&jsh=m%3B%2F_%2Fscs%2Fapps-static%2F_%2Fjs%2Fk%3Doz.gapi.en_US.ysvV9EtEi0w.O%2Fam%3DwQE%2Fd%3D1%2Frs%3DAGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ%2Fm%3D__features__,HTTP/1.1,975,0,,404,Not Found,HTTP/1.1,0,text/html; charset=utf-8,,,685,807,,,0,116,0,116,0,0,137,172.217.23.142,,254,value
138,,2019-10-11T19:04:25.104+03:00,GET,https://apis.google.com/_/scs/apps-static/_/js/k=oz.gapi.en_US.ysvV9EtEi0w.O/m=auth/exm=plusone/rt=j/sv=1/d=1/ed=1/am=wQE/rs=AGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ/cb=gapi.loaded_1,HTTP/1.1,680,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,541,34215,,,-1,82,0,-1,-1,30,-1,172.217.23.142,,113,
139,,2019-10-11T19:04:25.498+03:00,GET,https://l.sharethis.com/pview?event=pview&version=buttons.js&lang=en&fpc=be2d6f7-16dbb9053c5-21282c03-1&sessionID=1570809861082.55986&hostname=www.onread.com&location=%2F&product=widget&stid=&fcmp=false&publisher=ce4d76e8-da89-4a31-a7bf-990c41bf4c78&refDomain=&refQuery=&shareHash=sthash.Ko59arpU&incomingHash=&url=https%3A%2F%2Fwww.onread.com%2F%23sthash.Ko59arpU&sharURL=&buttonType=ERROR&destination=ERROR&source=ERROR&title=OnRead.com%20-%20instant%20free%20e-book%20download.%20Read%20books%20online%20via%20this%20free%20e-book%20library.%20Become%20a%20literary%20critic%20and%20write%20your%20own%20review%20to%20any%20book.&ts1570809861084.0=&sop=false,HTTP/1.1,1005,0,,301,Moved Permanently,HTTP/1.1,0,text/html; charset=utf-8,,/sc?cm=ZGwAAl2grB8AAAASKJbNAw%3D%3D&uid=true&url=https%3A%2F%2Fwww.onread.com%2F%23sthash.Ko59arpU&sop=false,835,155,,,36,98,0,1013,0,0,1042,18.195.80.102,,1178,value
140,,2019-10-11T19:04:25.601+03:00,GET,https://l.sharethis.com/sc?cm=ZGwAAl2grB8AAAASKJbNAw%3D%3D&uid=true&url=https%3A%2F%2Fwww.onread.com%2F%23sthash.Ko59arpU&sop=false,HTTP/1.1,516,0,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,456,51,,,-1,106,0,-1,-1,0,-1,18.195.80.102,,107,value
141,,2019-10-11T19:04:27.629+03:00,GET,https://count-server.sharethis.com/v2.0/get_counts?url=https%3A%2F%2Fwww.onread.com%2F&cb=stButtons.processCB&wd=true,HTTP/1.1,432,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,248,715,,,42,274,0,6161,0,0,6192,52.206.217.245,,6509,value
142,,2019-10-11T19:04:28.194+03:00,GET,https://www.google.com/images/branding/googlelogo/1x/googlelogo_color_150x54dp.png,HTTP/1.1,916,0,,200,OK,HTTP/1.1,0,image/png,,,449,3170,,,0,125,0,2837,0,1,2863,172.217.18.4,,2991,
143,,2019-10-11T19:04:28.398+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,516,11621,,,25,97,0,2991,0,7,3022,31.13.92.14,,3153,value
144,,2019-10-11T19:04:28.738+03:00,GET,https://accounts.google.com/o/oauth2/postmessageRelay?parent=https%3A%2F%2Fwww.onread.com&jsh=m%3B%2F_%2Fscs%2Fapps-static%2F_%2Fjs%2Fk%3Doz.gapi.en_US.ysvV9EtEi0w.O%2Fam%3DwQE%2Fd%3D1%2Frs%3DAGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ%2Fm%3D__features__,HTTP/1.1,902,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,633,362,,,70,124,0,1094,0,0,1123,172.217.22.77,,1319,value
145,,2019-10-11T19:04:28.877+03:00,GET,https://apis.google.com/js/rpc:shindig_random.js?onload=init,HTTP/1.1,785,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,885,4856,,,-1,110,0,-1,-1,3,-1,172.217.23.142,,113,value
146,,2019-10-11T19:04:29.848+03:00,GET,https://ssl.gstatic.com/accounts/o/3679174131-postmessagerelay.js,HTTP/1.1,602,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,4091,,,36,90,0,904,0,1,934,172.217.18.3,,1062,
147,,2019-10-11T19:04:29.952+03:00,GET,"https://apis.google.com/_/scs/apps-static/_/js/k=oz.gapi.en_US.ysvV9EtEi0w.O/m=rpc,shindig_random/rt=j/sv=1/d=1/ed=1/am=wQE/rs=AGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ/cb=gapi.loaded_0",HTTP/1.1,903,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,540,19231,,,-1,84,0,-1,-1,14,-1,172.217.23.142,,99,
148,,2019-10-11T19:04:33.570+03:00,GET,https://t.sharethis.com/1/d/t.dhj?rnd=1570809865719&cid=c010&dmn=www.onread.com,HTTP/1.1,435,0,,200,OK,HTTP/1.1,0,application/javascript,,,466,958,,,18,91,0,7795,0,0,7822,104.82.118.155,,7933,value
149,,2019-10-11T19:04:33.693+03:00,GET,https://t.sharethis.com/a/t_.htm?ver=0.308.14395&cid=c010,HTTP/1.1,566,0,,200,OK,HTTP/1.1,0,text/html,,,414,1084,,,-1,105,1,-1,-1,0,-1,104.82.118.155,,107,value
150,,2019-10-11T19:04:33.848+03:00,GET,https://t.sharethis.com/0.308.14395/a/IL/t_.js?cid=c010,HTTP/1.1,446,0,,200,OK,HTTP/1.1,0,text/javascript,,,420,6545,,,-1,85,0,-1,-1,0,-1,104.82.118.155,,86,value
