,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.send,timings.dns,timings.ssl,timings.wait,serverIPAddress,comment,time,request.queryString.name
49,,2019-10-08T15:59:14.726+03:00,GET,https://securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&pvsid=3569608812905068&correlator=4427839674703017&output=ldjh&callback=googletag.impl.pubads.callbackProxy1&impl=fifs&eid=21064702%2C21062833&vrg=2019100301&guci=2.2.0.0.2.2.0.0&plat=1%3A536870920%2C2%3A553648136%2C8%3A134217736&sc=1&sfv=1-0-35&ecs=20191008&iu_parts=67144447%2CThe_Dots_Footer_New&enc_prev_ius=%2F0%2F1&prev_iu_szs=300x250&eri=1&cookie=ID%3D1202b1989265333b%3AT%3D1570540571%3AS%3DALNI_MYDYxJfwPTpktV-q6yOpEI3d_rj3w&bc=31&abxe=1&lmt=1570539554&dt=1570539554708&dlt=1570539544674&idt=9989&frm=20&biw=779&bih=600&oid=3&adxs=439&adys=4386&adks=1949431381&ucis=1&ifi=1&u_tz=180&u_his=2&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_sd=1&flash=0&url=https%3A%2F%2Fthe-dots.com%2F&dssz=33&icsg=2147657788&std=0&vis=1&dmc=8&scr_x=0&scr_y=0&psz=300x250&msz=300x-1&ga_vid=164337241.1570539510&ga_sid=1570539555&ga_hid=1645902743&fws=0&ohw=0,HTTP/1.1,1326,0,,200,OK,HTTP/1.1,0,text/plain; charset=UTF-8,,,842,2117,,,-1,-1,0,0,-1,-1,135,216.58.207.34,,136,value
50,,2019-10-08T15:59:14.739+03:00,GET,https://tpc.googlesyndication.com/safeframe/1-0-35/html/container.html,HTTP/1.1,447,0,,200,OK,HTTP/1.1,0,text/html,,,540,3491,,,-1,-1,2,0,-1,-1,77,216.58.207.65,,80,
51,,2019-10-08T15:59:14.836+03:00,GET,https://connect.facebook.net/signals/config/471796676315561?v=2.9.4&r=stable,HTTP/1.1,389,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1073,79753,,,-1,-1,82,0,-1,-1,101,31.13.92.14,,184,value
52,,2019-10-08T15:59:14.866+03:00,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_rendering_2019100301.js,HTTP/1.1,469,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,24653,,,-1,-1,15,0,-1,-1,102,216.58.207.34,,117,
53,,2019-10-08T15:59:15.012+03:00,GET,https://tpc.googlesyndication.com/safeframe/1-0-35/html/container.html,HTTP/1.1,536,0,,200,OK,HTTP/1.1,0,text/html,,,540,3491,,,-1,-1,1,0,-1,-1,85,216.58.207.65,,87,
54,,2019-10-08T15:59:15.020+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,391,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29127,,,-1,-1,27,0,-1,-1,119,172.217.21.226,,147,value
55,,2019-10-08T15:59:15.051+03:00,GET,https://connect.facebook.net/signals/plugins/inferredEvents.js?v=2.9.4,HTTP/1.1,383,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1073,10218,,,-1,-1,3,0,-1,-1,92,31.13.92.14,,97,value
56,,2019-10-08T15:59:15.170+03:00,GET,https://securepubads.g.doubleclick.net/pcs/view?xai=AKAOjsv8_JKQXJNw23-jR9Jg_iYQETKDV6EVkv1ndFkWOt1pKvcxEzaPdXMRbmcnpXHDKLOex3jKAaHy9nljNHXg4Tc3nz0aoF4JYYGbrIph17ikc6bdXpL7oCTbRhcR71vgy7mmwZuaoY73vq7AHNI6GnbpIzTvQFlAqePhzbpMXbJ4E-jhlMD8zCysnEmGy5Mcu6G0n7u3rNN9xljLyl5Jazq1Jb-ObbD9nMNgMSzWb6o4KIAcgLxPn5yuNg3kWcWH4uZpGPsqXkhu&sig=Cg0ArKJSzPkrAWlZ0jNSEAE&urlfix=1&adurl=,HTTP/1.1,808,0,,200,OK,HTTP/1.1,0,image/gif,,,542,0,,,-1,-1,0,0,-1,-1,107,216.58.207.34,,108,value
57,,2019-10-08T15:59:15.217+03:00,GET,https://www.facebook.com/tr/?id=471796676315561&ev=PageView&dl=https%3A%2F%2Fthe-dots.com%2F&rl=&if=false&ts=1570539555215&sw=800&sh=600&v=2.9.4&r=stable&ec=0&o=158&fbp=fb.1.1570539521652.880360164&it=1570539554834&coo=false&rqm=GET,HTTP/1.1,633,0,,200,OK,HTTP/1.1,0,image/gif,,,367,44,,,-1,-1,0,0,-1,-1,92,31.13.92.36,,93,value
58,,2019-10-08T15:59:15.518+03:00,GET,https://a.impactradius-go.com/gen-ad-code/1349965/622773/9084/,HTTP/1.1,577,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,567,229,,,0,344,0,0,0,306,89,13.224.132.84,,435,
59,,2019-10-08T15:59:15.633+03:00,GET,https://a.impactradius-go.com/display-ad/9084-622773,HTTP/1.1,443,0,,200,OK,HTTP/1.1,0,image/jpeg,,,511,16901,,,-1,-1,29,0,-1,-1,107,13.224.132.84,,137,
60,,2019-10-08T15:59:15.728+03:00,GET,https://www.facebook.com/tr/?id=471796676315561&ev=Microdata&dl=https%3A%2F%2Fthe-dots.com%2F&rl=&if=false&ts=1570539555725&cd[DataLayer]=%5B%5D&cd[Meta]=%7B%22title%22%3A%22The%20Creative%20Network%20%7C%20The%20Dots%22%2C%22meta%3Adescription%22%3A%22Work%20on%20projects%20you%E2%80%99re%20proud%20of%2C%20with%20people%20that%20inspire%20you%20and%20for%20companies%20you%20respect.%20Be%20inspired%20to%20do%20great%20work%20and%20get%20recognition%20for%20it.%22%7D&cd[OpenGraph]=%7B%22og%3Atitle%22%3A%22The%20Creative%20Network%22%2C%22og%3Atype%22%3A%22website%22%2C%22og%3Aurl%22%3A%22https%3A%2F%2Fthe-dots.com%2F%22%2C%22og%3Adescription%22%3A%22Work%20on%20projects%20you%E2%80%99re%20proud%20of%2C%20with%20people%20that%20inspire%20you%20and%20for%20companies%20you%20respect.%20Be%20inspired%20to%20do%20great%20work%20and%20get%20recognition%20for%20it.%22%2C%22og%3Asite_name%22%3A%22The%20Dots%22%2C%22og%3Aimage%22%3A%22https%3A%2F%2Fthe-dots.com%2Fstatic%2Fimages%2Ffb.jpg%22%7D&cd[Schema.org]=%5B%5D&cd[JSON-LD]=%5B%5D&sw=800&sh=600&v=2.9.4&r=stable&ec=1&o=158&fbp=fb.1.1570539521652.880360164&it=1570539554834&coo=false&es=automatic&rqm=GET,HTTP/1.1,1564,0,,200,OK,HTTP/1.1,0,image/gif,,,367,44,,,-1,-1,0,0,-1,-1,92,31.13.92.36,,94,value
61,,2019-10-08T15:59:15.950+03:00,GET,https://imp.pxf.io/i/1349965/622773/9084,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,image/gif,,,357,50,,,0,314,0,0,0,277,91,35.201.76.231,,406,
